Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Josh McCown(FA),27,36,75.0,348,9.7,4,0,1,3,16,1,0,1,39.5,39.5,0.0%
2,Andy Dalton(CHI),24,35,68.6,275,7.9,3,0,0,5,11,1,0,1,30.1,30.1,1.6%
3,Drew Brees(FA),30,42,71.4,313,7.5,4,0,2,3,3,0,0,1,28.8,28.8,35.7%
4,Ben Roethlisberger(FA),23,39,59.0,349,8.9,3,0,3,1,8,0,1,1,25.3,25.3,23.8%
5,Ryan Tannehill(TEN),20,33,60.6,200,6.1,3,1,2,3,56,0,0,1,23.6,23.6,62.7%
6,Tom Brady(FA),32,52,61.5,418,8.0,2,1,4,2,1,0,1,1,22.8,22.8,99.1%
7,Geno Smith(SEA),16,25,64.0,219,8.8,1,1,1,5,50,1,0,1,21.8,21.8,0.6%
8,Joe Flacco(NYJ),28,50,56.0,245,4.9,3,3,2,1,22,0,0,1,20.0,20.0,0.3%
9,Nick Foles(CHI),11,22,50.0,179,8.1,1,1,0,6,23,1,0,1,19.5,19.5,0.7%
10,Chad Henne(KC),12,27,44.4,117,4.3,2,0,1,4,33,0,0,1,16.0,16.0,0.1%
11,Cam Newton(CAR),22,34,64.7,160,4.7,1,0,5,6,48,0,0,1,15.2,15.2,20.3%
12,Alex Smith(FA),14,20,70.0,137,6.9,2,0,0,2,7,0,0,1,14.2,14.2,5.0%
13,Matt Ryan(ATL),20,35,57.1,206,5.9,2,1,1,0,0,0,1,1,12.2,12.2,36.3%
14,Robert Griffin III(FA),12,26,46.2,164,6.3,1,1,5,4,29,0,0,1,11.5,11.5,0.6%
15,Matt Schaub(FA),17,29,58.6,198,6.8,1,1,2,1,7,0,0,1,10.6,10.6,0.0%
16,Russell Wilson(DEN),15,25,60.0,199,8.0,1,1,2,1,2,0,0,1,10.2,10.2,90.4%
17,Case Keenum(CLE),16,29,55.2,159,5.5,1,1,1,1,13,0,0,1,9.7,9.7,0.9%
18,Ryan Fitzpatrick(WAS),13,24,54.2,172,7.2,1,1,2,1,4,0,0,1,9.3,9.3,6.1%
19,Mike Glennon(NYG),9,25,36.0,90,3.6,2,2,1,1,0,0,0,1,7.6,7.6,0.8%
20,Matthew Stafford(LAR),10,25,40.0,151,6.0,0,0,0,6,-1,0,1,1,5.9,5.9,97.2%
21,Kirk Cousins(MIN),7,16,43.8,59,3.7,0,0,1,0,0,0,0,1,2.4,2.4,70.7%
22,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
23,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
24,Aaron Rodgers(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.4%
25,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
26,Ben DiNucci(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
27,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
28,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
29,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
30,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
31,Sam Ehlinger(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
32,Trace McSorley(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
33,Brett Rypien(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
34,Easton Stick(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
35,Eric Dungey(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
36,Will Grier(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
37,Jake Browning(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
38,Gardner Minshew II(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2%
