Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Drew Brees(FA),34,41,82.9,392,9.6,4,0,1,0,0,0,0,1,31.7,31.7,35.7%
2,Robert Griffin III(FA),24,37,64.9,281,7.6,3,0,4,7,44,0,0,1,27.6,27.6,0.6%
3,Ryan Fitzpatrick(WAS),22,33,66.7,264,8.0,2,0,1,3,13,1,1,1,23.9,23.9,6.1%
4,Nick Foles(CHI),12,18,66.7,228,12.7,3,0,3,8,38,0,1,1,22.9,22.9,0.7%
5,Russell Wilson(DEN),19,26,73.1,287,11.0,2,0,1,3,20,0,0,1,21.5,21.5,90.4%
6,Case Keenum(CLE),22,43,51.2,201,4.7,3,0,3,2,13,0,1,1,19.3,19.3,0.9%
7,Matthew Stafford(LAR),18,35,51.4,219,6.3,3,1,0,2,-1,0,0,1,18.7,18.7,97.2%
8,Ryan Tannehill(TEN),27,42,64.3,229,5.5,2,1,2,1,2,0,0,1,15.4,15.4,62.7%
9,Andy Dalton(CHI),24,51,47.1,274,5.4,2,3,5,6,22,0,0,1,15.2,15.2,1.6%
10,Matt Ryan(ATL),23,36,63.9,172,4.8,1,0,2,3,15,0,0,1,12.4,12.4,36.3%
11,Ben Roethlisberger(FA),18,30,60.0,204,6.8,1,1,4,0,0,0,0,1,10.2,10.2,23.8%
12,Joe Flacco(NYJ),20,36,55.6,140,3.9,2,2,5,1,4,0,1,1,8.0,8.0,0.3%
13,Mike Glennon(NYG),11,21,52.4,139,6.6,1,1,2,4,-3,0,0,1,7.3,7.3,0.8%
14,Josh McCown(FA),6,9,66.7,62,6.9,1,0,1,0,0,0,0,1,6.5,6.5,0.0%
15,Cam Newton(CAR),16,32,50.0,169,5.3,0,1,3,8,15,0,0,1,6.3,6.3,20.3%
16,Chad Henne(KC),14,23,60.9,180,7.8,0,2,3,2,-1,0,0,1,3.1,3.1,0.1%
17,Tyrod Taylor(HOU),0,0,0,0,0,0,0,0,1,18,0,0,1,1.8,1.8,4.9%
18,Aaron Rodgers(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.4%
19,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
20,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
21,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
22,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
