rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Graham Gano,4,5,80.0,49,0,1,1,2,0,1,1,1,15.0,15.0,31.4,NYG,K,15,2014
2,Mike Nugent,3,3,100.0,44,0,0,1,2,0,3,3,1,14.0,14.0,1.0,FA,K,15,2014
3,Ryan Succop,3,3,100.0,51,0,0,1,1,1,0,0,1,12.0,12.0,57.4,TB,K,15,2014
4,Cody Parkey,2,2,100.0,47,0,0,0,2,0,3,3,1,11.0,11.0,0.4,FA,K,15,2014
5,Stephen Gostkowski,2,2,100.0,36,0,0,2,0,0,5,5,1,11.0,11.0,0.1,FA,K,15,2014
6,Matt Prater,3,3,100.0,33,0,1,2,0,0,1,1,1,10.0,10.0,52.8,ARI,K,15,2014
7,Dan Bailey,1,1,100.0,49,0,0,0,1,0,5,5,1,9.0,9.0,0.0,FA,K,15,2014
8,Justin Tucker,2,4,50.0,33,0,1,1,0,0,2,2,1,8.0,8.0,98.0,BAL,K,15,2014
9,Cairo Santos,1,3,33.3,41,0,0,0,1,0,4,4,1,8.0,8.0,2.1,CHI,K,15,2014
10,Mason Crosby,2,3,66.7,45,0,0,1,1,0,1,1,1,8.0,8.0,40.7,GB,K,15,2014
11,Kai Forbath,2,2,100.0,38,0,0,2,0,0,1,1,1,7.0,7.0,3.0,LAR,K,15,2014
12,Greg Zuerlein,2,2,100.0,24,1,1,0,0,0,0,0,1,6.0,6.0,74.2,DAL,K,15,2014
13,Nick Folk,1,2,50.0,51,0,0,0,0,1,1,1,1,6.0,6.0,81.8,NE,K,15,2014
14,Randy Bullock,1,1,100.0,53,0,0,0,0,1,1,1,1,6.0,6.0,10.8,TEN,K,15,2014
15,Stephen Hauschka,1,1,100.0,38,0,0,1,0,0,2,2,1,5.0,5.0,0.0,FA,K,15,2014
16,Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,K,15,2014
17,Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,K,15,2014
18,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,K,15,2014
19,Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,K,15,2014
20,Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,K,15,2014
21,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,K,15,2014
22,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,K,15,2014
23,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,K,15,2014
24,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,K,15,2014
25,Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,K,15,2014
26,Adam Vinatieri,1,1,100.0,29,0,1,0,0,0,2,2,1,0.0,0.0,0.2,FA,K,15,2014
27,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,HOU,K,15,2014
28,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,K,15,2014
29,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,K,15,2014
30,Jonathan Brown,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,FA,K,15,2014
31,Wil Lutz,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.3,NO,K,15,2014
32,Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,K,15,2014
33,Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,PHI,K,15,2014
34,Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,K,15,2014
35,Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.6,KC,K,15,2014
36,Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,15,2014
37,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,K,15,2014
38,Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,K,15,2014
39,Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,K,15,2014
