rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Dan Bailey,4,4,100.0,51,0,0,0,3,1,2,2,1,19.0,19.0,0.0,FA,K,2,2014
2,Justin Tucker,4,4,100.0,30,0,3,1,0,0,2,2,1,14.0,14.0,98.0,BAL,K,2,2014
3,Greg Zuerlein,4,4,100.0,46,0,0,3,1,0,1,1,1,14.0,14.0,74.2,DAL,K,2,2014
4,Stephen Gostkowski,3,3,100.0,48,0,1,0,2,0,3,3,1,14.0,14.0,0.1,FA,K,2,2014
5,Mason Crosby,3,3,100.0,55,0,1,1,0,1,2,2,1,13.0,13.0,40.7,GB,K,2,2014
6,Randy Bullock,3,4,75.0,46,0,0,2,1,0,3,3,1,13.0,13.0,10.8,TEN,K,2,2014
7,Graham Gano,3,3,100.0,53,0,1,1,0,1,1,1,1,12.0,12.0,31.4,NYG,K,2,2014
8,Kai Forbath,2,2,100.0,42,0,0,1,1,0,5,5,1,12.0,12.0,3.0,LAR,K,2,2014
9,Cody Parkey,3,4,75.0,36,0,1,2,0,0,3,3,1,12.0,12.0,0.4,FA,K,2,2014
10,Nick Folk,1,1,100.0,52,0,0,0,0,1,3,3,1,8.0,8.0,81.8,NE,K,2,2014
11,Cairo Santos,1,2,50.0,45,0,0,0,1,0,2,2,1,6.0,6.0,2.1,CHI,K,2,2014
12,Brandon McManus,1,1,100.0,20,0,1,0,0,0,3,3,1,6.0,6.0,44.3,DEN,K,2,2014
13,Mike Nugent,1,4,25.0,31,0,0,1,0,0,3,3,1,6.0,6.0,1.0,FA,K,2,2014
14,Ryan Succop,1,1,100.0,47,0,0,0,1,0,1,1,1,5.0,5.0,57.4,TB,K,2,2014
15,Robbie Gould,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,22.5,SF,K,2,2014
16,Stephen Hauschka,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0,FA,K,2,2014
17,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,K,2,2014
18,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,K,2,2014
19,Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,K,2,2014
