rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Cairo Santos,4,5,80.0,43,0,2,1,1,0,1,1,1,14.0,14.0,2.1,CHI,K,17,2014
2,Dan Bailey,3,3,100.0,36,0,1,2,0,0,5,5,1,14.0,14.0,0.0,FA,K,17,2014
3,Nick Folk,3,4,75.0,39,0,2,1,0,0,4,4,1,13.0,13.0,81.8,NE,K,17,2014
4,Graham Gano,2,2,100.0,48,0,1,0,1,0,4,4,1,11.0,11.0,31.4,NYG,K,17,2014
5,Cody Parkey,2,2,100.0,39,0,0,2,0,0,4,4,1,10.0,10.0,0.4,FA,K,17,2014
6,Stephen Gostkowski,3,3,100.0,44,0,1,1,1,0,0,0,1,10.0,10.0,0.1,FA,K,17,2014
7,Stephen Hauschka,2,2,100.0,45,0,0,0,2,0,2,2,1,10.0,10.0,0.0,FA,K,17,2014
8,Justin Tucker,2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,8.0,98.0,BAL,K,17,2014
9,Greg Zuerlein,2,2,100.0,52,0,0,1,0,1,0,0,1,8.0,8.0,74.2,DAL,K,17,2014
10,Mike Nugent,1,2,50.0,39,0,0,1,0,0,2,2,1,5.0,5.0,1.0,FA,K,17,2014
11,Kai Forbath,1,1,100.0,25,0,1,0,0,0,2,2,1,5.0,5.0,3.0,LAR,K,17,2014
12,Mason Crosby,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,40.7,GB,K,17,2014
13,Ryan Succop,1,1,100.0,31,0,0,1,0,0,1,1,1,4.0,4.0,57.4,TB,K,17,2014
14,Randy Bullock,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,10.8,TEN,K,17,2014
15,Matt Prater,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,52.8,ARI,K,17,2014
16,Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,K,17,2014
17,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,K,17,2014
18,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,K,17,2014
19,Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,K,17,2014
20,Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,K,17,2014
21,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,K,17,2014
22,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,K,17,2014
23,Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,K,17,2014
24,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,K,17,2014
25,Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,K,17,2014
26,Adam Vinatieri,2,3,66.7,26,0,2,0,0,0,3,3,1,0.0,0.0,0.2,FA,K,17,2014
27,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,HOU,K,17,2014
28,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,K,17,2014
29,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,K,17,2014
30,Jonathan Brown,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,FA,K,17,2014
31,Wil Lutz,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.3,NO,K,17,2014
32,Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,K,17,2014
33,Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,PHI,K,17,2014
34,Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,K,17,2014
35,Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.6,KC,K,17,2014
36,Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,17,2014
37,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,K,17,2014
38,Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,K,17,2014
39,Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,K,17,2014
40,Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,K,17,2014
41,Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,K,17,2014
42,Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,K,17,2014
43,Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,K,17,2014
44,Dominik Eberle,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,K,17,2014
45,Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.1,IND,K,17,2014
46,Jason Myers,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.1,SEA,K,17,2014
47,Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,K,17,2014
48,Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,84.8,BUF,K,17,2014
49,JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,K,17,2014
