Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Adrian Peterson,RB,WAS,1,17,17,26,53,12,65,65,3.0,17.6
Benjamin Watson,TE,NE,1,59,59,80,0,7,5,7,5.2,8.8
Brian Hoyer,QB,IND,1,2,2,3,100,0,100,100,-0.2,-10.0
Chase Daniel,QB,CHI,1,7,7,9,0,0,57,57,0.4,5.7
Danny Amendola,WR,DET,1,34,34,54,0,15,12,15,4.7,13.8
Drew Brees,QB,NO,1,64,64,96,5,0,59,59,21.1,33.0
Frank Gore,RB,BUF,1,20,20,27,55,10,60,65,4.5,22.5
Greg Olsen,TE,CAR,1,68,68,91,0,7,7,7,5.7,8.4
Jared Cook,TE,NO,1,47,47,70,0,4,4,4,9.3,19.8
Jason Witten,TE,DAL,1,63,63,85,0,11,8,11,3.3,5.2
Julian Edelman,WR,NE,1,66,66,89,0,15,9,17,9.9,15.0
Larry Fitzgerald,WR,ARI,1,53,53,78,0,9,9,9,7.7,14.5
LeSean McCoy,RB,KC,1,26,26,38,27,23,42,50,11.7,45.0
Matt Ryan,QB,ATL,1,64,64,98,3,0,52,52,16.4,25.6
Matt Schaub,QB,ATL,1,1,1,2,100,0,100,100,-0.1,-10.0
Matthew Slater,WR,NE,1,1,1,1,0,0,0,0,0.0,0.0
Philip Rivers,QB,LAC,1,79,79,100,0,0,66,66,16.1,20.4
Ryan Fitzpatrick,QB,MIA,1,69,69,99,1,0,67,67,12.9,18.7
Ted Ginn Jr.,WR,NO,1,36,36,54,0,11,6,11,7.4,20.6
Tom Brady,QB,NE,1,74,74,100,1,0,65,65,8.5,11.5
Andre Roberts,WR,BUF,1,9,9,12,0,0,0,0,0.0,0.0
Emmanuel Sanders,WR,SF,1,32,32,44,0,16,9,16,3.3,10.3
Julio Jones,WR,ATL,1,53,53,82,2,15,13,17,8.7,16.4
Mark Ingram II,RB,BAL,1,32,32,48,41,13,50,53,20.5,64.1
