player,position,team,games,snaps,snaps_per_game,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year
Aaron Rodgers,QB,GB,1.0,72.0,72.0,100.0,6.0,0.0,53.0,53.0,9.4,13.1,5,2019
Adrian Peterson,RB,WAS,1.0,15.0,15.0,27.0,47.0,0.0,47.0,47.0,1.8,12.0,5,2019
Chase Daniel,QB,CHI,1.0,56.0,56.0,100.0,2.0,0.0,55.0,55.0,15.4,27.5,5,2019
Darren Sproles,RB,PHI,1.0,9.0,9.0,13.0,33.0,11.0,33.0,44.0,0.4,4.4,5,2019
Frank Gore,RB,BUF,1.0,33.0,33.0,51.0,42.0,6.0,48.0,48.0,6.9,20.9,5,2019
Greg Olsen,TE,CAR,1.0,62.0,62.0,98.0,0.0,3.0,0.0,3.0,0.0,0.0,5,2019
Jared Cook,TE,NO,1.0,42.0,42.0,61.0,0.0,14.0,10.0,14.0,10.1,24.0,5,2019
Jason Witten,TE,DAL,1.0,59.0,59.0,83.0,0.0,7.0,5.0,7.0,2.9,4.9,5,2019
Joe Flacco,QB,DEN,1.0,60.0,60.0,100.0,5.0,0.0,38.0,38.0,9.0,15.0,5,2019
Josh McCown,QB,PHI,1.0,5.0,5.0,7.0,40.0,0.0,40.0,40.0,-0.2,-4.0,5,2019
Julian Edelman,WR,NE,1.0,71.0,71.0,92.0,0.0,13.0,11.0,13.0,17.0,23.9,5,2019
Larry Fitzgerald,WR,ARI,1.0,55.0,55.0,73.0,0.0,15.0,11.0,15.0,5.8,10.5,5,2019
LeSean McCoy,RB,KC,1.0,14.0,14.0,23.0,0.0,14.0,14.0,14.0,0.3,2.1,5,2019
Marcedes Lewis,TE,GB,1.0,34.0,34.0,47.0,0.0,6.0,6.0,6.0,1.7,5.0,5,2019
Matt Ryan,QB,ATL,1.0,73.0,73.0,100.0,4.0,0.0,67.0,67.0,32.9,45.1,5,2019
Philip Rivers,QB,LAC,1.0,70.0,70.0,100.0,1.0,0.0,70.0,70.0,6.1,8.7,5,2019
Ted Ginn Jr.,WR,NO,1.0,44.0,44.0,64.0,2.0,5.0,7.0,7.0,9.6,21.8,5,2019
Tom Brady,QB,NE,1.0,71.0,71.0,92.0,0.0,0.0,59.0,59.0,24.9,35.1,5,2019
Golden Tate,WR,NYG,1.0,45.0,45.0,66.0,0.0,13.0,7.0,13.0,1.3,2.9,5,2019
Andre Roberts,WR,BUF,1.0,12.0,12.0,18.0,8.0,0.0,8.0,8.0,0.7,5.8,5,2019
Colt McCoy,QB,WAS,1.0,56.0,56.0,100.0,4.0,0.0,52.0,52.0,5.3,9.5,5,2019
Emmanuel Sanders,WR,DEN,1.0,38.0,38.0,63.0,0.0,3.0,3.0,3.0,0.9,2.4,5,2019
Jimmy Graham,TE,GB,1.0,50.0,50.0,69.0,0.0,6.0,6.0,6.0,4.1,8.2,5,2019
Julio Jones,WR,ATL,1.0,55.0,55.0,75.0,0.0,13.0,5.0,13.0,4.2,7.6,5,2019
Mark Ingram II,RB,BAL,1.0,52.0,52.0,66.0,37.0,4.0,40.0,40.0,10.9,21.0,5,2019
Randall Cobb,WR,DAL,1.0,59.0,59.0,83.0,0.0,10.0,5.0,10.0,5.3,9.0,5,2019
Kyle Rudolph,TE,MIN,1.0,60.0,60.0,90.0,0.0,2.0,2.0,2.0,0.4,0.7,5,2019
Andy Dalton,QB,CIN,1.0,66.0,66.0,100.0,3.0,0.0,61.0,61.0,19.0,28.8,5,2019
Lance Kendricks,TE,LAC,1.0,19.0,19.0,27.0,0.0,5.0,0.0,5.0,0.0,0.0,5,2019
Luke Stocker,TE,ATL,1.0,17.0,17.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019
Anthony Sherman,RB,KC,1.0,5.0,5.0,8.0,20.0,20.0,20.0,40.0,0.2,4.0,5,2019
Dion Lewis,RB,TEN,1.0,22.0,22.0,38.0,9.0,18.0,18.0,27.0,3.0,13.6,5,2019
Lee Smith,TE,BUF,1.0,21.0,21.0,32.0,0.0,5.0,5.0,5.0,6.8,32.4,5,2019
Tyrod Taylor,QB,LAC,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019
Virgil Green,TE,LAC,1.0,54.0,54.0,77.0,0.0,2.0,2.0,2.0,0.5,0.9,5,2019
Kirk Cousins,QB,MIN,1.0,67.0,67.0,100.0,4.0,0.0,45.0,45.0,20.5,30.6,5,2019
Russell Wilson,QB,SEA,1.0,73.0,73.0,99.0,11.0,0.0,42.0,42.0,29.9,41.0,5,2019
Alshon Jeffery,WR,PHI,1.0,61.0,61.0,91.0,0.0,13.0,10.0,13.0,5.2,8.5,5,2019
Mohamed Sanu Sr.,WR,ATL,1.0,61.0,61.0,84.0,2.0,8.0,10.0,10.0,10.3,16.9,5,2019
T.Y. Hilton,WR,IND,1.0,67.0,67.0,83.0,0.0,6.0,6.0,6.0,3.7,5.5,5,2019
Travis Benjamin,WR,LAC,1.0,40.0,40.0,57.0,0.0,5.0,3.0,5.0,1.3,3.3,5,2019
Rhett Ellison,TE,NYG,1.0,29.0,29.0,43.0,0.0,3.0,3.0,3.0,0.3,1.0,5,2019
Brandon Bolden,RB,NE,1.0,11.0,11.0,14.0,45.0,9.0,55.0,55.0,10.2,92.7,5,2019
Derek Carrier,TE,OAK,1.0,5.0,5.0,7.0,0.0,40.0,40.0,40.0,2.2,44.0,5,2019
Josh Gordon,WR,NE,1.0,66.0,66.0,86.0,0.0,12.0,8.0,12.0,5.9,8.9,5,2019
Cole Beasley,WR,BUF,1.0,41.0,41.0,63.0,0.0,10.0,7.0,10.0,2.1,5.1,5,2019
Josh Bellamy,WR,NYJ,1.0,11.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019
Travis Kelce,TE,KC,1.0,56.0,56.0,92.0,0.0,18.0,7.0,18.0,7.0,12.5,5,2019
Marquise Goodwin,WR,SF,1.0,46.0,46.0,61.0,2.0,9.0,9.0,11.0,5.6,12.2,5,2019
DeAndre Hopkins,WR,HOU,1.0,68.0,68.0,96.0,0.0,12.0,10.0,12.0,8.8,12.9,5,2019
Robert Woods,WR,LAR,1.0,65.0,65.0,92.0,0.0,14.0,8.0,14.0,4.8,7.4,5,2019
Cordarrelle Patterson,RB,CHI,1.0,2.0,2.0,4.0,50.0,0.0,50.0,50.0,0.5,25.0,5,2019
Keenan Allen,WR,LAC,1.0,69.0,69.0,99.0,0.0,9.0,6.0,9.0,1.8,2.6,5,2019
Tavon Austin,WR,DAL,1.0,16.0,16.0,23.0,6.0,6.0,13.0,13.0,2.7,16.9,5,2019
Giovani Bernard,RB,CIN,1.0,26.0,26.0,39.0,8.0,12.0,19.0,19.0,2.6,10.0,5,2019
Le'Veon Bell,RB,NYJ,1.0,51.0,51.0,88.0,29.0,18.0,43.0,47.0,8.8,17.3,5,2019
Chris Thompson,RB,WAS,1.0,31.0,31.0,55.0,13.0,23.0,29.0,35.0,3.8,12.3,5,2019
Zach Ertz,TE,PHI,1.0,56.0,56.0,84.0,0.0,13.0,9.0,13.0,11.7,20.9,5,2019
Tyler Eifert,TE,CIN,1.0,18.0,18.0,27.0,0.0,22.0,11.0,22.0,1.4,7.8,5,2019
Levine Toilolo,TE,SF,1.0,17.0,17.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019
Vance McDonald,TE,PIT,1.0,35.0,35.0,60.0,0.0,9.0,9.0,9.0,3.4,9.7,5,2019
Kyle Juszczyk,RB,SF,1.0,34.0,34.0,45.0,0.0,9.0,6.0,9.0,2.0,5.9,5,2019
Luke Willson,TE,SEA,1.0,42.0,42.0,57.0,0.0,2.0,2.0,2.0,1.0,2.4,5,2019
Latavius Murray,RB,NO,1.0,23.0,23.0,33.0,30.0,9.0,39.0,39.0,3.4,14.8,5,2019
Ryan Griffin,TE,NYJ,1.0,56.0,56.0,97.0,0.0,2.0,2.0,2.0,0.2,0.4,5,2019
Demetrius Harris,TE,CLE,1.0,25.0,25.0,53.0,0.0,8.0,4.0,8.0,0.0,0.0,5,2019
Zach Line,RB,NO,1.0,19.0,19.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019
Jack Doyle,TE,IND,1.0,59.0,59.0,73.0,0.0,5.0,5.0,5.0,1.9,3.2,5,2019
Patrick DiMarco,RB,BUF,1.0,9.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019
Teddy Bridgewater,QB,NO,1.0,64.0,64.0,93.0,8.0,0.0,61.0,61.0,28.3,44.2,5,2019
Derek Carr,QB,OAK,1.0,72.0,72.0,100.0,4.0,0.0,49.0,49.0,8.0,11.1,5,2019
Carlos Hyde,RB,HOU,1.0,44.0,44.0,62.0,48.0,2.0,48.0,50.0,12.0,27.3,5,2019
Devonta Freeman,RB,ATL,1.0,40.0,40.0,55.0,28.0,13.0,40.0,40.0,13.0,32.5,5,2019
Sammy Watkins,WR,KC,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019
Mike Evans,WR,TB,1.0,55.0,55.0,96.0,0.0,5.0,0.0,5.0,0.0,0.0,5,2019
Brandin Cooks,WR,LAR,1.0,46.0,46.0,65.0,2.0,7.0,4.0,9.0,5.6,12.2,5,2019
Allen Robinson II,WR,CHI,1.0,56.0,56.0,100.0,0.0,16.0,13.0,16.0,21.7,38.8,5,2019
Odell Beckham Jr.,WR,CLE,1.0,46.0,46.0,98.0,4.0,13.0,11.0,20.0,3.0,6.5,5,2019
Jarvis Landry,WR,CLE,1.0,46.0,46.0,98.0,0.0,13.0,9.0,13.0,7.5,16.3,5,2019
Paul Richardson Jr.,WR,WAS,1.0,49.0,49.0,88.0,0.0,4.0,4.0,4.0,1.4,2.9,5,2019
Eric Ebron,TE,IND,1.0,27.0,27.0,33.0,0.0,15.0,4.0,15.0,0.8,3.0,5,2019
Trey Burton,TE,CHI,1.0,42.0,42.0,75.0,0.0,7.0,7.0,7.0,1.6,3.8,5,2019
James White,RB,NE,1.0,30.0,30.0,39.0,20.0,30.0,40.0,50.0,7.2,24.0,5,2019
Cody Latimer,WR,NYG,1.0,31.0,31.0,46.0,0.0,3.0,0.0,3.0,0.0,0.0,5,2019
Jimmy Garoppolo,QB,SF,1.0,75.0,75.0,99.0,5.0,0.0,44.0,44.0,14.9,19.9,5,2019
John Brown,WR,BUF,1.0,52.0,52.0,80.0,0.0,10.0,10.0,10.0,7.5,14.4,5,2019
Garrett Gilbert,QB,CLE,1.0,3.0,3.0,6.0,0.0,0.0,33.0,33.0,0.0,0.0,5,2019
Damien Williams,RB,KC,1.0,34.0,34.0,56.0,26.0,12.0,35.0,38.0,3.8,11.2,5,2019
Willie Snead IV,WR,BAL,1.0,55.0,55.0,70.0,0.0,9.0,7.0,9.0,5.1,9.3,5,2019
Keith Smith,RB,ATL,1.0,8.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019
Adam Thielen,WR,MIN,1.0,57.0,57.0,85.0,0.0,14.0,12.0,14.0,25.0,43.9,5,2019
Cameron Brate,TE,TB,1.0,14.0,14.0,25.0,0.0,7.0,7.0,7.0,1.1,7.9,5,2019
Josh Hill,TE,NO,1.0,51.0,51.0,74.0,0.0,8.0,6.0,8.0,3.9,7.6,5,2019
Darren Fells,TE,HOU,1.0,55.0,55.0,77.0,0.0,4.0,4.0,4.0,14.0,25.5,5,2019
Diontae Spencer,WR,DEN,1.0,2.0,2.0,3.0,50.0,0.0,50.0,50.0,0.9,45.0,5,2019
Seth Roberts,WR,BAL,1.0,52.0,52.0,66.0,0.0,4.0,0.0,4.0,0.0,0.0,5,2019
Marcus Mariota,QB,TEN,1.0,57.0,57.0,98.0,9.0,0.0,47.0,47.0,8.6,15.1,5,2019
Jameis Winston,QB,TB,1.0,57.0,57.0,100.0,5.0,0.0,53.0,53.0,17.5,30.7,5,2019
Amari Cooper,WR,DAL,1.0,62.0,62.0,87.0,0.0,23.0,18.0,23.0,28.6,46.1,5,2019
Melvin Gordon III,RB,LAC,1.0,32.0,32.0,46.0,38.0,19.0,50.0,56.0,3.8,11.9,5,2019
Todd Gurley II,RB,LAR,1.0,65.0,65.0,92.0,23.0,8.0,28.0,31.0,15.7,24.2,5,2019
Maxx Williams,TE,ARI,1.0,42.0,42.0,56.0,0.0,2.0,2.0,2.0,0.7,1.7,5,2019
Ameer Abdullah,RB,MIN,1.0,10.0,10.0,15.0,30.0,0.0,30.0,30.0,2.4,24.0,5,2019
Tevin Coleman,RB,SF,1.0,25.0,25.0,33.0,64.0,0.0,64.0,64.0,15.7,62.8,5,2019
Duke Johnson Jr.,RB,HOU,1.0,29.0,29.0,41.0,31.0,3.0,34.0,34.0,6.7,23.1,5,2019
T.J. Yeldon,RB,BUF,1.0,31.0,31.0,48.0,6.0,13.0,19.0,19.0,2.8,9.0,5,2019
