Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Aaron Rodgers,QB,GB,1,67,67,100,9,0,58,58,27.1,40.4
Adrian Peterson,RB,WAS,1,30,30,71,47,7,53,53,10.3,34.3
Benjamin Watson,TE,NE,1,48,48,70,0,2,2,2,2.6,5.4
Danny Amendola,WR,DET,1,41,41,65,0,20,20,20,9.5,23.2
Drew Brees,QB,NO,1,68,68,92,0,0,63,63,25.9,38.1
Frank Gore,RB,BUF,1,17,17,28,53,0,53,53,3.4,20.0
Greg Olsen,TE,CAR,1,53,53,77,0,4,4,4,1.3,2.5
Joe Flacco,QB,DEN,1,73,73,100,1,0,45,45,7.9,10.8
Julian Edelman,WR,NE,1,66,66,96,2,17,14,18,19.5,29.5
Larry Fitzgerald,WR,ARI,1,39,39,80,0,10,5,10,0.8,2.1
LeSean McCoy,RB,KC,1,23,23,39,39,17,57,57,4.3,18.7
Marcedes Lewis,TE,GB,1,42,42,63,0,2,2,2,1.1,2.6
Matt Moore,QB,KC,1,59,59,100,2,0,63,63,19.0,32.2
Matt Schaub,QB,ATL,1,76,76,100,0,0,68,68,21.4,28.2
Matthew Stafford,QB,DET,1,62,62,98,3,0,55,55,24.4,39.4
Philip Rivers,QB,LAC,1,45,45,100,0,0,64,64,11.0,24.4
Ryan Fitzpatrick,QB,MIA,1,57,57,100,9,0,68,68,13.3,23.3
Ted Ginn Jr.,WR,NO,1,41,41,55,0,7,5,7,4.2,10.2
Tom Brady,QB,NE,1,69,69,100,0,0,52,52,18.4,26.7
Golden Tate,WR,NYG,1,69,69,93,0,14,12,14,8.5,12.3
Andre Roberts,WR,BUF,1,5,5,8,0,0,0,0,0.0,0.0
Emmanuel Sanders,WR,SF,1,53,53,78,0,9,8,9,8.5,16.0
Jimmy Graham,TE,GB,1,41,41,61,0,12,7,12,2.0,4.9
Julio Jones,WR,ATL,1,58,58,76,0,21,17,21,15.2,26.2
Kyle Rudolph,TE,MIN,1,60,60,83,0,5,5,5,1.7,2.8
Andy Dalton,QB,CIN,1,80,80,100,1,1,68,68,17.2,21.5
Luke Stocker,TE,ATL,1,31,31,41,0,3,3,3,1.8,5.8
Anthony Sherman,RB,KC,1,8,8,14,0,0,0,0,0.0,0.0
Dion Lewis,RB,TEN,1,20,20,33,0,5,5,5,0.2,1.0
Lee Smith,TE,BUF,1,19,19,32,0,5,5,5,0.6,3.2
Virgil Green,TE,LAC,1,13,13,29,0,8,8,8,1.0,7.7
Ryan Tannehill,QB,TEN,1,59,59,97,7,0,63,63,19.4,32.9
Kirk Cousins,QB,MIN,1,72,72,100,3,0,39,39,11.6,16.1
Russell Wilson,QB,SEA,1,60,60,97,7,0,40,40,15.7,26.2
Alshon Jeffery,WR,PHI,1,52,52,71,0,12,8,12,6.4,12.3
Mohamed Sanu Sr.,WR,NE,1,37,37,54,0,14,5,14,2.3,6.2
T.Y. Hilton,WR,IND,1,60,60,94,0,10,3,10,5.4,9.0
Marvin Jones Jr.,WR,DET,1,55,55,87,0,9,7,9,2.2,4.0
Rhett Ellison,TE,NYG,1,30,30,41,0,7,3,7,-0.1,-0.3
Brandon Bolden,RB,NE,1,3,3,4,0,33,0,33,0.0,0.0
Derek Carrier,TE,OAK,1,6,6,11,0,0,0,0,0.0,0.0
Case Keenum,QB,WAS,1,28,28,67,0,0,57,57,3.2,11.4
Cole Beasley,WR,BUF,1,46,46,77,0,15,7,15,10.1,22.0
Josh Bellamy,WR,NYJ,1,2,2,3,0,0,0,0,0.0,0.0
Travis Kelce,TE,KC,1,59,59,100,0,14,7,14,12.3,20.8
DeAndre Hopkins,WR,HOU,1,76,76,96,0,17,14,17,10.9,14.3
Robert Woods,WR,LAR,1,59,59,98,7,3,10,10,4.2,7.1
Kenny Stills,WR,HOU,1,76,76,96,0,7,4,7,2.2,2.9
Cordarrelle Patterson,RB,CHI,1,15,15,19,7,13,20,20,0.6,4.0
