player,position,team,games,snaps,snaps_per_game,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year
Aaron Rodgers,QB,GB,1.0,59.0,59.0,100.0,5.0,0.0,61.0,61.0,14.4,24.4,15,2019
Adrian Peterson,RB,WAS,1.0,32.0,32.0,60.0,50.0,9.0,59.0,59.0,15.1,47.2,15,2019
Benjamin Watson,TE,NE,1.0,34.0,34.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2019
Danny Amendola,WR,DET,1.0,55.0,55.0,86.0,0.0,24.0,15.0,24.0,10.2,18.5,15,2019
Drew Brees,QB,NO,1.0,60.0,60.0,90.0,0.0,0.0,50.0,50.0,28.3,47.2,15,2019
Eli Manning,QB,NYG,1.0,65.0,65.0,97.0,0.0,0.0,43.0,43.0,16.3,25.1,15,2019
Frank Gore,RB,BUF,1.0,19.0,19.0,29.0,53.0,0.0,53.0,53.0,1.5,7.9,15,2019
Jared Cook,TE,NO,1.0,28.0,28.0,42.0,0.0,14.0,14.0,14.0,5.4,19.3,15,2019
Jason Witten,TE,DAL,1.0,46.0,46.0,63.0,0.0,11.0,9.0,11.0,9.6,20.9,15,2019
Julian Edelman,WR,NE,1.0,40.0,40.0,62.0,0.0,13.0,5.0,13.0,0.9,2.3,15,2019
Larry Fitzgerald,WR,ARI,1.0,47.0,47.0,77.0,0.0,11.0,6.0,11.0,4.2,8.9,15,2019
LeSean McCoy,RB,KC,1.0,17.0,17.0,25.0,35.0,0.0,35.0,35.0,1.6,9.4,15,2019
Marcedes Lewis,TE,GB,1.0,32.0,32.0,54.0,0.0,3.0,3.0,3.0,0.6,1.9,15,2019
Matt Ryan,QB,ATL,1.0,67.0,67.0,100.0,7.0,0.0,66.0,66.0,19.1,28.5,15,2019
Matthew Slater,WR,NE,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2019
Philip Rivers,QB,LAC,1.0,62.0,62.0,100.0,0.0,0.0,63.0,63.0,11.3,18.2,15,2019
Ryan Fitzpatrick,QB,MIA,1.0,71.0,71.0,100.0,6.0,0.0,63.0,63.0,20.5,28.9,15,2019
Ted Ginn Jr.,WR,NO,1.0,19.0,19.0,28.0,0.0,5.0,5.0,5.0,1.3,6.8,15,2019
Tom Brady,QB,NE,1.0,65.0,65.0,100.0,3.0,0.0,48.0,48.0,12.9,19.8,15,2019
Golden Tate,WR,NYG,1.0,38.0,38.0,57.0,0.0,11.0,3.0,11.0,11.1,29.2,15,2019
Andre Roberts,WR,BUF,1.0,17.0,17.0,26.0,0.0,12.0,6.0,12.0,0.7,4.1,15,2019
Emmanuel Sanders,WR,SF,1.0,61.0,61.0,94.0,0.0,7.0,3.0,7.0,0.9,1.5,15,2019
Jimmy Graham,TE,GB,1.0,25.0,25.0,42.0,0.0,16.0,4.0,16.0,0.0,0.0,15,2019
Julio Jones,WR,ATL,1.0,59.0,59.0,88.0,0.0,34.0,22.0,34.0,25.4,43.1,15,2019
Mark Ingram II,RB,BAL,1.0,34.0,34.0,52.0,38.0,6.0,41.0,44.0,22.6,66.5,15,2019
Randall Cobb,WR,DAL,1.0,29.0,29.0,40.0,0.0,7.0,3.0,7.0,-0.3,-1.0,15,2019
Kyle Rudolph,TE,MIN,1.0,35.0,35.0,54.0,0.0,9.0,9.0,9.0,4.8,13.7,15,2019
Andy Dalton,QB,CIN,1.0,66.0,66.0,100.0,3.0,0.0,50.0,50.0,6.1,9.2,15,2019
Lance Kendricks,TE,LAC,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2019
Luke Stocker,TE,ATL,1.0,22.0,22.0,33.0,0.0,5.0,5.0,5.0,0.9,4.1,15,2019
Anthony Sherman,RB,KC,1.0,14.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2019
Dion Lewis,RB,TEN,1.0,24.0,24.0,35.0,13.0,4.0,17.0,17.0,8.1,33.8,15,2019
Lee Smith,TE,BUF,1.0,31.0,31.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2019
Virgil Green,TE,LAC,1.0,23.0,23.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2019
Robert Griffin III,QB,BAL,1.0,9.0,9.0,14.0,44.0,0.0,56.0,56.0,0.6,6.7,15,2019
Ryan Tannehill,QB,TEN,1.0,68.0,68.0,100.0,4.0,0.0,57.0,57.0,25.2,37.1,15,2019
Kirk Cousins,QB,MIN,1.0,62.0,62.0,95.0,5.0,0.0,45.0,45.0,12.7,20.5,15,2019
Russell Wilson,QB,SEA,1.0,67.0,67.0,100.0,4.0,0.0,43.0,43.0,19.3,28.8,15,2019
Mohamed Sanu Sr.,WR,NE,1.0,56.0,56.0,86.0,0.0,14.0,4.0,14.0,1.3,2.3,15,2019
T.Y. Hilton,WR,IND,1.0,29.0,29.0,52.0,0.0,31.0,14.0,31.0,2.5,8.6,15,2019
Brandon Bolden,RB,NE,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2019
Alex Tanney,QB,NYG,1.0,2.0,2.0,3.0,0.0,0.0,50.0,50.0,0.0,0.0,15,2019
Derek Carrier,TE,OAK,1.0,23.0,23.0,31.0,0.0,9.0,4.0,9.0,0.5,2.2,15,2019
