rank,player,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
14.0,Chris Thompson,3.0,4.0,1.3,4.0,0.0,0.0,4.0,5.0,52.0,13.0,1.0,0.0,1.0,11.6,11.6,0.0,WAS,RB,1,2017
15.0,Mike Tolbert,12.0,42.0,3.5,16.0,0.0,1.0,1.0,1.0,12.0,12.0,0.0,0.0,1.0,11.4,11.4,0.0,BUF,RB,1,2017
16.0,LeGarrette Blount,14.0,46.0,3.3,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.7,10.7,0.1,PHI,RB,1,2017
17.0,Marlon Mack,10.0,24.0,2.4,24.0,1.0,1.0,1.0,1.0,21.0,21.0,0.0,0.0,1.0,10.5,10.5,1.6,IND,RB,1,2017
18.0,Devonta Freeman,12.0,37.0,3.1,6.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,9.9,9.9,74.2,ATL,RB,1,2017
19.0,Lamar Miller,17.0,65.0,3.8,8.0,0.0,0.0,2.0,2.0,31.0,15.5,0.0,0.0,1.0,9.6,9.6,0.0,HOU,RB,1,2017
20.0,Marshawn Lynch,18.0,76.0,4.2,14.0,0.0,0.0,1.0,2.0,16.0,16.0,0.0,0.0,1.0,9.2,9.2,0.3,OAK,RB,1,2017
21.0,C.J. Anderson,20.0,81.0,4.1,18.0,0.0,0.0,1.0,3.0,7.0,7.0,0.0,0.0,1.0,8.8,8.8,1.0,DEN,RB,1,2017
22.0,Isaiah Crowell,17.0,33.0,1.9,6.0,0.0,0.0,2.0,2.0,33.0,16.5,0.0,0.0,1.0,8.6,8.6,0.1,CLE,RB,1,2017
23.0,Theo Riddick,1.0,-1.0,-1.0,0.0,0.0,0.0,6.0,7.0,27.0,4.5,1.0,0.0,1.0,8.6,8.6,0.0,DET,RB,1,2017
24.0,Charcandrick West,1.0,21.0,21.0,21.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,8.5,8.5,0.0,KC,RB,1,2017
25.0,Giovani Bernard,7.0,40.0,5.7,23.0,1.0,0.0,1.0,2.0,39.0,39.0,0.0,0.0,1.0,7.9,7.9,5.4,CIN,RB,1,2017
26.0,Carlos Hyde,9.0,45.0,5.0,18.0,0.0,0.0,6.0,6.0,32.0,5.3,0.0,0.0,1.0,7.7,7.7,6.9,SF,RB,1,2017
27.0,Malcolm Brown,7.0,16.0,2.3,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.6,7.6,3.6,LAR,RB,1,2017
28.0,Kerwynn Williams,5.0,10.0,2.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,7.2,7.2,0.0,ARI,RB,1,2017
29.0,David Johnson,11.0,23.0,2.1,6.0,0.0,0.0,6.0,9.0,67.0,11.2,0.0,1.0,1.0,7.1,7.1,35.4,ARI,RB,1,2017
30.0,Javorius Allen,21.0,71.0,3.4,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.1,7.1,0.1,BAL,RB,1,2017
32.0,James White,10.0,38.0,3.8,10.0,0.0,0.0,3.0,5.0,30.0,10.0,0.0,0.0,1.0,6.8,6.8,7.9,NE,RB,1,2017
33.0,Christian McCaffrey,13.0,47.0,3.6,11.0,0.0,0.0,5.0,7.0,38.0,7.6,0.0,1.0,1.0,6.5,6.5,47.2,CAR,RB,1,2017
34.0,Tommy Bohanon,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.1,6.1,0.0,JAC,RB,1,2017
35.0,DeMarco Murray,12.0,44.0,3.7,21.0,1.0,0.0,2.0,2.0,16.0,8.0,0.0,0.0,1.0,6.0,6.0,0.1,TEN,RB,1,2017
36.0,Tevin Coleman,8.0,16.0,2.0,7.0,0.0,0.0,4.0,6.0,42.0,10.5,0.0,0.0,1.0,5.8,5.8,18.5,ATL,RB,1,2017
37.0,Chris Ivory,9.0,42.0,4.7,17.0,0.0,0.0,1.0,2.0,11.0,11.0,0.0,0.0,1.0,5.3,5.3,0.0,JAC,RB,1,2017
38.0,Frank Gore,10.0,42.0,4.2,16.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,5.2,5.2,12.2,IND,RB,1,2017
39.0,Shane Vereen,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,51.0,5.7,0.0,0.0,1.0,5.1,5.1,0.0,NYG,RB,1,2017
40.0,Chris Carson,6.0,39.0,6.5,30.0,1.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,4.9,4.9,31.7,SEA,RB,1,2017
41.0,Le'Veon Bell,10.0,32.0,3.2,15.0,0.0,0.0,3.0,6.0,15.0,5.0,0.0,0.0,1.0,4.7,4.7,5.4,PIT,RB,1,2017
42.0,Darren Sproles,2.0,2.0,1.0,2.0,0.0,0.0,5.0,8.0,43.0,8.6,0.0,0.0,1.0,4.5,4.5,0.1,PHI,RB,1,2017
43.0,Ameer Abdullah,15.0,30.0,2.0,7.0,0.0,0.0,3.0,4.0,11.0,3.7,0.0,0.0,1.0,4.1,4.1,10.4,DET,RB,1,2017
44.0,Bilal Powell,7.0,22.0,3.1,11.0,0.0,0.0,5.0,6.0,17.0,3.4,0.0,0.0,1.0,3.9,3.9,0.0,NYJ,RB,1,2017
45.0,Alvin Kamara,7.0,18.0,2.6,5.0,0.0,0.0,4.0,6.0,20.0,5.0,0.0,0.0,1.0,3.8,3.8,100.0,NO,RB,1,2017
46.0,Danny Woodhead,1.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,33.0,11.0,0.0,0.0,1.0,3.7,3.7,20.6,BAL,RB,1,2017
47.0,Jerick McKinnon,3.0,5.0,1.7,10.0,0.0,0.0,3.0,3.0,32.0,10.7,0.0,0.0,1.0,3.7,3.7,0.8,MIN,RB,1,2017
48.0,Matt Forte,6.0,16.0,2.7,8.0,0.0,0.0,3.0,5.0,20.0,6.7,0.0,0.0,1.0,3.6,3.6,19.1,NYJ,RB,1,2017
49.0,Andre Ellington,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,35.0,17.5,0.0,0.0,1.0,3.5,3.5,0.1,CIN,RB,1,2017
50.0,Robert Kelley,10.0,30.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,WAS,RB,1,2017
51.0,Jalen Richard,5.0,22.0,4.4,9.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,2.8,2.8,0.7,OAK,RB,1,2017
52.0,Tyler Ervin,3.0,8.0,2.7,6.0,0.0,0.0,4.0,5.0,18.0,4.5,0.0,0.0,1.0,2.6,2.6,0.0,HOU,RB,1,2017
53.0,Paul Perkins,7.0,16.0,2.3,3.0,0.0,0.0,2.0,3.0,9.0,4.5,0.0,0.0,1.0,2.5,2.5,0.0,NYG,RB,1,2017
54.0,Derrick Henry,6.0,25.0,4.2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,2.5,78.0,TEN,RB,1,2017
55.0,Jeremy Hill,6.0,26.0,4.3,12.0,0.0,0.0,1.0,1.0,-2.0,-2.0,0.0,0.0,1.0,2.4,2.4,0.0,CIN,RB,1,2017
56.0,Joe Mixon,8.0,9.0,1.1,8.0,0.0,0.0,3.0,3.0,15.0,5.0,0.0,0.0,1.0,2.4,2.4,98.1,CIN,RB,1,2017
57.0,Rex Burkhead,3.0,15.0,5.0,14.0,0.0,0.0,1.0,3.0,8.0,8.0,0.0,0.0,1.0,2.3,2.3,31.5,NE,RB,1,2017
58.0,DeAndre Washington,3.0,4.0,1.3,4.0,0.0,0.0,2.0,2.0,18.0,9.0,0.0,0.0,1.0,2.2,2.2,11.0,OAK,RB,1,2017
59.0,Dwayne Washington,6.0,22.0,3.7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,2.2,0.1,DET,RB,1,2017
61.0,Jamaal Charles,10.0,40.0,4.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.1,DEN,RB,1,2017
62.0,Austin Ekeler,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,18.0,9.0,0.0,0.0,1.0,1.8,1.8,99.9,LAC,RB,1,2017
63.0,Adrian Peterson,6.0,18.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.8,1.8,4.9,CIN,RB,1,2017
64.0,Kyle Juszczyk,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,17.0,8.5,0.0,0.0,1.0,1.7,1.7,1.0,SF,RB,1,2017
66.0,Orleans Darkwa,3.0,14.0,4.7,12.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,1.0,1.3,1.3,0.0,NYG,RB,1,2017
67.0,James Conner,4.0,11.0,2.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,94.6,PIT,RB,1,2017
68.0,C.J. Prosise,4.0,11.0,2.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,0.0,SEA,RB,1,2017
69.0,Matt Breida,4.0,11.0,2.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,8.2,SF,RB,1,2017
70.0,Branden Oliver,4.0,10.0,2.5,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,LAC,RB,1,2017
71.0,Dion Lewis,2.0,9.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.9,2.0,NE,RB,1,2017
72.0,Wendell Smallwood,4.0,4.0,1.0,3.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,0.9,0.9,0.0,PHI,RB,1,2017
73.0,Jamaal Williams,2.0,9.0,4.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.9,58.2,GB,RB,1,2017
74.0,Michael Burton,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.7,0.1,CHI,RB,1,2017
75.0,Latavius Murray,2.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.6,22.2,MIN,RB,1,2017
76.0,Patrick DiMarco,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,0.5,0.5,0.0,BUF,RB,1,2017
77.0,D'Onta Foreman,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,66.5,HOU,RB,1,2017
78.0,Robert Turbin,2.0,7.0,3.5,5.0,0.0,0.0,1.0,1.0,-4.0,-4.0,0.0,0.0,1.0,0.3,0.3,0.0,IND,RB,1,2017
79.0,Eddie Lacy,5.0,3.0,0.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.3,SEA,RB,1,2017
80.0,John Kuhn,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.0,NO,RB,1,2017
81.0,Alfred Morris,4.0,1.0,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,DAL,RB,1,2017
82.0,Justin Davis,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,LAR,RB,1,2017
83.0,Fozzy Whittaker,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,CAR,RB,1,2017
216.0,Anthony Sherman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,KC,RB,1,2017
217.0,Taiwan Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,BUF,RB,1,2017
226.0,Brandon Bolden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.7,NE,RB,1,2017
241.0,Danny Vitale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,CLE,RB,1,2017
242.0,Tre Madden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,SEA,RB,1,2017
244.0,Elijhaa Penny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,ARI,RB,1,2017
246.0,C.J. Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,MIN,RB,1,2017
247.0,Terron Ward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ATL,RB,1,2017
248.0,Derek Watt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,LAC,RB,1,2017
249.0,Andy Janovich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,DEN,RB,1,2017
255.0,Rod Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DAL,RB,1,2017
257.0,Trey Edmunds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,NO,RB,1,2017
274.0,Samaje Perine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.2,WAS,RB,1,2017
276.0,Devante Mays,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,GB,RB,1,2017
277.0,Elijah McGuire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,NYJ,RB,1,2017
279.0,Corey Clement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,PHI,RB,1,2017
285.0,David Fluellen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TEN,RB,1,2017
288.0,Ryan Hewitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,CIN,RB,1,2017
289.0,Jay Prosch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,HOU,RB,1,2017
290.0,Derrick Coleman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,ATL,RB,1,2017
291.0,James Develin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,NE,RB,1,2017
296.0,Jalston Fowler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TEN,RB,1,2017
297.0,Terrell Watson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,PIT,RB,1,2017
299.0,Raheem Mostert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,SF,RB,1,2017
300.0,Corey Grant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,JAC,RB,1,2017
301.0,Aaron Ripkowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,GB,RB,1,2017
302.0,Roosevelt Nix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,PIT,RB,1,2017
303.0,Keith Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DAL,RB,1,2017
1.0,C.J. Anderson,25.0,118.0,4.7,28.0,2.0,1.0,3.0,3.0,36.0,12.0,1.0,0.0,1.0,27.4,27.4,1.0,DEN,RB,2,2017
4.0,Kareem Hunt,13.0,81.0,6.2,53.0,1.0,2.0,3.0,3.0,28.0,9.3,0.0,0.0,1.0,22.9,22.9,82.1,KC,RB,2,2017
5.0,Chris Thompson,3.0,77.0,25.7,61.0,1.0,2.0,3.0,7.0,29.0,9.7,0.0,0.0,1.0,22.6,22.6,0.0,WAS,RB,2,2017
6.0,Devonta Freeman,19.0,84.0,4.4,17.0,0.0,2.0,2.0,2.0,16.0,8.0,0.0,0.0,1.0,22.0,22.0,74.2,ATL,RB,2,2017
7.0,Jalen Richard,6.0,58.0,9.7,52.0,1.0,1.0,2.0,2.0,51.0,25.5,0.0,0.0,1.0,16.9,16.9,0.7,OAK,RB,2,2017
8.0,Javorius Allen,14.0,66.0,4.7,37.0,1.0,0.0,5.0,6.0,35.0,7.0,1.0,0.0,1.0,16.1,16.1,0.1,BAL,RB,2,2017
9.0,Derrick Henry,14.0,92.0,6.6,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.2,15.2,78.0,TEN,RB,2,2017
10.0,Carlos Hyde,15.0,124.0,8.3,61.0,2.0,0.0,3.0,6.0,19.0,6.3,0.0,0.0,1.0,14.3,14.3,6.9,SF,RB,2,2017
12.0,Mike Gillislee,18.0,69.0,3.8,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.9,12.9,0.0,NE,RB,2,2017
13.0,Jacquizz Rodgers,19.0,67.0,3.5,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.7,12.7,0.0,TB,RB,2,2017
14.0,Jay Ajayi,28.0,122.0,4.4,20.0,1.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,12.6,12.6,7.0,CIN,RB,2,2017
15.0,Leonard Fournette,14.0,40.0,2.9,7.0,0.0,1.0,2.0,5.0,21.0,10.5,0.0,0.0,1.0,12.1,12.1,74.8,JAC,RB,2,2017
16.0,Marshawn Lynch,12.0,45.0,3.8,13.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,10.9,10.9,0.3,OAK,RB,2,2017
17.0,Frank Gore,14.0,46.0,3.3,13.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,10.6,10.6,12.2,IND,RB,2,2017
18.0,Terrance West,8.0,22.0,2.8,12.0,0.0,1.0,2.0,2.0,23.0,11.5,0.0,0.0,1.0,10.5,10.5,0.0,BAL,RB,2,2017
19.0,Tevin Coleman,6.0,42.0,7.0,35.0,1.0,0.0,2.0,2.0,3.0,1.5,1.0,0.0,1.0,10.5,10.5,18.5,ATL,RB,2,2017
20.0,Rex Burkhead,2.0,3.0,1.5,2.0,0.0,0.0,3.0,4.0,41.0,13.7,1.0,0.0,1.0,10.4,10.4,31.5,NE,RB,2,2017
21.0,Chris Carson,20.0,93.0,4.7,16.0,0.0,0.0,1.0,2.0,7.0,7.0,0.0,0.0,1.0,10.0,10.0,31.7,SEA,RB,2,2017
22.0,James White,2.0,11.0,5.5,7.0,0.0,0.0,8.0,8.0,85.0,10.6,0.0,0.0,1.0,9.6,9.6,7.9,NE,RB,2,2017
23.0,Le'Veon Bell,27.0,87.0,3.2,11.0,0.0,0.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,9.1,9.1,5.4,PIT,RB,2,2017
24.0,Matt Forte,9.0,53.0,5.9,16.0,0.0,0.0,3.0,3.0,38.0,12.7,0.0,0.0,1.0,9.1,9.1,19.1,NYJ,RB,2,2017
25.0,Lamar Miller,18.0,61.0,3.4,19.0,0.0,0.0,3.0,3.0,26.0,8.7,0.0,0.0,1.0,8.7,8.7,0.0,HOU,RB,2,2017
26.0,Ameer Abdullah,17.0,86.0,5.1,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.6,8.6,10.4,DET,RB,2,2017
28.0,Robert Kelley,12.0,78.0,6.5,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.8,7.8,0.0,WAS,RB,2,2017
30.0,Samaje Perine,21.0,67.0,3.2,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.7,6.7,15.2,WAS,RB,2,2017
31.0,Dalvin Cook,12.0,64.0,5.3,25.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,6.4,6.4,100.0,MIN,RB,2,2017
32.0,Jalston Fowler,1.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.3,6.3,0.0,TEN,RB,2,2017
33.0,C.J. Ham,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.1,6.1,0.1,MIN,RB,2,2017
34.0,Darren Sproles,10.0,48.0,4.8,12.0,0.0,0.0,2.0,4.0,30.0,15.0,0.0,1.0,1.0,5.8,5.8,0.1,PHI,RB,2,2017
35.0,Shane Vereen,6.0,28.0,4.7,8.0,0.0,0.0,3.0,3.0,27.0,9.0,0.0,0.0,1.0,5.5,5.5,0.0,NYG,RB,2,2017
36.0,Alvin Kamara,1.0,3.0,3.0,3.0,0.0,0.0,3.0,7.0,51.0,17.0,0.0,0.0,1.0,5.4,5.4,100.0,NO,RB,2,2017
37.0,Jamaal Charles,9.0,46.0,5.1,14.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,5.2,5.2,0.1,DEN,RB,2,2017
38.0,Chris Ivory,6.0,17.0,2.8,6.0,0.0,0.0,3.0,4.0,31.0,10.3,0.0,0.0,1.0,4.8,4.8,0.0,JAC,RB,2,2017
39.0,Tarik Cohen,7.0,13.0,1.9,9.0,0.0,0.0,8.0,9.0,55.0,6.9,0.0,1.0,1.0,4.8,4.8,3.0,CHI,RB,2,2017
40.0,Peyton Barber,10.0,47.0,4.7,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.7,4.7,1.2,TB,RB,2,2017
41.0,Chris Johnson,11.0,44.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.4,4.4,0.6,ARI,RB,2,2017
42.0,Christian McCaffrey,8.0,10.0,1.3,6.0,0.0,0.0,4.0,5.0,34.0,8.5,0.0,0.0,1.0,4.4,4.4,47.2,CAR,RB,2,2017
43.0,LeSean McCoy,12.0,9.0,0.8,6.0,0.0,0.0,6.0,7.0,34.0,5.7,0.0,0.0,1.0,4.3,4.3,2.0,BUF,RB,2,2017
44.0,Joe Mixon,9.0,36.0,4.0,7.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,4.1,4.1,98.1,CIN,RB,2,2017
45.0,Jonathan Stewart,15.0,40.0,2.7,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,CAR,RB,2,2017
46.0,D'Onta Foreman,12.0,40.0,3.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,66.5,HOU,RB,2,2017
47.0,Matt Breida,4.0,35.0,8.8,13.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,3.8,3.8,8.2,SF,RB,2,2017
48.0,Isaiah Crowell,10.0,37.0,3.7,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.7,3.7,0.1,CLE,RB,2,2017
49.0,Theo Riddick,9.0,20.0,2.2,11.0,0.0,0.0,3.0,3.0,17.0,5.7,0.0,0.0,1.0,3.7,3.7,0.0,DET,RB,2,2017
50.0,Elijah McGuire,6.0,29.0,4.8,11.0,0.0,0.0,1.0,2.0,7.0,7.0,0.0,0.0,1.0,3.6,3.6,0.0,NYJ,RB,2,2017
51.0,DeAndre Washington,6.0,20.0,3.3,10.0,0.0,0.0,3.0,3.0,15.0,5.0,0.0,0.0,1.0,3.5,3.5,11.0,OAK,RB,2,2017
52.0,Branden Oliver,3.0,31.0,10.3,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1,3.1,0.0,LAC,RB,2,2017
53.0,DeMarco Murray,9.0,25.0,2.8,7.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.8,2.8,0.1,TEN,RB,2,2017
54.0,Giovani Bernard,5.0,10.0,2.0,6.0,0.0,0.0,2.0,4.0,16.0,8.0,0.0,0.0,1.0,2.6,2.6,5.4,CIN,RB,2,2017
55.0,Adrian Peterson,8.0,26.0,3.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,2.6,4.9,CIN,RB,2,2017
