,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,James Conner(ARI),24,146,6.1,30,2,2,5,6,66,13.2,0,0,1,33.2,33.2,94.6%
1,2,Todd Gurley II(FA),25,114,4.6,23,1,0,6,7,81,13.5,1,0,1,27.5,27.5,0.4%
2,3,Marlon Mack(IND),25,132,5.3,49,1,2,2,4,17,8.5,0,0,1,26.9,26.9,1.6%
3,4,Joe Mixon(CIN),21,123,5.9,43,1,2,3,4,15,5.0,0,0,1,25.8,25.8,98.1%
4,5,Adrian Peterson(SEA),26,149,5.7,64,1,1,1,1,7,7.0,1,1,1,25.6,25.6,4.9%
5,6,Kenyan Drake(LV),12,58,4.8,12,0,1,2,2,37,18.5,1,0,1,21.5,21.5,29.4%
6,7,Alvin Kamara(NO),13,45,3.5,17,0,1,7,8,31,4.4,1,0,1,19.6,19.6,100.0%
7,8,Lamar Miller(FA),18,133,7.4,58,1,1,0,2,0,0,0,0,1,19.3,19.3,0.0%
8,9,Chris Carson(SEA),25,105,4.2,12,0,1,2,2,19,9.5,0,0,1,18.4,18.4,31.7%
9,10,Christian McCaffrey(CAR),14,45,3.2,12,0,1,4,6,11,2.8,1,0,1,17.6,17.6,47.2%
10,11,Phillip Lindsay(MIA),18,95,5.3,14,0,1,3,3,17,5.7,0,0,1,17.2,17.2,9.0%
11,12,Tarik Cohen(CHI),5,40,8.0,21,1,0,1,3,70,70.0,1,0,1,17.0,17.0,3.0%
12,13,Latavius Murray(BAL),13,56,4.3,12,0,1,5,6,39,7.8,0,0,1,15.5,15.5,22.2%
13,14,James White(NE),8,15,1.9,5,0,1,10,13,79,7.9,0,0,1,15.4,15.4,7.9%
14,15,Aaron Jones(GB),12,86,7.2,33,1,1,2,2,0,0.0,0,0,1,14.6,14.6,98.9%
15,16,Kareem Hunt(CLE),16,50,3.1,11,0,0,5,6,36,7.2,1,0,1,14.6,14.6,82.1%
16,17,Peyton Barber(LV),19,85,4.5,16,0,1,0,0,0,0,0,0,1,14.5,14.5,1.2%
17,18,Jordan Howard(PHI),22,81,3.7,24,1,1,0,1,0,0,0,0,1,14.1,14.1,18.7%
18,19,Wendell Smallwood(FA),8,24,3.0,10,0,0,2,3,42,21.0,1,0,1,12.6,12.6,0.0%
