,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Todd Gurley II(FA),23,132,5.7,36,2,2,3,5,33,11.0,0,0,1,28.5,28.5,0.4%
1,2,Phillip Lindsay(MIA),19,157,8.3,65,1,2,1,1,2,2.0,0,0,1,27.9,27.9,9.0%
2,3,Tarik Cohen(CHI),8,30,3.8,11,0,0,12,14,156,13.0,0,0,1,22.6,22.6,3.0%
3,4,Christian McCaffrey(CAR),10,106,10.6,53,1,0,9,10,55,6.1,1,0,1,22.1,22.1,47.2%
4,5,Ezekiel Elliott(DAL),23,76,3.3,21,1,0,6,6,60,10.0,1,0,1,19.6,19.6,99.7%
5,6,James Conner(ARI),15,60,4.0,20,1,2,3,4,14,4.7,0,0,1,19.4,19.4,94.6%
6,7,Chase Edmonds(ARI),5,53,10.6,29,1,2,2,2,13,6.5,0,0,1,18.6,18.6,85.1%
7,8,Adrian Peterson(SEA),9,98,10.9,90,1,1,0,0,0,0,0,0,1,15.8,15.8,4.9%
8,9,Saquon Barkley(NYG),24,125,5.2,29,2,0,3,4,21,7.0,0,0,1,14.6,14.6,97.6%
9,10,Justin Jackson(LAC),8,63,7.9,18,0,1,1,1,19,19.0,0,0,1,14.2,14.2,42.5%
10,11,James Develin(FA),4,5,1.3,2,0,2,1,1,9,9.0,0,0,1,13.4,13.4,0.0%
11,12,Nick Chubb(CLE),9,31,3.4,11,0,1,3,3,41,13.7,0,0,1,13.2,13.2,99.8%
12,13,Rashaad Penny(SEA),7,65,9.3,20,1,1,0,0,0,0,0,0,1,12.5,12.5,78.9%
13,14,James White(NE),6,26,4.3,12,0,0,7,9,92,13.1,0,0,1,11.8,11.8,7.9%
14,15,Lamar Miller(FA),19,103,5.4,32,1,0,1,1,12,12.0,0,0,1,11.5,11.5,0.0%
15,16,Jeff Wilson Jr.(SF),15,61,4.1,11,0,0,8,9,73,9.1,0,1,1,11.4,11.4,56.1%
16,17,Spencer Ware(FA),14,47,3.4,17,0,1,1,1,5,5.0,0,0,1,11.2,11.2,0.0%
17,18,Aaron Jones(GB),11,36,3.3,13,0,1,4,4,16,4.0,0,0,1,11.2,11.2,98.9%
18,19,Chris Carson(SEA),13,69,5.3,23,1,0,3,4,39,13.0,0,0,1,10.8,10.8,31.7%
19,20,Isaiah Crowell(FA),21,98,4.7,27,1,0,4,5,9,2.3,0,0,1,10.7,10.7,0.1%
20,21,Doug Martin(FA),18,61,3.4,17,0,1,2,2,6,3.0,0,1,1,10.7,10.7,0.0%
21,22,Dalvin Cook(MIN),9,84,9.3,32,1,0,8,10,22,2.8,0,0,1,10.6,10.6,100.0%
22,23,Jalen Richard(LV),6,95,15.8,30,2,0,3,4,31,10.3,0,1,1,10.6,10.6,0.7%
23,24,Derrick Henry(TEN),10,40,4.0,12,0,1,2,2,5,2.5,0,0,1,10.5,10.5,78.0%
24,25,Kenyan Drake(LV),7,31,4.4,20,1,0,2,4,13,6.5,1,0,1,10.4,10.4,29.4%
25,26,Joe Mixon(CIN),12,82,6.8,23,1,0,2,2,13,6.5,0,0,1,9.5,9.5,98.1%
26,27,Josh Adams(NO),20,85,4.3,18,0,0,0,0,0,0,0,0,1,8.5,8.5,0.0%
27,28,Peyton Barber(LV),16,45,2.8,17,0,1,0,1,0,0,0,1,1,8.5,8.5,1.2%
28,29,Jaylen Samuels(ARI),2,5,2.5,4,0,0,3,3,20,6.7,1,0,1,8.5,8.5,0.1%
29,30,Gus Edwards(BAL),21,82,3.9,9,0,0,0,0,0,0,0,0,1,8.2,8.2,9.6%
30,31,Darren Sproles(FA),4,22,5.5,14,0,1,0,0,0,0,0,0,1,8.2,8.2,0.1%
31,32,Jordan Howard(PHI),16,76,4.8,25,2,0,1,1,4,4.0,0,0,1,8.0,8.0,18.7%
32,33,Corey Clement(DAL),5,27,5.4,11,0,0,3,3,47,15.7,0,0,1,7.4,7.4,0.8%
33,34,Alvin Kamara(NO),11,36,3.3,7,0,0,8,11,36,4.5,0,0,1,7.2,7.2,100.0%
34,35,David Johnson(HOU),20,69,3.5,13,0,0,1,2,3,3.0,0,0,1,7.2,7.2,35.4%
35,36,Sony Michel(LAR),17,63,3.7,8,0,0,1,1,7,7.0,0,0,1,7.0,7.0,89.4%
36,37,T.J. Yeldon(FA),8,16,2.0,4,0,0,7,8,49,7.0,0,0,1,6.5,6.5,0.0%
37,38,LeSean McCoy(FA),15,52,3.5,18,0,0,4,4,12,3.0,0,0,1,6.4,6.4,2.0%
38,39,LeGarrette Blount(FA),16,61,3.8,24,1,0,0,1,0,0,0,0,1,6.1,6.1,0.1%
39,40,Theo Riddick(FA),8,32,4.0,11,0,0,3,4,26,8.7,0,0,1,5.8,5.8,0.0%
40,41,Matt Breida(BUF),5,6,1.2,3,0,0,3,3,51,17.0,0,0,1,5.7,5.7,8.2%
41,42,Ty Montgomery(NO),3,13,4.3,7,0,0,5,7,42,8.4,0,0,1,5.5,5.5,0.6%
42,43,Nyheim Hines(IND),4,5,1.3,3,0,0,9,9,50,5.6,0,0,1,5.5,5.5,44.8%
