,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Saquon Barkley(NYG),27,142,5.3,23,1,2,2,3,10,5.0,1,0,1,33.2,33.2,97.6%
1,2,Ezekiel Elliott(DAL),23,122,5.3,23,1,1,7,8,79,11.3,0,0,1,26.1,26.1,99.7%
2,3,Phillip Lindsay(MIA),11,79,7.2,41,1,2,4,5,27,6.8,0,0,1,22.6,22.6,9.0%
3,4,Mark Ingram II(NO),16,103,6.4,38,1,2,0,0,0,0,0,0,1,22.3,22.3,39.1%
4,5,Aaron Jones(GB),11,40,3.6,8,0,1,5,6,63,12.6,1,0,1,22.3,22.3,98.9%
5,6,Leonard Fournette(TB),28,95,3.4,20,1,1,2,2,46,23.0,0,0,1,20.1,20.1,74.8%
6,7,Gus Edwards(BAL),17,115,6.8,17,0,1,0,0,0,0,0,0,1,19.5,19.5,9.6%
7,8,Adrian Peterson(SEA),16,51,3.2,9,0,2,0,0,0,0,0,0,1,17.1,17.1,4.9%
8,9,Kareem Hunt(CLE),14,70,5.0,27,1,0,3,4,41,13.7,1,0,1,17.1,17.1,82.1%
9,10,Peyton Barber(LV),18,106,5.9,28,1,1,2,2,4,2.0,0,0,1,17.0,17.0,1.2%
10,11,Alvin Kamara(NO),13,71,5.5,16,0,0,1,1,37,37.0,1,0,1,16.8,16.8,100.0%
11,12,Kerryon Johnson(FA),15,87,5.8,24,1,1,2,2,10,5.0,0,0,1,15.7,15.7,0.1%
12,13,Melvin Gordon III(DEN),18,69,3.8,20,1,0,6,6,87,14.5,0,0,1,15.6,15.6,87.8%
13,14,David Johnson(HOU),25,137,5.5,53,1,0,1,3,17,17.0,0,0,1,15.4,15.4,35.4%
14,15,Josh Adams(NO),7,53,7.6,28,1,1,3,6,19,6.3,0,0,1,13.2,13.2,0.0%
15,16,Marlon Mack(IND),16,61,3.8,9,0,1,1,2,8,8.0,0,0,1,12.9,12.9,1.6%
16,17,Chris Carson(SEA),17,83,4.9,15,0,1,0,0,0,0,0,1,1,12.3,12.3,31.7%
17,18,Joe Mixon(CIN),12,14,1.2,4,0,1,3,3,38,12.7,0,0,1,11.2,11.2,98.1%
18,19,Christian McCaffrey(CAR),13,53,4.1,10,0,0,6,8,57,9.5,0,0,1,11.0,11.0,47.2%
