,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,James Conner(ARI),21,110,5.2,30,1,2,4,4,75,18.8,0,0,1,30.5,30.5,94.6%
1,2,Todd Gurley II(FA),22,77,3.5,16,0,3,4,5,36,9.0,0,0,1,29.3,29.3,0.4%
2,3,Isaiah Crowell(FA),15,219,14.6,77,3,1,1,1,12,12.0,0,0,1,29.1,29.1,0.1%
3,4,Saquon Barkley(NYG),15,48,3.2,30,2,0,4,4,81,20.3,2,0,1,24.9,24.9,97.6%
4,5,Mark Ingram II(NO),16,53,3.3,9,0,2,2,3,20,10.0,0,0,1,19.3,19.3,39.1%
5,6,David Johnson(HOU),18,55,3.1,10,0,2,2,3,16,8.0,0,0,1,19.1,19.1,35.4%
6,7,T.J. Yeldon(FA),10,53,5.3,17,0,0,8,10,69,8.6,1,0,1,18.2,18.2,0.0%
7,8,Melvin Gordon III(DEN),19,58,3.1,16,0,1,4,4,62,15.5,0,0,1,18.0,18.0,87.8%
8,9,Kenyan Drake(LV),6,46,7.7,25,1,0,7,11,69,9.9,1,0,1,17.5,17.5,29.4%
9,10,Joe Mixon(CIN),22,93,4.2,31,1,0,3,4,22,7.3,1,0,1,17.5,17.5,98.1%
10,11,Sony Michel(LAR),18,98,5.4,34,1,1,1,1,12,12.0,0,0,1,17.0,17.0,89.4%
11,12,Kareem Hunt(CLE),22,87,4.0,24,1,1,1,2,7,7.0,0,0,1,15.4,15.4,82.1%
12,13,Christian McCaffrey(CAR),17,58,3.4,14,0,0,5,6,35,7.0,1,0,1,15.3,15.3,47.2%
13,14,Wendell Smallwood(FA),3,27,9.0,13,0,0,3,4,44,14.7,1,0,1,15.1,15.1,0.0%
14,15,LeGarrette Blount(FA),12,22,1.8,6,0,2,0,0,0,0,0,0,1,14.2,14.2,0.1%
15,16,James White(NE),2,0,0.0,0,0,0,10,14,77,7.7,1,0,1,13.7,13.7,7.9%
16,17,Mike Davis(ATL),12,68,5.7,37,1,1,2,2,7,3.5,0,0,1,13.5,13.5,49.7%
17,18,Chris Carson(SEA),19,116,6.1,21,1,0,1,1,11,11.0,0,0,1,12.7,12.7,31.7%
18,19,Matt Breida(BUF),8,56,7.0,17,0,0,1,1,5,5.0,1,0,1,12.1,12.1,8.2%
19,20,Austin Ekeler(LAC),6,15,2.5,12,0,0,1,3,44,44.0,1,0,1,11.9,11.9,99.9%
20,21,Alfred Blue(FA),20,46,2.3,17,0,0,8,8,73,9.1,0,0,1,11.9,11.9,0.0%
21,22,LeSean McCoy(FA),24,85,3.5,16,0,0,2,3,23,11.5,0,0,1,10.8,10.8,2.0%
22,23,Alfred Morris(NYG),18,61,3.4,13,0,0,3,5,30,10.0,0,0,1,9.1,9.1,0.0%
23,24,Nyheim Hines(IND),15,45,3.0,9,0,0,7,9,45,6.4,0,0,1,9.0,9.0,44.8%
24,25,Kyle Juszczyk(SF),1,12,12.0,12,0,0,6,7,75,12.5,0,0,1,8.7,8.7,1.0%
25,26,Kerryon Johnson(FA),12,70,5.8,24,1,0,2,2,15,7.5,0,0,1,8.5,8.5,0.1%
26,27,Ezekiel Elliott(DAL),20,54,2.7,14,0,0,7,7,30,4.3,0,0,1,8.4,8.4,99.7%
27,28,Phillip Lindsay(MIA),12,61,5.1,29,1,0,3,4,20,6.7,0,0,1,8.1,8.1,9.0%
28,29,Bilal Powell(FA),20,99,5.0,38,1,0,0,0,0,0,0,1,1,7.9,7.9,0.0%
29,30,Carlos Hyde(JAC),17,63,3.7,17,0,0,2,3,14,7.0,0,0,1,7.7,7.7,6.9%
30,31,Jamaal Williams(DET),6,33,5.5,11,0,0,2,4,19,9.5,0,0,1,7.2,7.2,58.2%
31,32,Ito Smith(DAL),3,5,1.7,4,0,1,1,1,5,5.0,0,0,1,7.0,7.0,0.0%
32,33,Kapri Bibbs(FA),4,9,2.3,5,0,1,0,0,0,0,0,0,1,6.9,6.9,0.1%
33,34,Alex Collins(SEA),12,59,4.9,19,0,0,1,4,7,7.0,0,0,1,6.6,6.6,18.8%
34,35,Frank Gore(FA),12,63,5.3,10,0,0,0,0,0,0,0,0,1,6.3,6.3,12.2%
35,36,Chris Thompson(FA),8,17,2.1,11,0,0,6,8,45,7.5,0,0,1,6.2,6.2,0.0%
36,37,Aaron Jones(GB),7,40,5.7,18,0,0,2,3,19,9.5,0,0,1,5.9,5.9,98.9%
37,38,Devontae Booker(NYG),0,0,0,0,0,0,5,6,59,11.8,0,0,1,5.9,5.9,23.3%
38,39,Javorius Allen(FA),8,34,4.3,17,0,0,6,8,44,7.3,0,1,1,5.8,5.8,0.1%
39,40,Jalen Richard(LV),1,4,4.0,4,0,0,6,6,53,8.8,0,0,1,5.7,5.7,0.7%
40,41,Derrick Henry(TEN),11,56,5.1,14,0,0,0,1,0,0,0,0,1,5.6,5.6,78.0%
41,42,Latavius Murray(BAL),11,42,3.8,12,0,0,2,2,14,7.0,0,0,1,5.6,5.6,22.2%
42,43,Royce Freeman(HOU),5,31,6.2,24,1,0,3,4,16,5.3,0,0,1,4.7,4.7,5.2%
43,44,Chris Ivory(FA),14,43,3.1,9,0,0,0,0,0,0,0,0,1,4.3,4.3,0.0%
44,45,Duke Johnson Jr.(MIA),5,35,7.0,15,0,0,1,1,7,7.0,0,0,1,4.2,4.2,7.4%
45,46,Adrian Peterson(SEA),4,6,1.5,4,0,0,2,3,36,18.0,0,0,1,4.2,4.2,4.9%
46,47,Marshawn Lynch(FA),9,31,3.4,8,0,0,2,2,10,5.0,0,0,1,4.1,4.1,0.3%
47,48,Devonta Freeman(BAL),8,32,4.0,20,1,0,2,2,9,4.5,0,0,1,4.1,4.1,74.2%
48,49,Alvin Kamara(NO),6,24,4.0,9,0,0,3,4,15,5.0,0,0,1,3.9,3.9,100.0%
49,50,Ty Montgomery(NO),4,15,3.8,10,0,0,1,3,23,23.0,0,0,1,3.8,3.8,0.6%
50,51,Tevin Coleman(NYJ),7,15,2.1,8,0,0,2,2,15,7.5,0,0,1,3.0,3.0,18.5%
51,52,Dion Lewis(FA),12,34,2.8,15,0,0,3,4,14,4.7,0,1,1,2.8,2.8,2.0%
52,53,Jordan Wilkins(FA),6,39,6.5,16,0,0,2,2,9,4.5,0,1,1,2.8,2.8,0.0%
53,54,Theo Riddick(FA),3,3,1.0,3,0,0,2,3,20,10.0,0,0,1,2.3,2.3,0.0%
54,55,Anthony Sherman(FA),0,0,0,0,0,0,1,1,15,15.0,0,0,1,1.5,1.5,0.0%
55,56,Roc Thomas(FA),4,8,2.0,6,0,0,1,2,6,6.0,0,0,1,1.4,1.4,0.0%
56,57,Jay Ajayi(FA),8,29,3.6,9,0,0,1,1,5,5.0,0,1,1,1.4,1.4,7.0%
57,58,Spencer Ware(FA),1,0,0.0,0,0,0,1,1,13,13.0,0,0,1,1.3,1.3,0.0%
58,59,Rod Smith(FA),3,10,3.3,5,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0%
59,60,C.J. Anderson(FA),4,9,2.3,5,0,0,0,0,0,0,0,0,1,0.9,0.9,1.0%
60,61,Stevan Ridley(FA),5,8,1.6,4,0,0,0,0,0,0,0,0,1,0.8,0.8,0.0%
61,62,Corey Grant(FA),1,8,8.0,8,0,0,0,0,0,0,0,0,1,0.8,0.8,0.0%
62,63,De'Lance Turner(FA),0,0,0,0,0,0,1,1,7,7.0,0,0,1,0.7,0.7,0.1%
63,64,C.J. Ham(MIN),0,0,0,0,0,0,1,1,7,7.0,0,0,1,0.7,0.7,0.1%
64,65,Brandon Wilds(FA),2,6,3.0,4,0,0,0,0,0,0,0,0,1,0.6,0.6,0.0%
65,66,Alex Armah Jr.(WAS),1,4,4.0,4,0,0,0,0,0,0,0,0,1,0.4,0.4,0.0%
66,67,Mark Walton(FA),0,0,0,0,0,0,2,3,3,1.5,0,0,1,0.3,0.3,2.0%
67,68,Kalen Ballage(PIT),1,2,2.0,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.1%
68,69,Nick Chubb(CLE),3,2,0.7,2,0,0,0,1,0,0,0,0,1,0.2,0.2,99.8%
69,70,Mike Boone(DEN),1,1,1.0,1,0,0,0,0,0,0,0,0,1,0.1,0.1,1.5%
70,71,Doug Martin(FA),2,1,0.5,2,0,0,0,1,0,0,0,0,1,0.1,0.1,0.0%
71,72,Pete Guerriero(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
72,73,Jake Bargas(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
73,74,Gabe Nabers(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
74,75,Giovanni Ricci(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
75,76,Chuba Hubbard(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.1%
76,77,Antonio Williams(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
77,78,Reggie Gilliam(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
78,79,Nathan Cottrell(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
79,80,Jonathan Ward(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
80,81,Darius Bradwell(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
81,82,Scottie Phillips(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
82,83,Raymond Calais(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
83,84,Antonio Gibson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.9%
84,85,JaMycal Hasty(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2%
85,86,James Robinson(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3%
86,87,Ty'Son Williams(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2%
87,88,Patrick Taylor Jr.(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
88,89,Larry Rountree III(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
89,90,DeeJay Dallas(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3%
90,91,Adrian Killins Jr.(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
91,92,Rico Dowdle(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
92,93,Jason Huntley(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
93,94,Sewo Olonilua(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
94,95,Josh Hokit(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
95,96,Jermar Jefferson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7%
96,97,Pooka Williams Jr.(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
97,98,Mekhi Sargent(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5%
98,99,Demetric Felton(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
99,100,Deon Jackson(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
100,101,Jaret Patterson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7%
101,102,Sandro Platzgummer(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
102,103,Trey Ragas(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
103,104,Tony Jones Jr.(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9%
104,105,La'Mical Perine(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
105,106,Johnny Stanton(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
106,107,Dontrell Hilliard(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5%
107,108,Jeff Wilson Jr.(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.1%
108,109,Dalyn Dawkins(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
109,110,Miles Sanders(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0%
110,111,Ty Johnson(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8%
111,112,Patrick Laird(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
112,113,Elijah Holyfield(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
113,114,Devin Singletary(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.1%
114,115,Josh Jacobs(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0%
115,116,Justice Hill(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
116,117,David Montgomery(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.7%
117,118,Damien Harris(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8%
118,119,Boston Scott(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7%
119,120,Nick Bawden(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
120,121,Trenton Cannon(SF),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
121,122,Darrel Williams(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.6%
122,123,Jason Cabinda(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
123,124,Godwin Igwebuike(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4%
124,125,Rashaad Penny(SEA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,78.9%
125,126,John Kelly(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
126,127,Justin Jackson(LAC),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,42.5%
127,128,Bo Scarbrough(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
128,129,Buddy Howell(LAR),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
129,130,Reggie Bonnafon(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
130,131,Gus Edwards(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6%
131,132,Ryan Nall(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
132,133,Darius Anderson(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
133,134,Zack Moss(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8%
134,135,J.K. Dobbins(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3%
135,136,Travis Etienne Jr.(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8%
136,137,Jonathan Taylor(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0%
137,138,D'Andre Swift(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.2%
138,139,Derrick Gore(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0%
139,140,D'Ernest Johnson(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7%
140,141,Najee Harris(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9%
141,142,Craig Reynolds(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7%
142,143,Austin Walter(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4%
143,144,Cam Akers(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8%
144,145,Kylin Hill(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
145,146,Darrynton Evans(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9%
146,147,Salvon Ahmed(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6%
147,148,Joshua Kelley(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%
148,149,J.J. Taylor(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
149,150,Tavien Feaster(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
150,151,Javon Leake(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
151,152,Trey Sermon(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9%
152,153,Michael Warren II(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
153,154,Clyde Edwards-Helaire(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.8%
154,155,Caleb Huntley(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
155,156,Anthony McFarland Jr.(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
156,157,Eno Benjamin(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2%
157,158,AJ Dillon(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.4%
158,159,Ke'Shawn Vaughn(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8%
