,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Adrian Peterson(SEA),19,120,6.3,41,1,2,0,0,0,0,0,0,1,24.0,24.0,4.9%
1,2,Carlos Hyde(JAC),23,98,4.3,22,1,2,2,2,5,2.5,0,0,1,22.3,22.3,6.9%
2,3,Todd Gurley II(FA),23,105,4.6,14,0,1,5,6,51,10.2,0,1,1,19.6,19.6,0.4%
3,4,Christian McCaffrey(CAR),28,184,6.6,45,1,0,2,2,10,5.0,0,0,1,19.4,19.4,47.2%
4,5,Alvin Kamara(NO),16,66,4.1,17,0,0,15,20,124,8.3,0,0,1,19.0,19.0,100.0%
5,6,Chris Carson(SEA),32,102,3.2,13,0,1,2,2,22,11.0,0,0,1,18.4,18.4,31.7%
6,7,Saquon Barkley(NYG),17,82,4.8,24,1,1,5,5,35,7.0,0,0,1,17.7,17.7,97.6%
7,8,Isaiah Crowell(FA),16,34,2.1,8,0,2,2,3,17,8.5,0,0,1,17.1,17.1,0.1%
8,9,Kareem Hunt(CLE),18,44,2.4,10,0,2,0,1,0,0,0,0,1,16.4,16.4,82.1%
9,10,Wendell Smallwood(FA),10,56,5.6,11,0,1,3,5,35,11.7,0,0,1,15.1,15.1,0.0%
10,11,Marshawn Lynch(FA),19,64,3.4,9,0,1,3,4,22,7.3,0,0,1,14.6,14.6,0.3%
11,12,Giovani Bernard(TB),12,61,5.1,23,2,1,5,9,25,5.0,0,0,1,14.6,14.6,5.4%
12,13,Javorius Allen(FA),6,7,1.2,2,0,1,3,4,19,6.3,1,0,1,14.6,14.6,0.1%
13,14,Melvin Gordon III(DEN),15,80,5.3,23,2,1,2,4,4,2.0,0,0,1,14.4,14.4,87.8%
14,15,Jordan Howard(PHI),24,61,2.5,17,0,1,2,2,20,10.0,0,0,1,14.1,14.1,18.7%
15,16,Alex Collins(SEA),18,68,3.8,14,0,1,3,4,6,2.0,0,0,1,13.4,13.4,18.8%
16,17,Alfred Morris(NYG),14,67,4.8,16,0,1,0,0,0,0,0,0,1,12.7,12.7,0.0%
17,18,Chris Ivory(FA),20,56,2.8,7,0,0,3,4,70,23.3,0,0,1,12.6,12.6,0.0%
18,19,David Johnson(HOU),12,31,2.6,9,0,0,4,4,30,7.5,1,0,1,12.1,12.1,35.4%
19,20,Ezekiel Elliott(DAL),16,127,7.9,26,2,0,3,8,11,3.7,0,1,1,11.8,11.8,99.7%
20,21,Royce Freeman(HOU),13,53,4.1,16,0,1,1,1,5,5.0,0,0,1,11.8,11.8,5.2%
21,22,Matt Breida(BUF),10,90,9.0,26,3,0,3,3,27,9.0,0,0,1,11.7,11.7,8.2%
22,23,James White(NE),4,37,9.3,15,0,0,3,3,14,4.7,1,0,1,11.1,11.1,7.9%
23,24,Kerryon Johnson(FA),16,101,6.3,15,0,0,2,3,9,4.5,0,0,1,11.0,11.0,0.1%
24,25,Tevin Coleman(NYJ),15,33,2.2,15,0,0,2,3,14,7.0,1,0,1,10.7,10.7,18.5%
25,26,Kyle Juszczyk(SF),0,0,0,0,0,0,2,4,38,19.0,1,0,1,9.8,9.8,1.0%
26,27,James Conner(ARI),15,61,4.1,27,1,0,5,6,34,6.8,0,0,1,9.5,9.5,94.6%
27,28,C.J. Anderson(FA),2,9,4.5,6,0,0,1,1,24,24.0,1,0,1,9.3,9.3,1.0%
28,29,Lamar Miller(FA),10,10,1.0,5,0,0,5,6,41,8.2,1,1,1,9.1,9.1,0.0%
29,30,T.J. Yeldon(FA),7,44,6.3,13,0,0,6,7,46,7.7,0,0,1,9.0,9.0,0.0%
30,31,Corey Clement(DAL),16,56,3.5,16,0,0,3,4,19,6.3,0,0,1,7.5,7.5,0.8%
31,32,Bilal Powell(FA),14,73,5.2,21,1,0,0,1,0,0,0,0,1,7.3,7.3,0.0%
32,33,Tarik Cohen(CHI),5,53,10.6,21,1,0,3,3,15,5.0,0,0,1,6.8,6.8,3.0%
33,34,Zach Line(FA),0,0,0,0,0,0,2,2,6,3.0,1,0,1,6.6,6.6,0.0%
34,35,LeGarrette Blount(FA),16,48,3.0,13,0,0,2,2,17,8.5,0,0,1,6.5,6.5,0.1%
35,36,Ty Montgomery(NO),4,16,4.0,11,0,0,6,7,49,8.2,0,0,1,6.4,6.4,0.6%
36,37,Jalen Richard(LV),0,0,0,0,0,0,6,7,59,9.8,0,0,1,5.9,5.9,0.7%
37,38,Derrick Henry(TEN),18,57,3.2,14,0,0,0,1,0,0,0,0,1,5.7,5.7,78.0%
38,39,Austin Ekeler(LAC),4,47,11.8,32,1,0,3,3,24,8.0,0,1,1,5.1,5.1,99.9%
39,40,Sony Michel(LAR),14,50,3.6,12,0,0,1,3,-1,-1.0,0,0,1,4.9,4.9,89.4%
40,41,C.J. Ham(MIN),0,0,0,0,0,0,5,6,47,9.4,0,0,1,4.7,4.7,0.1%
41,42,Aaron Jones(GB),6,42,7.0,17,0,0,1,1,5,5.0,0,0,1,4.7,4.7,98.9%
42,43,Jamaal Williams(DET),5,29,5.8,10,0,0,2,3,16,8.0,0,0,1,4.5,4.5,58.2%
43,44,Devontae Booker(NYG),5,10,2.0,4,0,0,5,7,34,6.8,0,0,1,4.4,4.4,23.3%
44,45,Doug Martin(FA),9,43,4.8,15,0,0,0,0,0,0,0,0,1,4.3,4.3,0.0%
45,46,Nyheim Hines(IND),5,18,3.6,14,0,0,5,5,25,5.0,0,0,1,4.3,4.3,44.8%
46,47,Malcolm Brown(MIA),5,42,8.4,14,0,0,0,1,0,0,0,0,1,4.2,4.2,3.6%
47,48,Dion Lewis(FA),9,26,2.9,9,0,0,3,3,14,4.7,0,0,1,4.0,4.0,2.0%
48,49,Theo Riddick(FA),0,0,0,0,0,0,3,3,36,12.0,0,0,1,3.6,3.6,0.0%
49,50,Ito Smith(DAL),2,-6,-3.0,0,0,0,3,4,41,13.7,0,0,1,3.5,3.5,0.0%
50,51,Marcus Murphy(FA),8,33,4.1,7,0,0,1,1,1,1.0,0,0,1,3.4,3.4,0.0%
51,52,Peyton Barber(LV),8,33,4.1,18,0,0,0,2,0,0,0,0,1,3.3,3.3,1.2%
52,53,Duke Johnson Jr.(MIA),2,9,4.5,8,0,0,2,2,24,12.0,0,0,1,3.3,3.3,7.4%
53,54,Latavius Murray(BAL),2,1,0.5,2,0,0,5,7,30,6.0,0,0,1,3.1,3.1,22.2%
54,55,Spencer Ware(FA),1,1,1.0,1,0,0,2,3,29,14.5,0,0,1,3.0,3.0,0.0%
55,56,Josh Adams(NO),6,30,5.0,16,0,0,0,0,0,0,0,0,1,3.0,3.0,0.0%
56,57,Rex Burkhead(HOU),0,0,0,0,0,0,2,3,26,13.0,0,0,1,2.6,2.6,31.5%
57,58,Wayne Gallman Jr.(MIN),6,25,4.2,8,0,0,0,1,0,0,0,0,1,2.5,2.5,1.0%
58,59,Jordan Wilkins(FA),6,19,3.2,5,0,0,2,2,1,0.5,0,0,1,2.0,2.0,0.0%
59,60,Phillip Lindsay(MIA),4,20,5.0,8,0,0,0,2,0,0,0,0,1,2.0,2.0,9.0%
60,61,Stevan Ridley(FA),3,18,6.0,9,0,0,0,0,0,0,0,0,1,1.8,1.8,0.0%
61,62,Jacquizz Rodgers(FA),2,-1,-0.5,0,0,0,2,3,18,9.0,0,0,1,1.7,1.7,0.0%
62,63,Chris Thompson(FA),6,17,2.8,5,0,0,1,2,0,0.0,0,0,1,1.7,1.7,0.0%
63,64,Alfred Blue(FA),4,13,3.3,6,0,0,1,1,4,4.0,0,0,1,1.7,1.7,0.0%
64,65,Anthony Sherman(FA),0,0,0,0,0,0,1,1,16,16.0,0,0,1,1.6,1.6,0.0%
65,66,Damien Williams(CHI),0,0,0,0,0,0,2,2,16,8.0,0,0,1,1.6,1.6,4.4%
66,67,Derrick Coleman(FA),0,0,0,0,0,0,1,1,12,12.0,0,0,1,1.2,1.2,0.1%
67,68,Frank Gore(FA),6,12,2.0,6,0,0,0,0,0,0,0,0,1,1.2,1.2,12.2%
68,69,Mike Boone(DEN),2,11,5.5,11,0,0,1,1,0,0.0,0,0,1,1.1,1.1,1.5%
69,70,Kenyan Drake(LV),5,3,0.6,3,0,0,2,4,7,3.5,0,0,1,1.0,1.0,29.4%
70,71,Mike Gillislee(FA),3,10,3.3,4,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0%
71,72,Chase Edmonds(ARI),5,10,2.0,5,0,0,0,0,0,0,0,0,1,1.0,1.0,85.1%
72,73,Corey Grant(FA),6,11,1.8,3,0,0,1,2,-1,-1.0,0,0,1,1.0,1.0,0.0%
73,74,Benny Cunningham Jr.(FA),0,0,0,0,0,0,1,2,9,9.0,0,0,1,0.9,0.9,0.0%
74,75,Shaun Wilson(FA),0,0,0,0,0,0,2,2,9,4.5,0,0,1,0.9,0.9,0.0%
75,76,Raheem Mostert(SF),1,0,0.0,0,0,0,1,1,8,8.0,0,0,1,0.8,0.8,13.0%
76,77,Jonathan Stewart(FA),2,8,4.0,5,0,0,0,0,0,0,0,0,1,0.8,0.8,0.0%
77,78,Mike Davis(ATL),0,0,0,0,0,0,1,1,7,7.0,0,0,1,0.7,0.7,49.7%
78,79,Nick Chubb(CLE),2,6,3.0,6,0,0,0,0,0,0,0,0,1,0.6,0.6,99.8%
79,80,Rashaad Penny(SEA),3,5,1.7,5,0,0,0,0,0,0,0,0,1,0.5,0.5,78.9%
80,81,Brandon Wilds(FA),1,5,5.0,5,0,0,0,0,0,0,0,0,1,0.5,0.5,0.0%
81,82,Tommy Bohanon(FA),0,0,0,0,0,0,1,2,5,5.0,0,0,1,0.5,0.5,0.0%
82,83,Kapri Bibbs(FA),2,3,1.5,2,0,0,0,0,0,0,0,0,1,0.3,0.3,0.1%
83,84,Jonathan Williams(WAS),1,1,1.0,1,0,0,1,1,1,1.0,0,0,1,0.2,0.2,0.6%
84,85,Keith Smith(ATL),1,0,0.0,0,0,0,1,1,2,2.0,0,0,1,0.2,0.2,0.0%
85,86,Tre Madden(FA),1,2,2.0,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.1%
86,87,Andy Janovich(CLE),1,2,2.0,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.1%
87,88,Alex Armah Jr.(WAS),1,1,1.0,1,0,0,0,0,0,0,0,0,1,0.1,0.1,0.0%
88,89,Jonathan Ward(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
89,90,Gabe Nabers(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
90,91,Nathan Cottrell(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
91,92,Josh Hokit(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
92,93,Jake Bargas(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
93,94,Buddy Howell(LAR),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
94,95,Deon Jackson(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
95,96,Jermar Jefferson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7%
96,97,Pooka Williams Jr.(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
