,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Jordan Howard(PHI),21,109,5.2,42,1,2,1,2,5,5.0,0,0,1,23.4,23.4,18.7%
1,2,C.J. Anderson(FA),23,132,5.7,13,0,1,3,3,22,7.3,0,0,1,21.4,21.4,1.0%
2,3,Saquon Barkley(NYG),17,109,6.4,68,2,1,4,8,33,8.3,0,0,1,20.2,20.2,97.6%
3,4,Chris Carson(SEA),19,122,6.4,61,1,1,1,1,7,7.0,0,0,1,18.9,18.9,31.7%
4,5,Zach Zenner(FA),21,93,4.4,13,0,1,1,2,30,30.0,0,0,1,18.3,18.3,0.0%
5,6,Alfred Morris(NYG),16,111,6.9,51,2,1,1,1,4,4.0,0,0,1,17.5,17.5,0.0%
6,7,Marlon Mack(IND),25,119,4.8,21,1,1,3,3,-1,-0.3,0,1,1,15.8,15.8,1.6%
7,8,James White(NE),4,30,7.5,21,1,0,4,5,39,9.8,1,0,1,12.9,12.9,7.9%
8,9,Damien Williams(CHI),11,51,4.6,15,0,1,1,1,8,8.0,0,0,1,11.9,11.9,4.4%
9,10,Kenneth Dixon(FA),12,117,9.8,37,2,0,1,1,2,2.0,0,0,1,11.9,11.9,0.1%
10,11,Austin Ekeler(LAC),8,58,7.3,41,1,1,0,1,0,0,0,0,1,11.8,11.8,99.9%
11,12,Cameron Artis-Payne(FA),16,56,3.5,15,0,1,2,2,2,1.0,0,0,1,11.8,11.8,0.0%
12,13,Mike Davis(ATL),7,44,6.3,17,0,1,2,3,12,6.0,0,0,1,11.6,11.6,49.7%
13,14,Lamar Miller(FA),17,56,3.3,14,0,1,2,2,0,0.0,0,0,1,11.6,11.6,0.0%
14,15,Tevin Coleman(NYJ),8,45,5.6,23,1,1,1,1,9,9.0,0,0,1,11.4,11.4,18.5%
15,16,Rod Smith(FA),12,35,2.9,13,0,1,2,3,14,7.0,0,0,1,10.9,10.9,0.0%
16,17,Dwayne Washington(NO),11,108,9.8,28,2,0,0,0,0,0,0,0,1,10.8,10.8,0.1%
17,18,Joe Mixon(CIN),13,105,8.1,51,2,0,1,1,2,2.0,0,0,1,10.7,10.7,98.1%
18,19,Derrick Henry(TEN),16,93,5.8,33,1,0,1,1,13,13.0,0,0,1,10.6,10.6,78.0%
19,20,LeSean McCoy(FA),10,26,2.6,9,0,1,2,3,18,9.0,0,0,1,10.4,10.4,2.0%
20,21,Royce Freeman(HOU),17,60,3.5,9,0,0,8,10,43,5.4,0,0,1,10.3,10.3,5.2%
21,22,Kenyan Drake(LV),11,43,3.9,9,0,0,5,5,52,10.4,0,0,1,9.5,9.5,29.4%
22,23,James Conner(ARI),14,64,4.6,16,0,0,3,3,30,10.0,0,0,1,9.4,9.4,94.6%
23,24,Tarik Cohen(CHI),5,24,4.8,8,0,1,2,3,8,4.0,0,0,1,9.2,9.2,3.0%
24,25,Rex Burkhead(HOU),5,14,2.8,8,0,0,1,2,18,18.0,1,0,1,9.2,9.2,31.5%
25,26,Chris Ivory(FA),14,45,3.2,10,0,0,1,1,46,46.0,0,0,1,9.1,9.1,0.0%
26,27,Andy Janovich(CLE),0,0,0,0,0,0,2,2,30,15.0,1,0,1,9.0,9.0,0.1%
27,28,Wayne Gallman Jr.(MIN),6,23,3.8,9,0,1,1,1,7,7.0,0,0,1,9.0,9.0,1.0%
28,29,David Johnson(HOU),17,62,3.6,15,0,0,3,4,6,2.0,0,0,1,8.8,8.8,35.4%
29,30,Josh Adams(NO),11,50,4.5,13,0,0,3,3,33,11.0,0,0,1,8.3,8.3,0.0%
30,31,Doug Martin(FA),21,100,4.8,15,0,0,1,2,1,1.0,0,1,1,8.1,8.1,0.0%
31,32,Wendell Smallwood(FA),12,53,4.4,13,0,0,4,4,24,6.0,0,0,1,7.7,7.7,0.0%
32,33,Gus Edwards(BAL),12,76,6.3,24,1,0,0,0,0,0,0,0,1,7.6,7.6,9.6%
33,34,Peyton Barber(LV),15,66,4.4,9,0,0,1,1,2,2.0,0,0,1,6.8,6.8,1.2%
34,35,Melvin Gordon III(DEN),10,42,4.2,9,0,0,3,3,24,8.0,0,0,1,6.6,6.6,87.8%
35,36,Ryan Hewitt(FA),0,0,0,0,0,0,1,1,1,1.0,1,0,1,6.1,6.1,0.0%
36,37,Dalvin Cook(MIN),11,39,3.5,10,0,0,4,5,21,5.3,0,0,1,6.0,6.0,100.0%
37,38,Sony Michel(LAR),14,50,3.6,14,0,0,0,0,0,0,0,0,1,5.0,5.0,89.4%
38,39,John Kelly(CLE),15,30,2.0,7,0,0,1,2,18,18.0,0,0,1,4.8,4.8,0.0%
39,40,Elijah McGuire(FA),18,41,2.3,17,0,0,2,2,24,12.0,0,1,1,4.5,4.5,0.0%
40,41,Mark Ingram II(NO),5,28,5.6,16,0,0,2,2,15,7.5,0,0,1,4.3,4.3,39.1%
41,42,Jaylen Samuels(ARI),2,2,1.0,4,0,0,7,8,40,5.7,0,0,1,4.2,4.2,0.1%
42,43,Christian McCaffrey(CAR),4,18,4.5,7,0,0,1,1,22,22.0,0,0,1,4.0,4.0,47.2%
43,44,Brian Hill(SF),8,30,3.8,12,0,0,1,1,9,9.0,0,0,1,3.9,3.9,0.1%
44,45,Darren Sproles(FA),7,24,3.4,11,0,0,2,3,12,6.0,0,0,1,3.6,3.6,0.1%
45,46,Devontae Booker(NYG),5,14,2.8,6,0,0,5,7,20,4.0,0,0,1,3.4,3.4,23.3%
46,47,Darrel Williams(KC),11,31,2.8,6,0,0,0,0,0,0,0,0,1,3.1,3.1,79.6%
47,48,DeAndre Washington(FA),4,30,7.5,11,0,0,0,0,0,0,0,0,1,3.0,3.0,11.0%
48,49,Nyheim Hines(IND),1,4,4.0,4,0,0,3,5,25,8.3,0,0,1,2.9,2.9,44.8%
49,50,Kalen Ballage(PIT),12,47,3.9,16,0,0,1,1,1,1.0,0,1,1,2.8,2.8,0.1%
50,51,Jeremy Langford(FA),9,25,2.8,7,0,0,0,0,0,0,0,0,1,2.5,2.5,0.0%
51,52,Theo Riddick(FA),4,24,6.0,8,0,0,0,0,0,0,0,0,1,2.4,2.4,0.0%
52,53,Alfred Blue(FA),3,12,4.0,6,0,0,2,3,12,6.0,0,0,1,2.4,2.4,0.0%
53,54,Chris Thompson(FA),2,10,5.0,9,0,0,5,8,14,2.8,0,0,1,2.4,2.4,0.0%
54,55,Duke Johnson Jr.(MIA),4,21,5.3,8,0,0,1,4,3,3.0,0,0,1,2.4,2.4,7.4%
55,56,Dion Lewis(FA),0,0,0,0,0,0,3,4,23,7.7,0,0,1,2.3,2.3,2.0%
56,57,Jordan Wilkins(FA),3,18,6.0,8,0,0,1,1,5,5.0,0,0,1,2.3,2.3,0.0%
57,58,Travaris Cadet(FA),11,17,1.5,5,0,0,1,1,5,5.0,0,0,1,2.2,2.2,0.0%
58,59,Ty Montgomery(NO),2,13,6.5,11,0,0,1,3,9,9.0,0,0,1,2.2,2.2,0.6%
59,60,Jamaal Williams(DET),8,4,0.5,5,0,0,3,3,16,5.3,0,0,1,2.0,2.0,58.2%
60,61,Nick Chubb(CLE),9,24,2.7,13,0,0,2,3,-4,-2.0,0,0,1,2.0,2.0,99.8%
61,62,Zach Line(FA),3,19,6.3,9,0,0,0,1,0,0,0,0,1,1.9,1.9,0.0%
62,63,Anthony Sherman(FA),0,0,0,0,0,0,2,2,19,9.5,0,0,1,1.9,1.9,0.0%
63,64,Carlos Hyde(JAC),10,13,1.3,5,0,0,2,3,6,3.0,0,0,1,1.9,1.9,6.9%
64,65,Latavius Murray(BAL),2,18,9.0,20,1,0,0,0,0,0,0,0,1,1.8,1.8,22.2%
65,66,Chase Edmonds(ARI),6,14,2.3,4,0,0,2,2,4,2.0,0,0,1,1.8,1.8,85.1%
66,67,Jalen Richard(LV),3,1,0.3,2,0,0,2,2,17,8.5,0,0,1,1.8,1.8,0.7%
67,68,Darius Jackson(FA),6,16,2.7,4,0,0,0,1,0,0,0,0,1,1.6,1.6,0.0%
68,69,Trenton Cannon(SF),2,16,8.0,12,0,0,0,1,0,0,0,0,1,1.6,1.6,0.1%
69,70,Giovani Bernard(TB),3,7,2.3,4,0,0,2,5,8,4.0,0,0,1,1.5,1.5,5.4%
70,71,Kapri Bibbs(FA),1,2,2.0,2,0,0,3,5,13,4.3,0,0,1,1.5,1.5,0.1%
71,72,LeGarrette Blount(FA),11,15,1.4,6,0,0,0,0,0,0,0,0,1,1.5,1.5,0.1%
72,73,Benny Cunningham Jr.(FA),6,13,2.2,6,0,0,0,0,0,0,0,0,1,1.3,1.3,0.0%
73,74,Justin Jackson(LAC),6,10,1.7,5,0,0,0,0,0,0,0,0,1,1.0,1.0,42.5%
74,75,Jeff Wilson Jr.(SF),3,9,3.0,7,0,0,0,0,0,0,0,0,1,0.9,0.9,56.1%
75,76,Brandon Bolden(NE),0,0,0,0,0,0,1,1,9,9.0,0,0,1,0.9,0.9,10.7%
76,77,Derek Watt(PIT),1,8,8.0,8,0,0,0,0,0,0,0,0,1,0.8,0.8,0.1%
