,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Alvin Kamara(NO),6,58,9.7,49,0,0,13,14,139,10.7,2,0,1,31.7,31.7,100.0%
1,2,Rex Burkhead(HOU),6,49,8.2,17,0,2,7,10,49,7.0,1,0,1,27.8,27.8,31.5%
2,3,Derrick Henry(TEN),26,119,4.6,16,0,2,2,3,11,5.5,0,0,1,25.0,25.0,78.0%
3,4,James Robinson(JAC),11,46,4.2,11,0,2,6,6,83,13.8,0,0,1,24.9,24.9,76.3%
4,5,Dalvin Cook(MIN),22,181,8.2,39,0,1,2,5,18,9.0,0,1,1,23.9,23.9,100.0%
5,6,Nick Chubb(CLE),19,108,5.7,25,0,2,1,1,2,2.0,0,0,1,23.0,23.0,99.8%
6,7,James Conner(ARI),18,109,6.1,25,0,1,4,5,40,10.0,0,0,1,20.9,20.9,94.6%
7,8,Austin Ekeler(LAC),12,59,4.9,12,0,1,11,11,84,7.6,0,0,1,20.3,20.3,99.9%
8,9,Jeff Wilson Jr.(SF),12,15,1.3,4,0,1,3,3,54,18.0,1,0,1,18.9,18.9,56.1%
9,10,Darrell Henderson Jr.(LAR),20,114,5.7,14,0,1,1,3,6,6.0,0,0,1,18.0,18.0,76.0%
10,11,Mike Davis(ATL),13,46,3.5,25,0,0,8,9,45,5.6,1,0,1,15.1,15.1,49.7%
11,12,Aaron Jones(GB),16,69,4.3,19,0,1,2,4,17,8.5,0,0,1,14.6,14.6,98.9%
12,13,Todd Gurley II(FA),14,80,5.7,16,0,1,1,2,2,2.0,0,0,1,14.2,14.2,0.4%
13,14,Sony Michel(LAR),9,117,13.0,48,0,0,2,2,23,11.5,0,0,1,14.0,14.0,89.4%
14,15,Brian Hill(SF),9,58,6.4,35,0,1,1,3,22,22.0,0,0,1,14.0,14.0,0.1%
15,16,Jerick McKinnon(KC),14,38,2.7,11,0,1,3,4,39,13.0,0,0,1,13.7,13.7,0.8%
16,17,Clyde Edwards-Helaire(KC),20,64,3.2,16,0,0,5,6,70,14.0,0,0,1,13.4,13.4,86.8%
17,18,Kareem Hunt(CLE),16,46,2.9,11,0,0,2,3,18,9.0,1,0,1,12.4,12.4,82.1%
18,19,Jonathan Taylor(IND),13,59,4.5,16,0,1,1,1,3,3.0,0,0,1,12.2,12.2,100.0%
19,20,Devin Singletary(BUF),13,71,5.5,17,0,0,4,5,50,12.5,0,0,1,12.1,12.1,89.1%
20,21,Ezekiel Elliott(DAL),14,34,2.4,9,0,1,6,11,24,4.0,0,0,1,11.8,11.8,99.7%
21,22,Miles Sanders(PHI),18,95,5.3,19,0,0,4,8,12,3.0,0,0,1,10.7,10.7,77.0%
22,23,David Johnson(HOU),13,23,1.8,5,0,1,2,3,23,11.5,0,0,1,10.6,10.6,35.4%
23,24,Antonio Gibson(WAS),9,49,5.4,13,0,1,3,3,11,3.7,0,1,1,10.0,10.0,95.9%
24,25,Myles Gaskin(MIA),22,66,3.0,15,0,0,5,5,29,5.8,0,0,1,9.5,9.5,83.2%
25,26,Adrian Peterson(SEA),22,75,3.4,27,0,0,1,1,10,10.0,0,0,1,8.5,8.5,4.9%
26,27,Kenyan Drake(LV),18,73,4.1,15,0,0,1,1,6,6.0,0,0,1,7.9,7.9,29.4%
27,28,Chris Carson(SEA),14,64,4.6,23,0,0,3,3,12,4.0,0,0,1,7.6,7.6,31.7%
28,29,Ronald Jones II(TB),13,53,4.1,13,0,0,2,4,20,10.0,0,0,1,7.3,7.3,83.5%
29,30,Joe Mixon(CIN),17,49,2.9,11,0,0,2,3,16,8.0,0,0,1,6.5,6.5,98.1%
30,31,Anthony Sherman(FA),1,0,0.0,0,0,0,1,1,5,5.0,1,0,1,6.5,6.5,0.0%
31,32,Latavius Murray(BAL),12,58,4.8,10,0,0,1,1,7,7.0,0,0,1,6.5,6.5,22.2%
32,33,Josh Jacobs(LV),16,71,4.4,13,0,0,3,4,12,4.0,0,1,1,6.3,6.3,98.0%
33,34,Frank Gore(FA),15,57,3.8,10,0,0,1,1,5,5.0,0,0,1,6.2,6.2,12.2%
34,35,Jordan Howard(PHI),3,1,0.3,1,0,1,0,0,0,0,0,0,1,6.1,6.1,18.7%
35,36,Nyheim Hines(IND),7,21,3.0,11,0,0,4,5,40,10.0,0,0,1,6.1,6.1,44.8%
36,37,Giovani Bernard(TB),0,0,0,0,0,0,3,3,55,18.3,0,0,1,5.5,5.5,5.4%
37,38,David Montgomery(CHI),14,45,3.2,11,0,0,2,3,9,4.5,0,0,1,5.4,5.4,98.7%
38,39,J.D. McKissic(WAS),5,15,3.0,7,0,0,3,4,37,12.3,0,0,1,5.2,5.2,32.9%
39,40,Kalen Ballage(PIT),2,8,4.0,4,0,0,5,5,44,8.8,0,0,1,5.2,5.2,0.1%
40,41,Anthony McFarland Jr.(PIT),6,42,7.0,20,0,0,1,2,7,7.0,0,0,1,4.9,4.9,0.2%
41,42,Jordan Wilkins(FA),9,39,4.3,22,0,0,1,1,6,6.0,0,0,1,4.5,4.5,0.0%
42,43,J.K. Dobbins(BAL),1,6,6.0,6,0,0,4,4,38,9.5,0,0,1,4.4,4.4,10.3%
43,44,J.J. Taylor(NE),11,43,3.9,9,0,0,0,1,0,0,0,0,1,4.3,4.3,0.7%
44,45,Tarik Cohen(CHI),2,21,10.5,17,0,0,3,6,20,6.7,0,0,1,4.1,4.1,3.0%
45,46,Gus Edwards(BAL),4,39,9.8,24,0,0,0,0,0,0,0,0,1,3.9,3.9,9.6%
46,47,Chris Thompson(FA),2,3,1.5,4,0,0,5,6,35,7.0,0,0,1,3.8,3.8,0.0%
47,48,Melvin Gordon III(DEN),8,26,3.3,9,0,0,4,6,12,3.0,0,0,1,3.8,3.8,87.8%
48,49,Royce Freeman(HOU),2,4,2.0,2,0,0,2,2,31,15.5,0,0,1,3.5,3.5,5.2%
49,50,Chase Edmonds(ARI),3,13,4.3,5,0,0,2,2,21,10.5,0,0,1,3.4,3.4,85.1%
50,51,Joshua Kelley(LAC),8,43,5.4,16,0,0,2,2,9,4.5,0,1,1,3.2,3.2,1.1%
51,52,Devontae Booker(NYG),3,31,10.3,23,0,0,0,0,0,0,0,0,1,3.1,3.1,23.3%
52,53,Mark Ingram II(NO),7,30,4.3,11,0,0,0,1,0,0,0,0,1,3.0,3.0,39.1%
53,54,Kerryon Johnson(FA),3,16,5.3,9,0,0,1,1,14,14.0,0,0,1,3.0,3.0,0.1%
54,55,Alexander Mattison(MIN),8,27,3.4,15,0,0,0,0,0,0,0,0,1,2.7,2.7,75.0%
55,56,LeSean McCoy(FA),0,0,0,0,0,0,2,4,24,12.0,0,0,1,2.4,2.4,2.0%
56,57,La'Mical Perine(NYJ),7,24,3.4,11,0,0,2,2,-1,-0.5,0,0,1,2.3,2.3,0.2%
57,58,Carlos Hyde(JAC),4,12,3.0,4,0,0,1,1,11,11.0,0,0,1,2.3,2.3,6.9%
58,59,Jalen Richard(LV),1,14,14.0,14,0,0,3,3,8,2.7,0,0,1,2.2,2.2,0.7%
59,60,Leonard Fournette(TB),7,15,2.1,6,0,0,2,2,7,3.5,0,0,1,2.2,2.2,74.8%
60,61,D'Andre Swift(DET),0,0,0,0,0,0,1,2,19,19.0,0,0,1,1.9,1.9,97.2%
61,62,Travis Homer(SEA),2,19,9.5,12,0,0,0,1,0,0,0,0,1,1.9,1.9,0.3%
62,63,Malcolm Brown(MIA),7,19,2.7,6,0,0,0,2,0,0,0,0,1,1.9,1.9,3.6%
63,64,JaMycal Hasty(SF),2,9,4.5,6,0,0,1,1,9,9.0,0,0,1,1.8,1.8,4.2%
64,65,T.J. Yeldon(FA),3,18,6.0,9,0,0,0,0,0,0,0,0,1,1.8,1.8,0.0%
65,66,Jamaal Williams(DET),6,14,2.3,6,0,0,1,1,3,3.0,0,0,1,1.7,1.7,58.2%
66,67,Reggie Bonnafon(WAS),2,16,8.0,13,0,0,0,0,0,0,0,0,1,1.6,1.6,0.0%
67,68,Wayne Gallman Jr.(MIN),4,7,1.8,4,0,0,2,3,7,3.5,0,0,1,1.4,1.4,1.0%
68,69,Andy Janovich(CLE),0,0,0,0,0,0,1,1,13,13.0,0,0,1,1.3,1.3,0.1%
69,70,Tyler Ervin(FA),1,5,5.0,5,0,0,2,2,8,4.0,0,0,1,1.3,1.3,0.0%
70,71,Benny Snell Jr.(PIT),7,11,1.6,4,0,0,0,0,0,0,0,0,1,1.1,1.1,0.9%
71,72,C.J. Ham(MIN),0,0,0,0,0,0,1,2,11,11.0,0,0,1,1.1,1.1,0.1%
72,73,Alec Ingold(LV),0,0,0,0,0,0,1,1,11,11.0,0,0,1,1.1,1.1,0.1%
73,74,Dion Lewis(FA),1,0,0.0,0,0,0,1,3,10,10.0,0,0,1,1.0,1.0,2.0%
74,75,Devonta Freeman(BAL),5,10,2.0,6,0,0,0,0,0,0,0,0,1,1.0,1.0,74.2%
75,76,Darrynton Evans(TEN),3,9,3.0,4,0,0,0,0,0,0,0,0,1,0.9,0.9,0.9%
76,77,Corey Clement(DAL),3,8,2.7,5,0,0,0,0,0,0,0,0,1,0.8,0.8,0.8%
77,78,Kyle Juszczyk(SF),0,0,0,0,0,0,1,1,7,7.0,0,0,1,0.7,0.7,1.0%
78,79,Darrel Williams(KC),2,6,3.0,6,0,0,2,2,1,0.5,0,0,1,0.7,0.7,79.6%
79,80,Cullen Gillaspia(NYG),0,0,0,0,0,0,1,1,6,6.0,0,0,1,0.6,0.6,0.0%
80,81,Peyton Barber(LV),3,6,2.0,3,0,0,0,0,0,0,0,0,1,0.6,0.6,1.2%
81,82,Jakob Johnson(NE),0,0,0,0,0,0,1,1,6,6.0,0,0,1,0.6,0.6,0.0%
82,83,Jeremy McNichols(FA),0,0,0,0,0,0,1,1,5,5.0,0,0,1,0.5,0.5,7.6%
83,84,Boston Scott(PHI),3,5,1.7,4,0,0,0,1,0,0,0,0,1,0.5,0.5,27.7%
84,85,Matt Breida(BUF),3,4,1.3,3,0,0,0,0,0,0,0,0,1,0.4,0.4,8.2%
