,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Josh Jacobs(LV),25,93,3.7,14,0,3,4,6,46,11.5,0,0,1,31.9,31.9,98.0%
1,2,Christian McCaffrey(CAR),23,97,4.2,15,0,2,3,4,38,12.7,0,0,1,25.4,25.4,47.2%
2,3,Ezekiel Elliott(DAL),22,96,4.4,14,0,1,3,4,31,10.3,1,0,1,24.7,24.7,99.7%
3,4,Malcolm Brown(MIA),18,79,4.4,12,0,2,3,4,31,10.3,0,0,1,23.0,23.0,3.6%
4,5,Raheem Mostert(SF),15,56,3.7,14,0,0,4,5,95,23.8,1,0,1,21.1,21.1,13.0%
5,6,Dalvin Cook(MIN),12,50,4.2,12,0,2,1,2,-2,-2.0,0,0,1,20.8,20.8,100.0%
6,7,Clyde Edwards-Helaire(KC),25,138,5.5,27,0,1,0,2,0,0,0,0,1,19.8,19.8,86.8%
7,8,Nyheim Hines(IND),7,28,4.0,12,0,1,8,8,45,5.6,1,0,1,19.3,19.3,44.8%
8,9,Alvin Kamara(NO),12,16,1.3,6,0,1,5,8,51,10.2,1,0,1,18.7,18.7,100.0%
9,10,Chris Carson(SEA),6,21,3.5,11,0,0,6,6,45,7.5,2,0,1,18.6,18.6,31.7%
10,11,David Johnson(HOU),11,77,7.0,19,0,1,3,4,32,10.7,0,0,1,16.9,16.9,35.4%
11,12,Peyton Barber(LV),17,29,1.7,8,0,2,0,0,0,0,0,0,1,14.9,14.9,1.2%
12,13,J.K. Dobbins(BAL),7,22,3.1,12,0,2,0,0,0,0,0,0,1,14.2,14.2,10.3%
13,14,Aaron Jones(GB),16,66,4.1,15,0,1,4,6,10,2.5,0,0,1,13.6,13.6,98.9%
14,15,Derrick Henry(TEN),31,116,3.7,13,0,0,3,3,15,5.0,0,0,1,13.1,13.1,78.0%
15,16,Melvin Gordon III(DEN),15,78,5.2,25,0,1,3,3,8,2.7,0,1,1,12.6,12.6,87.8%
