,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Alvin Kamara(NO),8,15,1.9,8,0,2,7,8,83,11.9,1,0,1,27.8,27.8,100.0%
1,2,Josh Jacobs(LV),21,112,5.3,24,0,2,4,4,24,6.0,0,0,1,25.6,25.6,98.0%
2,3,Ronald Jones II(TB),23,192,8.3,98,0,1,1,2,6,6.0,0,1,1,23.8,23.8,83.5%
3,4,Nyheim Hines(IND),12,70,5.8,14,0,1,5,6,45,9.0,1,0,1,23.5,23.5,44.8%
4,5,D'Andre Swift(DET),16,81,5.1,17,0,0,5,5,68,13.6,1,0,1,20.9,20.9,97.2%
5,6,Devontae Booker(NYG),16,81,5.1,23,0,2,1,1,2,2.0,0,0,1,20.3,20.3,23.3%
6,7,Nick Chubb(CLE),19,126,6.6,59,0,1,0,1,0,0,0,0,1,18.6,18.6,99.8%
7,8,Rex Burkhead(HOU),6,31,5.2,9,0,0,4,5,35,8.8,2,0,1,18.6,18.6,31.5%
8,9,Antonio Gibson(WAS),13,45,3.5,12,0,2,4,4,20,5.0,0,0,1,18.5,18.5,95.9%
9,10,Wayne Gallman Jr.(MIN),18,53,2.9,17,0,2,1,2,7,7.0,0,0,1,18.0,18.0,1.0%
10,11,Malcolm Brown(MIA),6,33,5.5,13,0,2,2,2,18,9.0,0,0,1,17.1,17.1,3.6%
11,12,Salvon Ahmed(MIA),21,85,4.0,18,0,1,1,1,5,5.0,0,0,1,15.0,15.0,1.6%
12,13,Boston Scott(PHI),3,63,21.0,56,0,1,1,1,11,11.0,0,0,1,13.4,13.4,27.7%
13,14,Kareem Hunt(CLE),19,104,5.5,19,0,0,3,4,28,9.3,0,0,1,13.2,13.2,82.1%
14,15,Damien Harris(NE),22,121,5.5,25,0,0,0,0,0,0,0,0,1,12.1,12.1,89.8%
15,16,Miles Sanders(PHI),15,85,5.7,14,0,0,2,5,10,5.0,0,0,1,11.5,11.5,77.0%
16,17,James Robinson(JAC),23,109,4.7,20,0,0,2,5,3,1.5,0,0,1,11.2,11.2,76.3%
17,18,Dalvin Cook(MIN),30,96,3.2,14,0,0,4,4,16,4.0,0,0,1,11.2,11.2,100.0%
18,19,J.D. McKissic(WAS),8,6,0.8,5,0,1,7,15,43,6.1,0,0,1,10.9,10.9,32.9%
19,20,Derrick Henry(TEN),19,103,5.4,20,0,0,1,2,6,6.0,0,0,1,10.9,10.9,78.0%
20,21,Alex Collins(SEA),11,43,3.9,13,0,1,1,2,4,4.0,0,0,1,10.7,10.7,18.8%
21,22,Kalen Ballage(PIT),18,68,3.8,11,0,0,5,6,34,6.8,0,0,1,10.2,10.2,0.1%
22,23,Aaron Jones(GB),13,46,3.5,20,0,0,5,6,49,9.8,0,0,1,9.5,9.5,98.9%
23,24,Darrell Henderson Jr.(LAR),7,28,4.0,16,0,1,1,1,5,5.0,0,0,1,9.3,9.3,76.0%
24,25,Kenyan Drake(LV),16,100,6.3,20,0,0,1,1,9,9.0,0,1,1,8.9,8.9,29.4%
25,26,D'Onta Foreman(TEN),7,18,2.6,8,0,0,1,1,5,5.0,1,0,1,8.3,8.3,66.5%
26,27,Chase Edmonds(ARI),8,56,7.0,25,0,0,3,3,21,7.0,0,0,1,7.7,7.7,85.1%
27,28,Gus Edwards(BAL),7,42,6.0,11,0,0,1,1,31,31.0,0,0,1,7.3,7.3,9.6%
28,29,Corey Clement(DAL),1,5,5.0,5,0,1,0,0,0,0,0,0,1,6.5,6.5,0.8%
29,30,Latavius Murray(BAL),9,57,6.3,18,0,0,0,0,0,0,0,0,1,5.7,5.7,22.2%
30,31,Samaje Perine(CIN),7,48,6.9,15,0,0,1,1,7,7.0,0,0,1,5.5,5.5,15.2%
31,32,Jamaal Williams(DET),8,30,3.8,7,0,0,3,4,25,8.3,0,0,1,5.5,5.5,58.2%
32,33,Duke Johnson Jr.(MIA),14,54,3.9,23,0,0,0,1,0,0,0,0,1,5.4,5.4,7.4%
33,34,James Conner(ARI),13,36,2.8,16,0,0,2,2,12,6.0,0,0,1,4.8,4.8,94.6%
34,35,Giovani Bernard(TB),8,30,3.8,11,0,0,4,7,17,4.3,0,0,1,4.7,4.7,5.4%
35,36,Melvin Gordon III(DEN),11,46,4.2,11,0,0,0,2,0,0,0,0,1,4.6,4.6,87.8%
36,37,Jerick McKinnon(KC),18,33,1.8,9,0,0,1,3,13,13.0,0,0,1,4.6,4.6,0.8%
37,38,Mike Davis(ATL),7,32,4.6,7,0,0,4,5,12,3.0,0,0,1,4.4,4.4,49.7%
38,39,Cam Akers(LAR),10,38,3.8,17,0,0,0,0,0,0,0,0,1,3.8,3.8,13.8%
39,40,Jonathan Taylor(IND),7,12,1.7,4,0,0,2,2,25,12.5,0,0,1,3.7,3.7,100.0%
40,41,Jeremy McNichols(FA),3,26,8.7,16,0,0,1,1,8,8.0,0,0,1,3.4,3.4,7.6%
41,42,Alfred Morris(NYG),8,34,4.3,10,0,0,0,0,0,0,0,0,1,3.4,3.4,0.0%
