,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Derrick Henry(TEN),27,178,6.6,31,0,3,2,4,7,3.5,0,0,1,36.5,36.5,78.0%
1,2,Antonio Gibson(WAS),20,115,5.8,37,0,3,5,7,21,4.2,0,0,1,31.6,31.6,95.9%
2,3,Latavius Murray(BAL),19,124,6.5,36,0,2,1,1,2,2.0,0,0,1,24.6,24.6,22.2%
3,4,Nick Chubb(CLE),19,144,7.6,29,0,1,3,3,32,10.7,0,0,1,23.6,23.6,99.8%
4,5,James Robinson(JAC),22,128,5.8,27,0,1,5,6,31,6.2,0,0,1,21.9,21.9,76.3%
5,6,Kenyan Drake(LV),22,78,3.5,14,0,2,3,4,15,5.0,0,0,1,21.3,21.3,29.4%
6,7,David Montgomery(CHI),11,103,9.4,57,0,0,5,6,40,8.0,1,0,1,20.3,20.3,98.7%
7,8,Adrian Peterson(SEA),15,55,3.7,19,0,2,0,0,0,0,0,0,1,17.5,17.5,4.9%
8,9,Ronald Jones II(TB),9,66,7.3,34,0,0,1,2,37,37.0,1,0,1,16.3,16.3,83.5%
9,10,Wayne Gallman Jr.(MIN),24,94,3.9,18,0,1,3,5,-3,-1.0,0,0,1,15.1,15.1,1.0%
10,11,Cam Akers(LAR),9,84,9.3,61,0,1,0,0,0,0,0,0,1,14.4,14.4,13.8%
11,12,Duke Johnson Jr.(MIA),9,37,4.1,8,0,0,3,4,43,14.3,1,0,1,14.0,14.0,7.4%
12,13,James White(NE),5,18,3.6,7,0,2,1,1,-1,-1.0,0,0,1,13.7,13.7,7.9%
13,14,Ito Smith(DAL),12,65,5.4,24,0,1,4,5,10,2.5,0,0,1,13.5,13.5,0.0%
14,15,Jamaal Williams(DET),17,73,4.3,17,0,1,0,0,0,0,0,0,1,13.3,13.3,58.2%
15,16,Austin Ekeler(LAC),14,44,3.1,15,0,0,11,16,85,7.7,0,0,1,12.9,12.9,99.9%
16,17,Chris Carson(SEA),8,41,5.1,16,0,1,2,2,18,9.0,0,0,1,11.9,11.9,31.7%
17,18,Nyheim Hines(IND),10,29,2.9,10,0,0,8,10,66,8.3,0,0,1,9.5,9.5,44.8%
18,19,Joshua Kelley(LAC),7,35,5.0,33,0,1,0,0,0,0,0,0,1,9.5,9.5,1.1%
19,20,Benny Snell Jr.(PIT),16,60,3.8,13,0,0,3,4,33,11.0,0,0,1,9.3,9.3,0.9%
20,21,Aaron Jones(GB),17,90,5.3,16,0,0,1,2,0,0.0,0,0,1,9.0,9.0,98.9%
21,22,Frank Gore(FA),18,74,4.1,17,0,0,3,3,12,4.0,0,0,1,8.6,8.6,12.2%
22,23,Raheem Mostert(SF),16,43,2.7,10,0,1,2,2,0,0.0,0,1,1,8.3,8.3,13.0%
23,24,Devin Singletary(BUF),11,82,7.5,24,0,0,3,3,20,6.7,0,1,1,8.2,8.2,89.1%
24,25,Mike Davis(ATL),15,55,3.7,10,0,0,3,6,24,8.0,0,0,1,7.9,7.9,49.7%
25,26,Kerryon Johnson(FA),11,46,4.2,8,0,0,4,4,52,13.0,0,1,1,7.8,7.8,0.1%
26,27,Gus Edwards(BAL),9,10,1.1,6,0,1,0,0,0,0,0,0,1,7.0,7.0,9.6%
27,28,Zack Moss(BUF),9,59,6.6,31,0,0,2,2,9,4.5,0,0,1,6.8,6.8,36.8%
28,29,Dalvin Cook(MIN),18,61,3.4,14,0,0,4,4,21,5.3,0,1,1,6.2,6.2,100.0%
29,30,Kareem Hunt(CLE),10,62,6.2,27,0,0,0,2,0,0,0,0,1,6.2,6.2,82.1%
30,31,DeAndre Washington(FA),13,49,3.8,16,0,0,2,5,11,5.5,0,0,1,6.0,6.0,11.0%
31,32,Peyton Barber(LV),11,57,5.2,15,0,0,0,0,0,0,0,0,1,5.7,5.7,1.2%
32,33,Jordan Wilkins(FA),6,22,3.7,11,0,0,3,4,35,11.7,0,0,1,5.7,5.7,0.0%
33,34,Brian Hill(SF),13,55,4.2,22,0,0,0,1,0,0,0,0,1,5.5,5.5,0.1%
34,35,C.J. Prosise(FA),5,12,2.4,7,0,0,1,1,2,2.0,1,1,1,5.4,5.4,0.0%
35,36,Alvin Kamara(NO),11,54,4.9,15,0,0,1,2,-2,-2.0,0,0,1,5.2,5.2,100.0%
36,37,Royce Freeman(HOU),8,50,6.3,23,0,0,0,0,0,0,0,0,1,5.0,5.0,5.2%
37,38,Giovani Bernard(TB),8,32,4.0,15,0,0,2,3,17,8.5,0,0,1,4.9,4.9,5.4%
38,39,Damien Harris(NE),14,47,3.4,18,0,0,0,0,0,0,0,0,1,4.7,4.7,89.8%
39,40,Boston Scott(PHI),2,7,3.5,5,0,0,5,6,40,8.0,0,0,1,4.7,4.7,27.7%
40,41,Chase Edmonds(ARI),6,29,4.8,9,0,0,4,5,14,3.5,0,0,1,4.3,4.3,85.1%
41,42,Miles Sanders(PHI),6,15,2.5,8,0,0,2,3,7,3.5,0,0,1,4.2,4.2,77.0%
42,43,Justice Hill(BAL),9,35,3.9,19,0,0,2,2,5,2.5,0,0,1,4.0,4.0,0.1%
43,44,Clyde Edwards-Helaire(KC),11,37,3.4,10,0,0,1,1,2,2.0,0,0,1,3.9,3.9,86.8%
44,45,Matt Breida(BUF),8,36,4.5,12,0,0,2,2,17,8.5,0,1,1,3.3,3.3,8.2%
45,46,Kyle Juszczyk(SF),2,8,4.0,6,0,0,2,2,24,12.0,0,0,1,3.2,3.2,1.0%
46,47,Jerick McKinnon(KC),3,21,7.0,19,0,0,2,3,11,5.5,0,0,1,3.2,3.2,0.8%
47,48,Le'Veon Bell(FA),5,22,4.4,10,0,0,2,2,10,5.0,0,0,1,3.2,3.2,5.4%
48,49,Melvin Gordon III(DEN),12,31,2.6,11,0,0,0,0,0,0,0,0,1,3.1,3.1,87.8%
49,50,Carlos Hyde(JAC),15,22,1.5,8,0,0,2,3,7,3.5,0,0,1,2.9,2.9,6.9%
50,51,D'Onta Foreman(TEN),4,28,7.0,12,0,0,0,0,0,0,0,0,1,2.8,2.8,66.5%
51,52,J.D. McKissic(WAS),1,6,6.0,6,0,0,2,2,21,10.5,0,0,1,2.7,2.7,32.9%
52,53,Anthony McFarland Jr.(PIT),3,9,3.0,3,0,0,1,1,17,17.0,0,0,1,2.6,2.6,0.2%
53,54,Josh Jacobs(LV),7,27,3.9,16,0,0,3,3,17,5.7,0,1,1,2.4,2.4,98.0%
54,55,Tony Pollard(DAL),4,12,3.0,5,0,0,2,2,10,5.0,0,0,1,2.2,2.2,75.3%
55,56,Leonard Fournette(TB),3,10,3.3,6,0,0,3,3,10,3.3,0,0,1,2.0,2.0,74.8%
56,57,Jeff Wilson Jr.(SF),12,40,3.3,10,0,0,0,0,0,0,0,1,1,2.0,2.0,56.1%
57,58,Jeremy McNichols(FA),8,20,2.5,6,0,0,0,1,0,0,0,0,1,2.0,2.0,7.6%
58,59,Phillip Lindsay(MIA),9,20,2.2,13,0,0,0,0,0,0,0,0,1,2.0,2.0,9.0%
59,60,Ezekiel Elliott(DAL),10,32,3.2,8,0,0,1,3,7,7.0,0,1,1,1.9,1.9,99.7%
60,61,Darrell Henderson Jr.(LAR),10,19,1.9,5,0,0,0,1,0,0,0,0,1,1.9,1.9,76.0%
61,62,Trenton Cannon(SF),3,17,5.7,13,0,0,1,1,1,1.0,0,0,1,1.8,1.8,0.1%
62,63,Rodney Smith(FA),7,18,2.6,13,0,0,0,1,0,0,0,0,1,1.8,1.8,0.1%
63,64,Dion Lewis(FA),2,10,5.0,7,0,0,1,3,7,7.0,0,0,1,1.7,1.7,2.0%
64,65,Khari Blasingame(TEN),0,0,0,0,0,0,1,1,16,16.0,0,0,1,1.6,1.6,0.0%
65,66,Trayveon Williams(CIN),1,-2,-2.0,0,0,0,1,1,13,13.0,0,0,1,1.1,1.1,0.1%
66,67,C.J. Ham(MIN),1,10,10.0,10,0,0,0,0,0,0,0,0,1,1.0,1.0,0.1%
67,68,Ryan Nall(CHI),0,0,0,0,0,0,1,1,10,10.0,0,0,1,1.0,1.0,0.0%
68,69,Alfred Morris(NYG),4,8,2.0,5,0,0,0,0,0,0,0,0,1,0.8,0.8,0.0%
69,70,Jonathan Williams(WAS),1,5,5.0,5,0,0,4,4,21,5.3,0,1,1,0.6,0.6,0.6%
70,71,Dwayne Washington(NO),3,6,2.0,4,0,0,0,0,0,0,0,0,1,0.6,0.6,0.1%
71,72,Alexander Mattison(MIN),2,6,3.0,4,0,0,0,0,0,0,0,0,1,0.6,0.6,75.0%
72,73,Corey Clement(DAL),1,6,6.0,6,0,0,0,0,0,0,0,0,1,0.6,0.6,0.8%
73,74,Devontae Booker(NYG),5,6,1.2,4,0,0,1,4,-1,-1.0,0,0,1,0.5,0.5,23.3%
74,75,Ty Johnson(NYJ),2,3,1.5,2,0,0,1,2,1,1.0,0,0,1,0.4,0.4,15.8%
75,76,Tony Brooks-James(FA),3,4,1.3,4,0,0,0,0,0,0,0,0,1,0.4,0.4,0.0%
76,77,Samaje Perine(CIN),0,0,0,0,0,0,1,1,2,2.0,0,0,1,0.2,0.2,15.2%
77,78,Josh Adams(NO),1,1,1.0,1,0,0,0,0,0,0,0,0,1,0.1,0.1,0.0%
78,79,Troymaine Pope(FA),1,-1,-1.0,0,0,0,1,1,2,2.0,0,0,1,0.1,0.1,0.0%
79,80,Adrian Killins Jr.(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
80,81,Xavier Jones(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.3%
81,82,Jonathan Ward(ARI),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
82,83,Nathan Cottrell(JAC),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
83,84,Darius Bradwell(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
84,85,Gabe Nabers(LAC),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
85,86,Jake Bargas(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
86,87,Josh Hokit(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
87,88,Tony Jones Jr.(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9%
88,89,Jermar Jefferson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7%
89,90,Pooka Williams Jr.(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
90,91,JaMycal Hasty(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2%
91,92,Jason Huntley(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
92,93,Rico Dowdle(DAL),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
93,94,Ty'Son Williams(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2%
94,95,Raymond Calais(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
95,96,Scottie Phillips(HOU),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
96,97,Patrick Taylor Jr.(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
97,98,Malcolm Perry(FA),0,0,0,0,0,0,1,1,8,8.0,0,0,1,0.0,0.0,0.0%
98,99,Reggie Gilliam(BUF),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
99,100,Antonio Williams(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
100,101,Chuba Hubbard(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.1%
101,102,Giovanni Ricci(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
102,103,Pete Guerriero(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
103,104,Larry Rountree III(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
104,105,DeeJay Dallas(SEA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,2.3%
105,106,Sewo Olonilua(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
106,107,Mekhi Sargent(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5%
107,108,Demetric Felton(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
108,109,Jaret Patterson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7%
109,110,Deon Jackson(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
110,111,Trey Ragas(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
111,112,Sandro Platzgummer(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
112,113,D'Andre Swift(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.2%
113,114,Darius Anderson(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
114,115,Dontrell Hilliard(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5%
115,116,Reggie Bonnafon(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
116,117,Johnny Stanton(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
117,118,Elijah Holyfield(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
118,119,Myles Gaskin(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.2%
119,120,Dalyn Dawkins(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
120,121,Rashaad Penny(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.9%
121,122,Jason Cabinda(DET),1,0,0.0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0%
122,123,Godwin Igwebuike(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4%
123,124,Sony Michel(LAR),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,89.4%
124,125,Darrel Williams(KC),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,79.6%
125,126,John Kelly(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
126,127,Justin Jackson(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5%
127,128,Bo Scarbrough(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
128,129,Mike Boone(DEN),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.5%
129,130,Buddy Howell(LAR),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
130,131,Nick Bawden(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
131,132,Jaylen Samuels(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
132,133,Derrick Gore(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0%
133,134,D'Ernest Johnson(CLE),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,18.7%
134,135,Craig Reynolds(DET),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,12.7%
135,136,Travis Etienne Jr.(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8%
136,137,Austin Walter(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.4%
