,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Dalvin Cook(MIN),30,163,5.4,37,0,3,2,3,63,31.5,1,0,1,46.6,46.6,100.0%
1,2,Zack Moss(BUF),14,81,5.8,21,0,2,0,1,0,0,0,0,1,20.1,20.1,36.8%
2,3,Giovani Bernard(TB),15,62,4.1,12,0,1,3,4,16,5.3,1,0,1,19.8,19.8,5.4%
3,4,Jordan Wilkins(FA),20,89,4.5,16,0,1,1,1,24,24.0,0,0,1,19.3,19.3,0.0%
4,5,Nyheim Hines(IND),5,8,1.6,6,0,0,3,5,54,18.0,2,0,1,18.2,18.2,44.8%
5,6,DeeJay Dallas(SEA),18,41,2.3,9,0,1,5,5,17,3.4,1,0,1,17.8,17.8,2.3%
6,7,Derrick Henry(TEN),18,112,6.2,21,0,1,0,1,0,0,0,0,1,17.2,17.2,78.0%
7,8,Alvin Kamara(NO),12,67,5.6,20,0,0,9,13,96,10.7,0,0,1,16.3,16.3,100.0%
8,9,Damien Harris(NE),16,102,6.4,22,0,1,0,0,0,0,0,0,1,16.2,16.2,89.8%
9,10,Gus Edwards(BAL),16,87,5.4,25,0,1,0,1,0,0,0,0,1,14.7,14.7,9.6%
10,11,Phillip Lindsay(MIA),6,83,13.8,55,0,1,1,3,3,3.0,0,0,1,14.6,14.6,9.0%
11,12,Justin Jackson(LAC),17,89,5.2,22,0,0,3,5,53,17.7,0,0,1,14.2,14.2,42.5%
12,13,Josh Jacobs(LV),31,129,4.2,16,0,0,0,1,0,0,0,0,1,12.9,12.9,98.0%
13,14,Wayne Gallman Jr.(MIN),12,44,3.7,17,0,1,1,1,18,18.0,0,0,1,12.2,12.2,1.0%
14,15,Jamaal Williams(DET),16,75,4.7,10,0,0,6,6,27,4.5,0,0,1,12.2,12.2,58.2%
15,16,J.K. Dobbins(BAL),15,113,7.5,28,0,0,1,2,8,8.0,0,0,1,12.1,12.1,10.3%
16,17,James Conner(ARI),15,47,3.1,18,0,1,3,3,13,4.3,0,0,1,12.0,12.0,94.6%
17,18,Todd Gurley II(FA),18,46,2.6,11,0,1,0,0,0,0,0,0,1,10.6,10.6,0.4%
18,19,David Montgomery(CHI),21,89,4.2,38,0,0,2,5,16,8.0,0,0,1,10.5,10.5,98.7%
19,20,Myles Gaskin(MIA),18,47,2.6,6,0,1,3,6,16,5.3,0,1,1,10.3,10.3,83.2%
20,21,Jerick McKinnon(KC),3,-1,-0.3,1,0,1,4,4,40,10.0,0,0,1,9.9,9.9,0.8%
21,22,Troymaine Pope(FA),10,67,6.7,26,0,0,5,7,28,5.6,0,0,1,9.5,9.5,0.0%
22,23,Samaje Perine(CIN),10,32,3.2,16,0,1,1,1,2,2.0,0,0,1,9.4,9.4,15.2%
23,24,Devin Singletary(BUF),14,86,6.1,18,0,0,1,1,6,6.0,0,0,1,9.2,9.2,89.1%
24,25,JaMycal Hasty(SF),12,29,2.4,5,0,1,1,1,2,2.0,0,0,1,9.1,9.1,4.2%
25,26,Boston Scott(PHI),15,70,4.7,19,0,0,2,2,9,4.5,0,0,1,7.9,7.9,27.7%
26,27,Mike Davis(ATL),13,66,5.1,17,0,0,1,2,11,11.0,0,0,1,7.7,7.7,49.7%
27,28,Kerryon Johnson(FA),0,0,0,0,0,0,2,2,15,7.5,1,0,1,7.5,7.5,0.1%
28,29,Kareem Hunt(CLE),14,66,4.7,18,0,0,2,3,7,3.5,0,0,1,7.3,7.3,82.1%
29,30,Ezekiel Elliott(DAL),19,63,3.3,11,0,0,1,2,10,10.0,0,0,1,7.3,7.3,99.7%
30,31,Leonard Fournette(TB),15,52,3.5,13,0,0,3,6,19,6.3,0,0,1,7.1,7.1,74.8%
31,32,Dion Lewis(FA),0,0,0,0,0,0,2,3,8,4.0,1,0,1,6.8,6.8,2.0%
32,33,Tony Pollard(DAL),7,40,5.7,14,0,0,2,2,24,12.0,0,0,1,6.4,6.4,75.3%
33,34,Brian Hill(SF),11,55,5.0,14,0,0,2,3,9,4.5,0,0,1,6.4,6.4,0.1%
