Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Dante Pettis(NYG),5,7,129,25.8,75,1,2,1,-2,0,0,1,24.7,24.7,0.1%
2,Keenan Allen(LAC),14,19,148,10.6,21,1,1,0,0,0,0,1,22.8,22.8,99.3%
3,Antonio Brown(FA),10,13,154,15.4,46,2,1,0,0,0,0,1,21.4,21.4,84.1%
4,Zay Jones(LV),4,9,67,16.8,25,2,2,0,0,0,0,1,20.7,20.7,6.0%
5,Jaron Brown(ARI),3,3,67,22.3,45,1,2,0,0,0,0,1,18.7,18.7,0.0%
6,Golden Tate(FA),7,7,85,12.1,32,1,1,0,0,0,0,1,16.5,16.5,0.1%
7,Chris Godwin(TB),5,6,101,20.2,48,1,1,0,0,0,0,1,16.1,16.1,67.1%
8,Odell Beckham Jr.(LAR),3,9,35,11.7,20,1,1,0,0,0,0,1,15.5,15.5,90.8%
9,Davante Adams(GB),8,13,93,11.6,19,0,1,0,0,0,0,1,15.3,15.3,100.0%
10,Courtland Sutton(DEN),4,7,85,21.3,30,2,1,0,0,0,0,1,14.5,14.5,67.5%
11,Robert Woods(LAR),5,9,67,13.4,23,1,1,2,11,0,0,1,13.8,13.8,29.9%
12,Tyler Lockett(SEA),1,2,52,52.0,52,1,1,1,10,0,0,1,12.2,12.2,97.5%
13,Rashard Higgins(CLE),4,4,62,15.5,21,1,1,0,0,0,0,1,12.2,12.2,0.7%
14,Adam Humphries(WAS),7,9,61,8.7,13,0,1,0,0,0,0,1,12.1,12.1,0.8%
15,Russell Shepard(FA),2,2,59,29.5,49,1,1,0,0,0,0,1,11.9,11.9,0.0%
16,Josh Gordon(KC),3,3,58,19.3,24,2,1,0,0,0,0,1,11.8,11.8,1.8%
17,Corey Davis(NYJ),3,7,42,14.0,22,1,1,1,12,0,0,1,11.4,11.4,29.9%
18,Travis Benjamin(SF),2,2,44,22.0,46,1,1,1,1,0,0,1,10.5,10.5,0.0%
19,Taywan Taylor(FA),3,5,104,34.7,55,2,0,0,0,0,0,1,10.4,10.4,0.0%
20,DeVante Parker(MIA),4,7,43,10.8,18,0,1,0,0,0,0,1,10.3,10.3,64.3%
21,Jarvis Landry(CLE),6,9,103,17.2,28,3,0,0,0,0,0,1,10.3,10.3,72.5%
22,Kenny Stills(NO),4,6,37,9.3,13,0,1,0,0,0,0,1,9.7,9.7,0.1%
23,Tyler Boyd(CIN),6,8,97,16.2,23,3,0,0,0,0,0,1,9.7,9.7,71.3%
24,Jordy Nelson(FA),10,11,97,9.7,24,2,0,0,0,0,0,1,9.7,9.7,0.1%
25,Curtis Samuel(WAS),6,11,88,14.7,31,2,0,1,8,0,0,1,9.6,9.6,15.7%
26,DeAndre Hopkins(ARI),7,12,91,13.0,29,2,0,0,0,0,0,1,9.1,9.1,69.3%
27,Cody Core(MIA),1,4,30,30.0,30,1,1,0,0,0,0,1,9.0,9.0,0.0%
28,Keith Kirkwood(FA),1,3,30,30.0,30,1,1,0,0,0,0,1,9.0,9.0,0.0%
29,Adam Thielen(MIN),5,10,28,5.6,9,0,1,0,0,0,0,1,8.8,8.8,82.7%
30,Chris Conley(HOU),3,7,25,8.3,18,0,1,0,0,0,0,1,8.5,8.5,0.4%
31,Doug Baldwin(FA),2,4,22,11.0,21,1,1,0,0,0,0,1,8.2,8.2,0.0%
32,Allen Robinson II(CHI),5,9,79,15.8,30,1,0,0,0,0,0,1,7.9,7.9,53.7%
33,T.Y. Hilton(IND),8,13,77,9.6,16,0,0,0,0,0,0,1,7.7,7.7,16.8%
34,Christian Kirk(ARI),3,8,54,18.0,37,1,0,1,23,0,0,1,7.7,7.7,79.5%
35,Marcell Ateman(FA),2,4,16,8.0,9,0,1,0,0,0,0,1,7.6,7.6,0.0%
36,Michael Gallup(DAL),5,7,76,15.2,40,1,0,0,0,0,0,1,7.6,7.6,72.8%
37,Devin Funchess(FA),1,3,10,10.0,10,0,1,0,0,0,0,1,7.0,7.0,0.0%
38,DJ Moore(CAR),4,8,44,11.0,16,0,0,2,21,0,0,1,6.5,6.5,95.7%
39,Antonio Callaway(FA),3,6,84,28.0,71,1,0,0,0,0,1,1,6.4,6.4,0.0%
40,Jordan Matthews(SF),1,2,4,4.0,4,0,1,0,0,0,0,1,6.4,6.4,0.0%
41,Brandin Cooks(HOU),4,6,62,15.5,26,1,0,0,0,0,0,1,6.2,6.2,92.7%
42,Anthony Miller(PIT),1,2,1,1.0,1,0,1,0,0,0,0,1,6.1,6.1,0.3%
43,Kendrick Bourne(NE),4,6,60,15.0,33,1,0,0,0,0,0,1,6.0,6.0,23.7%
44,Julian Edelman(FA),3,8,25,8.3,13,0,0,2,35,0,0,1,6.0,6.0,13.1%
45,Cordarrelle Patterson(ATL),2,2,53,26.5,29,2,0,1,6,0,0,1,5.9,5.9,95.1%
