,Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
0,Aaron Rodgers,QB,GB,1,52,52,95,2,0,52,52,23.1,44.4
1,Adrian Peterson,RB,NO,1,6,6,8,67,0,67,67,0.4,6.7
2,Alex Smith,QB,KC,1,76,76,100,9,0,58,58,27.3,35.9
3,Ben Roethlisberger,QB,PIT,1,76,76,100,1,0,41,41,10.5,13.8
4,Benjamin Watson,TE,BAL,1,43,43,62,0,14,12,14,4.3,10.0
5,Brian Hoyer,QB,SF,1,83,83,99,1,0,60,60,7.7,9.3
6,Danny Amendola,WR,NE,1,36,36,51,0,19,17,19,10.2,28.3
7,DeSean Jackson,WR,TB,1,45,45,70,0,13,4,13,2.0,4.4
8,Drew Brees,QB,NO,1,74,74,100,5,0,61,61,19.0,25.7
9,Eli Manning,QB,NYG,1,80,80,100,4,0,65,65,27.7,34.6
10,Frank Gore,RB,IND,1,35,35,58,34,9,43,43,8.0,22.9
11,Jared Cook,TE,OAK,1,48,48,89,0,17,6,17,4.6,9.6
12,Jason Witten,TE,DAL,1,71,71,100,0,3,1,3,0.9,1.3
13,Joe Flacco,QB,BAL,1,69,69,100,0,0,71,71,9.4,13.6
14,Josh McCown,QB,NYJ,1,70,70,100,1,0,46,46,5.0,7.1
15,Larry Fitzgerald,WR,ARI,1,82,82,95,0,9,5,9,9.2,11.2
16,LeSean McCoy,RB,BUF,1,43,43,72,47,7,53,53,10.8,25.1
17,Marcedes Lewis,TE,JAC,1,69,69,88,0,6,0,6,0.0,0.0
18,Marshawn Lynch,RB,OAK,1,23,23,43,39,4,39,43,1.2,5.2
19,Matt Ryan,QB,ATL,1,76,76,100,1,0,57,57,8.5,11.2
20,Matthew Stafford,QB,DET,1,70,70,100,4,0,49,49,10.1,14.4
21,Philip Rivers,QB,LAC,1,57,57,98,0,0,67,67,19.9,34.9
22,Ted Ginn Jr.,WR,NO,1,45,45,61,2,4,7,7,3.4,7.6
23,Tom Brady,QB,NE,1,70,70,100,1,0,66,66,20.5,29.3
24,Vernon Davis,TE,WAS,1,35,35,70,0,9,6,9,8.9,25.4
25,Dez Bryant,WR,DAL,1,58,58,82,0,22,9,22,9.8,16.9
26,Golden Tate,WR,DET,1,52,52,74,2,10,8,12,3.1,6.0
27,Andre Roberts,WR,ATL,1,4,4,5,0,0,0,0,0.0,0.0
28,Emmanuel Sanders,WR,DEN,1,48,48,75,0,10,8,10,2.7,5.6
29,Jimmy Graham,TE,SEA,1,46,46,68,0,13,9,13,6.1,13.3
30,Rob Gronkowski,TE,NE,1,70,70,100,0,7,6,7,8.0,11.4
31,Antonio Brown,WR,PIT,1,68,68,89,0,13,6,13,3.4,5.0
32,Logan Paulsen,TE,SF,1,1,1,1,0,100,0,100,0.0,0.0
33,A.J. Green,WR,CIN,1,55,55,86,0,13,9,13,12.3,22.4
34,Julio Jones,WR,ATL,1,16,16,21,0,25,19,25,3.0,18.8
35,Cam Newton,QB,CAR,1,63,63,100,13,0,59,59,33.0,52.4
36,Mark Ingram II,RB,NO,1,46,46,62,30,17,39,48,6.2,13.5
37,Randall Cobb,WR,GB,1,34,34,62,0,12,12,12,10.4,30.6
38,Kyle Rudolph,TE,MIN,1,55,55,98,0,7,4,7,3.4,6.2
39,Andy Dalton,QB,CIN,1,61,61,95,7,0,56,56,28.3,46.4
40,Lance Kendricks,TE,GB,1,17,17,31,0,6,6,6,0.0,0.0
41,Luke Stocker,TE,TB,1,14,14,22,0,0,0,0,0.0,0.0
42,Anthony Sherman,RB,KC,1,12,12,16,0,0,0,0,0.0,0.0
43,Dion Lewis,RB,NE,1,14,14,20,29,7,36,36,8.7,62.1
44,Lee Smith,TE,OAK,1,13,13,24,0,15,15,15,1.5,11.5
45,Tyrod Taylor,QB,BUF,1,60,60,100,12,0,45,45,12.5,20.8
46,Virgil Green,TE,DEN,1,42,42,66,0,0,0,0,0.0,0.0
47,Kirk Cousins,QB,WAS,1,50,50,100,14,0,62,62,20.6,41.2
48,Russell Wilson,QB,SEA,1,68,68,100,6,0,44,44,27.6,40.6
49,Lamar Miller,RB,HOU,1,57,57,68,33,9,40,42,25.1,44.0
50,Alshon Jeffery,WR,PHI,1,68,68,86,0,9,4,9,8.9,13.1
51,Mohamed Sanu Sr.,WR,ATL,1,31,31,41,3,10,6,13,0.7,2.3
52,T.Y. Hilton,WR,IND,1,51,51,85,0,12,6,12,3.0,5.9
53,Travis Benjamin,WR,LAC,1,37,37,64,0,14,5,14,2.1,5.7
54,Marvin Jones Jr.,WR,DET,1,64,64,91,0,8,3,8,4.2,6.6
55,Rhett Ellison,TE,NYG,1,31,31,39,0,6,6,6,7.1,22.9
56,Alfred Morris,RB,DAL,1,3,3,4,67,0,67,67,7.6,253.3
57,Derek Carrier,TE,LAR,1,16,16,23,0,0,0,0,0.0,0.0
58,Case Keenum,QB,MIN,1,56,56,100,0,0,54,54,8.8,15.7
59,Cole Beasley,WR,DAL,1,31,31,44,0,19,10,19,1.7,5.5
60,Chris Hogan,WR,NE,1,68,68,97,0,13,7,13,12.0,17.6
61,Garrett Celek,TE,SF,1,21,21,25,0,0,0,0,0.0,0.0
62,Jermaine Kearse,WR,NYJ,1,67,67,96,0,10,6,10,1.7,2.5
63,Josh Bellamy,WR,CHI,1,36,36,53,0,17,8,17,3.6,10.0
64,Travis Kelce,TE,KC,1,71,71,93,1,11,11,13,17.4,24.5
65,Marquise Goodwin,WR,SF,1,9,9,11,0,22,11,22,1.8,20.0
66,Russell Shepard,WR,CAR,1,35,35,56,0,3,3,3,1.3,3.7
67,DeAndre Hopkins,WR,HOU,1,78,78,93,0,15,13,15,16.7,21.4
68,Robert Woods,WR,LAR,1,59,59,86,0,10,3,10,1.7,2.9
69,Kenny Stills,WR,MIA,1,47,47,90,0,6,6,6,1.3,2.8
70,Cordarrelle Patterson,RB,OAK,1,33,33,61,3,18,21,21,3.5,10.6
71,Keenan Allen,WR,LAC,1,49,49,84,0,22,10,22,13.8,28.2
72,Tavon Austin,WR,LAR,1,15,15,22,40,13,47,53,4.6,30.7
73,Giovani Bernard,RB,CIN,1,21,21,33,14,19,29,33,13.9,66.2
74,Le'Veon Bell,RB,PIT,1,69,69,91,51,9,57,59,30.6,44.3
75,Theo Riddick,RB,DET,1,18,18,26,22,11,28,33,1.2,6.7
76,Chris Thompson,RB,WAS,1,26,26,52,23,8,27,31,0.7,2.7
77,Mike Glennon,QB,CHI,1,68,68,100,1,0,50,50,4.7,6.9
78,Zach Ertz,TE,PHI,1,60,60,76,0,13,8,13,8.1,13.5
79,Jordan Reed,TE,WAS,1,14,14,28,0,36,21,36,2.1,15.0
80,Levine Toilolo,TE,ATL,1,30,30,39,0,10,10,10,2.1,7.0
81,Vance McDonald,TE,PIT,1,30,30,39,0,3,0,3,0.0,0.0
82,Kyle Juszczyk,RB,SF,1,24,24,29,4,13,17,17,2.3,9.6
83,Luke Willson,TE,SEA,1,22,22,32,0,5,5,5,6.6,30.0
84,Latavius Murray,RB,MIN,1,19,19,34,37,11,47,47,2.9,15.3
85,Ryan Griffin,TE,HOU,1,81,81,96,0,6,2,6,1.3,1.6
86,Demetrius Harris,TE,KC,1,40,40,53,0,8,0,8,0.0,0.0
87,James Develin,RB,NE,1,16,16,23,0,13,13,13,1.4,8.8
88,Jack Doyle,TE,IND,1,48,48,80,0,15,10,15,2.7,5.6
89,Patrick DiMarco,RB,BUF,1,30,30,50,3,0,3,3,-0.2,-0.7
90,Blake Bortles,QB,JAC,1,78,78,100,5,0,50,50,11.4,14.6
91,AJ McCarron,QB,CIN,1,3,3,5,0,0,0,0,0.0,0.0
92,Derek Carr,QB,OAK,1,34,34,63,0,0,53,53,9.7,28.5
93,Logan Thomas,TE,BUF,1,9,9,15,0,0,0,0,0.0,0.0
