,Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
0,Aaron Rodgers,QB,GB,1,8,8,12,0,0,50,50,0.7,8.8
1,Adrian Peterson,RB,ARI,1,48,48,74,54,0,54,54,25.4,52.9
2,Alex Smith,QB,KC,1,54,54,100,7,0,70,70,15.1,28.0
3,Ben Roethlisberger,QB,PIT,1,64,64,100,3,0,42,42,11.9,18.6
4,Benjamin Watson,TE,BAL,1,51,51,70,0,16,12,16,2.8,5.5
5,Brian Hoyer,QB,SF,1,18,18,25,0,0,61,61,1.4,7.8
6,Danny Amendola,WR,NE,1,29,29,43,0,17,10,17,4.0,13.8
7,DeSean Jackson,WR,TB,1,53,53,76,0,11,6,11,9.8,18.5
8,Drew Brees,QB,NO,1,71,71,100,1,0,44,44,11.5,16.2
9,Eli Manning,QB,NYG,1,54,54,100,2,0,37,37,9.1,16.9
10,Frank Gore,RB,IND,1,23,23,40,43,13,52,57,6.7,29.1
11,Jared Cook,TE,OAK,1,46,46,79,0,7,4,7,1.4,3.0
12,Joe Flacco,QB,BAL,1,73,73,100,1,0,58,58,5.4,7.4
13,Josh McCown,QB,NYJ,1,76,76,100,4,0,66,66,20.3,26.7
14,Larry Fitzgerald,WR,ARI,1,58,58,89,0,19,17,19,17.8,30.7
15,Marcedes Lewis,TE,JAC,1,52,52,75,0,4,0,4,0.0,0.0
16,Marshawn Lynch,RB,OAK,1,30,30,52,43,7,43,50,6.3,21.0
17,Matt Ryan,QB,ATL,1,57,57,100,0,0,61,61,11.9,20.9
18,Matthew Slater,WR,NE,1,1,1,1,0,0,0,0,0.0,0.0
19,Matthew Stafford,QB,DET,1,81,81,100,2,0,67,67,14.9,18.4
20,Michael Crabtree,WR,OAK,1,49,49,84,0,20,12,20,11.2,22.9
21,Philip Rivers,QB,LAC,1,65,65,100,3,0,58,58,14.3,22.0
22,Ryan Fitzpatrick,QB,TB,1,55,55,79,4,0,62,62,20.6,37.5
23,Ted Ginn Jr.,WR,NO,1,37,37,52,3,11,14,14,12.9,34.9
24,Tom Brady,QB,NE,1,68,68,100,1,0,57,57,16.2,23.8
25,Vernon Davis,TE,WAS,1,48,48,65,0,8,6,8,4.5,9.4
26,Golden Tate,WR,DET,1,46,46,57,0,15,15,15,15.6,33.9
27,Andre Roberts,WR,ATL,1,5,5,9,0,0,0,0,0.0,0.0
28,Emmanuel Sanders,WR,DEN,1,50,50,62,0,16,10,16,7.6,15.2
29,Rob Gronkowski,TE,NE,1,63,63,93,0,16,10,16,20.3,32.2
30,Antonio Brown,WR,PIT,1,57,57,89,0,18,14,18,21.5,37.7
31,Logan Paulsen,TE,SF,1,2,2,3,0,0,0,0,0.0,0.0
32,Julio Jones,WR,ATL,1,45,45,79,0,16,13,16,7.2,16.0
33,Cam Newton,QB,CAR,1,82,82,100,13,0,77,77,20.7,25.2
34,Mark Ingram II,RB,NO,1,47,47,66,53,11,64,64,25.0,53.2
35,Randall Cobb,WR,GB,1,53,53,80,0,6,6,6,2.8,5.3
36,Kyle Rudolph,TE,MIN,1,75,75,97,0,12,7,12,4.7,6.3
37,Lance Kendricks,TE,GB,1,6,6,9,0,0,0,0,0.0,0.0
38,Luke Stocker,TE,TB,1,10,10,14,0,10,10,10,0.5,5.0
39,Anthony Sherman,RB,KC,1,9,9,17,0,0,0,0,0.0,0.0
40,Dion Lewis,RB,NE,1,29,29,43,38,0,38,38,11.2,38.6
41,Lee Smith,TE,OAK,1,13,13,22,0,0,0,0,0.0,0.0
42,Virgil Green,TE,DEN,1,35,35,43,0,3,3,3,2.4,6.9
43,Kirk Cousins,QB,WAS,1,74,74,100,5,0,55,55,27.8,37.6
44,Lamar Miller,RB,HOU,1,44,44,67,34,9,41,43,8.1,18.4
45,Alshon Jeffery,WR,PHI,1,57,57,92,0,18,7,18,7.1,12.5
46,T.Y. Hilton,WR,IND,1,54,54,93,0,7,2,7,1.9,3.5
47,Travis Benjamin,WR,LAC,1,21,21,32,0,5,0,5,0.0,0.0
48,Marvin Jones Jr.,WR,DET,1,80,80,99,0,18,8,18,15.6,19.5
49,Rhett Ellison,TE,NYG,1,35,35,65,0,0,0,0,0.0,0.0
50,Derek Carrier,TE,LAR,1,13,13,22,0,0,0,0,0.0,0.0
51,Case Keenum,QB,MIN,1,77,77,100,3,0,52,52,13.1,17.0
52,Chris Hogan,WR,NE,1,63,63,93,0,6,2,6,1.9,3.0
53,Garrett Celek,TE,SF,1,30,30,42,0,7,3,7,1.3,4.3
54,Jermaine Kearse,WR,NYJ,1,61,61,80,0,7,7,7,7.9,13.0
55,Josh Bellamy,WR,CHI,1,2,2,3,0,0,0,0,0.0,0.0
56,Travis Kelce,TE,KC,1,52,52,96,0,13,8,13,3.7,7.1
57,Marquise Goodwin,WR,SF,1,62,62,86,2,8,5,10,3.2,5.2
58,Russell Shepard,WR,CAR,1,52,52,63,0,12,4,12,1.2,2.3
59,DeAndre Hopkins,WR,HOU,1,63,63,95,0,6,3,6,7.9,12.5
60,Robert Woods,WR,LAR,1,51,51,88,0,14,10,14,5.0,9.8
61,Kenny Stills,WR,MIA,1,60,60,90,0,7,7,7,10.9,18.2
62,Cordarrelle Patterson,RB,OAK,1,17,17,29,18,6,24,24,12.0,70.6
63,Keenan Allen,WR,LAC,1,55,55,85,0,16,9,16,4.5,8.2
64,Tavon Austin,WR,LAR,1,9,9,16,22,0,22,22,0.0,0.0
65,Le'Veon Bell,RB,PIT,1,58,58,91,55,10,60,66,25.1,43.3
66,Theo Riddick,RB,DET,1,35,35,43,6,20,20,26,5.3,15.1
67,Chris Thompson,RB,WAS,1,45,45,61,36,11,44,47,13.8,30.7
68,Kenjon Barner,RB,PHI,1,22,22,35,23,9,27,32,1.6,7.3
69,Zach Ertz,TE,PHI,1,49,49,79,0,10,4,10,13.8,28.2
70,Jordan Reed,TE,WAS,1,54,54,73,0,9,7,9,3.7,6.9
71,Levine Toilolo,TE,ATL,1,15,15,26,0,0,0,0,0.0,0.0
72,Vance McDonald,TE,PIT,1,32,32,50,0,6,3,6,2.6,8.1
73,Latavius Murray,RB,MIN,1,33,33,43,45,3,48,48,3.7,11.2
74,Ryan Griffin,TE,HOU,1,58,58,88,0,14,5,14,7.2,12.4
75,Demetrius Harris,TE,KC,1,18,18,33,0,11,0,11,0.0,0.0
76,Zach Line,RB,NO,1,12,12,17,0,8,0,8,0.0,0.0
77,James Develin,RB,NE,1,25,25,37,0,0,0,0,0.0,0.0
78,Jack Doyle,TE,IND,1,58,58,100,0,19,12,19,9.0,15.5
79,Blake Bortles,QB,JAC,1,69,69,100,3,0,54,54,13.5,19.6
80,Derek Carr,QB,OAK,1,58,58,100,2,0,53,53,6.8,11.7
81,Carlos Hyde,RB,SF,1,56,56,78,23,11,32,34,19.5,34.8
82,Devonta Freeman,RB,ATL,1,42,42,74,21,10,26,31,7.9,18.8
83,Sammy Watkins,WR,LAR,1,47,47,81,0,9,2,9,1.1,2.3
84,Mike Evans,WR,TB,1,64,64,91,0,13,5,13,15.5,24.2
85,Brandin Cooks,WR,NE,1,66,66,97,0,14,9,14,9.3,14.1
86,Davante Adams,WR,GB,1,65,65,98,0,15,8,15,11.4,17.5
87,Donte Moncrief,WR,IND,1,42,42,72,0,17,12,17,6.7,16.0
88,Jarvis Landry,WR,MIA,1,65,65,97,0,22,12,22,12.2,18.8
89,Eric Ebron,TE,DET,1,41,41,51,0,7,2,7,0.9,2.2
90,Trey Burton,TE,PHI,1,13,13,21,0,8,8,8,0.9,6.9
91,James White,RB,NE,1,29,29,43,10,24,24,34,4.5,15.5
92,Jerick McKinnon,RB,MIN,1,44,44,57,34,14,45,48,19.9,45.2
93,John Brown,WR,ARI,1,47,47,72,0,9,6,9,12.3,26.2
94,Richard Rodgers,TE,GB,1,11,11,17,0,0,0,0,0.0,0.0
95,Ryan Grant,WR,WAS,1,40,40,54,0,13,8,13,3.9,9.8
96,Damien Williams,RB,MIA,1,18,18,27,22,17,39,39,2.3,12.8
97,Taylor Gabriel,WR,ATL,1,48,48,84,0,17,8,17,3.9,8.1
98,Willie Snead IV,WR,NO,1,21,21,30,0,14,5,14,1.1,5.2
99,Allen Hurns,WR,JAC,1,56,56,81,0,5,5,5,3.7,6.6
100,Bennie Fowler III,WR,DEN,1,61,61,75,0,13,5,13,2.1,3.4
101,Adam Thielen,WR,MIN,1,72,72,94,0,18,13,18,9.7,13.5
102,Cameron Brate,TE,TB,1,44,44,63,0,18,14,18,13.6,30.9
103,Roosevelt Nix,RB,PIT,1,17,17,27,0,0,0,0,0.0,0.0
104,Josh Hill,TE,NO,1,48,48,68,0,0,0,0,0.0,0.0
105,Darren Fells,TE,DET,1,46,46,57,0,9,4,9,8.6,18.7
106,Seth Roberts,WR,OAK,1,42,42,72,0,7,7,7,3.5,8.3
107,Marcus Mariota,QB,TEN,1,69,69,99,3,0,49,49,14.2,20.6
108,Jameis Winston,QB,TB,1,15,15,21,0,0,67,67,2.4,16.0
109,Amari Cooper,WR,OAK,1,55,55,95,0,11,9,11,2.8,5.1
110,Melvin Gordon III,RB,LAC,1,58,58,89,43,21,59,64,27.0,46.6
111,Brett Hundley,QB,GB,1,58,58,88,2,0,59,59,4.6,7.9
112,Todd Gurley II,RB,LAR,1,48,48,83,48,2,50,50,12.0,25.0
113,Devin Funchess,WR,CAR,1,69,69,84,0,13,4,13,3.6,5.2
114,Maxx Williams,TE,BAL,1,9,9,12,0,11,11,11,-1.4,-15.6
115,Ameer Abdullah,RB,DET,1,37,37,46,38,5,38,43,5.4,14.6
116,Tevin Coleman,RB,ATL,1,18,18,32,50,6,56,56,9.6,53.3
117,Duke Johnson Jr.,RB,CLE,1,30,30,45,17,17,27,33,3.9,13.0
118,Jay Ajayi,RB,MIA,1,48,48,72,54,6,54,60,13.0,27.1
119,Malcolm Brown,RB,LAR,1,12,12,21,25,0,25,25,1.7,14.2
120,Clive Walford,TE,OAK,1,7,7,12,0,0,0,0,0.0,0.0
121,Jesse James,TE,PIT,1,55,55,86,0,0,0,0,0.0,0.0
122,Nick Boyle,TE,BAL,1,44,44,60,0,7,5,7,3.5,8.0
123,Blake Bell,TE,MIN,1,12,12,16,0,0,0,0,0.0,0.0
124,Nelson Agholor,WR,PHI,1,48,48,77,0,15,8,15,11.5,24.0
125,Justin Hardy,WR,ATL,1,42,42,74,0,7,7,7,3.4,8.1
126,Breshad Perriman,WR,BAL,1,20,20,27,0,10,0,10,0.0,0.0
127,Jamison Crowder,WR,WAS,1,53,53,72,2,9,8,11,2.6,4.9
128,Ty Montgomery,RB,GB,1,20,20,30,50,15,55,65,3.1,15.5
129,Phillip Dorsett II,WR,NE,1,11,11,16,0,27,0,27,0.0,0.0
130,Chris Manhertz,TE,CAR,1,20,20,24,0,0,0,0,0.0,0.0
131,Trevor Siemian,QB,DEN,1,74,74,91,1,0,69,69,15.9,21.5
132,James O'Shaughnessy,TE,JAC,1,18,18,26,0,17,11,17,1.1,6.1
133,Michael Burton,RB,CHI,1,15,15,19,0,7,7,7,0.8,5.3
134,J.J. Nelson,WR,ARI,1,12,12,18,8,8,8,17,1.6,13.3
135,Matt LaCosse,TE,NYG,1,9,9,17,0,11,0,11,0.0,0.0
136,Tyrell Williams,WR,LAC,1,44,44,68,0,7,7,7,0.7,1.6
137,Raheem Mostert,RB,SF,1,1,1,1,100,0,100,100,1.6,160.0
138,Eric Tomlinson,TE,NYJ,1,35,35,46,0,3,0,3,0.0,0.0
139,Adam Humphries,WR,TB,1,48,48,69,0,15,13,15,5.1,10.6
140,Ross Travis,TE,KC,1,6,6,11,0,0,0,0,0.0,0.0
141,Laquon Treadwell,WR,MIN,1,44,44,57,0,7,7,7,5.1,11.6
142,Jared Goff,QB,LAR,1,58,58,100,7,0,43,43,9.9,17.1
143,Josh Doctson,WR,WAS,1,19,19,26,0,16,5,16,7.1,37.4
144,Derrick Henry,RB,TEN,1,39,39,56,49,3,51,51,20.5,52.6
145,Carson Wentz,QB,PHI,1,62,62,100,10,0,58,58,21.4,34.5
146,Michael Thomas,WR,NO,1,59,59,83,0,10,5,10,1.1,1.9
147,Alex Collins,RB,BAL,1,22,22,30,68,0,68,68,7.4,33.6
148,Devontae Booker,RB,DEN,1,23,23,28,4,26,22,30,8.0,34.8
149,Pharoh Cooper,WR,LAR,1,4,4,7,0,0,0,0,0.0,0.0
150,Hunter Henry,TE,LAC,1,54,54,83,0,13,9,13,9.0,16.7
151,Austin Hooper,TE,ATL,1,52,52,91,0,17,13,17,4.8,9.2
152,Jordan Howard,RB,CHI,1,54,54,68,67,2,69,69,17.6,32.6
153,Rashard Higgins,WR,CLE,1,45,45,67,0,4,2,4,1.3,2.9
154,Tyler Higbee,TE,LAR,1,45,45,78,0,7,2,7,0.0,0.0
155,Will Fuller V,WR,HOU,1,54,54,82,0,9,4,9,12.2,22.6
