,Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
0,Benjamin Watson,TE,BAL,1,45,45,59,0,22,16,22,6.1,13.6
1,Brian Hoyer,QB,NE,1,6,6,7,0,0,50,50,0.2,3.3
2,Danny Amendola,WR,NE,1,55,55,65,0,13,7,13,4.3,7.8
3,Drew Brees,QB,NO,1,58,58,100,2,0,53,53,14.0,24.1
4,Drew Stanton,QB,ARI,1,71,71,100,1,0,49,49,7.7,10.8
5,Eli Manning,QB,NYG,1,78,78,100,4,0,40,40,6.9,8.8
6,Frank Gore,RB,IND,1,43,43,67,56,7,63,63,11.1,25.8
7,Greg Olsen,TE,CAR,1,57,57,93,0,16,2,16,1.0,1.8
8,Jared Cook,TE,OAK,1,41,41,76,0,10,7,10,3.5,8.5
9,Jason Witten,TE,DAL,1,68,68,100,0,4,3,4,1.7,2.5
10,Joe Flacco,QB,BAL,1,76,76,100,0,0,62,62,14.1,18.6
11,Larry Fitzgerald,WR,ARI,1,71,71,100,0,18,11,18,5.5,7.7
12,LeSean McCoy,RB,BUF,1,29,29,43,38,10,45,48,3.2,11.0
13,Marcedes Lewis,TE,JAC,1,53,53,88,0,6,4,6,1.3,2.5
14,Marshawn Lynch,RB,OAK,1,41,41,76,46,7,51,54,11.9,29.0
15,Matt Ryan,QB,ATL,1,72,72,100,4,0,67,67,18.1,25.1
16,Matthew Stafford,QB,DET,1,58,58,100,3,0,53,53,27.1,46.7
17,Michael Crabtree,WR,OAK,1,17,17,31,0,12,12,12,1.7,10.0
18,Philip Rivers,QB,LAC,1,66,66,94,2,0,58,58,28.0,42.4
19,Ted Ginn Jr.,WR,NO,1,37,37,64,3,16,11,19,3.5,9.5
20,Tom Brady,QB,NE,1,79,79,93,0,0,47,47,15.6,19.7
21,Vernon Davis,TE,WAS,1,55,55,96,0,5,4,5,2.0,3.6
22,Dez Bryant,WR,DAL,1,54,54,79,0,15,6,15,2.4,4.4
23,Golden Tate,WR,DET,1,48,48,83,0,15,15,15,18.4,38.3
24,Andre Roberts,WR,ATL,1,9,9,13,0,0,0,0,0.0,0.0
25,Jimmy Graham,TE,SEA,1,42,42,72,0,14,7,14,4.5,10.7
26,Rob Gronkowski,TE,NE,1,58,58,68,0,0,0,0,0.0,0.0
27,Logan Paulsen,TE,SF,1,23,23,36,0,0,0,0,0.0,0.0
28,A.J. Green,WR,CIN,1,75,75,95,0,13,3,13,1.7,2.3
29,Julio Jones,WR,ATL,1,54,54,75,0,20,9,20,8.0,14.8
30,Cam Newton,QB,CAR,1,61,61,100,18,0,74,74,11.1,18.2
31,Mark Ingram II,RB,NO,1,33,33,57,39,12,52,52,5.4,16.4
32,Randall Cobb,WR,GB,1,55,55,81,2,11,11,15,13.3,24.2
33,Kyle Rudolph,TE,MIN,1,32,32,43,0,9,3,9,0.3,0.9
34,Andy Dalton,QB,CIN,1,79,79,100,3,0,58,58,20.7,26.2
35,Lance Kendricks,TE,GB,1,58,58,85,0,0,0,0,0.0,0.0
36,Luke Stocker,TE,TEN,1,34,34,52,0,3,3,3,1.2,3.5
37,Anthony Sherman,RB,KC,1,52,52,79,27,8,33,35,12.1,23.3
38,Dion Lewis,RB,NE,1,52,52,61,50,13,62,63,25.3,48.7
39,Lee Smith,TE,OAK,1,25,25,46,0,0,0,0,0.0,0.0
40,Tyrod Taylor,QB,BUF,1,67,67,100,9,0,49,49,15.7,23.4
41,Virgil Green,TE,DEN,1,21,21,32,0,5,5,5,0.6,2.9
42,Nick Foles,QB,PHI,1,19,19,32,5,0,63,63,-0.4,-2.1
43,Kirk Cousins,QB,WAS,1,57,57,100,2,0,67,67,7.5,13.2
44,Russell Wilson,QB,SEA,1,58,58,100,9,0,59,59,20.4,35.2
45,Lamar Miller,RB,HOU,1,17,17,31,47,0,47,47,3.7,21.8
46,Alshon Jeffery,WR,PHI,1,18,18,31,0,11,6,11,0.8,4.4
47,Mohamed Sanu Sr.,WR,ATL,1,61,61,85,2,18,13,20,7.1,11.6
48,T.Y. Hilton,WR,IND,1,59,59,92,0,10,5,10,1.4,2.4
49,Travis Benjamin,WR,LAC,1,38,38,54,5,13,16,18,16.0,42.1
50,Marvin Jones Jr.,WR,DET,1,55,55,95,0,9,7,9,14.1,25.6
51,Rhett Ellison,TE,NYG,1,55,55,71,0,11,9,11,6.3,11.5
52,Alfred Morris,RB,DAL,1,8,8,12,25,0,25,25,0.1,1.3
53,Brandon Bolden,RB,NE,1,34,34,40,26,12,29,38,5.3,15.6
54,Derek Carrier,TE,LAR,1,20,20,31,0,10,10,10,1.0,5.0
55,Case Keenum,QB,MIN,1,75,75,100,4,0,43,43,11.6,15.5
56,Josh Gordon,WR,CLE,1,54,54,83,0,13,7,13,11.5,21.3
57,Garrett Celek,TE,SF,1,34,34,53,0,3,3,3,2.8,8.2
58,Jermaine Kearse,WR,NYJ,1,49,49,83,0,14,10,14,5.9,12.0
59,Josh Bellamy,WR,CHI,1,40,40,71,3,13,5,15,3.6,9.0
60,Marquise Goodwin,WR,SF,1,21,21,33,5,19,14,24,9.8,46.7
61,Russell Shepard,WR,CAR,1,8,8,13,0,0,0,0,0.0,0.0
62,Kenny Stills,WR,MIA,1,63,63,89,0,11,5,11,3.4,5.4
63,Cordarrelle Patterson,RB,OAK,1,25,25,46,0,4,4,4,0.4,1.6
64,Keenan Allen,WR,LAC,1,63,63,90,0,19,14,19,25.3,40.2
65,Tavon Austin,WR,LAR,1,24,24,37,17,21,29,38,3.8,15.8
66,Giovani Bernard,RB,CIN,1,54,54,68,19,17,30,35,7.0,13.0
67,Theo Riddick,RB,DET,1,18,18,31,22,17,33,39,2.2,12.2
68,Kenjon Barner,RB,PHI,1,7,7,12,14,14,29,29,1.2,17.1
69,Tyler Bray,QB,KC,1,4,4,6,25,0,50,50,-2.0,-50.0
70,Zach Ertz,TE,PHI,1,14,14,24,0,14,14,14,2.4,17.1
71,Vance McDonald,TE,PIT,1,37,37,63,0,5,3,5,0.5,1.4
72,Kyle Juszczyk,RB,SF,1,39,39,61,0,10,10,10,1.9,4.9
73,Luke Willson,TE,SEA,1,29,29,50,0,3,0,3,0.0,0.0
74,Latavius Murray,RB,MIN,1,31,31,41,65,3,68,68,23.4,75.5
75,Demetrius Harris,TE,KC,1,61,61,92,0,7,5,7,7.3,12.0
76,Zach Line,RB,NO,1,11,11,19,9,9,18,18,6.8,61.8
77,James Develin,RB,NE,1,30,30,35,0,3,0,3,0.0,0.0
78,Jack Doyle,TE,IND,1,64,64,100,0,8,6,8,9.8,15.3
79,Patrick DiMarco,RB,BUF,1,22,22,33,0,5,5,5,0.4,1.8
80,Blake Bortles,QB,JAC,1,60,60,100,2,0,58,58,3.2,5.3
81,Derek Carr,QB,OAK,1,54,54,100,4,0,56,56,9.8,18.1
82,Carlos Hyde,RB,SF,1,45,45,70,33,9,38,42,20.0,44.4
83,Devonta Freeman,RB,ATL,1,38,38,53,29,29,53,58,16.8,44.2
84,Mike Evans,WR,TB,1,70,70,84,0,19,7,19,7.5,10.7
85,Brandin Cooks,WR,NE,1,78,78,92,4,14,10,18,14.7,18.8
