rank,player,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,Adrian Peterson,23.0,160.0,7.0,80.0,0.0,2.0,5.0,7.0,30.0,6.0,0.0,0.0,1.0,31.0,31.0,4.9,RB,3,2010,MIN
2.0,Frank Gore,15.0,43.0,2.9,6.0,0.0,0.0,9.0,13.0,102.0,11.3,0.0,0.0,1.0,14.5,14.5,12.2,RB,3,2010,SF
3.0,LeSean McCoy,11.0,54.0,4.9,18.0,0.0,0.0,2.0,4.0,7.0,3.5,0.0,0.0,1.0,6.1,6.1,2.0,RB,3,2010,PHI
162.0,Keiland Williams,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,14.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,3,2010,WAS
164.0,Isaac Redman,5.0,31.0,6.2,16.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,3,2010,PIT
166.0,Chris Ivory,7.0,13.0,1.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,RB,3,2010,NO
168.0,Ryan Torain,7.0,46.0,6.6,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,3,2010,WAS
169.0,LeGarrette Blount,6.0,27.0,4.5,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,RB,3,2010,TB
180.0,Jacob Hester,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,3,2010,LAC
181.0,Jackie Battle,4.0,9.0,2.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,3,2010,KC
184.0,Fred Jackson,4.0,8.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,3,2010,BUF
185.0,Felix Jones,7.0,43.0,6.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,3,2010,DAL
186.0,Donald Brown,7.0,12.0,1.7,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,3,2010,IND
187.0,Jamaal Charles,12.0,97.0,8.1,24.0,0.0,0.0,3.0,3.0,57.0,19.0,0.0,0.0,1.0,0.0,0.0,0.1,RB,3,2010,KC
189.0,Justin Forsett,17.0,63.0,3.7,28.0,0.0,0.0,3.0,4.0,31.0,10.3,0.0,0.0,1.0,0.0,0.0,0.0,RB,3,2010,SEA
190.0,Jason Snelling,14.0,62.0,4.4,17.0,0.0,0.0,1.0,2.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,3,2010,ATL
191.0,Jonathan Stewart,8.0,13.0,1.6,7.0,0.0,1.0,2.0,2.0,18.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,RB,3,2010,CAR
192.0,John Kuhn,6.0,31.0,5.2,18.0,0.0,0.0,2.0,2.0,20.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,3,2010,GB
193.0,Jerome Felton,2.0,5.0,2.5,3.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,3,2010,DET
194.0,DeAngelo Williams,10.0,64.0,6.4,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,RB,3,2010,CAR
