,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Eric Ebron(PIT),5,8,83,16.6,33,2,1,0,0,0,0,1,14.3,14.3,3.0%
1,2,Antonio Gates(FA),6,8,81,13.5,27,2,1,0,0,0,0,1,14.1,14.1,0.2%
2,3,Rob Gronkowski(TB),5,7,67,13.4,18,0,1,0,0,0,0,1,12.7,12.7,97.7%
3,4,Travis Kelce(KC),4,8,47,11.8,18,0,1,0,0,0,0,1,10.7,10.7,100.0%
4,5,Vernon Davis(FA),2,3,42,21.0,31,1,1,0,0,0,0,1,10.2,10.2,1.6%
5,6,George Kittle(SF),3,3,42,14.0,21,1,1,0,0,0,0,1,10.2,10.2,99.7%
6,7,James O'Shaughnessy(JAC),5,6,39,7.8,11,0,1,0,0,0,0,1,9.9,9.9,1.7%
7,8,Zach Ertz(ARI),9,14,81,9.0,25,1,0,0,0,0,0,1,8.1,8.1,85.8%
8,9,Maxx Williams(ARI),2,3,6,3.0,4,0,1,0,0,0,0,1,6.6,6.6,0.4%
9,10,Jimmy Graham(CHI),1,1,3,3.0,3,0,1,0,0,0,0,1,6.3,6.3,0.8%
10,11,C.J. Uzomah(CIN),1,1,1,1.0,1,0,1,0,0,0,0,1,6.1,6.1,20.8%
11,12,Rhett Ellison(FA),4,7,60,15.0,27,1,0,0,0,0,0,1,6.0,6.0,0.0%
12,13,Vance McDonald(FA),4,5,52,13.0,20,1,0,0,0,0,0,1,5.2,5.2,0.0%
13,14,Jack Doyle(IND),5,10,41,8.2,13,0,0,0,0,0,0,1,4.1,4.1,2.2%
14,15,Benjamin Watson(FA),5,6,40,8.0,15,0,0,0,0,0,0,1,4.0,4.0,2.8%
15,16,Jason Witten(FA),5,9,39,7.8,11,0,0,0,0,0,0,1,3.9,3.9,0.1%
16,17,Charles Clay(FA),4,10,37,9.3,15,0,0,0,0,0,0,1,3.7,3.7,0.0%
17,18,Lance Kendricks(FA),4,9,36,9.0,19,0,0,0,0,0,0,1,3.6,3.6,0.0%
18,19,Orson Charles(FA),1,1,35,35.0,35,1,0,0,0,0,0,1,3.5,3.5,0.0%
19,20,Demetrius Harris(ARI),4,7,34,8.5,15,0,0,0,0,0,0,1,3.4,3.4,0.1%
20,21,Delanie Walker(FA),3,5,33,11.0,15,0,0,0,0,0,0,1,3.3,3.3,0.1%
21,22,Jerell Adams(FA),4,4,31,7.8,11,0,0,0,0,0,0,1,3.1,3.1,0.0%
22,23,Ben Koyack(FA),2,2,10,5.0,9,0,0,0,0,0,0,1,3.0,3.0,0.0%
23,24,Greg Olsen(FA),3,6,27,9.0,11,0,0,0,0,0,0,1,2.7,2.7,7.0%
24,25,Dwayne Allen(FA),2,2,26,13.0,22,1,0,0,0,0,0,1,2.6,2.6,0.0%
25,26,David Morgan II(FA),2,2,26,13.0,23,1,0,0,0,0,0,1,2.6,2.6,0.0%
26,27,Sean McGrath(FA),2,2,26,13.0,23,1,0,0,0,0,0,1,2.6,2.6,0.0%
27,28,Dion Sims(FA),1,3,24,24.0,24,1,0,0,0,0,0,1,2.4,2.4,0.0%
28,29,Marcedes Lewis(GB),1,1,22,22.0,22,1,0,0,0,0,0,1,2.2,2.2,0.2%
29,30,Austin Seferian-Jenkins(FA),4,8,21,5.3,11,0,0,0,0,0,0,1,2.1,2.1,0.0%
30,31,Austin Hooper(CLE),3,4,18,6.0,10,0,0,0,0,0,0,1,1.8,1.8,28.8%
31,32,Lee Smith(FA),2,3,16,8.0,12,0,0,0,0,0,0,1,1.6,1.6,0.0%
32,33,Jared Cook(LAC),1,2,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,50.2%
33,34,Tyler Higbee(LAR),2,2,15,7.5,10,0,0,0,0,0,0,1,1.5,1.5,77.4%
