,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Travis Kelce(KC),4,8,94,23.5,36,3,2,0,0,0,0,1,21.4,21.4,100.0%
1,2,Evan Engram(NYG),7,8,99,14.1,29,2,1,0,0,0,0,1,15.9,15.9,28.5%
2,3,Cameron Brate(TB),2,6,39,19.5,28,1,2,0,0,0,0,1,15.9,15.9,2.8%
3,4,Rob Gronkowski(TB),9,11,147,16.3,30,1,0,0,0,0,0,1,14.7,14.7,97.7%
4,5,Stephen Anderson(LAC),5,12,79,15.8,25,2,1,0,0,0,0,1,13.9,13.9,0.2%
5,6,David Njoku(CLE),4,6,74,18.5,33,2,1,0,0,0,0,1,13.4,13.4,12.9%
6,7,Delanie Walker(FA),5,5,63,12.6,24,1,1,0,0,0,0,1,12.3,12.3,0.1%
7,8,Kyle Rudolph(NYG),4,5,36,9.0,16,0,1,0,0,0,0,1,9.6,9.6,0.3%
8,9,Jimmy Graham(CHI),3,4,26,8.7,11,0,1,0,0,0,0,1,8.6,8.6,0.8%
9,10,Benjamin Watson(FA),3,5,24,8.0,18,0,1,0,0,0,0,1,8.4,8.4,2.8%
10,11,Hunter Henry(NE),7,9,81,11.6,25,1,0,0,0,0,0,1,8.1,8.1,65.9%
11,12,Julius Thomas(FA),3,3,20,6.7,9,0,1,0,0,0,0,1,8.0,8.0,0.0%
12,13,Jason Witten(FA),1,5,8,8.0,8,0,1,0,0,0,0,1,6.8,6.8,0.1%
13,14,Gerald Everett(SEA),2,4,7,3.5,6,0,1,0,0,0,0,1,6.7,6.7,35.7%
14,15,Marcedes Lewis(GB),4,5,46,11.5,16,0,0,0,0,0,0,1,6.6,6.6,0.2%
15,16,Clive Walford(FA),4,4,57,14.3,26,1,0,0,0,0,0,1,5.7,5.7,0.0%
16,17,Ricky Seals-Jones(WAS),2,5,44,22.0,27,1,0,0,0,0,0,1,4.4,4.4,10.8%
17,18,Trey Burton(FA),4,7,42,10.5,14,0,0,0,0,0,0,1,4.2,4.2,0.0%
18,19,Nick Vannett(NO),3,3,40,13.3,21,1,0,0,0,0,0,1,4.0,4.0,0.1%
19,20,Eric Ebron(PIT),4,4,38,9.5,13,0,0,0,0,0,0,1,3.8,3.8,3.0%
20,21,Virgil Green(FA),1,1,36,36.0,36,1,0,0,0,0,0,1,3.6,3.6,0.0%
21,22,Seth DeValve(FA),2,3,33,16.5,25,1,0,0,0,0,0,1,3.3,3.3,0.0%
22,23,Antonio Gates(FA),3,4,32,10.7,12,0,0,0,0,0,0,1,3.2,3.2,0.2%
23,24,Tyler Kroft(NYJ),2,2,30,15.0,19,0,0,0,0,0,0,1,3.0,3.0,0.2%
24,25,Garrett Celek(FA),2,4,30,15.0,22,1,0,0,0,0,0,1,3.0,3.0,0.0%
25,26,James O'Shaughnessy(JAC),1,1,29,29.0,29,1,0,0,0,0,0,1,2.9,2.9,1.7%
26,27,Anthony Fasano(FA),1,1,29,29.0,29,1,0,0,0,0,0,1,2.9,2.9,0.1%
27,28,Levine Toilolo(NYG),2,2,25,12.5,16,0,0,0,0,0,0,1,2.5,2.5,0.0%
28,29,Zach Ertz(ARI),2,4,24,12.0,14,0,0,0,0,0,0,1,2.4,2.4,85.8%
29,30,Michael Roberts(FA),1,1,23,23.0,23,1,0,0,0,0,0,1,2.3,2.3,0.0%
30,31,Austin Hooper(CLE),3,4,21,7.0,8,0,0,0,0,0,0,1,2.1,2.1,28.8%
31,32,C.J. Uzomah(CIN),1,1,21,21.0,21,1,0,0,0,0,0,1,2.1,2.1,20.8%
32,33,George Kittle(SF),2,3,20,10.0,11,0,0,0,0,0,0,1,2.0,2.0,99.7%
33,34,Charles Clay(FA),3,3,20,6.7,10,0,0,0,0,0,0,1,2.0,2.0,0.0%
34,35,Phillip Supernaw(FA),1,1,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,0.0%
35,36,Ed Dickson(FA),2,2,18,9.0,12,0,0,0,0,0,0,1,1.8,1.8,0.0%
36,37,O.J. Howard(TB),1,2,17,17.0,17,0,0,0,0,0,0,1,1.7,1.7,1.2%
37,38,Jermaine Gresham(FA),2,3,17,8.5,13,0,0,0,0,0,0,1,1.7,1.7,0.0%
38,39,Jack Doyle(IND),3,5,16,5.3,8,0,0,0,0,0,0,1,1.6,1.6,2.2%
39,40,C.J. Fiedorowicz(FA),2,3,16,8.0,9,0,0,0,0,0,0,1,1.6,1.6,0.0%
40,41,Austin Traylor(FA),2,2,16,8.0,10,0,0,0,0,0,0,1,1.6,1.6,0.0%
41,42,Vernon Davis(FA),2,2,15,7.5,9,0,0,0,0,0,0,1,1.5,1.5,1.6%
42,43,Derek Carrier(LV),1,1,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,0.0%
43,44,Alan Cross(FA),1,1,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,0.0%
44,45,Daniel Brown(NYJ),1,1,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,0.0%
