,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Rob Gronkowski(TB),6,10,83,13.8,33,2,2,0,0,0,0,1,20.3,20.3,97.7%
1,2,Evan Engram(NYG),5,7,82,16.4,26,2,1,0,0,0,0,1,14.2,14.2,28.5%
2,3,Zach Ertz(ARI),2,5,18,9.0,17,0,2,0,0,0,0,1,13.8,13.8,85.8%
3,4,Cameron Brate(TB),6,8,76,12.7,21,1,1,0,0,0,0,1,13.6,13.6,2.8%
4,5,Dion Sims(FA),2,4,42,21.0,27,1,1,0,0,0,0,1,10.2,10.2,0.0%
5,6,Jack Doyle(IND),7,11,50,7.1,11,0,1,0,0,0,1,1,9.0,9.0,2.2%
6,7,Hunter Henry(NE),5,7,90,18.0,34,2,0,0,0,0,0,1,9.0,9.0,65.9%
7,8,Michael Hoomanawanui(FA),2,3,27,13.5,25,1,1,0,0,0,0,1,8.7,8.7,0.1%
8,9,Darren Fells(FA),2,4,26,13.0,22,1,1,0,0,0,0,1,8.6,8.6,0.0%
9,10,Austin Seferian-Jenkins(FA),8,11,46,5.8,12,0,1,0,0,0,1,1,8.6,8.6,0.0%
10,11,Zach Miller(FA),2,3,25,12.5,21,1,1,0,0,0,0,1,8.5,8.5,0.0%
11,12,Jeff Heuerman(FA),2,2,24,12.0,13,0,1,0,0,0,0,1,8.4,8.4,0.0%
12,13,Troy Niklas(FA),2,2,20,10.0,14,0,1,0,0,0,0,1,8.0,8.0,0.0%
13,14,Ryan Griffin(NYJ),3,8,52,17.3,21,1,0,0,0,0,0,1,7.2,7.2,0.6%
14,15,Seth DeValve(FA),2,3,9,4.5,6,0,1,0,0,0,0,1,6.9,6.9,0.0%
15,16,Gerald Everett(SEA),1,3,4,4.0,4,0,1,0,0,0,0,1,6.4,6.4,35.7%
16,17,Austin Hooper(CLE),7,9,48,6.9,11,0,0,0,0,0,0,1,4.8,4.8,28.8%
17,18,Kyle Rudolph(NYG),5,9,47,9.4,16,0,0,0,0,0,0,1,4.7,4.7,0.3%
18,19,George Kittle(SF),4,8,46,11.5,31,1,0,0,0,0,0,1,4.6,4.6,99.7%
19,20,Vernon Davis(FA),3,4,65,21.7,51,1,0,0,0,0,1,1,4.5,4.5,1.6%
20,21,Jordan Reed(FA),4,5,37,9.3,14,0,0,0,0,0,0,1,3.7,3.7,19.0%
21,22,Travis Kelce(KC),4,7,37,9.3,23,1,0,0,0,0,0,1,3.7,3.7,100.0%
22,23,Ed Dickson(FA),4,8,36,9.0,13,0,0,0,0,0,0,1,3.6,3.6,0.0%
