Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Amari Cooper(DAL),11,19,210,19.1,45,4,2,0,0,0,0,1,33.0,33.0,97.7%
2,Kenny Stills(NO),6,9,85,14.2,36,2,2,0,0,0,0,1,20.5,20.5,0.1%
3,Tyreek Hill(KC),6,8,125,20.8,64,2,1,2,7,0,0,1,19.2,19.2,100.0%
4,Julio Jones(TEN),9,13,99,11.0,16,0,1,0,0,0,0,1,15.9,15.9,60.7%
5,Jarvis Landry(CLE),7,11,93,13.3,29,1,1,0,0,0,0,1,15.3,15.3,72.5%
6,Doug Baldwin(FA),9,12,92,10.2,32,2,1,0,0,0,0,1,15.2,15.2,0.0%
7,Mike Evans(TB),7,10,88,12.6,23,1,1,0,0,0,0,1,14.8,14.8,97.8%
8,Ted Ginn Jr.(FA),7,7,141,20.1,47,2,0,0,0,0,0,1,14.1,14.1,0.0%
9,Brandin Cooks(HOU),4,5,65,16.3,27,1,1,0,0,0,0,1,12.5,12.5,92.7%
10,Antonio Brown(FA),4,10,65,16.3,23,1,1,0,0,0,0,1,12.5,12.5,84.1%
11,Mack Hollins(MIA),1,1,64,64.0,64,1,1,0,0,0,0,1,12.4,12.4,0.2%
12,Albert Wilson(MIA),1,2,63,63.0,63,1,1,0,0,0,0,1,12.3,12.3,0.8%
13,Dez Bryant(FA),7,10,63,9.0,27,1,1,0,0,0,0,1,12.3,12.3,2.6%
14,Paul Richardson Jr.(FA),2,2,61,30.5,38,2,1,0,0,0,0,1,12.1,12.1,0.0%
15,Cooper Kupp(LAR),4,10,51,12.8,18,0,1,0,0,0,0,1,11.1,11.1,100.0%
16,Deonte Thompson(FA),4,4,107,26.8,44,3,0,1,0,0,0,1,10.7,10.7,0.0%
17,Travis Benjamin(SF),1,1,42,42.0,42,1,1,1,4,0,0,1,10.6,10.6,0.0%
18,Nelson Agholor(NE),4,5,45,11.3,14,0,1,0,0,0,0,1,10.5,10.5,13.6%
19,Allen Hurns(MIA),5,8,101,20.2,50,2,0,0,0,0,0,1,10.1,10.1,0.0%
20,JuJu Smith-Schuster(FA),2,3,39,19.5,31,1,1,0,0,0,0,1,9.9,9.9,18.5%
21,Robby Anderson(CAR),3,5,35,11.7,18,0,1,0,0,0,0,1,9.5,9.5,42.2%
22,Chris Moore(HOU),2,8,36,18.0,23,1,1,1,-5,0,0,1,9.1,9.1,0.1%
23,Brandon Coleman(FA),2,3,31,15.5,22,1,1,0,0,0,0,1,9.1,9.1,0.0%
24,Jermaine Kearse(FA),1,4,29,29.0,29,1,1,0,0,0,0,1,8.9,8.9,0.0%
25,Brandon LaFell(FA),4,7,28,7.0,9,0,1,0,0,0,0,1,8.8,8.8,0.0%
26,Michael Crabtree(FA),3,7,24,8.0,17,0,1,0,0,0,0,1,8.4,8.4,0.0%
27,Michael Thomas(NO),7,11,82,11.7,21,2,0,0,0,0,0,1,8.2,8.2,20.6%
28,Marquise Goodwin(CHI),4,8,80,20.0,48,1,0,0,0,0,0,1,8.0,8.0,0.3%
29,DeSean Jackson(LV),5,8,73,14.6,20,1,0,0,0,0,0,1,7.3,7.3,4.4%
30,Marqise Lee(FA),4,6,72,18.0,45,1,0,0,0,0,0,1,7.2,7.2,0.0%
31,Chris Hogan(FA),4,6,71,17.8,30,2,0,0,0,0,0,1,7.1,7.1,0.0%
32,Demarcus Robinson(KC),5,8,69,13.8,33,1,0,0,0,0,0,1,6.9,6.9,0.8%
33,Mohamed Sanu Sr.(SF),6,10,65,10.8,19,0,0,0,0,0,0,1,6.5,6.5,0.1%
34,Kelvin Benjamin(FA),3,6,65,21.7,37,1,0,0,0,0,0,1,6.5,6.5,0.1%
35,Keelan Cole Sr.(NYJ),2,3,64,32.0,52,1,0,0,0,0,0,1,6.4,6.4,1.0%
36,Robert Woods(LAR),5,7,59,11.8,17,0,0,1,4,0,0,1,6.3,6.3,29.9%
37,Jarius Wright(FA),3,4,54,18.0,30,1,0,0,0,0,0,1,5.4,5.4,0.0%
38,Michael Campanaro(FA),3,3,31,10.3,18,0,0,1,19,0,0,1,5.0,5.0,0.0%
39,Pierre Garcon(FA),5,7,49,9.8,19,0,0,0,0,0,0,1,4.9,4.9,0.0%
40,Taywan Taylor(FA),3,4,45,15.0,23,1,0,0,0,0,0,1,4.5,4.5,0.0%
41,Bennie Fowler III(SF),5,5,45,9.0,13,0,0,0,0,0,0,1,4.5,4.5,0.0%
42,Darrius Heyward-Bey(FA),1,1,44,44.0,44,1,0,0,0,0,0,1,4.4,4.4,0.0%
43,Tyler Lockett(SEA),4,7,29,7.3,14,0,0,3,15,0,0,1,4.4,4.4,97.5%
44,Tavon Austin(JAC),2,2,15,7.5,13,0,0,3,27,0,0,1,4.2,4.2,0.1%
45,Sammy Watkins(BAL),3,5,42,14.0,16,0,0,0,0,0,0,1,4.2,4.2,7.0%
46,Adam Thielen(MIN),5,12,41,8.2,14,0,0,0,0,0,0,1,4.1,4.1,82.7%
47,Keenan Allen(LAC),3,7,41,13.7,19,0,0,0,0,0,0,1,4.1,4.1,99.3%
48,A.J. Green(ARI),3,6,41,13.7,16,0,0,0,0,0,0,1,4.1,4.1,51.8%
49,Devin Funchess(FA),4,8,41,10.3,20,1,0,0,0,0,0,1,4.1,4.1,0.0%
50,Rishard Matthews(FA),3,6,40,13.3,18,0,0,0,0,0,0,1,4.0,4.0,0.0%
51,Josh Doctson(FA),3,5,39,13.0,17,0,0,0,0,0,0,1,3.9,3.9,0.0%
52,Jaron Brown(ARI),2,5,37,18.5,21,1,0,0,0,0,0,1,3.7,3.7,0.0%
53,Alshon Jeffery(FA),2,6,37,18.5,24,1,0,0,0,0,0,1,3.7,3.7,0.1%
54,J.J. Nelson(IND),2,5,39,19.5,27,1,0,0,0,0,0,1,3.5,3.5,0.0%
55,Travis Rudolph(FA),3,6,32,10.7,15,0,0,0,0,0,0,1,3.2,3.2,0.0%
56,Jamison Crowder(NYJ),2,6,28,14.0,20,1,0,1,3,0,0,1,3.1,3.1,23.6%
57,Donte Moncrief(FA),2,4,30,15.0,22,1,0,0,0,0,0,1,3.0,3.0,0.0%
58,Larry Fitzgerald(FA),3,3,29,9.7,17,0,0,0,0,0,0,1,2.9,2.9,0.3%
59,Amara Darboh(DEN),2,2,29,14.5,16,0,0,0,0,0,0,1,2.9,2.9,0.0%
60,Laquon Treadwell(JAC),3,4,28,9.3,11,0,0,0,0,0,0,1,2.8,2.8,2.5%
61,T.Y. Hilton(IND),2,8,27,13.5,17,0,0,0,0,0,0,1,2.7,2.7,16.8%
62,Bryce Treggs(FA),1,2,19,19.0,19,0,0,1,6,0,0,1,2.5,2.5,0.0%
63,Cole Beasley(BUF),1,2,24,24.0,24,1,0,0,0,0,0,1,2.4,2.4,63.2%
64,Alex Erickson(CAR),1,1,22,22.0,22,1,0,0,0,0,0,1,2.2,2.2,0.0%
65,Justin Hardy(FA),2,2,21,10.5,22,1,0,0,0,0,0,1,2.1,2.1,0.0%
66,Ricardo Louis(FA),3,4,21,7.0,12,0,0,0,0,0,0,1,2.1,2.1,0.0%
67,Leonte Carroo(FA),1,1,21,21.0,21,1,0,0,0,0,0,1,2.1,2.1,0.0%
68,Chester Rogers(TEN),2,2,21,10.5,15,0,0,0,0,0,0,1,2.1,2.1,0.6%
69,Russell Shepard(FA),2,3,20,10.0,18,0,0,0,0,0,0,1,2.0,2.0,0.0%
70,Brittan Golden(FA),3,3,20,6.7,8,0,0,0,0,0,0,1,2.0,2.0,0.0%
71,Curtis Samuel(WAS),1,1,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,15.7%
72,Ryan Grant(FA),3,3,19,6.3,10,0,0,0,0,0,0,1,1.9,1.9,0.0%
73,Taylor Gabriel(FA),2,2,24,12.0,18,0,0,1,-5,0,0,1,1.9,1.9,0.1%
74,Trent Taylor(CIN),5,5,39,7.8,13,0,0,0,0,0,1,1,1.9,1.9,0.0%
75,Danny Amendola(HOU),3,4,17,5.7,7,0,0,0,0,0,0,1,1.7,1.7,0.1%
76,Quan Bray(FA),2,2,17,8.5,14,0,0,0,0,0,0,1,1.7,1.7,0.0%
77,Zay Jones(LV),2,9,17,8.5,9,0,0,0,0,0,0,1,1.7,1.7,6.0%
78,Seth Roberts(FA),1,6,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,0.0%
79,Randall Cobb(GB),2,4,15,7.5,14,0,0,0,0,0,0,1,1.5,1.5,7.6%
80,Aldrick Robinson(FA),1,1,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,0.0%
81,Geronimo Allison(FA),1,2,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,0.0%
82,Terrelle Pryor Sr.(FA),2,4,14,7.0,9,0,0,0,0,0,0,1,1.4,1.4,0.0%
83,Jordy Nelson(FA),1,4,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,0.1%
84,Davante Adams(GB),2,5,12,6.0,8,0,0,0,0,0,0,1,1.2,1.2,100.0%
85,Roger Lewis(FA),1,6,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.0%
86,Andre Holmes(FA),2,3,11,5.5,7,0,0,0,0,0,0,1,1.1,1.1,0.0%
87,Rashard Higgins(CLE),1,3,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.7%
88,Tyrell Williams(FA),1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,4.8%
89,Eli Rogers(FA),1,2,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,0.0%
90,Bernard Reedy(FA),0,0,0,0,0,0,0,1,10,0,0,1,1.0,1.0,0.0%
91,Jordan Matthews(SF),2,3,10,5.0,8,0,0,0,0,0,0,1,1.0,1.0,0.0%
92,Mike Wallace(FA),1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0%
93,Cordarrelle Patterson(ATL),1,3,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,95.1%
94,Demaryius Thomas(FA),2,6,9,4.5,13,0,0,0,0,0,0,1,0.9,0.9,0.1%
95,Tanner Gentry(BUF),1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0%
96,Kamar Aiken(FA),2,3,8,4.0,7,0,0,0,0,0,0,1,0.8,0.8,0.0%
97,Jordan Taylor(FA),1,2,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0%
98,Kenny Britt(FA),2,5,7,3.5,5,0,0,0,0,0,0,1,0.7,0.7,0.0%
99,John Brown(FA),1,4,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,1.3%
100,Eric Weems(FA),1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.0%
101,Chris Godwin(TB),1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,67.1%
102,Martavis Bryant(FA),1,2,3,3.0,3,0,0,1,2,0,0,1,0.5,0.5,0.0%
103,Ryan Switzer(CLE),1,1,2,2.0,2,0,0,1,3,0,0,1,0.5,0.5,0.0%
104,De'Anthony Thomas(FA),1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.0%
105,KJ Hamler(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
106,Laviska Shenault Jr.(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3%
107,Tee Higgins(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.2%
108,Jalen Reagor(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3%
109,DeVonta Smith(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.6%
110,John Hightower(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
111,Aaron Fuller(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
112,Donovan Peoples-Jones(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3%
113,Justin Jefferson(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9%
114,Brandon Aiyuk(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.8%
115,Michael Pittman Jr.(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.6%
116,Devin Duvernay(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4%
117,Gabriel Davis(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3%
118,Antonio Gandy-Golden(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
119,Joe Reed(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
120,Quartney Davis(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
121,Tarik Black(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
122,Tyler Vaughns(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
123,Marquez Callaway(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6%
124,Easop Winston Jr.(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
125,Van Jefferson(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.1%
126,Kalija Lipscomb(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
127,Quintez Cephus(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
128,Isaiah Hodgins(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
129,James Proche II(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
130,Denzel Mims(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
131,Thomas Ives(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
132,D.J. Montgomery(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
133,Steven Sims Jr.(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
134,Jalen Guyton(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1%
135,Tom Kennedy(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
136,CeeDee Lamb(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.7%
137,Jerry Jeudy(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.4%
138,Lynn Bowden Jr.(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
139,Gunner Olszewski(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
140,Juwan Johnson(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9%
141,Aleva Hifo(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
142,Jauan Jennings(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6%
143,Dez Fitzpatrick(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
144,Pooka Williams Jr.(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
145,Derrick Dillon(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
146,Rysen John(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
147,Manasseh Bailey(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
148,Demetric Felton(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
149,Kendall Hinton(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
150,Kristian Wilkerson(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
151,Dyami Brown(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
152,Elijah Moore(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.1%
153,Jaylon Moore(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
154,Scotty Washington(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
155,Ihmir Smith-Marsette(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
156,Travis Jonsen(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
157,Josh Pearson(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
158,DeMichael Harris(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
159,Matt Cole(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
160,JoJo Ward(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
161,J.J. Koski(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
162,Jeff Cotton(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
163,Maurice Ffrench(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
164,Andre Baccellia(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
165,Jalen McCleskey(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
166,Dan Chisena(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
167,Tyrie Cleveland(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
168,Aaron Parker(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
169,Anthony Schwartz(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
170,Tutu Atwell(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
171,Chris Finke(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
172,Mason Kinsey(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
173,Shi Smith(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
174,Lawrence Cager(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
175,Austin Mack(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
176,Trishton Jackson(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
177,Quez Watkins(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3%
178,Stephen Sullivan(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
179,Binjimen Victor(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
180,Josh Hammond(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
181,Amari Rodgers(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
182,Marquez Stevenson(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
183,K.J. Osborn(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9%
