Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Tyreek Hill(KC),6,9,185,30.8,79,3,2,0,0,0,0,1,30.5,30.5,100.0%
2,Nelson Agholor(NE),7,12,141,20.1,51,3,1,0,0,0,0,1,20.1,20.1,13.6%
3,A.J. Green(ARI),7,16,77,11.0,17,0,2,0,0,0,0,1,19.7,19.7,51.8%
4,Keenan Allen(LAC),10,14,105,10.5,26,2,1,0,0,0,0,1,16.5,16.5,99.3%
5,Antonio Brown(FA),8,16,101,12.6,24,2,1,0,0,0,0,1,16.1,16.1,84.1%
6,Larry Fitzgerald(FA),10,10,98,9.8,20,1,1,0,0,0,0,1,15.8,15.8,0.3%
7,Jermaine Kearse(FA),9,10,157,17.4,51,2,0,0,0,0,0,1,15.7,15.7,0.0%
8,Marqise Lee(FA),7,10,86,12.3,22,1,1,0,0,0,0,1,14.6,14.6,0.0%
9,Kenny Stills(NO),5,13,98,19.6,23,4,1,0,0,0,1,1,13.8,13.8,0.1%
10,Ryan Grant(FA),5,9,76,15.2,24,2,1,0,0,0,0,1,13.6,13.6,0.0%
11,Michael Thomas(NO),5,9,70,14.0,32,2,1,0,0,0,0,1,13.0,13.0,20.6%
12,Dez Bryant(FA),5,7,61,12.2,24,1,1,0,0,0,0,1,12.1,12.1,2.6%
13,Devin Funchess(FA),4,7,60,15.0,24,2,1,0,0,0,0,1,12.0,12.0,0.0%
14,Mike Wallace(FA),5,8,116,23.2,66,2,0,0,0,0,0,1,11.6,11.6,0.0%
15,Robby Anderson(CAR),8,12,107,13.4,26,1,0,1,7,0,0,1,11.4,11.4,42.2%
16,T.Y. Hilton(IND),3,6,51,17.0,40,1,1,0,0,0,0,1,11.1,11.1,16.8%
17,Keelan Cole Sr.(NYJ),3,3,49,16.3,32,1,1,0,0,0,0,1,10.9,10.9,1.0%
18,Marquise Goodwin(CHI),8,8,99,12.4,20,1,0,0,0,0,0,1,9.9,9.9,0.3%
19,Cordarrelle Patterson(ATL),4,4,97,24.3,59,1,0,2,1,0,0,1,9.8,9.8,95.1%
20,Sammy Watkins(BAL),3,4,38,12.7,14,0,1,0,0,0,0,1,9.8,9.8,7.0%
21,Trent Taylor(CIN),6,6,92,15.3,33,1,0,0,0,0,0,1,9.2,9.2,0.0%
