Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Stefon Diggs(BUF),8,11,173,21.6,59,2,2,0,0,0,0,1,29.3,29.3,100.0%
2,Brandin Cooks(HOU),5,7,131,26.2,44,3,2,0,0,0,0,1,27.1,27.1,92.7%
3,Sammy Watkins(BAL),6,7,106,17.7,47,2,2,0,0,0,0,1,22.6,22.6,7.0%
4,T.Y. Hilton(IND),7,9,153,21.9,61,4,1,0,0,0,0,1,21.3,21.3,16.8%
5,Larry Fitzgerald(FA),13,15,149,11.5,37,3,1,0,0,0,0,1,20.9,20.9,0.3%
6,Odell Beckham Jr.(LAR),9,13,79,8.8,14,0,2,0,0,0,0,1,19.9,19.9,90.8%
7,Sterling Shepard(NYG),7,10,133,19.0,77,1,1,0,0,0,0,1,19.3,19.3,23.7%
8,Chris Hogan(FA),4,6,68,17.0,47,1,2,0,0,0,0,1,18.8,18.8,0.0%
9,Jordy Nelson(FA),6,9,52,8.7,23,1,2,0,0,0,0,1,17.2,17.2,0.1%
10,A.J. Green(ARI),10,13,111,11.1,20,1,1,0,0,0,0,1,17.1,17.1,51.8%
11,Antonio Brown(FA),10,14,110,11.0,23,2,1,0,0,0,0,1,17.0,17.0,84.1%
12,Doug Baldwin(FA),10,15,105,10.5,36,1,1,0,0,0,0,1,16.5,16.5,0.0%
13,Robby Anderson(CAR),3,6,95,31.7,69,2,1,0,0,0,0,1,15.5,15.5,42.2%
14,Brice Butler(FA),2,2,90,45.0,53,2,1,0,0,0,0,1,15.0,15.0,0.0%
15,Tyreek Hill(KC),5,8,77,15.4,30,1,1,3,13,0,0,1,15.0,15.0,100.0%
16,Michael Thomas(NO),7,8,87,12.4,26,1,1,0,0,0,0,1,14.7,14.7,20.6%
17,Rishard Matthews(FA),6,10,87,14.5,55,1,1,0,0,0,0,1,14.7,14.7,0.0%
18,DeSean Jackson(LV),4,7,84,21.0,32,2,1,0,0,0,0,1,14.4,14.4,4.4%
