Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Robert Tonyan(GB),6,6,98,16.3,27,0,3,0,0,0,0,1,27.8,27.8,18.6%
2,George Kittle(SF),15,15,183,12.2,38,0,1,1,8,0,0,1,25.1,25.1,99.7%
3,Mark Andrews(BAL),3,3,57,19.0,25,0,2,0,0,0,0,1,17.7,17.7,99.9%
4,Dalton Schultz(DAL),4,8,72,18.0,26,0,1,0,0,0,0,1,13.2,13.2,89.9%
5,O.J. Howard(TB),3,6,50,16.7,28,0,1,0,0,0,0,1,11.0,11.0,1.2%
6,Austin Hooper(CLE),5,7,34,6.8,12,0,1,0,0,0,0,1,9.4,9.4,28.8%
7,T.J. Hockenson(DET),2,4,9,4.5,8,0,1,0,0,0,0,1,8.9,8.9,57.4%
8,Donald Parham Jr.(LAC),1,1,19,19.0,19,0,1,0,0,0,0,1,7.9,7.9,0.7%
9,Jason Witten(FA),2,2,18,9.0,15,0,1,0,0,0,0,1,7.8,7.8,0.1%
10,Mo Alie-Cox(IND),1,2,13,13.0,13,0,1,0,0,0,0,1,7.3,7.3,2.2%
11,Travis Kelce(KC),3,7,70,23.3,45,0,0,0,0,0,0,1,7.0,7.0,100.0%
12,Darren Waller(LV),9,11,88,9.8,22,0,0,0,0,0,1,1,6.8,6.8,92.6%
13,Ian Thomas(CAR),2,5,5,2.5,3,0,1,0,0,0,0,1,6.5,6.5,0.1%
14,Cameron Brate(TB),1,1,3,3.0,3,0,1,0,0,0,0,1,6.3,6.3,2.8%
15,Jordan Thomas(DET),1,1,3,3.0,3,0,1,0,0,0,0,1,6.3,6.3,0.0%
16,Gerald Everett(FA),1,1,10,10.0,10,0,0,1,2,1,1,1,5.2,5.2,35.7%
17,Hayden Hurst(ATL),4,6,51,12.8,18,0,0,0,0,0,0,1,5.1,5.1,0.9%
18,Drew Sample(CIN),3,5,47,15.7,23,0,0,0,0,0,0,1,4.7,4.7,0.1%
19,Jordan Akins(HOU),3,3,46,15.3,26,0,0,0,0,0,0,1,4.6,4.6,0.3%
20,Hunter Henry(NE),2,4,39,19.5,29,0,0,0,0,0,0,1,3.9,3.9,65.9%
21,Dan Arnold(JAC),4,4,39,9.8,25,0,0,0,0,0,0,1,3.9,3.9,6.7%
22,Harrison Bryant(CLE),4,4,37,9.3,16,0,0,0,0,0,0,1,3.7,3.7,0.2%
23,Greg Olsen(FA),5,7,35,7.0,11,0,0,0,0,0,0,1,3.5,3.5,7.0%
24,Evan Engram(NYG),6,10,35,5.8,12,0,0,0,0,0,0,1,3.5,3.5,28.5%
25,Noah Fant(SEA),5,6,35,7.0,11,0,0,0,0,0,0,1,3.5,3.5,80.3%
26,Richard Rodgers(PHI),3,4,35,11.7,23,0,0,0,0,0,0,1,3.5,3.5,0.0%
27,Jimmy Graham(CHI),4,5,33,8.3,11,0,0,0,0,0,0,1,3.3,3.3,0.8%
28,Jesse James(CHI),1,2,31,31.0,31,0,0,0,0,0,0,1,3.1,3.1,0.0%
29,Durham Smythe(MIA),2,2,30,15.0,18,0,0,0,0,0,0,1,3.0,3.0,0.1%
30,Rob Gronkowski(TB),1,3,29,29.0,29,0,0,0,0,0,0,1,2.9,2.9,97.7%
