rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,Tyreek Hill,11.0,15.0,197.0,17.9,75.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,26.1,26.1,100.0,WR,1,2021,KC
2.0,Amari Cooper,13.0,17.0,139.0,10.7,28.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,25.9,25.9,97.7,WR,1,2021,DAL
3.0,Deebo Samuel,9.0,12.0,189.0,21.0,79.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,22.9,22.9,98.8,WR,1,2021,SF
4.0,Tyler Lockett,4.0,5.0,100.0,25.0,69.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,22.0,22.0,97.5,WR,1,2021,SEA
5.0,Corey Davis,5.0,7.0,97.0,19.4,35.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,21.7,21.7,29.9,WR,1,2021,NYJ
6.0,Adam Thielen,9.0,10.0,92.0,10.2,24.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,21.2,21.2,82.7,WR,1,2021,MIN
7.0,DeAndre Hopkins,6.0,8.0,83.0,13.8,38.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,20.3,20.3,69.3,WR,1,2021,ARI
8.0,Christian Kirk,5.0,5.0,70.0,14.0,26.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,79.5,WR,1,2021,ARI
9.0,Antonio Brown,5.0,7.0,121.0,24.2,47.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,18.7,18.7,84.1,WR,1,2021,TB
10.0,Sterling Shepard,7.0,9.0,113.0,16.1,37.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17.3,17.3,23.7,WR,1,2021,NYG
11.0,Cooper Kupp,7.0,10.0,108.0,15.4,56.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.8,16.8,100.0,WR,1,2021,LAR
12.0,CeeDee Lamb,7.0,15.0,104.0,14.9,31.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.4,16.4,99.7,WR,1,2021,DAL
13.0,Zach Pascal,4.0,5.0,43.0,10.8,16.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,16.3,16.3,3.5,WR,1,2021,IND
14.0,Ja'Marr Chase,5.0,7.0,101.0,20.2,50.0,0.0,1.0,1.0,-2.0,0.0,0.0,1.0,15.9,15.9,98.5,WR,1,2021,CIN
15.0,D.J. Chark Jr.,3.0,12.0,86.0,28.7,41.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.6,14.6,17.9,WR,1,2021,JAC
16.0,Chris Godwin,9.0,13.0,105.0,11.7,24.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,14.5,14.5,67.1,WR,1,2021,TB
17.0,Jarvis Landry,5.0,5.0,71.0,14.2,32.0,0.0,0.0,2.0,13.0,1.0,0.0,1.0,14.4,14.4,72.5,WR,1,2021,CLE
18.0,Mike Williams,8.0,12.0,82.0,10.3,20.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.2,14.2,91.9,WR,1,2021,LAC
19.0,Van Jefferson,2.0,3.0,80.0,40.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,68.1,WR,1,2021,LAR
20.0,Marvin Jones Jr.,5.0,9.0,77.0,15.4,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.7,13.7,55.4,WR,1,2021,JAC
21.0,Marquise Brown,6.0,6.0,69.0,11.5,29.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,13.4,13.4,92.8,WR,1,2021,BAL
22.0,Nelson Agholor,5.0,7.0,72.0,14.4,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.2,13.2,13.6,WR,1,2021,NE
23.0,Deonte Harty,2.0,2.0,72.0,36.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.2,13.2,8.7,WR,1,2021,NO
24.0,Brandin Cooks,5.0,7.0,132.0,26.4,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.2,13.2,92.7,WR,1,2021,HOU
25.0,DeVonta Smith,6.0,8.0,71.0,11.8,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.1,13.1,86.6,WR,1,2021,PHI
26.0,Jaylen Waddle,4.0,5.0,61.0,15.3,36.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.1,12.1,94.6,WR,1,2021,MIA
27.0,D.K. Metcalf,4.0,5.0,60.0,15.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,98.9,WR,1,2021,SEA
28.0,Tee Higgins,4.0,5.0,58.0,14.5,28.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.8,11.8,95.2,WR,1,2021,CIN
29.0,Robby Anderson,1.0,3.0,57.0,57.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.7,11.7,42.2,WR,1,2021,CAR
30.0,A.J. Brown,4.0,8.0,49.0,12.3,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.9,10.9,97.8,WR,1,2021,TEN
31.0,Jalen Reagor,6.0,6.0,49.0,8.2,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.9,10.9,13.3,WR,1,2021,PHI
32.0,Zay Jones,2.0,2.0,46.0,23.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.6,10.6,6.0,WR,1,2021,LV
33.0,Keenan Allen,9.0,13.0,100.0,11.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,99.3,WR,1,2021,LAC
34.0,Gabriel Davis,2.0,5.0,40.0,20.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,22.3,WR,1,2021,BUF
35.0,Tim Patrick,4.0,4.0,39.0,9.8,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.9,9.9,17.6,WR,1,2021,DEN
36.0,Sammy Watkins,4.0,8.0,96.0,24.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.6,9.6,7.0,WR,1,2021,BAL
37.0,Diontae Johnson,5.0,10.0,36.0,7.2,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.6,9.6,98.1,WR,1,2021,PIT
38.0,DJ Moore,6.0,8.0,80.0,13.3,27.0,0.0,0.0,1.0,14.0,0.0,0.0,1.0,9.4,9.4,95.7,WR,1,2021,CAR
39.0,Danny Amendola,5.0,5.0,34.0,6.8,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.4,9.4,0.1,WR,1,2021,HOU
40.0,Robert Woods,3.0,4.0,27.0,9.0,19.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,9.4,9.4,29.9,WR,1,2021,LAR
41.0,Quintez Cephus,3.0,6.0,12.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.2,9.2,0.8,WR,1,2021,DET
42.0,Anthony Schwartz,3.0,5.0,69.0,23.0,44.0,0.0,0.0,1.0,17.0,0.0,0.0,1.0,8.6,8.6,0.3,WR,1,2021,CLE
43.0,Trent Sherfield,2.0,3.0,23.0,11.5,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,0.1,WR,1,2021,SF
44.0,Bryan Edwards,4.0,5.0,81.0,20.3,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.1,8.1,8.3,WR,1,2021,LV
45.0,DeVante Parker,4.0,7.0,81.0,20.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.1,8.1,64.3,WR,1,2021,MIA
