Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Garrett Celek,TE,SF,16,561,35,51,0,6,4,6,57.6,10.3
Jermaine Kearse,WR,NYJ,16,879,55,85,0,12,7,12,111.0,12.6
Josh Bellamy,WR,CHI,15,437,29,47,0,11,6,11,44.2,10.1
Travis Kelce,TE,KC,15,873,58,91,0,14,10,14,150.5,17.2
Marquise Goodwin,WR,SF,16,768,48,70,1,14,8,14,112.6,14.7
Russell Shepard,WR,CAR,15,479,32,48,0,7,4,7,28.1,5.9
DeAndre Hopkins,WR,HOU,15,"1,022",68,98,0,17,9,17,213.8,20.9
Robert Woods,WR,LAR,12,645,54,82,0,13,9,13,107.3,16.6
Kenny Stills,WR,MIA,16,939,59,91,0,11,6,11,116.7,12.4
Cordarrelle Patterson,RB,OAK,16,430,27,43,3,10,10,13,55.0,12.8
Keenan Allen,WR,LAC,16,897,56,84,0,18,12,18,182.2,20.3
Tavon Austin,WR,LAR,16,228,14,22,26,10,32,36,29.7,13.0
Giovani Bernard,RB,CIN,16,482,30,50,22,12,31,34,108.7,22.6
Le'Veon Bell,RB,PIT,15,945,63,90,34,11,43,45,256.6,27.2
Theo Riddick,RB,DET,16,469,29,45,18,15,29,33,101.0,21.5
Chris Thompson,RB,WAS,10,338,34,51,19,16,30,35,112.4,33.3
Rex Burkhead,RB,NE,10,195,20,28,33,18,48,51,99.8,51.2
Kenjon Barner,RB,PHI,13,77,6,8,21,10,27,31,17.3,22.5
Tyler Bray,QB,KC,1,4,4,6,25,0,50,50,-2.0,-50.0
Mike Glennon,QB,CHI,4,264,66,100,2,0,55,55,33.6,12.7
Geno Smith,QB,NYG,2,66,33,51,6,0,61,61,9.7,14.7
Zach Ertz,TE,PHI,14,776,55,80,0,14,10,14,128.4,16.5
Jordan Reed,TE,WAS,6,234,39,61,0,15,12,15,33.1,14.1
Tyler Eifert,TE,CIN,2,104,52,83,0,5,4,5,4.6,4.4
Levine Toilolo,TE,ATL,15,422,28,44,0,3,3,3,24.2,5.7
Vance McDonald,TE,PIT,10,271,27,39,0,9,5,9,24.8,9.2
Kyle Juszczyk,RB,SF,14,395,28,41,2,11,10,12,36.6,9.3
Luke Willson,TE,SEA,16,378,24,35,0,6,4,6,39.3,10.4
Latavius Murray,RB,MIN,16,420,26,38,51,4,55,55,142.4,33.9
Ryan Griffin,TE,HOU,7,349,50,69,0,7,4,7,23.8,6.8
Demetrius Harris,TE,KC,16,482,30,47,0,7,4,7,28.4,5.9
Zach Line,RB,NO,12,168,14,22,4,3,5,7,9.6,5.7
James Develin,RB,NE,16,345,22,30,0,3,2,3,3.8,1.1
Jack Doyle,TE,IND,15,909,61,95,0,12,9,12,89.0,9.8
Patrick DiMarco,RB,BUF,16,265,17,25,1,4,3,5,2.6,1.0
Teddy Bridgewater,QB,MIN,1,9,9,14,33,0,56,56,-2.3,-25.6
Blake Bortles,QB,JAC,16,"1,103",69,98,5,0,53,53,249.7,22.6
AJ McCarron,QB,CIN,3,26,9,15,0,0,54,54,2.7,10.4
Derek Carr,QB,OAK,15,931,62,98,2,0,58,58,206.3,22.2
Logan Thomas,TE,BUF,12,155,13,20,0,6,5,6,12.7,8.2
Carlos Hyde,RB,SF,16,782,49,71,31,11,38,42,175.0,22.4
Devonta Freeman,RB,ATL,14,551,39,61,36,9,42,44,164.2,29.8
Sammy Watkins,WR,LAR,15,774,52,80,0,9,5,9,107.3,13.9
Mike Evans,WR,TB,15,881,59,87,0,15,8,15,132.1,15.0
Brandin Cooks,WR,NE,16,"1,056",66,93,1,11,7,12,156.2,14.8
Davante Adams,WR,GB,14,777,56,85,0,15,10,15,148.5,19.1
Jordan Matthews,WR,BUF,10,508,51,78,0,7,5,7,32.2,6.3
Donte Moncrief,WR,IND,12,613,51,79,0,8,4,8,51.1,8.3
Allen Robinson II,WR,JAC,1,3,3,5,0,33,33,33,1.7,56.7
Odell Beckham Jr.,WR,NYG,4,211,53,77,0,19,12,20,49.0,23.2
Jarvis Landry,WR,MIA,16,929,58,90,0,17,12,18,148.0,15.9
Paul Richardson Jr.,WR,SEA,16,817,51,77,0,10,5,10,106.3,13.0
Eric Ebron,TE,DET,16,549,34,53,0,16,10,16,79.4,14.5
Trey Burton,TE,PHI,15,300,20,28,0,10,8,10,56.8,18.9
James White,RB,NE,14,383,27,39,11,19,26,30,78.0,20.4
Cody Latimer,WR,DEN,11,378,34,49,0,8,5,8,42.7,11.3
Jimmy Garoppolo,QB,SF,6,351,59,84,4,0,55,55,86.9,24.8
Jerick McKinnon,RB,MIN,16,527,33,47,28,13,38,41,127.1,24.1
John Brown,WR,ARI,10,491,49,71,0,11,4,11,48.9,10.0
Richard Rodgers,TE,GB,15,305,20,31,0,6,4,6,22.0,7.2
Ryan Grant,WR,WAS,16,612,38,60,0,11,7,11,81.3,13.3
Damien Williams,RB,MIA,11,194,18,28,24,14,34,38,39.6,20.4
Albert Wilson,WR,KC,13,536,41,64,1,12,8,12,74.0,13.8
Taylor Gabriel,WR,ATL,16,541,34,53,1,9,8,11,48.7,9.0
Willie Snead IV,WR,NO,11,259,24,37,0,6,3,6,7.2,2.8
Allen Hurns,WR,JAC,10,537,54,77,0,10,7,10,60.4,11.2
Bennie Fowler III,WR,DEN,16,575,36,51,0,10,5,10,53.0,9.2
Dontrelle Inman,WR,CHI,12,455,38,61,0,10,5,10,40.3,8.9
Keith Smith,RB,DAL,16,128,8,12,0,4,4,4,2.6,2.0
Senorise Perry,RB,MIA,16,26,2,3,31,4,35,35,3.3,12.7
Adam Thielen,WR,MIN,16,"1,031",64,92,0,14,9,14,148.8,14.4
Cameron Brate,TE,TB,16,582,36,53,0,13,8,13,95.1,16.3
Roosevelt Nix,RB,PIT,16,181,11,16,2,2,3,3,12.6,7.0
Josh Hill,TE,NO,16,586,37,57,0,4,3,4,13.7,2.3
Darren Fells,TE,DET,16,550,34,53,0,5,3,5,35.7,6.5
Seth Roberts,WR,OAK,15,749,50,79,0,9,6,9,47.5,6.3
Marcus Mariota,QB,TEN,15,943,63,98,6,0,54,54,210.4,22.3
Jameis Winston,QB,TB,13,790,61,90,4,0,60,60,201.8,25.5
Amari Cooper,WR,OAK,14,709,51,81,0,14,7,14,110.4,15.6
DeVante Parker,WR,MIA,13,675,52,81,0,14,8,14,73.0,10.8
Kevin White,WR,CHI,1,47,47,70,0,9,4,9,0.6,1.3
Melvin Gordon III,RB,LAC,16,748,47,70,38,11,46,49,230.1,30.8
Brett Hundley,QB,GB,11,623,57,90,6,0,57,57,123.6,19.8
Todd Gurley II,RB,LAR,15,788,53,81,35,11,44,46,319.3,40.5
Devin Funchess,WR,CAR,16,841,53,79,0,13,7,13,132.0,15.7
Maxx Williams,TE,BAL,11,315,29,41,1,6,5,6,13.2,4.2
Ameer Abdullah,RB,DET,14,378,27,41,44,9,50,53,99.4,26.3
Tevin Coleman,RB,ATL,15,425,28,45,37,9,43,46,140.9,33.2
Sean Mannion,QB,LAR,5,101,20,30,9,0,46,46,5.3,5.2
Taylor Heinicke,QB,HOU,1,9,9,16,11,0,22,22,0.6,6.7
Duke Johnson Jr.,RB,CLE,16,566,35,53,14,16,28,31,142.1,25.1
Jay Ajayi,RB,PHI,14,507,36,53,41,7,46,48,111.1,21.9
T.J. Yeldon,RB,JAC,10,226,23,31,22,18,35,40,57.7,25.5
Mike Davis,RB,SEA,6,175,29,48,39,10,47,49,37.1,21.2
David Johnson,RB,ARI,1,46,46,61,24,20,37,43,7.1,15.4
Malcolm Brown,RB,LAR,11,149,14,21,42,7,48,50,35.9,24.1
Clive Walford,TE,OAK,13,130,10,16,0,10,7,10,8.0,6.2
Nick O'Leary,TE,BUF,15,547,36,55,0,6,4,6,42.2,7.7
Jesse James,TE,PIT,16,908,57,82,0,7,5,7,55.2,6.1
Tyler Kroft,TE,CIN,16,825,52,86,0,8,5,8,82.4,10.0
Nick Boyle,TE,BAL,15,695,46,69,0,5,4,5,22.3,3.2
MyCole Pruitt,TE,HOU,1,13,13,19,0,0,0,0,0.0,0.0
Blake Bell,TE,MIN,13,146,11,16,0,3,2,3,3.9,2.7
Nelson Agholor,WR,PHI,16,811,51,72,0,12,8,12,131.5,16.2
Justin Hardy,WR,ATL,16,381,24,37,0,8,5,8,40.1,10.5
Tyler Lockett,WR,SEA,16,691,43,65,1,10,8,12,73.3,10.6
Breshad Perriman,WR,BAL,11,385,35,51,0,9,3,9,7.7,2.0
Jamison Crowder,WR,WAS,15,670,45,71,1,15,11,16,94.3,14.1
Ty Montgomery,RB,GB,8,275,34,52,26,11,34,37,68.6,24.9
Phillip Dorsett II,WR,NE,15,377,25,35,0,5,3,5,20.1,5.3
Stefon Diggs,WR,MIN,14,779,56,80,1,12,9,13,134.2,17.2
Chris Manhertz,TE,CAR,16,289,18,27,0,1,1,1,1.7,0.6
C.J. Uzomah,TE,CIN,14,211,15,25,0,7,5,7,15.2,7.2
Trevor Siemian,QB,DEN,11,676,61,87,5,0,56,56,126.2,18.7
James O'Shaughnessy,TE,JAC,16,236,15,21,0,10,6,10,20.9,8.9
Chris Conley,WR,KC,5,292,58,89,0,5,4,5,17.5,6.0
Geoff Swaim,TE,DAL,15,172,11,17,0,1,1,1,2.5,1.5
Michael Burton,RB,CHI,16,179,11,18,2,2,3,4,1.7,0.9
Damiere Byrd,WR,CAR,8,186,23,36,1,9,6,10,23.7,12.7
J.J. Nelson,WR,ARI,16,537,34,48,1,11,6,12,64.1,11.9
Matt LaCosse,TE,DEN,5,51,10,16,0,2,0,2,0.0,0.0
Tyrell Williams,WR,LAC,16,850,53,80,0,8,5,8,94.8,11.2
Raheem Mostert,RB,SF,11,15,1,2,40,0,40,40,1.0,6.7
Eric Tomlinson,TE,NYJ,14,411,29,45,0,3,2,3,18.1,4.4
DeAndrew White,WR,HOU,2,89,45,72,0,8,1,8,2.4,2.7
Rod Smith,RB,DAL,15,231,15,23,24,10,32,34,73.4,31.8
Daniel Brown,TE,CHI,14,242,17,28,0,8,5,8,12.9,5.3
Adam Humphries,WR,TB,16,681,43,63,0,12,9,12,67.7,9.9
Ross Travis,TE,IND,15,114,8,12,0,15,6,15,7.6,6.7
Laquon Treadwell,WR,MIN,16,500,31,45,0,7,4,7,20.0,4.0
Ezekiel Elliott,RB,DAL,10,589,59,85,41,6,46,48,177.2,30.1
Jared Goff,QB,LAR,15,932,62,96,3,0,54,54,255.5,27.4
Corey Coleman,WR,CLE,9,449,50,79,0,13,5,13,42.5,9.5
Josh Doctson,WR,WAS,16,752,47,74,0,10,5,11,84.8,11.3
Derrick Henry,RB,TEN,16,408,26,40,43,4,46,47,124.0,30.4
Carson Wentz,QB,PHI,13,881,68,94,7,0,57,57,283.7,32.2
Michael Thomas,WR,NO,16,851,53,82,0,18,12,18,154.5,18.2
Alex Collins,RB,BAL,15,379,25,37,56,9,62,65,148.0,39.1
Tyler Boyd,WR,CIN,10,307,31,47,0,10,7,10,34.5,11.2
Paul Perkins,RB,NYG,11,123,11,17,33,8,40,41,13.6,11.1
Devontae Booker,RB,DEN,13,291,22,32,27,13,37,40,61.4,21.1
Pharoh Cooper,WR,LAR,16,205,13,20,0,9,6,10,7.0,3.4
Hunter Henry,TE,LAC,14,599,43,65,0,10,8,10,81.9,13.7
Sterling Shepard,WR,NYG,11,687,62,90,1,12,9,13,85.5,12.4
Austin Hooper,TE,ATL,16,789,49,77,0,8,6,8,70.6,8.9
Jordan Howard,RB,CHI,16,576,36,58,48,6,52,53,176.5,30.6
Rashard Higgins,WR,CLE,15,663,44,66,0,8,4,8,41.6,6.3
Dak Prescott,QB,DAL,16,"1,050",66,99,5,0,52,52,260.8,24.8
C.J. Prosise,RB,SEA,5,74,15,22,15,15,23,30,11.0,14.9
Tyler Higbee,TE,LAR,16,730,46,71,0,6,3,6,35.5,4.9
William Fuller V,WR,HOU,10,523,52,79,0,10,6,10,85.2,16.3
Kenyan Drake,RB,MIA,16,475,30,46,28,10,35,38,110.3,23.2
Jacoby Brissett,QB,IND,16,989,62,96,6,0,54,54,206.0,20.8
Nick Vannett,TE,SEA,15,278,19,28,0,5,4,5,18.4,6.6
Chris Moore,WR,BAL,13,376,29,43,1,10,5,11,47.9,12.7
Tyler Ervin,RB,HOU,4,86,22,29,5,13,14,17,5.0,5.8
Demarcus Robinson,WR,KC,16,585,37,57,0,7,4,7,21.2,3.6
Seth DeValve,TE,CLE,16,531,33,50,0,11,6,11,43.5,8.2
Wendell Smallwood,RB,PHI,8,173,22,31,27,10,35,38,33.7,19.5
Jakeem Grant Sr.,WR,MIA,16,133,8,13,2,17,12,19,31.5,23.7
Robby Anderson,WR,NYJ,16,809,51,78,0,14,8,14,137.0,16.9
D.J. Foster,RB,ARI,7,138,20,29,4,20,17,25,15.2,11.0
Cody Core,WR,CIN,13,65,5,9,0,6,0,6,0.0,0.0
Alex Erickson,WR,CIN,16,185,12,19,3,9,9,11,23.6,12.8
Josh Ferguson,RB,IND,10,30,3,5,3,13,13,17,2.1,7.0
Stephen Anderson,TE,HOU,15,435,29,42,0,12,6,12,40.2,9.2
Andy Janovich,RB,DEN,16,163,10,14,4,4,6,7,10.7,6.6
Derek Watt,RB,LAC,16,142,9,13,4,2,6,6,5.9,4.2
Kevin Hogan,QB,CLE,4,134,34,48,7,0,63,63,33.8,25.2
Tyreek Hill,WR,KC,15,776,52,81,2,14,12,16,164.2,21.2
Johnny Holton,WR,OAK,16,230,14,23,0,8,4,8,35.8,15.6
DeAndre Washington,RB,OAK,15,220,15,23,26,20,41,46,51.0,23.2
Marcus Johnson,WR,PHI,10,146,15,21,0,5,3,5,2.5,1.7
Jerell Adams,TE,NYG,16,173,11,16,0,6,5,6,9.2,5.3
Nate Sudfeld,QB,PHI,1,40,40,68,3,0,60,60,7.6,19.0
Ben Braunecker,TE,CHI,8,4,1,1,0,0,0,0,0.0,0.0
Jake Rudock,QB,DET,3,10,3,5,0,0,50,50,-1.0,-10.0
Dwayne Washington,RB,DET,5,50,10,15,40,4,44,44,5.8,11.6
Trevor Davis,WR,GB,16,103,6,10,2,7,7,9,8.3,8.1
Geronimo Allison,WR,GB,15,343,23,36,0,11,7,11,23.3,6.8
Danny Vitale,RB,CLE,15,133,9,13,0,4,2,4,1.9,1.4
Mike Thomas,WR,LAR,8,100,13,20,0,7,5,7,9.3,9.3
Peyton Barber,RB,TB,16,254,16,23,43,7,49,50,69.7,27.4
Chester Rogers,WR,IND,11,447,41,63,1,8,6,9,35.2,7.9
Kalif Raymond,WR,NYG,8,33,4,6,3,3,6,6,-0.9,-2.7
Marvin Hall,WR,ATL,8,76,10,15,0,12,3,12,12.0,15.8
Jaydon Mickens,WR,JAC,10,103,10,14,0,11,6,11,15.7,15.2
Jalen Richard,RB,OAK,16,216,14,21,26,17,38,43,59.1,27.4
Andy Jones,WR,DET,3,5,2,3,0,0,0,0,0.0,0.0
C.J. Ham,RB,MIN,16,203,13,18,3,4,7,7,14.1,6.9
J.D. McKissic,RB,SEA,13,297,23,34,15,15,27,31,63.3,21.3
Garrett Griffin,TE,NO,3,38,13,20,0,3,3,3,0.4,1.1
Tommylee Lewis,WR,NO,15,112,7,12,2,13,11,15,17.0,15.2
Elijhaa Penny,RB,ARI,16,96,6,9,32,6,36,39,28.2,29.4
Dalvin Cook,RB,MIN,4,169,42,65,44,9,50,53,54.4,32.2
Mike Williams,WR,LAC,10,234,23,35,0,10,5,10,9.5,4.1
Leonard Fournette,RB,JAC,13,562,43,62,48,9,54,56,194.2,34.6
O.J. Howard,TE,TB,14,608,43,65,0,6,4,6,75.2,12.4
Mitchell Trubisky,QB,CHI,12,724,60,100,6,0,51,51,134.6,18.6
Corey Davis,WR,TEN,11,519,47,73,0,13,7,13,35.5,6.8
John Ross,WR,CIN,3,17,6,10,6,12,6,18,-0.8,-4.7
DeShone Kizer,QB,CLE,15,886,59,89,9,0,62,62,175.9,19.9
Christian McCaffrey,RB,CAR,16,746,47,70,16,15,26,31,148.6,19.9
Deshaun Watson,QB,HOU,7,464,66,93,8,0,52,52,168.8,36.4
David Njoku,TE,CLE,16,500,31,47,0,12,7,12,62.7,12.5
Chris Godwin,WR,TB,16,446,28,41,0,12,8,12,58.5,13.1
D'Onta Foreman,RB,HOU,10,147,15,21,53,5,57,59,51.0,34.7
Evan Engram,TE,NYG,15,777,52,77,0,15,8,15,109.6,14.1
Patrick Mahomes II,QB,KC,1,62,62,94,11,0,68,68,10.4,16.8
Nathan Peterman,QB,BUF,4,98,25,40,7,0,57,57,10.4,10.6
C.J. Beathard,QB,SF,7,390,56,79,7,0,64,64,88.8,22.8
Joe Mixon,RB,CIN,14,384,27,45,46,9,54,55,111.3,29.0
Alvin Kamara,RB,NO,16,466,29,45,26,21,43,47,233.4,50.1
Wayne Gallman Jr.,RB,NYG,13,323,25,36,34,15,45,49,70.9,22.0
Samaje Perine,RB,WAS,16,359,22,35,49,7,55,55,86.5,24.1
Jamaal Williams,RB,GB,16,441,28,42,35,8,40,42,117.8,26.7
Kareem Hunt,RB,KC,16,665,42,65,41,9,49,50,242.2,36.4
Taywan Taylor,WR,TEN,16,247,15,24,3,11,10,15,33.4,13.5
JuJu Smith-Schuster,WR,PIT,14,706,50,75,0,11,8,11,133.7,18.9
Chad Hansen,WR,NYJ,15,341,23,35,0,5,3,5,9.4,2.8
Zay Jones,WR,BUF,15,793,53,79,0,9,3,9,43.6,5.5
Cooper Kupp,WR,LAR,15,736,49,76,0,13,9,13,114.9,15.6
Curtis Samuel,WR,CAR,9,225,25,36,2,12,8,13,17.9,8.0
Amara Darboh,WR,SEA,16,191,12,18,0,7,4,7,7.1,3.7
Dede Westbrook,WR,JAC,7,380,54,78,0,13,7,13,39.9,10.5
Josh Reynolds,WR,LAR,16,279,17,27,0,9,4,9,16.4,5.9
Noah Brown,WR,DAL,13,161,12,19,0,6,2,6,3.3,2.0
Marlon Mack,RB,IND,14,309,22,34,30,11,37,41,82.3,26.6
Corey Clement,RB,PHI,16,256,16,23,29,6,33,35,82.4,32.2
James Conner,RB,PIT,14,68,5,7,47,1,47,49,14.4,21.2
Brian Hill,RB,CIN,7,19,3,4,58,11,68,68,7.3,38.4
Tarik Cohen,RB,CHI,16,360,23,36,24,20,39,44,91.6,25.4
Elijah McGuire,RB,NYJ,16,268,17,26,33,10,39,43,59.2,22.1
Adam Shaheen,TE,CHI,13,240,18,30,0,6,5,6,30.7,12.8
Gerald Everett,TE,LAR,16,297,19,29,0,11,6,11,35.7,12.0
Jonnu Smith,TE,TEN,16,552,35,54,0,5,3,5,27.7,5.0
Jeremy Sprinkle,TE,WAS,11,127,12,19,0,2,2,2,7.3,5.7
Cooper Rush,QB,DAL,2,15,8,11,13,0,33,33,1.4,9.3
Austin Ekeler,RB,LAC,16,195,12,18,24,18,38,42,79.9,41.0
Kenny Golladay,WR,DET,11,473,43,68,0,10,6,10,66.6,14.1
Mack Hollins,WR,PHI,16,287,18,25,0,8,6,8,28.6,10.0
Krishawn Hogan,WR,IND,2,10,5,7,0,0,0,0,0.0,0.0
George Kittle,TE,SF,15,591,39,57,0,11,7,11,63.5,10.7
Antony Auclair,TE,TB,8,168,21,30,0,1,1,1,2.5,1.5
Trent Taylor,WR,SF,15,492,33,47,0,12,9,12,53.0,10.8
Jacob Hollister,TE,NE,15,86,6,8,1,13,6,14,4.7,5.5
Austin Carr,WR,NO,1,3,3,4,0,0,0,0,0.0,0.0
Josh Malone,WR,CIN,11,247,22,38,1,7,3,8,12.5,5.1
Cethan Carter,TE,CIN,16,49,3,5,0,2,0,2,0.0,0.0
Darrell Daniels,TE,IND,12,196,16,25,0,7,2,7,2.6,1.3
Isaiah McKenzie,WR,DEN,11,131,12,17,1,10,4,11,-0.7,-0.5
Ryan Switzer,WR,DAL,16,92,6,9,4,8,11,12,2.6,2.8
Blake Jarwin,TE,DAL,1,4,4,6,0,0,0,0,0.0,0.0
Tanner Gentry,WR,CHI,4,182,46,73,0,3,2,3,3.5,1.9
Jamal Agnew,WR,DET,13,81,6,10,2,2,5,5,0.0,0.0
Aaron Jones,RB,GB,12,236,20,30,34,8,38,42,71.0,30.1
Eric Saubert,TE,ATL,14,30,2,3,0,0,0,0,0.0,0.0
Alex Armah Jr.,RB,CAR,9,46,5,8,0,0,0,0,0.0,0.0
Chad Williams,WR,ARI,6,98,16,23,2,7,5,9,6.4,6.5
Ricky Seals-Jones,TE,ARI,10,133,13,19,0,21,9,21,38.1,28.6
Johnny Mundt,TE,LAR,2,4,2,3,0,0,0,0,0.0,0.0
Chris Carson,RB,SEA,4,153,38,56,32,5,37,37,32.7,21.4
David Moore,WR,SEA,1,9,9,16,0,0,0,0,0.0,0.0
Taquan Mizzell,RB,CHI,3,2,1,1,0,0,0,0,0.0,0.0
JoJo Natson,WR,NYJ,7,21,3,4,5,24,14,29,3.3,15.7
Keelan Cole Sr.,WR,JAC,16,749,47,66,0,11,6,11,90.8,12.1
Evan Baylis,TE,HOU,1,16,16,24,0,0,0,0,0.0,0.0
Dare Ogunbowale,RB,WAS,2,1,1,1,0,0,0,0,0.0,0.0
Sean Culkin,TE,LAC,1,11,11,19,0,0,0,0,0.0,0.0
Marcus Kemp,WR,KC,1,8,8,15,0,0,0,0,0.0,0.0
Isaac Whitney,WR,OAK,2,16,8,12,0,6,0,6,0.0,0.0
Pharaoh Brown,TE,OAK,2,39,20,32,0,0,0,0,0.0,0.0
Matt Breida,RB,SF,16,310,19,28,34,12,41,45,82.5,26.6
