rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Stephen Gostkowski,3,3,100.0,46,0,1,0,2,0,6,6,1,17.0,17.0,0.1,FA,K,3,2015
2,Stephen Hauschka,4,4,100.0,48,0,1,1,2,0,2,2,1,16.0,16.0,0.0,FA,K,3,2015
3,Dan Carpenter,2,3,66.7,51,0,1,0,0,1,5,5,1,13.0,13.0,0.2,FA,K,3,2015
4,Josh Brown,3,3,100.0,48,0,0,2,1,0,3,3,1,13.0,13.0,0.0,FA,K,3,2015
5,Graham Gano,2,2,100.0,47,0,1,0,1,0,3,3,1,10.0,10.0,31.4,NYG,K,3,2015
6,Mason Crosby,1,1,100.0,44,0,0,0,1,0,5,5,1,9.0,9.0,40.7,GB,K,3,2015
7,Sebastian Janikowski,2,2,100.0,35,0,1,1,0,0,3,3,1,9.0,9.0,20.0,FA,K,3,2015
8,Travis Coons,2,2,100.0,41,0,1,0,1,0,2,2,1,9.0,9.0,1.1,FA,K,3,2015
9,Chandler Catanzaro,1,1,100.0,22,0,1,0,0,0,6,6,1,9.0,9.0,0.0,FA,K,3,2015
10,Ryan Succop,2,2,100.0,38,0,1,1,0,0,3,3,1,9.0,9.0,57.4,TB,K,3,2015
11,Dustin Hopkins,2,2,100.0,44,0,0,1,1,0,1,1,1,8.0,8.0,14.5,LAC,K,3,2015
12,Brandon McManus,1,1,100.0,48,0,0,0,1,0,3,3,1,7.0,7.0,44.3,DEN,K,3,2015
13,Nick Folk,1,1,100.0,53,0,0,0,0,1,2,2,1,7.0,7.0,81.8,NE,K,3,2015
14,Josh Scobee,2,2,100.0,41,0,1,0,1,0,0,0,1,7.0,7.0,0.0,FA,K,3,2015
15,Blair Walsh,1,1,100.0,24,0,1,0,0,0,4,4,1,7.0,7.0,0.1,FA,K,3,2015
16,Greg Zuerlein,2,2,100.0,49,0,1,0,1,0,0,0,1,7.0,7.0,74.2,DAL,K,3,2015
17,Randy Bullock,2,3,66.7,39,1,0,1,0,0,1,2,1,7.0,7.0,10.8,TEN,K,3,2015
18,Matt Bryant,1,1,100.0,32,0,0,1,0,0,4,4,1,7.0,7.0,1.1,FA,K,3,2015
19,Justin Tucker,1,2,50.0,21,0,1,0,0,0,3,3,1,6.0,6.0,98.0,BAL,K,3,2015
20,Cody Parkey,1,1,100.0,30,0,0,1,0,0,3,3,1,6.0,6.0,0.4,FA,K,3,2015
21,Jason Myers,1,1,100.0,40,0,0,0,1,0,2,2,1,6.0,6.0,22.1,SEA,K,3,2015
22,Kyle Brindza,1,4,25.0,58,0,0,0,0,1,0,1,1,5.0,5.0,0.0,FA,K,3,2015
23,Adam Vinatieri,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.2,FA,K,3,2015
24,Dan Bailey,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0,FA,K,3,2015
25,Zach Hocker,1,1,100.0,31,0,0,1,0,0,1,1,1,4.0,4.0,0.0,FA,K,3,2015
26,Mike Nugent,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,1.0,FA,K,3,2015
27,Cairo Santos,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,2.1,CHI,K,3,2015
28,Josh Lambo,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,3.2,FA,K,3,2015
29,Phil Dawson,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.1,FA,K,3,2015
30,Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,K,3,2015
31,Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.6,KC,K,3,2015
32,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,K,3,2015
33,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,K,3,2015
34,Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,K,3,2015
35,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,K,3,2015
36,Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,K,3,2015
37,Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,K,3,2015
38,Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,K,3,2015
39,Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,K,3,2015
40,Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,PHI,K,3,2015
41,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,K,3,2015
42,Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,K,3,2015
43,Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,K,3,2015
44,Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,K,3,2015
45,Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,K,3,2015
46,Andrew Franks,0,0,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,FA,K,3,2015
47,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,HOU,K,3,2015
48,Jonathan Brown,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,FA,K,3,2015
49,Wil Lutz,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.3,NO,K,3,2015
50,Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,K,3,2015
51,Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,K,3,2015
52,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,K,3,2015
53,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,K,3,2015
54,Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,K,3,2015
55,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,K,3,2015
56,Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,3,2015
57,Dominik Eberle,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,K,3,2015
58,Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.1,IND,K,3,2015
59,Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,84.8,BUF,K,3,2015
60,JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,K,3,2015
61,Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,3,2015
62,Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NYJ,K,3,2015
63,Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,CAR,K,3,2015
64,Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,LAR,K,3,2015
65,Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,K,3,2015
66,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,K,3,2015
67,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,3,2015
68,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,3,2015
69,Robbie Gould,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,22.5,SF,K,3,2015
70,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,3,2015
71,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,K,3,2015
72,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,K,3,2015
73,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,K,3,2015
74,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,K,3,2015
75,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,K,3,2015
76,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CLE,K,3,2015
77,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,K,3,2015
78,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYG,K,3,2015
79,Matt Prater,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,52.8,ARI,K,3,2015
80,Chris Boswell,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,51.0,PIT,K,3,2015
81,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,K,3,2015
82,Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,3,2015
83,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,33.3,MIA,K,3,2015
84,Jordan Gay,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,FA,K,3,2015
85,Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,TEN,K,3,2015
86,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,K,3,2015
87,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,K,3,2015
88,Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,K,3,2015
89,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,LAR,K,3,2015
90,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,K,3,2015
