rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Chris Boswell,4,4,100.0,51,0,1,0,2,1,1,1,1,17.0,17.0,51.0,PIT,K,6,2015
2,Phil Dawson,4,4,100.0,53,0,1,1,1,1,1,1,1,16.0,16.0,0.1,FA,K,6,2015
3,Stephen Hauschka,3,3,100.0,50,0,0,1,1,1,2,2,1,14.0,14.0,0.0,FA,K,6,2015
4,Brandon McManus,4,5,80.0,39,0,2,2,0,0,2,2,1,14.0,14.0,44.3,DEN,K,6,2015
5,Robbie Gould,4,4,100.0,38,0,3,1,0,0,2,2,1,14.0,14.0,22.5,SF,K,6,2015
6,Matt Prater,3,3,100.0,39,0,1,2,0,0,4,4,1,13.0,13.0,52.8,ARI,K,6,2015
7,Blair Walsh,3,3,100.0,45,0,1,0,2,0,1,1,1,12.0,12.0,0.1,FA,K,6,2015
8,Stephen Gostkowski,2,2,100.0,40,0,0,1,1,0,4,4,1,11.0,11.0,0.1,FA,K,6,2015
9,Mike Nugent,2,2,100.0,47,0,0,1,1,0,4,4,1,11.0,11.0,1.0,FA,K,6,2015
10,Dustin Hopkins,2,2,100.0,54,0,0,1,0,1,2,2,1,10.0,10.0,14.5,LAC,K,6,2015
11,Nick Folk,2,3,66.7,39,0,0,2,0,0,4,4,1,10.0,10.0,81.8,NE,K,6,2015
12,Mason Crosby,2,2,100.0,28,0,2,0,0,0,3,3,1,9.0,9.0,40.7,GB,K,6,2015
13,Caleb Sturgis,2,2,100.0,39,0,0,2,0,0,3,3,1,9.0,9.0,0.0,FA,K,6,2015
14,Justin Tucker,2,3,66.7,36,0,1,1,0,0,2,2,1,8.0,8.0,98.0,BAL,K,6,2015
15,Andrew Franks,1,1,100.0,30,0,0,1,0,0,5,5,1,8.0,8.0,0.0,FA,K,6,2015
16,Josh Lambo,2,2,100.0,36,0,0,2,0,0,2,2,1,8.0,8.0,3.2,FA,K,6,2015
17,Nick Novak,1,1,100.0,41,0,0,0,1,0,4,4,1,8.0,8.0,0.1,FA,K,6,2015
18,Zach Hocker,1,3,33.3,31,0,0,1,0,0,4,4,1,7.0,7.0,0.0,FA,K,6,2015
19,Chandler Catanzaro,2,3,66.7,39,0,0,2,0,0,1,1,1,7.0,7.0,0.0,FA,K,6,2015
20,Travis Coons,1,1,100.0,26,0,1,0,0,0,2,2,1,5.0,5.0,1.1,FA,K,6,2015
21,Cairo Santos,1,1,100.0,48,0,0,0,1,0,1,1,1,5.0,5.0,2.1,CHI,K,6,2015
22,Ryan Succop,1,1,100.0,37,0,0,1,0,0,1,1,1,4.0,4.0,57.4,TB,K,6,2015
23,Matt Bryant,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.1,FA,K,6,2015
24,Adam Vinatieri,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.2,FA,K,6,2015
25,Dan Carpenter,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.2,FA,K,6,2015
26,Graham Gano,0,0,0.0,0,0,0,0,0,0,3,4,1,3.0,3.0,31.4,NYG,K,6,2015
27,Jason Myers,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,22.1,SEA,K,6,2015
28,Josh Brown,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0,FA,K,6,2015
29,Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,K,6,2015
30,Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,K,6,2015
31,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,K,6,2015
32,Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,K,6,2015
33,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,K,6,2015
34,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,K,6,2015
35,Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,K,6,2015
