rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Chris Boswell,4,4,100.0,47,0,0,1,3,0,3,3,1,18.0,18.0,51.0,PIT,K,14,2015
2,Randy Bullock,3,4,75.0,47,0,1,0,2,0,3,3,1,14.0,14.0,10.8,TEN,K,14,2015
3,Caleb Sturgis,3,3,100.0,45,0,0,1,2,0,2,2,1,13.0,13.0,0.0,FA,K,14,2015
4,Brandon McManus,4,5,80.0,41,0,2,1,1,0,0,0,1,13.0,13.0,44.3,DEN,K,14,2015
5,Chandler Catanzaro,3,3,100.0,47,0,2,0,1,0,2,2,1,12.0,12.0,0.0,FA,K,14,2015
6,Stephen Gostkowski,2,2,100.0,49,0,0,0,2,0,3,3,1,11.0,11.0,0.1,FA,K,14,2015
7,Blair Walsh,2,2,100.0,54,0,0,0,1,1,2,2,1,11.0,11.0,0.1,FA,K,14,2015
8,Adam Vinatieri,3,3,100.0,32,0,2,1,0,0,1,1,1,10.0,10.0,0.2,FA,K,14,2015
9,Jason Myers,1,1,100.0,46,0,0,0,1,0,6,7,1,10.0,10.0,22.1,SEA,K,14,2015
10,Dan Carpenter,2,2,100.0,40,0,0,1,1,0,2,2,1,9.0,9.0,0.2,FA,K,14,2015
11,Mike Nugent,2,3,66.7,46,0,1,0,1,0,2,2,1,9.0,9.0,1.0,FA,K,14,2015
12,Graham Gano,1,1,100.0,38,0,0,1,0,0,5,5,1,8.0,8.0,31.4,NYG,K,14,2015
13,Dustin Hopkins,1,1,100.0,47,0,0,0,1,0,3,3,1,7.0,7.0,14.5,LAC,K,14,2015
14,Nick Novak,2,2,100.0,45,0,0,1,1,0,0,0,1,7.0,7.0,0.1,FA,K,14,2015
15,Josh Brown,1,2,50.0,35,0,0,1,0,0,4,4,1,7.0,7.0,0.0,FA,K,14,2015
