rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Carolina Panthers,9,1,0,0,1,0,0,1,18.0,18.0,27.8,CAR,DST,17,2013
2,New York Giants,3,2,2,2,0,0,0,1,18.0,18.0,4.5,NYG,DST,17,2013
3,Seattle Seahawks,2,2,0,0,1,0,0,1,16.0,16.0,39.4,SEA,DST,17,2013
4,Cincinnati Bengals,2,3,0,0,1,0,0,1,15.0,15.0,14.7,CIN,DST,17,2013
5,Tennessee Titans,1,2,2,1,0,0,0,1,13.0,13.0,48.4,TEN,DST,17,2013
6,Pittsburgh Steelers,3,1,1,1,0,0,0,1,11.0,11.0,44.6,PIT,DST,17,2013
7,Indianapolis Colts,3,1,1,1,0,0,0,1,11.0,11.0,66.4,IND,DST,17,2013
8,New York Jets,0,3,0,0,0,0,0,1,10.0,10.0,3.3,NYJ,DST,17,2013
9,Minnesota Vikings,5,0,0,1,0,0,0,1,9.0,9.0,28.0,MIN,DST,17,2013
10,Washington Commanders,1,2,1,1,0,0,0,1,8.0,8.0,27.5,WAS,DST,17,2013
11,Detroit Lions,3,1,1,1,0,0,0,1,8.0,8.0,1.1,DET,DST,17,2013
12,Baltimore Ravens,0,4,0,1,0,0,0,1,7.0,7.0,51.9,BAL,DST,17,2013
13,Dallas Cowboys,5,0,1,1,0,0,0,1,7.0,7.0,82.9,DAL,DST,17,2013
14,Atlanta Falcons,1,1,1,1,0,0,0,1,6.0,6.0,5.8,ATL,DST,17,2013
15,Philadelphia Eagles,0,2,1,1,0,0,0,1,6.0,6.0,52.5,PHI,DST,17,2013
16,Cleveland Browns,1,2,0,1,0,0,0,1,6.0,6.0,40.8,CLE,DST,17,2013
17,San Francisco 49ers,1,1,1,1,0,0,0,1,6.0,6.0,79.5,SF,DST,17,2013
18,Chicago Bears,3,2,0,1,0,0,0,1,6.0,6.0,35.9,CHI,DST,17,2013
19,Kansas City Chiefs,3,1,0,0,0,0,0,1,5.0,5.0,45.7,KC,DST,17,2013
20,New England Patriots,4,0,0,1,0,0,0,1,5.0,5.0,93.2,NE,DST,17,2013
21,New Orleans Saints,2,1,0,0,0,0,0,1,5.0,5.0,79.3,NO,DST,17,2013
22,Denver Broncos,2,0,1,0,0,0,0,1,5.0,5.0,48.5,DEN,DST,17,2013
23,Green Bay Packers,1,1,1,1,0,0,0,1,4.0,4.0,60.6,GB,DST,17,2013
24,Houston Texans,1,1,0,2,0,0,0,1,4.0,4.0,6.4,HOU,DST,17,2013
25,Arizona Cardinals,2,0,0,0,0,0,0,1,2.0,2.0,60.9,ARI,DST,17,2013
26,Buffalo Bills,1,1,0,2,0,0,0,1,2.0,2.0,95.9,BUF,DST,17,2013
27,Miami Dolphins,0,0,0,0,0,0,0,1,1.0,1.0,60.2,MIA,DST,17,2013
28,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,44.3,LAC,DST,17,2013
29,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,17,2013
30,Jacksonville Jaguars,1,0,0,1,0,0,0,1,0.0,0.0,6.9,JAC,DST,17,2013
31,Los Angeles Rams,0,0,0,0,0,0,0,0,0.0,0.0,74.5,LAR,DST,17,2013
32,Tampa Bay Buccaneers,1,0,0,0,0,0,0,1,-3.0,-3.0,98.0,TB,DST,17,2013
