rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1.0,Kansas City Chiefs,9.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,25.0,45.7,KC,DST,6,2013
2.0,Pittsburgh Steelers,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,14.0,14.0,44.6,PIT,DST,6,2013
3.0,Chicago Bears,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,13.0,35.9,CHI,DST,6,2013
4.0,Tennessee Titans,2.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,13.0,13.0,48.4,TEN,DST,6,2013
5.0,San Francisco 49ers,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,12.0,12.0,79.5,SF,DST,6,2013
6.0,Carolina Panthers,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,11.0,27.8,CAR,DST,6,2013
7.0,Seattle Seahawks,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,39.4,SEA,DST,6,2013
8.0,Denver Broncos,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,10.0,48.5,DEN,DST,6,2013
9.0,Green Bay Packers,5.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,8.0,8.0,60.6,GB,DST,6,2013
10.0,Baltimore Ravens,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,8.0,8.0,51.9,BAL,DST,6,2013
11.0,Dallas Cowboys,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,8.0,8.0,82.9,DAL,DST,6,2013
12.0,Jacksonville Jaguars,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,8.0,8.0,6.9,JAC,DST,6,2013
13.0,Cincinnati Bengals,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,7.0,14.7,CIN,DST,6,2013
14.0,Detroit Lions,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,7.0,1.1,DET,DST,6,2013
15.0,New Orleans Saints,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,79.3,NO,DST,6,2013
16.0,New England Patriots,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,93.2,NE,DST,6,2013
17.0,Arizona Cardinals,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,60.9,ARI,DST,6,2013
18.0,Philadelphia Eagles,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,52.5,PHI,DST,6,2013
19.0,Buffalo Bills,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,95.9,BUF,DST,6,2013
20.0,New York Jets,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,3.3,NYJ,DST,6,2013
21.0,Indianapolis Colts,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,66.4,IND,DST,6,2013
22.0,Tampa Bay Buccaneers,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,98.0,TB,DST,6,2013
23.0,Washington Commanders,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,27.5,WAS,DST,6,2013
24.0,Cleveland Browns,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,40.8,CLE,DST,6,2013
25.0,Las Vegas Raiders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,LV,DST,6,2013
26.0,New York Giants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.5,NYG,DST,6,2013
27.0,Los Angeles Chargers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.3,LAC,DST,6,2013
28.0,Atlanta Falcons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,ATL,DST,6,2013
29.0,Los Angeles Rams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,LAR,DST,6,2013
30.0,Miami Dolphins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.2,MIA,DST,6,2013
31.0,Minnesota Vikings,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,-3.0,28.0,MIN,DST,6,2013
32.0,Houston Texans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,-4.0,6.4,HOU,DST,6,2013
