rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1.0,Arizona Cardinals,7.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,24.0,24.0,60.9,ARI,DST,5,2013
2.0,San Francisco 49ers,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,22.0,22.0,79.5,SF,DST,5,2013
3.0,Kansas City Chiefs,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,16.0,16.0,45.7,KC,DST,5,2013
4.0,Cincinnati Bengals,4.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,15.0,15.0,14.7,CIN,DST,5,2013
5.0,New England Patriots,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,12.0,12.0,93.2,NE,DST,5,2013
6.0,Indianapolis Colts,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,12.0,12.0,66.4,IND,DST,5,2013
7.0,Miami Dolphins,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,12.0,12.0,60.2,MIA,DST,5,2013
8.0,Cleveland Browns,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,12.0,40.8,CLE,DST,5,2013
9.0,Green Bay Packers,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,9.0,60.6,GB,DST,5,2013
10.0,Philadelphia Eagles,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,52.5,PHI,DST,5,2013
11.0,Carolina Panthers,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,27.8,CAR,DST,5,2013
12.0,Seattle Seahawks,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,8.0,8.0,39.4,SEA,DST,5,2013
13.0,Tennessee Titans,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,7.0,48.4,TEN,DST,5,2013
14.0,Baltimore Ravens,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,51.9,BAL,DST,5,2013
15.0,New Orleans Saints,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,6.0,79.3,NO,DST,5,2013
16.0,New York Jets,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,4.0,3.3,NYJ,DST,5,2013
17.0,Denver Broncos,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,48.5,DEN,DST,5,2013
18.0,Buffalo Bills,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,4.0,95.9,BUF,DST,5,2013
19.0,Atlanta Falcons,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.8,ATL,DST,5,2013
20.0,Jacksonville Jaguars,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,6.9,JAC,DST,5,2013
21.0,Detroit Lions,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.1,DET,DST,5,2013
22.0,Chicago Bears,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,35.9,CHI,DST,5,2013
23.0,Las Vegas Raiders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,LV,DST,5,2013
24.0,Pittsburgh Steelers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.6,PIT,DST,5,2013
25.0,Los Angeles Chargers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.3,LAC,DST,5,2013
26.0,Houston Texans,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.4,HOU,DST,5,2013
27.0,Dallas Cowboys,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,82.9,DAL,DST,5,2013
28.0,Los Angeles Rams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,LAR,DST,5,2013
29.0,Tampa Bay Buccaneers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,TB,DST,5,2013
30.0,Minnesota Vikings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,MIN,DST,5,2013
31.0,Washington Commanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,WAS,DST,5,2013
32.0,New York Giants,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,-3.0,4.5,NYG,DST,5,2013
