rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Seattle Seahawks,4,5,0,2,0,0,0,1,24.0,24.0,39.4,SEA,DST,15,2013
2,Cleveland Browns,2,2,1,1,2,0,0,1,19.0,19.0,40.8,CLE,DST,15,2013
3,Kansas City Chiefs,0,5,2,0,1,0,0,1,19.0,19.0,45.7,KC,DST,15,2013
4,Indianapolis Colts,4,2,0,3,0,1,0,1,17.0,17.0,66.4,IND,DST,15,2013
5,San Francisco 49ers,4,1,1,0,1,0,0,1,15.0,15.0,79.5,SF,DST,15,2013
6,Atlanta Falcons,1,2,5,3,0,0,0,1,15.0,15.0,5.8,ATL,DST,15,2013
7,Arizona Cardinals,3,2,1,1,1,0,0,1,14.0,14.0,60.9,ARI,DST,15,2013
8,Carolina Panthers,4,1,0,0,1,0,0,1,14.0,14.0,27.8,CAR,DST,15,2013
9,Buffalo Bills,5,2,1,3,0,0,0,1,12.0,12.0,95.9,BUF,DST,15,2013
10,Chicago Bears,0,2,0,0,1,0,0,1,11.0,11.0,35.9,CHI,DST,15,2013
11,Baltimore Ravens,1,3,0,0,0,0,0,1,8.0,8.0,51.9,BAL,DST,15,2013
12,Jacksonville Jaguars,4,1,1,1,0,0,0,1,8.0,8.0,6.9,JAC,DST,15,2013
13,Washington Commanders,3,1,1,1,0,0,0,1,7.0,7.0,27.5,WAS,DST,15,2013
14,New York Giants,4,1,0,0,0,0,0,1,6.0,6.0,4.5,NYG,DST,15,2013
15,New England Patriots,4,0,1,0,0,0,0,1,6.0,6.0,93.2,NE,DST,15,2013
16,Minnesota Vikings,4,1,0,0,0,0,0,1,5.0,5.0,28.0,MIN,DST,15,2013
17,Miami Dolphins,1,1,0,0,0,0,0,1,4.0,4.0,60.2,MIA,DST,15,2013
18,Pittsburgh Steelers,1,0,1,1,0,0,1,1,4.0,4.0,44.6,PIT,DST,15,2013
19,Green Bay Packers,3,2,0,0,0,0,0,1,3.0,3.0,60.6,GB,DST,15,2013
20,Houston Texans,1,1,0,1,0,0,0,1,3.0,3.0,6.4,HOU,DST,15,2013
21,New York Jets,2,0,0,0,0,0,0,1,2.0,2.0,3.3,NYJ,DST,15,2013
22,Denver Broncos,2,0,0,0,0,0,0,1,2.0,2.0,48.5,DEN,DST,15,2013
23,Detroit Lions,1,0,0,1,0,0,0,1,2.0,2.0,1.1,DET,DST,15,2013
24,Cincinnati Bengals,1,1,0,0,0,0,0,1,2.0,2.0,14.7,CIN,DST,15,2013
25,Tampa Bay Buccaneers,2,0,0,2,0,0,0,1,2.0,2.0,98.0,TB,DST,15,2013
26,Philadelphia Eagles,3,1,0,0,0,0,0,1,1.0,1.0,52.5,PHI,DST,15,2013
27,Tennessee Titans,2,0,0,0,0,0,0,1,1.0,1.0,48.4,TEN,DST,15,2013
28,New Orleans Saints,0,0,0,0,0,0,0,1,0.0,0.0,79.3,NO,DST,15,2013
29,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,44.3,LAC,DST,15,2013
30,Dallas Cowboys,2,1,0,0,0,0,0,1,0.0,0.0,82.9,DAL,DST,15,2013
31,Los Angeles Rams,0,0,0,0,0,0,0,0,0.0,0.0,74.5,LAR,DST,15,2013
32,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,15,2013
