rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Tennessee Titans,5,2,2,2,1,0,0,1,23.0,23.0,48.4,TEN,DST,4,2013
2,Indianapolis Colts,4,3,0,0,1,0,0,1,23.0,23.0,66.4,IND,DST,4,2013
3,Washington Commanders,7,1,2,2,1,0,0,1,20.0,20.0,27.5,WAS,DST,4,2013
4,Seattle Seahawks,4,2,1,2,1,0,0,1,17.0,17.0,39.4,SEA,DST,4,2013
5,Detroit Lions,3,3,1,1,1,0,0,1,16.0,16.0,1.1,DET,DST,4,2013
6,Buffalo Bills,4,5,0,0,0,0,0,1,15.0,15.0,95.9,BUF,DST,4,2013
7,San Francisco 49ers,5,1,1,1,0,0,0,1,13.0,13.0,79.5,SF,DST,4,2013
8,New Orleans Saints,4,3,1,1,0,0,0,1,13.0,13.0,79.3,NO,DST,4,2013
9,Cleveland Browns,2,1,1,1,0,0,0,1,13.0,13.0,40.8,CLE,DST,4,2013
10,Kansas City Chiefs,3,1,2,1,0,0,1,1,13.0,13.0,45.7,KC,DST,4,2013
11,Arizona Cardinals,2,2,1,0,0,0,0,1,12.0,12.0,60.9,ARI,DST,4,2013
12,Denver Broncos,3,0,0,0,0,0,2,1,11.0,11.0,48.5,DEN,DST,4,2013
13,Tampa Bay Buccaneers,1,2,1,2,0,0,0,1,11.0,11.0,98.0,TB,DST,4,2013
14,Houston Texans,5,1,1,1,0,0,0,1,10.0,10.0,6.4,HOU,DST,4,2013
15,Minnesota Vikings,5,1,1,1,0,0,0,1,9.0,9.0,28.0,MIN,DST,4,2013
16,Dallas Cowboys,1,1,0,0,1,0,0,1,8.0,8.0,82.9,DAL,DST,4,2013
17,Baltimore Ravens,2,2,1,4,0,0,0,1,8.0,8.0,51.9,BAL,DST,4,2013
18,Chicago Bears,1,1,2,4,0,0,0,1,6.0,6.0,35.9,CHI,DST,4,2013
19,New York Giants,1,2,1,0,0,0,0,1,6.0,6.0,4.5,NYG,DST,4,2013
20,Cincinnati Bengals,3,0,0,0,0,0,0,1,5.0,5.0,14.7,CIN,DST,4,2013
21,New England Patriots,2,1,0,1,0,0,0,1,4.0,4.0,93.2,NE,DST,4,2013
22,Jacksonville Jaguars,2,1,0,0,0,0,0,1,3.0,3.0,6.9,JAC,DST,4,2013
23,New York Jets,2,0,0,0,0,0,0,1,1.0,1.0,3.3,NYJ,DST,4,2013
24,Los Angeles Rams,0,0,0,0,0,0,0,0,0.0,0.0,74.5,LAR,DST,4,2013
25,Carolina Panthers,0,0,0,0,0,0,0,0,0.0,0.0,27.8,CAR,DST,4,2013
26,Green Bay Packers,0,0,0,0,0,0,0,0,0.0,0.0,60.6,GB,DST,4,2013
27,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,44.3,LAC,DST,4,2013
28,Pittsburgh Steelers,1,0,0,1,0,0,0,1,0.0,0.0,44.6,PIT,DST,4,2013
29,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,4,2013
30,Miami Dolphins,2,0,1,1,0,0,0,1,0.0,0.0,60.2,MIA,DST,4,2013
31,Atlanta Falcons,0,0,0,0,0,0,0,1,-1.0,-1.0,5.8,ATL,DST,4,2013
32,Philadelphia Eagles,1,0,0,0,0,0,0,1,-3.0,-3.0,52.5,PHI,DST,4,2013
