Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Travis Kelce(KC),7,8,109,15.6,46,0,1,0,0,0,0,1,16.9,16.9,100.0%
2,Rob Gronkowski(TB),4,5,39,9.8,20,0,2,0,0,0,0,1,15.9,15.9,97.7%
3,T.J. Hockenson(DET),8,9,66,8.3,20,0,1,0,0,0,0,1,12.6,12.6,57.4%
4,Robert Tonyan(GB),3,3,52,17.3,22,0,1,0,0,0,0,1,11.2,11.2,18.6%
5,Foster Moreau(LV),2,3,34,17.0,25,0,1,0,0,0,0,1,9.4,9.4,23.7%
6,Maxx Williams(ARI),7,7,94,13.4,34,0,0,0,0,0,0,1,9.4,9.4,0.4%
7,Noah Fant(SEA),4,6,33,8.3,14,0,1,0,0,0,0,1,9.3,9.3,80.3%
8,Jack Doyle(FA),5,8,64,12.8,34,0,0,0,0,0,0,1,8.4,8.4,2.2%
9,Ricky Seals-Jones(WAS),1,1,19,19.0,19,0,1,0,0,0,0,1,7.9,7.9,10.8%
10,Dawson Knox(BUF),2,3,17,8.5,9,0,1,0,0,0,0,1,7.7,7.7,87.2%
11,Kyle Pitts(ATL),5,6,73,14.6,24,0,0,0,0,0,0,1,7.3,7.3,97.4%
12,Darren Waller(LV),5,7,65,13.0,25,0,0,0,0,0,0,1,6.5,6.5,92.6%
13,Mark Andrews(BAL),5,5,57,11.4,20,0,0,0,0,0,0,1,5.7,5.7,99.9%
14,Dan Arnold(JAC),3,4,55,18.3,19,0,0,0,0,0,0,1,5.5,5.5,6.7%
15,Harrison Bryant(CLE),4,4,49,12.3,29,0,0,0,0,0,0,1,4.9,4.9,0.2%
16,Logan Thomas(WAS),5,7,45,9.0,24,0,0,0,0,0,0,1,4.5,4.5,27.1%
17,MyCole Pruitt(TEN),3,3,43,14.3,22,0,0,0,0,0,0,1,4.3,4.3,0.0%
18,Hunter Henry(NE),2,4,42,21.0,32,0,0,0,0,0,0,1,4.2,4.2,65.9%
19,Mike Gesicki(MIA),3,6,41,13.7,18,0,0,0,0,0,0,1,4.1,4.1,87.6%
20,Austin Hooper(CLE),5,5,40,8.0,13,0,0,0,0,0,0,1,4.0,4.0,28.8%
21,Blake Jarwin(DAL),3,4,37,12.3,20,0,0,0,0,0,0,1,3.7,3.7,2.7%
22,Pat Freiermuth(PIT),4,4,36,9.0,14,0,0,0,0,0,0,1,3.6,3.6,56.7%
23,Jonnu Smith(NE),4,5,28,7.0,19,0,0,0,0,0,0,1,2.8,2.8,22.7%
24,Jared Cook(LAC),3,5,28,9.3,12,0,0,0,0,0,0,1,2.8,2.8,50.2%
25,Kyle Rudolph(FA),2,2,25,12.5,13,0,0,0,0,0,0,1,2.5,2.5,0.3%
26,Kaden Smith(NYG),2,2,24,12.0,21,0,0,0,0,0,0,1,2.4,2.4,0.0%
27,James O'Shaughnessy(JAC),1,1,24,24.0,24,0,0,0,0,0,0,1,2.4,2.4,1.7%
28,Dallas Goedert(PHI),2,2,24,12.0,14,0,0,0,0,0,0,1,2.4,2.4,89.8%
29,Albert Okwuegbunam(DEN),4,4,24,6.0,14,0,0,0,0,0,0,1,2.4,2.4,1.0%
30,Juwan Johnson(NO),1,3,23,23.0,23,0,0,0,0,0,0,1,2.3,2.3,1.9%
31,O.J. Howard(TB),1,1,21,21.0,21,0,0,0,0,0,0,1,2.1,2.1,1.2%
32,Blake Bell(KC),1,1,20,20.0,20,0,0,0,0,0,0,1,2.0,2.0,0.2%
33,Dalton Schultz(DAL),2,2,18,9.0,11,0,0,0,0,0,0,1,1.8,1.8,89.9%
