Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,George Kittle(SF),9,12,181,20.1,48,0,2,1,5,0,0,1,30.6,30.6,99.7%
2,Dallas Goedert(PHI),6,6,105,17.5,36,0,2,0,0,0,0,1,22.5,22.5,89.8%
3,Rob Gronkowski(TB),4,8,58,14.5,27,0,2,0,0,0,0,1,17.8,17.8,97.7%
4,T.J. Hockenson(DET),4,8,49,12.3,25,0,1,0,0,0,0,1,10.9,10.9,57.4%
5,Logan Thomas(WAS),3,5,48,16.0,35,0,1,0,0,0,0,1,10.8,10.8,27.1%
6,Brock Wright(DET),2,3,28,14.0,23,0,1,0,0,0,0,1,8.8,8.8,0.1%
7,Jimmy Graham(CHI),1,1,1,1.0,1,0,1,0,0,0,0,1,8.1,8.1,0.8%
8,Ryan Griffin(NYJ),2,2,15,7.5,14,0,1,0,0,0,0,1,7.5,7.5,0.6%
9,Cameron Brate(TB),1,1,3,3.0,3,0,1,0,0,0,0,1,6.3,6.3,2.8%
10,Evan Engram(NYG),4,5,61,15.3,18,0,0,0,0,0,0,1,6.1,6.1,28.5%
11,Tyler Conklin(MIN),7,9,56,8.0,19,0,0,0,0,0,0,1,5.6,5.6,40.5%
12,Mark Andrews(BAL),4,9,50,12.5,29,0,0,0,0,0,0,1,5.0,5.0,99.9%
13,Tyler Higbee(LAR),5,6,48,9.6,22,0,0,0,0,0,0,1,4.8,4.8,77.4%
14,Nick Vannett(NO),3,4,48,16.0,30,0,0,0,0,0,0,1,4.8,4.8,0.1%
15,Kyle Pitts(ATL),4,7,48,12.0,29,0,0,0,0,0,0,1,4.8,4.8,97.4%
16,Pat Freiermuth(PIT),3,4,26,8.7,17,0,0,0,0,0,0,1,4.6,4.6,56.7%
17,Mike Gesicki(MIA),7,11,46,6.6,17,0,0,0,0,0,0,1,4.6,4.6,87.6%
18,Dalton Schultz(DAL),5,5,43,8.6,12,0,0,0,0,0,0,1,4.3,4.3,89.9%
19,John Bates(WAS),3,4,42,14.0,23,0,0,0,0,0,0,1,4.2,4.2,0.6%
20,Cole Kmet(CHI),3,7,41,13.7,24,0,0,0,0,0,0,1,4.1,4.1,33.3%
21,Foster Moreau(LV),1,3,34,34.0,34,0,0,0,0,0,0,1,3.4,3.4,23.7%
22,Noah Fant(SEA),4,4,33,8.3,12,0,0,0,0,0,0,1,3.3,3.3,80.3%
23,Jared Cook(LAC),3,4,29,9.7,23,0,0,0,0,0,0,1,2.9,2.9,50.2%
24,Juwan Johnson(NO),1,1,27,27.0,27,0,0,0,0,0,0,1,2.7,2.7,1.9%
25,Travis Kelce(KC),3,8,27,9.0,14,0,0,0,0,0,0,1,2.7,2.7,100.0%
26,Albert Okwuegbunam(DEN),3,4,21,7.0,10,0,0,0,0,0,0,1,2.1,2.1,1.0%
27,C.J. Uzomah(CIN),3,6,20,6.7,10,0,0,0,0,0,0,1,2.0,2.0,20.8%
28,Kyle Rudolph(FA),2,4,18,9.0,11,0,0,0,0,0,0,1,1.8,1.8,0.3%
29,Dawson Knox(BUF),2,6,14,7.0,7,0,0,0,0,0,0,1,1.4,1.4,87.2%
30,James O'Shaughnessy(JAC),2,6,13,6.5,7,0,0,0,0,0,0,1,1.3,1.3,1.7%
31,Jack Doyle(FA),1,1,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,2.2%
32,Jonnu Smith(NE),1,1,12,12.0,12,0,0,1,-1,0,0,1,1.1,1.1,22.7%
33,Zach Gentry(PIT),2,2,10,5.0,5,0,0,0,0,0,0,1,1.0,1.0,0.2%
34,Zach Ertz(ARI),1,2,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,85.8%
35,Garrett Griffin(NO),1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0%
36,Hunter Long(MIA),1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.1%
37,Brevin Jordan(HOU),2,4,7,3.5,5,0,0,0,0,0,0,1,0.7,0.7,1.4%
38,Demetrius Harris(ARI),2,2,7,3.5,7,0,0,0,0,0,0,1,0.7,0.7,0.1%
39,Will Dissly(SEA),2,2,7,3.5,5,0,0,0,0,0,0,1,0.7,0.7,0.2%
40,Kylen Granson(IND),1,2,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.1%
41,Kendall Blanton(LAR),1,2,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,2.2%
