,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Breshad Perriman(TB),5,6,113,22.6,34,4,3,1,3,0,0,1,29.6,29.6,2.5%
1,2,Julio Jones(TEN),13,20,134,10.3,28,2,2,0,0,0,0,1,25.4,25.4,60.7%
2,3,Jamison Crowder(NYJ),6,11,90,15.0,41,1,2,0,0,0,0,1,21.0,21.0,23.6%
3,4,DeVante Parker(MIA),4,7,72,18.0,29,2,2,0,0,0,0,1,19.2,19.2,64.3%
4,5,Terry McLaurin(WAS),5,5,130,26.0,75,2,1,0,0,0,0,1,19.0,19.0,97.0%
5,6,Tyreek Hill(KC),5,7,67,13.4,41,1,2,1,1,0,0,1,18.8,18.8,100.0%
6,7,Michael Thomas(NO),12,12,128,10.7,24,2,1,0,0,0,0,1,18.8,18.8,20.6%
7,8,Tyler Lockett(SEA),8,9,120,15.0,44,2,1,0,0,0,0,1,18.0,18.0,97.5%
8,9,Anthony Miller(PIT),9,15,118,13.1,33,2,1,0,0,0,0,1,17.8,17.8,0.3%
9,10,A.J. Brown(TEN),8,13,114,14.3,60,1,1,0,0,0,0,1,17.4,17.4,97.8%
10,11,Chris Conley(HOU),4,8,49,12.3,21,1,2,0,0,0,0,1,16.9,16.9,0.4%
11,12,Davante Adams(GB),7,13,103,14.7,34,2,1,0,0,0,0,1,16.3,16.3,100.0%
12,13,Kenny Stills(NO),3,3,35,11.7,16,0,2,0,0,0,0,1,15.5,15.5,0.1%
13,14,Mike Williams(LAC),4,9,71,17.8,39,1,1,0,0,0,0,1,13.1,13.1,91.9%
14,15,Seth Roberts(FA),3,3,66,22.0,33,2,1,0,0,0,0,1,12.6,12.6,0.0%
15,16,Allen Robinson II(CHI),7,14,125,17.9,34,3,0,0,0,0,0,1,12.5,12.5,53.7%
16,17,DJ Moore(CAR),8,12,113,14.1,22,2,0,1,10,0,0,1,12.3,12.3,95.7%
17,18,Tavon Austin(JAC),1,1,59,59.0,59,1,1,2,3,0,0,1,12.2,12.2,0.1%
18,19,Chris Godwin(TB),5,8,121,24.2,51,3,0,0,0,0,0,1,12.1,12.1,67.1%
19,20,Greg Ward(PHI),7,9,61,8.7,13,0,1,0,0,0,0,1,12.1,12.1,0.1%
20,21,DeAndre Hopkins(ARI),6,8,119,19.8,35,3,0,0,0,0,0,1,11.9,11.9,69.3%
21,22,Curtis Samuel(WAS),5,7,31,6.2,12,0,1,4,23,0,0,1,11.4,11.4,15.7%
22,23,Sterling Shepard(NYG),9,11,111,12.3,24,3,0,0,0,0,0,1,11.1,11.1,23.7%
23,24,Golden Tate(FA),1,4,51,51.0,51,1,1,0,0,0,0,1,11.1,11.1,0.1%
24,25,Scotty Miller(TB),3,3,49,16.3,33,1,1,0,0,0,0,1,10.9,10.9,0.7%
25,26,Marquise Brown(BAL),4,4,45,11.3,24,1,1,0,0,0,0,1,10.5,10.5,92.8%
26,27,Steven Sims Jr.(PIT),5,11,45,9.0,19,0,1,0,0,0,0,1,10.5,10.5,0.0%
27,28,Tyrell Williams(FA),2,3,45,22.5,40,1,1,0,0,0,0,1,10.5,10.5,4.8%
28,29,Danny Amendola(HOU),8,13,102,12.8,46,1,0,0,0,0,0,1,10.2,10.2,0.1%
29,30,Cooper Kupp(LAR),6,6,41,6.8,11,0,1,0,0,0,0,1,10.1,10.1,100.0%
30,31,John Brown(FA),7,10,99,14.1,40,2,0,0,0,0,0,1,9.9,9.9,1.3%
31,32,Keenan Allen(LAC),9,10,99,11.0,19,0,0,0,0,0,0,1,9.9,9.9,99.3%
32,33,N'Keal Harry(NE),2,4,15,7.5,8,0,1,2,22,0,0,1,9.7,9.7,0.2%
33,34,D.K. Metcalf(SEA),2,4,36,18.0,19,0,1,0,0,0,0,1,9.6,9.6,98.9%
34,35,Darius Slayton(NYG),2,3,31,15.5,26,1,1,0,0,0,0,1,9.1,9.1,4.3%
35,36,Damiere Byrd(CHI),6,6,86,14.3,51,1,0,0,0,0,0,1,8.6,8.6,0.1%
36,37,Robby Anderson(CAR),4,6,66,16.5,41,1,0,0,0,0,0,1,8.6,8.6,42.2%
37,38,James Washington(PIT),5,11,83,16.6,34,2,0,0,0,0,0,1,8.3,8.3,1.5%
38,39,Tre'Quan Smith(NO),1,1,21,21.0,21,1,1,0,0,0,0,1,8.1,8.1,7.5%
39,40,Stefon Diggs(BUF),4,6,76,19.0,46,1,0,1,4,0,0,1,8.0,8.0,100.0%
40,41,Courtland Sutton(DEN),4,10,79,19.8,33,2,0,0,0,0,0,1,7.9,7.9,67.5%
41,42,Keelan Cole Sr.(NYJ),3,6,76,25.3,55,2,0,0,0,0,0,1,7.6,7.6,1.0%
42,43,Sammy Watkins(BAL),3,4,49,16.3,29,1,0,0,0,0,0,1,6.9,6.9,7.0%
43,44,Odell Beckham Jr.(LAR),8,13,66,8.3,17,0,0,0,0,0,0,1,6.6,6.6,90.8%
44,45,Miles Boykin(BAL),1,1,5,5.0,5,0,1,0,0,0,0,1,6.5,6.5,0.0%
45,46,Will Fuller V(MIA),5,7,61,12.2,31,1,0,0,0,0,0,1,6.1,6.1,22.8%
46,47,Christian Kirk(ARI),4,5,33,8.3,15,0,0,1,28,0,0,1,6.1,6.1,79.5%
47,48,Albert Wilson(MIA),5,8,59,11.8,21,1,0,0,0,0,0,1,5.9,5.9,0.8%
48,49,Corey Davis(NYJ),3,6,57,19.0,22,1,0,0,0,0,0,1,5.7,5.7,29.9%
49,50,Jake Kumerow(BUF),1,1,49,49.0,49,1,0,0,0,0,0,1,4.9,4.9,0.1%
50,51,Chris Lacy(FA),1,2,48,48.0,48,1,0,0,0,0,0,1,4.8,4.8,0.0%
51,52,Josh Gordon(KC),1,1,58,58.0,58,1,0,0,0,0,0,1,4.8,4.8,1.8%
52,53,Brandin Cooks(HOU),4,8,46,11.5,17,0,0,0,0,0,0,1,4.6,4.6,92.7%
53,54,Kenny Golladay(NYG),3,7,44,14.7,26,1,0,0,0,0,0,1,4.4,4.4,51.8%
54,55,Zach Pascal(IND),4,6,44,11.0,24,1,0,0,0,0,0,1,4.4,4.4,3.5%
55,56,Diontae Johnson(PIT),5,7,62,12.4,29,1,0,0,0,0,1,1,4.2,4.2,98.1%
56,57,Larry Fitzgerald(FA),3,5,42,14.0,16,0,0,0,0,0,0,1,4.2,4.2,0.3%
57,58,Vyncint Smith(TB),3,5,40,13.3,31,1,0,0,0,0,0,1,4.0,4.0,0.0%
58,59,Deebo Samuel(SF),1,3,29,29.0,29,1,0,1,8,0,0,1,3.7,3.7,98.8%
59,60,Marcus Johnson(TEN),2,4,37,18.5,20,1,0,0,0,0,0,1,3.7,3.7,0.6%
60,61,Josh Reynolds(DET),2,4,36,18.0,28,1,0,0,0,0,0,1,3.6,3.6,6.9%
61,62,Damion Ratley(FA),2,2,33,16.5,21,1,0,0,0,0,0,1,3.3,3.3,0.0%
62,63,Russell Gage(ATL),5,6,27,5.4,11,0,0,1,6,0,0,1,3.3,3.3,60.2%
63,64,Adam Thielen(MIN),3,3,27,9.0,13,0,0,1,3,0,0,1,3.0,3.0,82.7%
