,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,DeVante Parker(MIA),7,10,159,22.7,43,3,2,0,0,0,0,1,27.9,27.9,64.3%
1,2,Kenny Golladay(NYG),4,5,158,39.5,75,4,1,0,0,0,0,1,21.8,21.8,51.8%
2,3,Alshon Jeffery(FA),9,16,137,15.2,27,2,1,0,0,0,0,1,19.7,19.7,0.1%
3,4,Courtland Sutton(DEN),4,5,74,18.5,33,2,2,0,0,0,0,1,19.4,19.4,67.5%
4,5,Davante Adams(GB),6,10,64,10.7,25,1,2,0,0,0,0,1,18.4,18.4,100.0%
5,6,Robert Woods(LAR),13,18,172,13.2,48,2,0,0,0,0,0,1,17.2,17.2,29.9%
6,7,James Washington(PIT),4,4,111,27.8,44,3,1,0,0,0,0,1,17.1,17.1,1.5%
7,8,Cole Beasley(BUF),6,7,110,18.3,29,2,1,0,0,0,0,1,17.0,17.0,63.2%
8,9,Allen Lazard(GB),3,3,103,34.3,43,3,1,0,0,0,0,1,16.3,16.3,23.4%
9,10,Julian Edelman(FA),6,11,106,17.7,44,2,1,1,-7,0,0,1,15.9,15.9,13.1%
10,11,Allen Robinson II(CHI),8,12,86,10.8,16,0,1,0,0,0,0,1,14.6,14.6,53.7%
11,12,Dede Westbrook(MIN),5,8,60,12.0,39,1,1,0,0,0,0,1,14.0,14.0,0.1%
12,13,Anthony Miller(PIT),9,13,140,15.6,35,3,0,0,0,0,0,1,14.0,14.0,0.3%
13,14,DJ Moore(CAR),6,12,75,12.5,21,1,1,1,-3,0,0,1,13.2,13.2,95.7%
14,15,Keenan Allen(LAC),6,6,68,11.3,36,1,1,0,0,0,0,1,12.8,12.8,99.3%
15,16,Curtis Samuel(WAS),4,7,65,16.3,33,1,1,0,0,0,0,1,12.5,12.5,15.7%
16,17,David Moore(FA),2,4,65,32.5,60,1,1,0,0,0,0,1,12.5,12.5,0.0%
17,18,Cooper Kupp(LAR),6,6,65,10.8,27,1,1,0,0,0,0,1,12.5,12.5,100.0%
18,19,Kenny Stills(NO),3,4,61,20.3,35,2,1,0,0,0,0,1,12.1,12.1,0.1%
19,20,Deebo Samuel(SF),2,4,41,20.5,33,1,1,1,20,0,0,1,12.1,12.1,98.8%
20,21,Tyler Boyd(CIN),5,10,59,11.8,17,0,1,0,0,0,0,1,11.9,11.9,71.3%
21,22,Laquon Treadwell(JAC),1,2,58,58.0,58,1,1,0,0,0,0,1,11.8,11.8,2.5%
22,23,Mike Williams(LAC),5,7,117,23.4,52,2,0,0,0,0,0,1,11.7,11.7,91.9%
23,24,Russell Gage(ATL),5,9,52,10.4,14,0,1,0,0,0,0,1,11.2,11.2,60.2%
24,25,Zach Pascal(IND),7,10,109,15.6,26,2,0,0,0,0,0,1,10.9,10.9,3.5%
25,26,DeAndre Hopkins(ARI),5,8,64,12.8,27,1,0,0,0,0,0,1,10.6,10.6,69.3%
26,27,Robby Anderson(CAR),7,10,101,14.4,20,2,0,0,0,0,0,1,10.1,10.1,42.2%
27,28,Sterling Shepard(NYG),3,6,40,13.3,18,0,1,0,0,0,0,1,10.0,10.0,23.7%
28,29,Marvin Jones Jr.(JAC),3,6,40,13.3,19,0,1,0,0,0,0,1,10.0,10.0,55.4%
29,30,Kalif Raymond(DET),1,1,40,40.0,40,1,1,0,0,0,0,1,10.0,10.0,3.3%
30,31,Calvin Ridley(ATL),8,10,91,11.4,18,0,0,0,0,0,0,1,9.1,9.1,56.8%
31,32,Breshad Perriman(TB),5,6,87,17.4,32,2,0,0,0,0,0,1,8.7,8.7,2.5%
32,33,Amari Cooper(DAL),8,11,85,10.6,17,0,0,0,0,0,0,1,8.5,8.5,97.7%
33,34,John Brown(FA),3,4,26,8.7,14,0,0,0,0,0,0,1,7.7,7.7,1.3%
34,35,Jarvis Landry(CLE),6,11,76,12.7,19,0,0,0,0,0,0,1,7.6,7.6,72.5%
35,36,J.J. Arcega-Whiteside(PHI),1,2,15,15.0,15,0,1,0,0,0,0,1,7.5,7.5,0.1%
36,37,Ventell Bryant(FA),1,1,15,15.0,15,0,1,0,0,0,0,1,7.5,7.5,0.0%
37,38,Adam Humphries(WAS),1,2,13,13.0,13,0,1,0,0,0,0,1,7.3,7.3,0.8%
38,39,Auden Tate(CIN),4,7,66,16.5,19,0,0,0,0,0,0,1,6.6,6.6,0.1%
39,40,Michael Gallup(DAL),3,7,63,21.0,35,1,0,0,0,0,0,1,6.3,6.3,72.8%
40,41,Albert Wilson(MIA),5,5,32,6.4,13,0,0,2,31,0,0,1,6.3,6.3,0.8%
41,42,Nelson Agholor(NE),3,6,41,13.7,24,1,0,0,0,0,0,1,6.1,6.1,13.6%
42,43,Chris Conley(HOU),4,5,57,14.3,20,1,0,0,0,0,0,1,5.7,5.7,0.4%
43,44,Christian Blake(ATL),6,9,57,9.5,13,0,0,0,0,0,0,1,5.7,5.7,0.0%
44,45,Larry Fitzgerald(FA),6,7,56,9.3,18,0,0,0,0,0,0,1,5.6,5.6,0.3%
45,46,Javon Wims(LV),5,6,56,11.2,19,0,0,0,0,0,0,1,5.6,5.6,0.0%
46,47,Marcus Johnson(TEN),4,6,55,13.8,19,0,0,0,0,0,0,1,5.5,5.5,0.6%
47,48,D.K. Metcalf(SEA),6,7,75,12.5,20,1,0,0,0,0,1,1,5.5,5.5,98.9%
48,49,Randall Cobb(GB),3,3,53,17.7,23,1,0,0,0,0,0,1,5.3,5.3,7.6%
