player,team,position,games,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,total_receiving_tgt,receiving_tgt_per_game,total_receiving_tgt_rank,receiving_tgt_per_game_rank
Nelson Agholor,NE,WR,15,7.0,3.0,8.0,5.0,4.0,4.0,5.0,6.0,0.0,4.0,5.0,3.0,1.0,0.0,6.0,0.0,0.0,3.0,64.0,4.266666666666667,93.5,123.5
Josh Jacobs,LV,RB,15,2.0,0.0,0.0,5.0,5.0,1.0,3.0,0.0,4.0,5.0,7.0,4.0,9.0,6.0,4.0,3.0,4.0,2.0,64.0,4.266666666666667,93.5,123.5
Laquon Treadwell,JAC,WR,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,8.0,5.0,6.0,9.0,5.0,6.0,5.0,51.0,4.25,138.5,125.0
Gabriel Davis,BUF,WR,15,5.0,0.0,1.0,1.0,1.0,2.0,0.0,5.0,2.0,3.0,4.0,3.0,4.0,8.0,7.0,0.0,3.0,14.0,63.0,4.2,97.5,126.5
Gerald Everett,SEA,TE,15,2.0,2.0,5.0,0.0,0.0,3.0,3.0,2.0,0.0,8.0,4.0,9.0,6.0,2.0,4.0,5.0,5.0,3.0,63.0,4.2,97.5,126.5
Donovan Peoples-Jones,CLE,WR,14,1.0,1.0,2.0,0.0,6.0,5.0,0.0,0.0,3.0,5.0,0.0,5.0,0.0,7.0,8.0,6.0,5.0,4.0,58.0,4.142857142857143,113.0,128.0
Ray-Ray McCloud,PIT,WR,16,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,12.0,2.0,0.0,4.0,8.0,3.0,8.0,10.0,9.0,66.0,4.125,87.5,129.0
Kendrick Bourne,NE,WR,17,3.0,3.0,8.0,5.0,3.0,2.0,4.0,7.0,4.0,4.0,4.0,6.0,0.0,0.0,3.0,4.0,6.0,4.0,70.0,4.117647058823529,79.5,130.0
Saquon Barkley,NYG,RB,14,3.0,3.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,9.0,3.0,8.0,1.0,1.0,4.0,57.0,4.071428571428571,118.0,131.0
Austin Hooper,CLE,TE,15,3.0,5.0,3.0,5.0,0.0,3.0,3.0,6.0,2.0,5.0,7.0,3.0,0.0,6.0,0.0,5.0,5.0,0.0,61.0,4.066666666666666,104.5,132.0
Braxton Berrios,NYJ,WR,16,7.0,11.0,3.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,1.0,3.0,1.0,10.0,1.0,6.0,12.0,0.0,65.0,4.0625,90.0,133.0
Jason Moore Jr.,LAC,WR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,428.5,136.0
Will Fuller V,MIA,WR,2,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,353.0,136.0
Anthony Miller,PIT,WR,3,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,323.0,136.0
Antoine Wesley,ARI,WR,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,8.0,4.0,5.0,4.0,32.0,4.0,208.0,136.0
Cyril Grayson Jr.,TB,WR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,12.0,4.0,323.0,136.0
C.J. Uzomah,CIN,TE,16,2.0,2.0,1.0,6.0,2.0,3.0,3.0,4.0,5.0,0.0,3.0,3.0,6.0,6.0,4.0,7.0,6.0,0.0,63.0,3.9375,97.5,139.0
Michael Carter,NYJ,RB,14,2.0,3.0,3.0,3.0,3.0,0.0,9.0,14.0,2.0,6.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,55.0,3.9285714285714284,124.5,140.0
Rashard Higgins,CLE,WR,12,0.0,2.0,2.0,7.0,5.0,3.0,2.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,6.0,5.0,0.0,47.0,3.9166666666666665,153.5,141.0
Adam Trautman,NO,TE,11,6.0,0.0,1.0,1.0,2.0,0.0,3.0,6.0,7.0,6.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,43.0,3.909090909090909,164.5,142.0
Albert Wilson,MIA,WR,10,2.0,6.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,5.0,4.0,6.0,8.0,0.0,2.0,0.0,0.0,0.0,39.0,3.9,181.5,143.0
Ezekiel Elliott,DAL,RB,17,2.0,2.0,3.0,1.0,3.0,9.0,0.0,6.0,3.0,3.0,6.0,8.0,3.0,6.0,4.0,1.0,2.0,3.0,65.0,3.823529411764706,90.0,144.0
Nick Westbrook-Ikhine,TEN,WR,15,2.0,1.0,4.0,8.0,0.0,3.0,0.0,3.0,1.0,1.0,8.0,6.0,0.0,3.0,7.0,3.0,2.0,5.0,57.0,3.8,118.0,145.0
Dalvin Cook,MIN,RB,13,7.0,3.0,0.0,6.0,0.0,2.0,0.0,2.0,3.0,5.0,4.0,7.0,0.0,3.0,3.0,0.0,3.0,1.0,49.0,3.769230769230769,146.5,146.0
Byron Pringle,KC,WR,16,2.0,2.0,6.0,2.0,2.0,3.0,6.0,2.0,0.0,5.0,2.0,0.0,4.0,1.0,4.0,7.0,4.0,8.0,60.0,3.75,107.0,147.0
Myles Gaskin,MIA,RB,17,5.0,5.0,6.0,0.0,10.0,6.0,4.0,4.0,6.0,2.0,4.0,2.0,2.0,0.0,0.0,3.0,1.0,3.0,63.0,3.7058823529411766,97.5,148.0
T.Y. Hilton,IND,WR,10,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,5.0,2.0,5.0,2.0,0.0,1.0,5.0,3.0,5.0,37.0,3.7,194.0,149.0
Bryan Edwards,LV,WR,16,5.0,3.0,5.0,4.0,6.0,4.0,4.0,0.0,4.0,4.0,0.0,1.0,5.0,3.0,4.0,0.0,2.0,5.0,59.0,3.6875,110.0,150.0
Ty Johnson,NYJ,RB,15,3.0,0.0,5.0,2.0,3.0,0.0,7.0,6.0,3.0,8.0,1.0,1.0,4.0,7.0,0.0,0.0,4.0,1.0,55.0,3.6666666666666665,124.5,151.0
Adam Humphries,WAS,WR,17,2.0,8.0,4.0,1.0,5.0,2.0,4.0,3.0,0.0,1.0,2.0,2.0,5.0,7.0,6.0,6.0,2.0,2.0,62.0,3.6470588235294117,101.5,152.5
Quez Watkins,PHI,WR,17,3.0,2.0,2.0,7.0,3.0,5.0,4.0,2.0,3.0,6.0,1.0,5.0,3.0,0.0,2.0,3.0,4.0,7.0,62.0,3.6470588235294117,101.5,152.5
David Montgomery,CHI,RB,14,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,9.0,7.0,6.0,9.0,2.0,3.0,51.0,3.642857142857143,138.5,154.5
Keelan Cole Sr.,NYJ,WR,14,0.0,0.0,2.0,4.0,3.0,0.0,2.0,5.0,8.0,6.0,1.0,2.0,0.0,6.0,2.0,2.0,5.0,3.0,51.0,3.642857142857143,138.5,154.5
Robert Tonyan,GB,TE,8,4.0,3.0,1.0,7.0,2.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3.625,215.0,156.0
Breshad Perriman,TB,WR,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,3.0,6.0,18.0,3.6,282.0,157.0
Cameron Brate,TB,TE,16,0.0,1.0,5.0,6.0,1.0,4.0,4.0,4.0,0.0,3.0,6.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,57.0,3.5625,118.0,158.0
Randall Cobb,GB,WR,11,1.0,3.0,1.0,6.0,3.0,0.0,4.0,5.0,5.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,3.5454545454545454,181.5,159.0
Olamide Zaccheaus,ATL,WR,15,0.0,4.0,6.0,3.0,4.0,0.0,1.0,1.0,3.0,7.0,5.0,2.0,5.0,0.0,2.0,4.0,3.0,3.0,53.0,3.533333333333333,130.0,160.5
David Njoku,CLE,TE,15,5.0,3.0,0.0,2.0,7.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,0.0,0.0,5.0,2.0,4.0,2.0,53.0,3.533333333333333,130.0,160.5
Brevin Jordan,HOU,TE,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,3.0,4.0,7.0,0.0,4.0,1.0,0.0,28.0,3.5,219.5,162.0
Damiere Byrd,CHI,WR,11,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,7.0,2.0,6.0,3.0,2.0,6.0,38.0,3.4545454545454546,188.0,163.0
Tyler Johnson,TB,WR,16,1.0,2.0,6.0,2.0,3.0,0.0,2.0,6.0,0.0,5.0,3.0,1.0,1.0,3.0,7.0,0.0,6.0,7.0,55.0,3.4375,124.5,164.0
Mike Davis,ATL,RB,17,6.0,7.0,4.0,2.0,5.0,0.0,0.0,6.0,2.0,1.0,4.0,4.0,4.0,6.0,1.0,1.0,2.0,3.0,58.0,3.411764705882353,113.0,165.0
Maxx Williams,ARI,TE,5,1.0,7.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.4,288.0,166.0
Kareem Hunt,CLE,RB,8,3.0,1.0,7.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,27.0,3.375,224.0,167.0
Jalen Reagor,PHI,WR,17,6.0,5.0,8.0,1.0,5.0,3.0,2.0,2.0,1.0,2.0,3.0,7.0,1.0,0.0,3.0,4.0,1.0,3.0,57.0,3.3529411764705883,118.0,169.0
Darrel Williams,KC,RB,17,0.0,0.0,3.0,2.0,5.0,4.0,4.0,6.0,4.0,9.0,3.0,0.0,3.0,3.0,1.0,3.0,3.0,4.0,57.0,3.3529411764705883,118.0,169.0
Nyheim Hines,IND,RB,17,8.0,2.0,6.0,2.0,1.0,2.0,3.0,5.0,6.0,4.0,0.0,4.0,4.0,0.0,2.0,1.0,4.0,3.0,57.0,3.3529411764705883,118.0,169.0
Parris Campbell,IND,WR,6,3.0,0.0,4.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,3.3333333333333335,270.0,172.5
Kenyan Drake,LV,RB,12,5.0,6.0,6.0,0.0,1.0,2.0,3.0,0.0,8.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,3.3333333333333335,175.5,172.5
KJ Hamler,DEN,WR,3,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.3333333333333335,338.0,172.5
Darrell Henderson Jr.,LAR,RB,12,1.0,5.0,0.0,6.0,1.0,3.0,6.0,2.0,4.0,6.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,40.0,3.3333333333333335,175.5,172.5
James Robinson,JAC,RB,14,6.0,3.0,6.0,2.0,1.0,4.0,0.0,2.0,0.0,5.0,3.0,4.0,4.0,0.0,6.0,0.0,0.0,0.0,46.0,3.2857142857142856,155.5,175.5
Kenny Stills,NO,WR,7,0.0,0.0,3.0,1.0,5.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,23.0,3.2857142857142856,246.0,175.5
Joshua Palmer,LAC,WR,15,1.0,2.0,0.0,0.0,3.0,4.0,0.0,1.0,2.0,4.0,1.0,2.0,1.0,7.0,1.0,6.0,5.0,9.0,49.0,3.2666666666666666,146.5,177.0
Dontrell Hilliard,TEN,RB,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,2.0,6.0,2.0,3.0,1.0,26.0,3.25,228.0,179.0
Antonio Gibson,WAS,RB,16,5.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,7.0,6.0,2.0,7.0,4.0,0.0,3.0,52.0,3.25,135.0,179.0
Jamal Agnew,JAC,WR,12,0.0,0.0,0.0,1.0,7.0,6.0,0.0,12.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,3.25,181.5,179.0
David Johnson,HOU,RB,13,4.0,2.0,0.0,4.0,6.0,2.0,6.0,1.0,5.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,42.0,3.230769230769231,168.0,181.0
Tavon Austin,JAC,WR,12,0.0,0.0,0.0,3.0,5.0,1.0,0.0,3.0,0.0,1.0,2.0,2.0,2.0,5.0,3.0,7.0,4.0,0.0,38.0,3.1666666666666665,188.0,182.0
Trinity Benson,DET,WR,7,6.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,3.142857142857143,255.0,183.0
Kenneth Gainwell,PHI,RB,16,3.0,3.0,4.0,8.0,3.0,2.0,8.0,0.0,0.0,1.0,0.0,4.0,5.0,0.0,1.0,1.0,0.0,7.0,50.0,3.125,142.0,184.0
Ameer Abdullah,CAR,RB,17,2.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0,6.0,0.0,4.0,4.0,6.0,4.0,11.0,53.0,3.1176470588235294,130.0,185.5
Javonte Williams,DEN,RB,17,1.0,1.0,4.0,3.0,3.0,3.0,7.0,4.0,0.0,3.0,0.0,4.0,9.0,2.0,4.0,2.0,1.0,2.0,53.0,3.1176470588235294,130.0,185.5
Tony Pollard,DAL,RB,15,4.0,3.0,1.0,0.0,4.0,3.0,0.0,1.0,2.0,7.0,2.0,4.0,4.0,0.0,3.0,3.0,5.0,0.0,46.0,3.066666666666667,155.5,187.0
Brandon Bolden,NE,RB,16,0.0,0.0,4.0,6.0,4.0,1.0,7.0,0.0,2.0,3.0,2.0,4.0,1.0,0.0,5.0,5.0,3.0,2.0,49.0,3.0625,146.5,188.0
Joe Mixon,CIN,RB,16,4.0,2.0,1.0,2.0,1.0,6.0,0.0,5.0,5.0,0.0,0.0,4.0,1.0,2.0,1.0,6.0,8.0,0.0,48.0,3.0,151.0,192.5
Mohamed Sanu Sr.,SF,WR,8,1.0,1.0,6.0,5.0,3.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,241.0,192.5
Ryan Griffin,NYJ,TE,14,6.0,2.0,1.0,4.0,2.0,0.0,2.0,1.0,7.0,2.0,4.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,42.0,3.0,168.0,192.5
Jalen Guyton,LAC,WR,16,5.0,2.0,1.0,2.0,3.0,5.0,0.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,0.0,2.0,9.0,48.0,3.0,151.0,192.5
D.J. Montgomery,NYJ,WR,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,3.0,378.5,192.5
Jonathan Taylor,IND,RB,17,7.0,1.0,1.0,3.0,4.0,2.0,3.0,4.0,2.0,8.0,3.0,5.0,0.0,0.0,0.0,2.0,2.0,4.0,51.0,3.0,138.5,192.5
Kirk Merritt,NO,WR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,452.0,192.5
Tyrell Williams,DET,WR,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,452.0,192.5
Devin Singletary,BUF,RB,17,5.0,3.0,2.0,1.0,2.0,5.0,0.0,1.0,8.0,1.0,4.0,1.0,0.0,7.0,1.0,6.0,1.0,2.0,50.0,2.9411764705882355,142.0,197.0
Devin Duvernay,BAL,WR,16,2.0,0.0,3.0,6.0,4.0,3.0,1.0,0.0,2.0,4.0,6.0,2.0,3.0,5.0,3.0,0.0,3.0,0.0,47.0,2.9375,153.5,198.0
James Washington,PIT,WR,15,2.0,1.0,5.0,5.0,0.0,1.0,0.0,1.0,3.0,6.0,3.0,2.0,1.0,6.0,5.0,2.0,1.0,0.0,44.0,2.933333333333333,161.0,199.5
Foster Moreau,LV,TE,15,0.0,3.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,5.0,3.0,6.0,9.0,4.0,1.0,2.0,44.0,2.933333333333333,161.0,199.5
Jeremy McNichols,TEN,RB,13,4.0,3.0,2.0,12.0,2.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,38.0,2.923076923076923,188.0,201.5
Jauan Jennings,SF,WR,13,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0,5.0,6.0,5.0,2.0,7.0,38.0,2.923076923076923,188.0,201.5
Giovani Bernard,TB,RB,10,3.0,2.0,10.0,0.0,2.0,2.0,3.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,29.0,2.9,215.0,203.0
Anthony Firkser,TEN,TE,15,4.0,0.0,0.0,5.0,4.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,0.0,5.0,2.0,1.0,3.0,4.0,43.0,2.8666666666666667,164.5,204.5
Jack Doyle,IND,TE,15,4.0,8.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0,43.0,2.8666666666666667,164.5,204.5
James Proche II,BAL,WR,7,0.0,0.0,1.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,20.0,2.857142857142857,270.0,207.0
Marquise Goodwin,CHI,WR,14,4.0,3.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,40.0,2.857142857142857,175.5,207.0
Albert Okwuegbunam,DEN,TE,14,3.0,4.0,1.0,2.0,0.0,0.0,0.0,3.0,5.0,3.0,0.0,2.0,4.0,5.0,4.0,2.0,2.0,0.0,40.0,2.857142857142857,175.5,207.0
Miles Sanders,PHI,RB,12,5.0,2.0,4.0,3.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,3.0,0.0,0.0,34.0,2.8333333333333335,201.5,209.0
Devontae Booker,NYG,RB,16,1.0,1.0,0.0,1.0,4.0,4.0,3.0,6.0,3.0,0.0,1.0,1.0,4.0,5.0,2.0,4.0,3.0,2.0,45.0,2.8125,158.0,210.5
Jonnu Smith,NE,TE,16,5.0,5.0,6.0,5.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,4.0,1.0,0.0,3.0,0.0,1.0,0.0,45.0,2.8125,158.0,210.5
Phillip Dorsett II,HOU,WR,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,14.0,2.8,308.5,212.0
Tyler Kroft,NYJ,TE,9,5.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,25.0,2.7777777777777777,235.5,213.0
Jordan Akins,HOU,TE,12,2.0,2.0,5.0,1.0,2.0,6.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,33.0,2.75,205.0,214.0
Demarcus Robinson,KC,WR,15,2.0,4.0,2.0,0.0,2.0,6.0,4.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,6.0,41.0,2.7333333333333334,171.0,215.0
Marcus Johnson,TEN,WR,7,0.0,0.0,0.0,0.0,5.0,1.0,1.0,5.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.7142857142857144,277.5,216.0
Chester Rogers,TEN,WR,16,6.0,5.0,2.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,3.0,0.0,1.0,4.0,1.0,2.0,2.0,43.0,2.6875,164.5,217.0
Preston Williams,MIA,WR,6,0.0,3.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.6666666666666665,296.0,218.5
Dez Fitzpatrick,TEN,WR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.6666666666666665,353.0,218.5
Mo Alie-Cox,IND,TE,17,2.0,2.0,2.0,5.0,4.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,4.0,5.0,3.0,45.0,2.6470588235294117,158.0,220.0
Chris Conley,HOU,WR,14,2.0,2.0,1.0,1.0,4.0,2.0,0.0,2.0,3.0,0.0,5.0,0.0,4.0,2.0,4.0,3.0,2.0,0.0,37.0,2.642857142857143,194.0,221.5
Tajae Sharpe,ATL,WR,14,0.0,2.0,1.0,2.0,5.0,0.0,2.0,6.0,1.0,1.0,4.0,3.0,5.0,2.0,1.0,0.0,0.0,2.0,37.0,2.642857142857143,194.0,221.5
JaMycal Hasty,SF,RB,11,1.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,3.0,29.0,2.6363636363636362,215.0,223.0
Devonta Freeman,BAL,RB,16,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,3.0,4.0,6.0,1.0,8.0,5.0,1.0,2.0,1.0,2.0,42.0,2.625,168.0,224.5
Collin Johnson,NYG,WR,8,0.0,0.0,7.0,0.0,3.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,2.625,262.0,224.5
Pharaoh Brown,HOU,TE,13,5.0,1.0,0.0,2.0,4.0,3.0,3.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,2.0,3.0,1.0,0.0,34.0,2.6153846153846154,201.5,226.0
James Conner,ARI,RB,15,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,4.0,6.0,0.0,2.0,9.0,2.0,0.0,0.0,6.0,39.0,2.6,181.5,228.0
Kyle Rudolph,NYG,TE,15,5.0,2.0,0.0,3.0,1.0,2.0,2.0,3.0,5.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,1.0,6.0,39.0,2.6,181.5,228.0
Juwann Winfree,GB,WR,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,13.0,2.6,315.0,228.0
DeAndre Carter,WAS,WR,17,0.0,0.0,0.0,1.0,8.0,1.0,1.0,6.0,0.0,6.0,3.0,5.0,1.0,6.0,3.0,2.0,0.0,1.0,44.0,2.588235294117647,161.0,230.0
Hayden Hurst,ATL,TE,12,4.0,1.0,1.0,4.0,5.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,31.0,2.5833333333333335,210.5,231.0
Durham Smythe,MIA,TE,16,2.0,0.0,1.0,2.0,3.0,6.0,4.0,0.0,2.0,1.0,5.0,5.0,1.0,0.0,1.0,3.0,3.0,2.0,41.0,2.5625,171.0,232.0
Kyle Juszczyk,SF,RB,15,1.0,3.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,5.0,2.0,0.0,38.0,2.533333333333333,188.0,233.0
Derrick Henry,TEN,RB,8,4.0,6.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.5,270.0,238.0
Geoff Swaim,TEN,TE,16,1.0,2.0,4.0,1.0,1.0,2.0,1.0,5.0,4.0,5.0,0.0,1.0,0.0,4.0,2.0,3.0,3.0,1.0,40.0,2.5,175.5,238.0
Terrace Marshall Jr.,CAR,WR,12,6.0,3.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,30.0,2.5,212.5,238.0
Mark Ingram II,NO,RB,14,1.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,5.0,7.0,8.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,35.0,2.5,198.5,238.0
Noah Brown,DAL,WR,10,0.0,0.0,1.0,0.0,4.0,2.0,0.0,2.0,1.0,1.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,2.5,235.5,238.0
D'Wayne Eskridge,SEA,WR,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,1.0,4.0,3.0,3.0,0.0,20.0,2.5,270.0,238.0
Zach Gentry,PIT,TE,10,1.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,4.0,2.0,5.0,25.0,2.5,235.5,238.0
Wendell Smallwood,WAS,RB,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,5.0,2.5,403.0,238.0
Dyami Brown,WAS,WR,10,4.0,6.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,25.0,2.5,235.5,238.0
Zack Moss,BUF,RB,13,0.0,2.0,3.0,1.0,4.0,4.0,0.0,7.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,32.0,2.4615384615384617,208.0,243.0
Alexander Mattison,MIN,RB,16,1.0,1.0,8.0,0.0,7.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,4.0,5.0,1.0,39.0,2.4375,181.5,244.0
DeSean Jackson,LV,WR,14,2.0,0.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,3.0,5.0,3.0,0.0,34.0,2.4285714285714284,201.5,245.0
Melvin Gordon III,DEN,RB,16,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,38.0,2.375,188.0,246.0
Josiah Deguara,GB,TE,14,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,2.0,4.0,0.0,3.0,5.0,3.0,3.0,4.0,33.0,2.357142857142857,205.0,247.0
Freddie Swain,SEA,WR,17,1.0,5.0,2.0,4.0,3.0,3.0,6.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,40.0,2.3529411764705883,175.5,248.0
Tyree Jackson,PHI,TE,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,2.3333333333333335,364.5,251.0
Cody Hollister,TEN,WR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,2.3333333333333335,364.5,251.0
