player,team,games,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,total_receiving_tgt,receiving_tgt_per_game,total_receiving_tgt_rank,receiving_tgt_per_game_rank
Jaylen Waddle,MIA,16,5.0,8.0,13.0,4.0,6.0,13.0,8.0,11.0,10.0,6.0,9.0,10.0,11.0,0.0,0.0,12.0,7.0,7.0,135.0,8.4375,10.0,11.0
Chris Godwin,TB,14,13.0,5.0,7.0,5.0,11.0,5.0,11.0,12.0,0.0,8.0,6.0,5.0,17.0,15.0,7.0,0.0,0.0,0.0,114.0,8.142857142857142,21.0,12.0
Kristian Wilkerson,NE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,8.0,166.5,13.0
Brandin Cooks,HOU,16,7.0,14.0,11.0,7.0,5.0,13.0,7.0,6.0,14.0,0.0,3.0,5.0,6.0,11.0,10.0,0.0,11.0,4.0,127.0,7.9375,12.0,14.0
Darnell Mooney,CHI,17,7.0,8.0,4.0,7.0,5.0,8.0,5.0,9.0,6.0,0.0,16.0,8.0,7.0,5.0,7.0,9.0,13.0,16.0,133.0,7.823529411764706,11.0,15.0
Tee Higgins,CIN,14,5.0,10.0,0.0,0.0,7.0,6.0,15.0,6.0,8.0,0.0,3.0,8.0,14.0,7.0,3.0,13.0,5.0,0.0,105.0,7.5,26.5,16.0
A.J. Brown,TEN,13,8.0,9.0,2.0,0.0,6.0,9.0,9.0,11.0,11.0,4.0,9.0,0.0,0.0,0.0,0.0,16.0,5.0,6.0,97.0,7.461538461538462,32.0,17.0
Terry McLaurin,WAS,17,4.0,14.0,7.0,13.0,11.0,8.0,12.0,7.0,0.0,8.0,7.0,7.0,5.0,3.0,4.0,6.0,8.0,6.0,126.0,7.411764705882353,13.0,18.0
Michael Pittman Jr.,IND,17,4.0,12.0,12.0,8.0,7.0,3.0,4.0,15.0,6.0,5.0,5.0,10.0,8.0,0.0,5.0,12.0,6.0,7.0,125.0,7.352941176470588,14.0,19.0
Mike Williams,LAC,16,12.0,10.0,9.0,4.0,16.0,5.0,0.0,5.0,5.0,6.0,6.0,8.0,7.0,6.0,9.0,0.0,4.0,17.0,117.0,7.3125,18.5,20.5
Jakobi Meyers,NE,16,9.0,6.0,14.0,12.0,5.0,6.0,7.0,9.0,4.0,4.0,6.0,8.0,0.0,0.0,12.0,8.0,8.0,8.0,117.0,7.3125,18.5,20.5
D.K. Metcalf,SEA,17,5.0,11.0,9.0,8.0,5.0,7.0,5.0,6.0,0.0,8.0,8.0,4.0,8.0,8.0,12.0,5.0,9.0,11.0,124.0,7.294117647058823,15.0,22.0
Robert Woods,LAR,9,4.0,9.0,6.0,6.0,14.0,5.0,6.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,7.222222222222222,57.0,23.0
Amon-Ra St. Brown,DET,16,4.0,5.0,1.0,8.0,8.0,7.0,0.0,5.0,0.0,6.0,4.0,4.0,12.0,12.0,11.0,11.0,11.0,10.0,115.0,7.1875,20.0,24.0
Ja'Marr Chase,CIN,17,7.0,4.0,5.0,9.0,10.0,6.0,10.0,9.0,13.0,0.0,6.0,3.0,8.0,8.0,4.0,10.0,12.0,4.0,121.0,7.117647058823529,16.0,25.0
Russell Gage,ATL,13,2.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,3.0,8.0,7.0,12.0,6.0,12.0,5.0,5.0,13.0,92.0,7.076923076923077,35.0,26.0
Hunter Renfrow,LV,17,9.0,7.0,6.0,8.0,8.0,5.0,8.0,0.0,9.0,9.0,4.0,9.0,10.0,14.0,5.0,3.0,9.0,5.0,119.0,7.0,17.0,27.0
Jarvis Landry,CLE,12,5.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,5.0,5.0,8.0,10.0,0.0,10.0,0.0,7.0,10.0,8.0,82.0,6.833333333333333,43.5,28.0
Deebo Samuel,SF,16,12.0,8.0,10.0,13.0,9.0,0.0,11.0,9.0,9.0,5.0,2.0,4.0,0.0,1.0,5.0,11.0,6.0,6.0,109.0,6.8125,23.0,29.0
Mike Evans,TB,16,6.0,9.0,10.0,12.0,8.0,4.0,10.0,4.0,0.0,3.0,11.0,6.0,10.0,6.0,1.0,0.0,7.0,7.0,108.0,6.75,24.0,30.0
Chase Claypool,PIT,15,5.0,9.0,15.0,0.0,6.0,7.0,0.0,5.0,5.0,0.0,9.0,8.0,3.0,9.0,2.0,6.0,9.0,7.0,100.0,6.666666666666667,29.0,31.0
Elijah Moore,NYJ,11,4.0,8.0,6.0,0.0,2.0,0.0,6.0,6.0,8.0,6.0,11.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,73.0,6.636363636363637,47.5,32.0
DeVante Parker,MIA,10,7.0,9.0,7.0,9.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,13.0,4.0,66.0,6.6,55.5,33.0
CeeDee Lamb,DAL,16,15.0,9.0,3.0,5.0,6.0,11.0,0.0,8.0,9.0,7.0,4.0,0.0,13.0,10.0,9.0,5.0,4.0,2.0,105.0,6.5625,26.5,34.0
Adam Thielen,MIN,13,10.0,7.0,9.0,8.0,3.0,13.0,0.0,9.0,7.0,7.0,10.0,7.0,2.0,0.0,0.0,3.0,0.0,0.0,85.0,6.538461538461538,41.0,35.0
Marvin Jones Jr.,JAC,17,9.0,11.0,8.0,3.0,6.0,10.0,0.0,8.0,5.0,6.0,6.0,7.0,3.0,7.0,4.0,13.0,6.0,8.0,111.0,6.529411764705882,22.0,36.0
Tyler Lockett,SEA,16,5.0,11.0,4.0,5.0,10.0,7.0,3.0,13.0,0.0,8.0,5.0,5.0,8.0,9.0,0.0,6.0,3.0,5.0,102.0,6.375,28.0,37.0
Robby Anderson,CAR,17,3.0,6.0,2.0,11.0,7.0,11.0,9.0,1.0,3.0,6.0,6.0,4.0,0.0,12.0,8.0,10.0,2.0,9.0,107.0,6.294117647058823,25.0,38.0
Sterling Shepard,NYG,7,9.0,10.0,3.0,0.0,0.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,44.0,6.285714285714286,93.0,39.0
Cole Beasley,BUF,16,13.0,4.0,13.0,2.0,2.0,9.0,0.0,13.0,11.0,2.0,5.0,5.0,3.0,11.0,8.0,0.0,6.0,5.0,99.0,6.1875,30.0,40.0
Kadarius Toney,NYG,9,2.0,0.0,3.0,9.0,13.0,3.0,0.0,5.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,55.0,6.111111111111111,74.5,41.5
Michael Gallup,DAL,9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,8.0,9.0,9.0,5.0,5.0,4.0,0.0,55.0,6.111111111111111,74.5,41.5
Odell Beckham Jr.,LAR,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,5.0,7.0,3.0,8.0,7.0,5.0,48.0,6.0,87.5,43.0
Jamison Crowder,NYJ,12,0.0,0.0,0.0,9.0,6.0,0.0,6.0,9.0,7.0,5.0,7.0,1.0,6.0,6.0,8.0,0.0,0.0,1.0,71.0,5.916666666666667,49.0,44.0
Amari Cooper,DAL,15,17.0,5.0,4.0,3.0,6.0,8.0,0.0,13.0,5.0,4.0,0.0,0.0,2.0,7.0,5.0,11.0,7.0,7.0,87.0,5.8,38.0,45.0
Corey Davis,NYJ,9,7.0,5.0,10.0,7.0,7.0,0.0,6.0,0.0,0.0,7.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,52.0,5.777777777777778,80.0,46.0
Christian Kirk,ARI,17,5.0,4.0,8.0,1.0,5.0,8.0,5.0,6.0,6.0,8.0,5.0,0.0,3.0,6.0,12.0,9.0,9.0,3.0,98.0,5.764705882352941,31.0,47.0
Rashod Bateman,BAL,12,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,8.0,8.0,6.0,4.0,1.0,8.0,2.0,5.0,10.0,4.0,68.0,5.666666666666667,51.5,48.0
DeVonta Smith,PHI,17,8.0,7.0,6.0,10.0,9.0,4.0,9.0,3.0,6.0,6.0,6.0,4.0,4.0,0.0,5.0,7.0,6.0,4.0,96.0,5.647058823529412,33.0,49.0
Laviska Shenault Jr.,JAC,16,10.0,7.0,4.0,7.0,3.0,10.0,0.0,4.0,4.0,8.0,5.0,9.0,5.0,7.0,7.0,0.0,3.0,7.0,90.0,5.625,36.5,50.5
Tyler Boyd,CIN,16,4.0,9.0,6.0,11.0,5.0,3.0,7.0,8.0,2.0,0.0,8.0,2.0,7.0,5.0,6.0,5.0,6.0,0.0,90.0,5.625,36.5,50.5
DeAndre Hopkins,ARI,10,8.0,4.0,6.0,7.0,9.0,4.0,9.0,2.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,56.0,5.6,71.5,52.0
Courtland Sutton,DEN,17,3.0,12.0,5.0,8.0,11.0,14.0,5.0,4.0,2.0,3.0,0.0,3.0,6.0,2.0,7.0,5.0,5.0,3.0,95.0,5.588235294117647,34.0,53.0
A.J. Green,ARI,16,6.0,6.0,6.0,6.0,2.0,6.0,3.0,8.0,0.0,5.0,7.0,0.0,1.0,10.0,8.0,3.0,6.0,9.0,86.0,5.375,39.5,54.0
Dante Pettis,NYG,3,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.333333333333333,146.0,55.0
Josh Reynolds,DET,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,7.0,5.0,6.0,7.0,0.0,3.0,36.0,5.142857142857143,109.5,56.0
Tim Patrick,DEN,16,4.0,4.0,5.0,6.0,9.0,6.0,5.0,3.0,5.0,6.0,0.0,3.0,5.0,5.0,5.0,4.0,0.0,10.0,81.0,5.0625,45.0,57.0
