rank,player,fg,fg_att,fg_pct,long,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,year
1.0,Greg Zuerlein,38.0,40.0,95.0,56.0,1.0,8.0,11.0,12.0,6.0,44.0,46.0,14.0,182.0,13.0,74.2,DAL,K,2017
2.0,Stephen Gostkowski,37.0,40.0,92.5,62.0,0.0,16.0,9.0,8.0,4.0,45.0,47.0,16.0,172.0,10.8,0.1,FA,K,2017
3.0,Robbie Gould,39.0,41.0,95.1,52.0,0.0,7.0,11.0,17.0,4.0,28.0,30.0,16.0,170.0,10.6,22.5,SF,K,2017
4.0,Matt Bryant,34.0,39.0,87.2,57.0,1.0,6.0,10.0,9.0,8.0,35.0,35.0,16.0,162.0,10.1,1.1,FA,K,2017
5.0,Justin Tucker,34.0,37.0,91.9,57.0,0.0,7.0,11.0,11.0,5.0,39.0,39.0,16.0,162.0,10.1,98.0,BAL,K,2017
6.0,Wil Lutz,31.0,36.0,86.1,53.0,0.0,10.0,4.0,13.0,4.0,47.0,50.0,16.0,161.0,10.1,3.3,NO,K,2017
7.0,Harrison Butker,38.0,42.0,90.5,53.0,0.0,8.0,16.0,10.0,4.0,28.0,28.0,13.0,160.0,12.3,76.6,KC,K,2017
8.0,Chris Boswell,35.0,38.0,92.1,53.0,0.0,10.0,12.0,9.0,4.0,37.0,39.0,16.0,159.0,9.9,51.0,PIT,K,2017
9.0,Ryan Succop,35.0,42.0,83.3,52.0,0.0,10.0,7.0,16.0,2.0,31.0,33.0,16.0,156.0,9.8,57.4,TB,K,2017
10.0,Matt Prater,30.0,35.0,85.7,58.0,2.0,4.0,10.0,7.0,7.0,40.0,41.0,16.0,151.0,9.4,52.8,ARI,K,2017
11.0,Kai Forbath,32.0,38.0,84.2,53.0,0.0,8.0,12.0,6.0,6.0,34.0,39.0,16.0,148.0,9.3,3.0,LAR,K,2017
12.0,Jake Elliott,26.0,31.0,83.9,61.0,0.0,5.0,4.0,12.0,5.0,39.0,42.0,15.0,139.0,9.3,22.5,PHI,K,2017
13.0,Stephen Hauschka,29.0,33.0,87.9,56.0,0.0,6.0,9.0,7.0,7.0,29.0,29.0,16.0,137.0,8.6,0.0,FA,K,2017
14.0,Phil Dawson,32.0,40.0,80.0,57.0,1.0,7.0,10.0,10.0,4.0,23.0,26.0,16.0,137.0,8.6,0.1,FA,K,2017
15.0,Graham Gano,29.0,30.0,96.7,48.0,0.0,8.0,11.0,10.0,0.0,34.0,37.0,16.0,131.0,8.2,31.4,NYG,K,2017
16.0,Adam Vinatieri,29.0,34.0,85.3,54.0,0.0,11.0,7.0,6.0,5.0,22.0,24.0,15.0,125.0,8.3,0.2,FA,K,2017
17.0,Chandler Catanzaro,25.0,30.0,83.3,57.0,1.0,6.0,4.0,12.0,2.0,29.0,29.0,16.0,120.0,7.5,0.0,FA,K,2017
18.0,Brandon McManus,24.0,32.0,75.0,53.0,0.0,6.0,11.0,4.0,3.0,27.0,27.0,16.0,109.0,6.8,44.3,DEN,K,2017
19.0,Blair Walsh,21.0,29.0,72.4,49.0,0.0,6.0,7.0,8.0,0.0,37.0,38.0,16.0,108.0,6.8,0.1,FA,K,2017
20.0,Ka'imi Fairbairn,20.0,25.0,80.0,55.0,0.0,3.0,8.0,6.0,3.0,32.0,35.0,16.0,104.0,6.5,0.8,HOU,K,2017
21.0,Cody Parkey,21.0,23.0,91.3,54.0,0.0,6.0,8.0,6.0,1.0,26.0,29.0,16.0,97.0,6.1,0.4,FA,K,2017
22.0,Randy Bullock,18.0,20.0,90.0,51.0,0.0,6.0,7.0,4.0,1.0,31.0,33.0,15.0,91.0,6.1,10.8,TEN,K,2017
23.0,Giorgio Tavecchio,16.0,21.0,76.2,53.0,0.0,5.0,5.0,3.0,3.0,33.0,34.0,16.0,90.0,5.6,1.0,TEN,K,2017
