rank,player,passing_cmp,passing_att,passing_cmppct,passing_yds,passing_avg,passing_td,passing_int,sacked,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
2.0,Josh Allen,18.0,33.0,54.5,231.0,7.0,2.0,2.0,2.0,9.0,135.0,0.0,0.0,1.0,28.7,28.7,100.0,QB,13,2018,BUF
3.0,Russell Wilson,11.0,17.0,64.7,185.0,10.9,4.0,0.0,3.0,4.0,14.0,0.0,0.0,1.0,24.8,24.8,90.4,QB,13,2018,SEA
4.0,Derek Carr,29.0,38.0,76.3,285.0,7.5,3.0,0.0,3.0,1.0,8.0,0.0,0.0,1.0,24.2,24.2,58.1,QB,13,2018,OAK
5.0,Philip Rivers,26.0,36.0,72.2,299.0,8.3,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,24.0,24.0,20.6,QB,13,2018,LAC
6.0,Jameis Winston,20.0,30.0,66.7,249.0,8.3,2.0,0.0,4.0,5.0,48.0,0.0,0.0,1.0,22.8,22.8,5.2,QB,13,2018,TB
7.0,Nick Mullens,30.0,48.0,62.5,414.0,8.6,2.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,22.7,22.7,0.3,QB,13,2018,SF
8.0,Marcus Mariota,20.0,35.0,57.1,282.0,8.1,2.0,1.0,3.0,4.0,43.0,0.0,0.0,1.0,21.6,21.6,0.2,QB,13,2018,TEN
9.0,Carson Wentz,27.0,39.0,69.2,306.0,7.8,2.0,1.0,0.0,4.0,-4.0,0.0,0.0,1.0,19.8,19.8,44.0,QB,13,2018,PHI
10.0,Ben Roethlisberger,29.0,45.0,64.4,281.0,6.2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,17.2,17.2,23.8,QB,13,2018,PIT
11.0,Lamar Jackson,12.0,21.0,57.1,125.0,6.0,0.0,0.0,2.0,17.0,75.0,1.0,1.0,1.0,16.5,16.5,94.0,QB,13,2018,BAL
12.0,Deshaun Watson,22.0,31.0,71.0,224.0,7.2,1.0,0.0,4.0,7.0,30.0,0.0,0.0,1.0,16.0,16.0,5.0,QB,13,2018,HOU
13.0,Cam Newton,28.0,41.0,68.3,300.0,7.3,2.0,4.0,4.0,6.0,33.0,0.0,0.0,1.0,15.3,15.3,20.3,QB,13,2018,CAR
14.0,Aaron Rodgers,31.0,50.0,62.0,233.0,4.7,1.0,0.0,1.0,3.0,20.0,0.0,0.0,1.0,15.3,15.3,97.4,QB,13,2018,GB
15.0,Ryan Tannehill,16.0,24.0,66.7,137.0,5.7,3.0,1.0,3.0,3.0,-5.0,0.0,0.0,1.0,15.0,15.0,62.7,QB,13,2018,MIA
16.0,Tom Brady,24.0,32.0,75.0,311.0,9.7,1.0,1.0,0.0,2.0,5.0,0.0,0.0,1.0,14.9,14.9,99.1,QB,13,2018,NE
