Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Zach Ertz(ARI),13,16,139,10.7,20,1,2,0,0,0,0,1,25.9,25.9,85.8%
2,Kyle Rudolph(FA),11,15,117,10.6,22,2,1,0,0,0,0,1,17.7,17.7,0.3%
3,Antonio Gates(FA),5,8,55,11.0,23,2,1,0,0,0,0,1,11.5,11.5,0.2%
4,Hunter Henry(NE),4,5,43,10.8,12,0,1,0,0,0,0,1,10.3,10.3,65.9%
5,Gary Barnidge(FA),5,5,40,8.0,15,0,1,0,0,0,0,1,10.0,10.0,0.1%
6,Darren Fells(FA),1,2,37,37.0,37,1,1,0,0,0,0,1,9.7,9.7,0.0%
7,Dwayne Allen(FA),3,3,34,11.3,15,0,1,0,0,0,0,1,9.4,9.4,0.0%
8,Martellus Bennett(FA),3,5,33,11.0,20,1,1,0,0,0,0,1,9.3,9.3,23.0%
9,Dennis Pitta(FA),11,16,91,8.3,16,0,0,0,0,0,0,1,9.1,9.1,0.0%
10,Luke Willson(FA),3,3,26,8.7,11,0,1,0,0,0,0,1,8.6,8.6,0.0%
11,Ben Koyack(FA),3,4,25,8.3,14,0,1,0,0,0,0,1,8.5,8.5,0.0%
12,Jordan Reed(FA),5,6,40,8.0,21,1,1,0,0,0,1,1,8.0,8.0,19.0%
13,Virgil Green(FA),3,4,17,5.7,8,0,1,0,0,0,0,1,7.7,7.7,0.0%
14,C.J. Uzomah(CIN),3,3,13,4.3,7,0,1,0,0,0,0,1,7.3,7.3,20.8%
15,C.J. Fiedorowicz(FA),2,7,12,6.0,8,0,1,0,0,0,0,1,7.2,7.2,0.0%
16,Seth DeValve(FA),1,1,12,12.0,12,0,1,0,0,0,0,1,7.2,7.2,0.0%
17,Jack Doyle(FA),2,5,10,5.0,9,0,1,0,0,0,0,1,7.0,7.0,2.2%
18,Garrett Celek(FA),1,1,9,9.0,9,0,1,0,0,0,0,1,6.9,6.9,0.0%
19,Jimmy Graham(CHI),4,7,64,16.0,42,1,0,0,0,0,0,1,6.4,6.4,0.8%
20,Eric Ebron(FA),6,6,61,10.2,19,0,0,0,0,0,0,1,6.1,6.1,3.0%
21,Jared Cook(LAC),4,8,56,14.0,24,1,0,0,0,0,0,1,5.6,5.6,50.2%
22,Vernon Davis(FA),2,3,49,24.5,31,1,0,0,0,0,0,1,4.9,4.9,1.6%
23,Will Tye(FA),4,5,47,11.8,24,1,0,0,0,0,0,1,4.7,4.7,0.0%
24,Trey Burton(FA),5,6,39,7.8,12,0,0,0,0,0,0,1,3.9,3.9,0.0%
25,Coby Fleener(FA),3,7,38,12.7,25,1,0,0,0,0,0,1,3.8,3.8,0.0%
26,Delanie Walker(FA),5,8,35,7.0,15,0,0,0,0,0,0,1,3.5,3.5,0.1%
27,Greg Olsen(FA),3,4,22,7.3,13,0,0,0,0,0,0,1,2.2,2.2,7.0%
28,Erik Swoope(FA),1,1,22,22.0,22,1,0,0,0,0,0,1,2.2,2.2,0.0%
29,Jeff Heuerman(FA),2,4,21,10.5,19,0,0,0,0,0,0,1,2.1,2.1,0.0%
30,Brandon Williams(FA),1,1,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,0.0%
31,Charles Clay(FA),3,7,20,6.7,7,0,0,0,0,0,0,1,2.0,2.0,0.0%
32,Levine Toilolo(NYG),1,3,18,18.0,18,0,0,0,0,0,0,1,1.8,1.8,0.0%
33,Daniel Brown(NYJ),2,2,18,9.0,12,0,0,0,0,0,0,1,1.8,1.8,0.0%
34,Clive Walford(FA),1,3,17,17.0,17,0,0,0,0,0,0,1,1.7,1.7,0.0%
35,Jesse James(CHI),2,3,16,8.0,14,0,0,0,0,0,0,1,1.6,1.6,0.0%
36,Richard Rodgers(PHI),1,1,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,0.0%
37,Lance Kendricks(FA),2,3,12,6.0,9,0,0,0,0,0,0,1,1.2,1.2,0.0%
38,Ryan Griffin(NYJ),2,4,10,5.0,9,0,0,0,0,0,0,1,1.0,1.0,0.6%
39,Jason Witten(FA),1,1,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,0.1%
40,Brent Celek(FA),1,2,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0%
41,Mychal Rivera(FA),2,3,9,4.5,6,0,0,0,0,0,0,1,0.9,0.9,0.2%
42,Travis Kelce(KC),1,2,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,100.0%
43,Brandon Bostick(FA),1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.2%
44,Gavin Escobar(FA),1,3,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0%
45,MyCole Pruitt(TEN),1,1,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0%
46,Matt Lengel(FA),1,2,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.0%
47,Luke Stocker(MIN),1,1,1,1.0,1,0,0,0,0,0,0,1,0.1,0.1,0.0%
48,Chris Myarick(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
49,Luke Farrell(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
50,Ian Bunting(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
51,Noah Gray(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
52,Mitchell Wilcox(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
53,Josiah Deguara(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
54,Juwan Johnson(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9%
55,Dalton Keene(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
56,Adam Trautman(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7%
57,Brycen Hopkins(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
58,Cole Kmet(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3%
59,Hunter Bryant(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
60,Devin Asiasi(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,Jared Pinkney(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
62,Thaddeus Moss(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,Colby Parkinson(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
64,Harrison Bryant(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
65,Parker Hesse(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,Charlie Taumoepeau(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
67,Kyle Markway(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
68,Pat Freiermuth(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.7%
69,Ryan Becker(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
70,Farrod Green(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
71,Nick Bowers(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
72,Jake Bargas(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
73,Brevin Jordan(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4%
74,Kyle Pitts(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.4%
75,Stephen Sullivan(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
76,Charlie Woerner(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
77,Noah Togiai(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
78,Ben Ellefson(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
79,Tyler Mabry(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
80,Sean McKeon(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
81,Giovanni Ricci(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
