Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Garrett Graham(FA),7,13,136,19.4,42,3,1,0,0,0,1,1,17.6,17.6,0.0%
2,Rob Gronkowski(TB),5,7,59,11.8,23,1,1,0,0,0,0,1,11.9,11.9,97.7%
3,Greg Olsen(FA),5,8,52,10.4,15,0,1,0,0,0,0,1,11.2,11.2,7.0%
4,Josh Hill(FA),1,2,3,3.0,3,0,1,0,0,0,0,1,6.3,6.3,0.0%
5,Jimmy Graham(CHI),6,12,41,6.8,13,0,0,0,0,0,0,1,4.1,4.1,0.8%
6,Zach Ertz(ARI),2,3,31,15.5,16,0,0,0,0,0,0,1,3.1,3.1,85.8%
7,Marcedes Lewis(GB),3,7,23,7.7,9,0,0,0,0,0,0,1,2.3,2.3,0.2%
8,Tyler Eifert(FA),1,1,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,0.0%
9,Jordan Reed(FA),1,1,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,19.0%
10,Vance McDonald(FA),1,2,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,0.0%
11,Bruce Miller(FA),2,2,8,4.0,7,0,0,0,0,0,0,1,0.8,0.8,0.0%
12,Luke Willson(FA),1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0%
13,Levine Toilolo(NYG),1,2,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0%
14,Lee Smith(FA),1,2,1,1.0,1,0,0,0,0,0,0,1,0.1,0.1,0.0%
15,Cole Kmet(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3%
16,Brycen Hopkins(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
17,Hunter Bryant(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
18,Jared Pinkney(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
19,Colby Parkinson(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
20,Juwan Johnson(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9%
21,Noah Gray(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
22,Adam Trautman(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7%
23,Devin Asiasi(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
24,Josiah Deguara(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
25,Luke Farrell(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
26,Mitchell Wilcox(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
27,Dalton Keene(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
28,Harrison Bryant(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
29,Alex Smith(FA),1,1,2,2.0,2,0,1,0,0,0,0,1,0.0,0.0,0.0%
30,Chris Myarick(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
31,Austin Fort(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
32,John Lovett(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
33,Jody Fortson(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
34,Donald Parham Jr.(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
35,Mitchell Fraboni(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
36,Parker Hesse(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
37,Matt Sokol(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
38,Matthew Orzech(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
39,Ian Bunting(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
40,Kyle Markway(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
