player,position,team,games,snaps,snaps_per_game,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year
Aaron Rodgers,QB,GB,1,58,58,98,3,0,60,60,33.5,57.8,11,2010
Adrian Peterson,RB,TEN,1,15,15,19,60,13,73,73,4.4,29.3,11,2010
Ben Roethlisberger,QB,PIT,1,69,69,100,0,0,64,64,22.9,33.2,11,2010
Danny Amendola,WR,HOU,1,13,13,20,0,8,0,8,0.0,0.0,11,2010
DeSean Jackson,WR,LV,1,16,16,34,6,0,6,6,0.4,2.5,11,2010
Jared Cook,TE,LAC,1,38,38,50,0,13,8,13,2.8,7.4,11,2010
Joe Flacco,QB,NYJ,1,60,60,100,3,0,68,68,17.9,29.8,11,2010
Matt Ryan,QB,ATL,1,50,50,93,0,0,56,56,4.1,8.2,11,2010
Matthew Slater,WR,NE,1,2,2,3,0,0,0,0,0.0,0.0,11,2010
Tom Brady,QB,TB,1,69,69,88,1,0,68,68,20.3,29.4,11,2010
Andre Roberts,WR,LAC,1,1,1,1,100,0,100,100,0.4,40.0,11,2010
Colt McCoy,QB,ARI,1,83,83,100,7,0,60,60,22.9,27.6,11,2010
Emmanuel Sanders,WR,BUF,1,44,44,79,0,11,7,11,2.6,5.9,11,2010
Jimmy Graham,TE,CHI,1,12,12,20,0,25,17,25,2.5,20.8,11,2010
Rob Gronkowski,TE,TB,1,46,46,59,0,17,13,17,7.1,15.4,11,2010
A.J. Green,WR,ARI,1,57,57,69,0,12,7,12,7.8,13.7,11,2010
Blaine Gabbert,QB,TB,1,9,9,12,22,0,44,44,0.2,2.2,11,2010
Cam Newton,QB,CAR,1,51,51,100,20,0,73,73,26.2,51.4,11,2010
Mark Ingram II,RB,NO,1,47,47,72,34,17,47,51,9.3,19.8,11,2010
Randall Cobb,WR,GB,1,45,45,76,0,4,2,4,1.5,3.3,11,2010
Kyle Rudolph,TE,NYG,1,14,14,24,0,7,7,7,2.8,20.0,11,2010
Andy Dalton,QB,CHI,1,29,29,49,0,0,79,79,16.0,55.2,11,2010
Lee Smith,TE,ATL,1,22,22,41,0,0,0,0,0.0,0.0,11,2010
Tyrod Taylor,QB,HOU,1,64,64,100,9,0,47,47,19.1,29.8,11,2010
Ryan Tannehill,QB,TEN,1,81,81,100,2,0,67,67,13.2,16.3,11,2010
Kirk Cousins,QB,MIN,1,70,70,100,3,0,53,53,25.2,36.0,11,2010
Russell Wilson,QB,SEA,1,49,49,100,4,0,57,57,8.5,17.3,11,2010
T.Y. Hilton,WR,IND,1,28,28,41,0,7,7,7,2.6,9.3,11,2010
Marvin Jones Jr.,WR,JAC,1,42,42,91,0,14,10,14,5.2,12.4,11,2010
Brandon Bolden,RB,NE,1,17,17,27,6,12,18,18,1.6,9.4,11,2010
Josh Gordon,WR,KC,1,29,29,43,0,7,3,7,0.7,2.4,11,2010
Cole Beasley,WR,BUF,1,32,32,57,0,16,13,16,2.3,7.2,11,2010
Travis Kelce,TE,KC,1,59,59,87,2,14,10,15,13.8,23.4,11,2010
Marquise Goodwin,WR,CHI,1,42,42,71,0,19,10,19,16.4,39.0,11,2010
Keenan Allen,WR,LAC,1,62,62,82,0,21,15,21,11.2,18.1,11,2010
Tavon Austin,WR,JAC,1,12,12,26,0,17,8,17,-0.2,-1.7,11,2010
Giovani Bernard,RB,TB,1,8,8,10,0,13,13,13,0.3,3.8,11,2010
Rex Burkhead,RB,HOU,1,27,27,42,67,0,67,67,4.0,14.8,11,2010
Zach Ertz,TE,ARI,1,63,63,76,0,14,13,14,20.8,33.0,11,2010
Kyle Juszczyk,RB,SF,1,38,38,55,0,5,3,5,0.7,1.8,11,2010
Latavius Murray,RB,BAL,1,30,30,37,33,7,40,40,3.3,11.0,11,2010
Ryan Griffin,TE,NYJ,1,47,47,78,0,9,6,9,3.9,8.3,11,2010
Jack Doyle,TE,IND,1,51,51,74,0,10,6,10,3.0,5.9,11,2010
Derek Carr,QB,LV,1,47,47,100,0,0,57,57,9.6,20.4,11,2010
Carlos Hyde,RB,JAC,1,14,14,30,0,7,0,7,0.0,0.0,11,2010
Devonta Freeman,RB,BAL,1,47,47,58,34,13,47,47,14.0,29.8,11,2010
Sammy Watkins,WR,BAL,1,60,60,74,0,7,5,7,4.8,8.0,11,2010
Mike Evans,WR,TB,1,64,64,82,2,17,11,19,14.3,22.3,11,2010
Brandin Cooks,WR,HOU,1,53,53,83,0,6,4,6,1.8,3.4,11,2010
Davante Adams,WR,GB,1,52,52,88,0,15,13,15,23.5,45.2,11,2010
Jarvis Landry,WR,CLE,1,48,48,65,2,17,10,19,10.2,21.3,11,2010
Eric Ebron,TE,PIT,1,32,32,46,0,9,9,9,8.4,26.3,11,2010
Jimmy Garoppolo,QB,SF,1,64,64,93,3,0,38,38,15.6,24.4,11,2010
John Brown,WR,JAC,1,4,4,9,0,25,0,25,0.0,0.0,11,2010
Albert Wilson,WR,MIA,1,38,38,53,3,11,13,16,1.5,3.9,11,2010
Keith Smith,RB,ATL,1,19,19,35,16,5,21,21,1.9,10.0,11,2010
Adam Thielen,WR,MIN,1,66,66,94,0,15,12,15,14.2,21.5,11,2010
Cameron Brate,TE,TB,1,35,35,45,0,17,6,17,2.7,7.7,11,2010
Ameer Abdullah,RB,CAR,1,8,8,16,13,0,13,13,0.6,7.5,11,2010
Tevin Coleman,RB,NYJ,1,20,20,33,25,5,30,30,1.8,9.0,11,2010
Taylor Heinicke,QB,WAS,1,67,67,100,9,0,42,42,23.1,34.5,11,2010
Duke Johnson Jr.,RB,MIA,1,6,6,8,67,0,67,67,1.8,30.0,11,2010
Mike Davis,RB,ATL,1,26,26,48,12,15,23,27,2.1,8.1,11,2010
David Johnson,RB,HOU,1,35,35,55,37,11,46,49,3.4,9.7,11,2010
Nick Boyle,TE,BAL,1,32,32,40,0,3,0,3,0.0,0.0,11,2010
Blake Bell,TE,KC,1,23,23,34,0,4,4,4,0.8,3.5,11,2010
Nelson Agholor,WR,NE,1,49,49,77,0,10,10,10,10.0,20.4,11,2010
Tyler Lockett,WR,SEA,1,45,45,92,0,11,9,11,11.5,25.6,11,2010
Breshad Perriman,WR,TB,1,18,18,23,6,22,17,28,1.6,8.9,11,2010
Jamison Crowder,WR,NYJ,1,41,41,68,0,17,15,17,10.4,25.4,11,2010
Stefon Diggs,WR,BUF,1,43,43,77,0,14,9,14,14.3,33.3,11,2010
C.J. Uzomah,TE,CIN,1,54,54,73,0,6,4,6,0.9,1.7,11,2010
DeAndre Carter,WR,WAS,1,50,50,75,2,6,6,8,7.9,15.8,11,2010
Darren Waller,TE,LV,1,44,44,94,0,18,16,18,11.6,26.4,11,2010
Trevor Siemian,QB,NO,1,65,65,100,3,0,65,65,26.2,40.3,11,2010
Chris Conley,WR,HOU,1,31,31,48,0,16,13,16,3.7,11.9,11,2010
Damiere Byrd,WR,CHI,1,37,37,63,0,5,3,5,0.3,0.8,11,2010
Eric Tomlinson,TE,BAL,1,12,12,15,0,0,0,0,0.0,0.0,11,2010
Adam Humphries,WR,WAS,1,30,30,45,0,7,7,7,3.0,10.0,11,2010
Laquon Treadwell,WR,JAC,1,33,33,72,0,9,3,9,1.1,3.3,11,2010
Ezekiel Elliott,RB,DAL,1,46,46,69,20,13,33,33,6.8,14.8,11,2010
Carson Wentz,QB,IND,1,62,62,90,3,0,35,35,10.0,16.1,11,2010
Alex Collins,RB,SEA,1,18,18,37,56,0,56,56,3.6,20.0,11,2010
Tyler Boyd,WR,CIN,1,52,52,70,2,15,13,17,6.3,12.1,11,2010
Devontae Booker,RB,NYG,1,21,21,36,14,5,19,19,2.0,9.5,11,2010
Pharoh Cooper,WR,NYG,1,13,13,22,0,0,0,0,0.0,0.0,11,2010
Hunter Henry,TE,NE,1,32,32,50,0,9,6,9,2.5,7.8,11,2010
Austin Hooper,TE,CLE,1,48,48,65,0,15,8,15,5.3,11.0,11,2010
Jordan Howard,RB,PHI,1,13,13,17,77,0,77,77,6.3,48.5,11,2010
Rashard Higgins,WR,CLE,1,53,53,72,0,9,2,9,1.7,3.2,11,2010
Tajae Sharpe,WR,ATL,1,37,37,69,0,11,5,11,2.1,5.7,11,2010
Dak Prescott,QB,DAL,1,67,67,100,0,0,64,64,4.6,6.9,11,2010
Kenyan Drake,RB,LV,1,15,15,32,33,13,40,47,2.9,19.3,11,2010
Nick Vannett,TE,NO,1,18,18,28,0,6,6,6,2.0,11.1,11,2010
Chris Moore,WR,HOU,1,16,16,25,0,6,6,6,1.0,6.3,11,2010
Demarcus Robinson,WR,KC,1,28,28,41,0,0,0,0,0.0,0.0,11,2010
Jakeem Grant Sr.,WR,CHI,1,8,8,14,13,13,25,25,1.7,21.3,11,2010
Robby Anderson,WR,CAR,1,47,47,92,0,13,11,13,3.0,6.4,11,2010
Alex Erickson,WR,CAR,1,2,2,4,0,0,0,0,0.0,0.0,11,2010
Tyreek Hill,WR,KC,1,55,55,81,2,20,18,22,11.0,20.0,11,2010
Marcus Johnson,WR,TEN,1,14,14,17,0,7,0,7,0.0,0.0,11,2010
Dwayne Washington,RB,NO,1,4,4,6,25,25,50,50,0.9,22.5,11,2010
Mike Thomas,WR,CIN,1,8,8,11,0,13,13,13,1.2,15.0,11,2010
Peyton Barber,RB,LV,1,1,1,2,100,0,100,100,0.3,30.0,11,2010
Chester Rogers,WR,TEN,1,56,56,69,0,11,7,11,2.1,3.8,11,2010
Kalif Raymond,WR,DET,1,34,34,71,0,3,0,3,0.0,0.0,11,2010
C.J. Ham,RB,MIN,1,23,23,33,4,0,4,4,0.0,0.0,11,2010
J.D. McKissic,RB,WAS,1,31,31,46,23,6,26,29,5.0,16.1,11,2010
Garrett Griffin,TE,NO,1,10,10,15,0,0,0,0,0.0,0.0,11,2010
Dalvin Cook,RB,MIN,1,53,53,76,42,8,47,49,19.5,36.8,11,2010
Mike Williams,WR,LAC,1,60,60,79,0,10,8,10,15.7,26.2,11,2010
Leonard Fournette,RB,TB,1,46,46,59,22,13,35,35,7.4,16.1,11,2010
O.J. Howard,TE,TB,1,20,20,26,0,5,5,5,1.0,5.0,11,2010
Mitchell Trubisky,QB,BUF,1,6,6,11,0,0,83,83,-0.2,-3.3,11,2010
Corey Davis,WR,NYJ,1,56,56,93,0,13,5,13,3.5,6.3,11,2010
John Ross,WR,NYG,1,11,11,19,9,0,9,9,1.6,14.5,11,2010
Christian McCaffrey,RB,CAR,1,46,46,90,22,17,37,39,17.9,38.9,11,2010
David Njoku,TE,CLE,1,47,47,64,2,9,6,11,2.1,4.5,11,2010
Chris Godwin,WR,TB,1,62,62,79,2,10,11,11,13.2,21.3,11,2010
D'Onta Foreman,RB,TEN,1,15,15,19,47,7,53,53,4.0,26.7,11,2010
Evan Engram,TE,NYG,1,52,52,90,0,10,4,10,1.2,2.3,11,2010
Patrick Mahomes II,QB,KC,1,68,68,100,10,0,65,65,8.5,12.5,11,2010
Joe Mixon,RB,CIN,1,53,53,72,57,0,57,57,24.3,45.8,11,2010
Wayne Gallman Jr.,RB,ATL,1,2,2,4,50,0,50,50,-0.3,-15.0,11,2010
Samaje Perine,RB,CIN,1,11,11,15,18,27,45,45,2.1,19.1,11,2010
Jamaal Williams,RB,DET,1,13,13,27,54,0,54,54,1.1,8.5,11,2010
Zay Jones,WR,LV,1,34,34,72,0,6,3,6,2.0,5.9,11,2010
Dede Westbrook,WR,MIN,1,11,11,16,0,18,9,18,0.7,6.4,11,2010
Josh Reynolds,WR,DET,1,43,43,90,0,7,0,7,0.0,0.0,11,2010
Noah Brown,WR,DAL,1,43,43,64,0,5,0,5,0.0,0.0,11,2010
James Conner,RB,ARI,1,68,68,82,31,9,38,40,15.9,23.4,11,2010
Adam Shaheen,TE,MIA,1,46,46,64,0,2,2,2,1.9,4.1,11,2010
Gerald Everett,TE,SEA,1,42,42,86,0,10,7,10,3.7,8.8,11,2010
Jonnu Smith,TE,NE,1,33,33,52,0,6,3,6,1.7,5.2,11,2010
Austin Ekeler,RB,LAC,1,53,53,70,21,13,32,34,35.5,67.0,11,2010
Kenny Golladay,WR,NYG,1,44,44,76,0,5,2,5,1.2,2.7,11,2010
Mack Hollins,WR,MIA,1,22,22,31,0,14,9,14,13.2,60.0,11,2010
George Kittle,TE,SF,1,57,57,83,0,7,7,7,9.4,16.5,11,2010
Mo Alie-Cox,TE,IND,1,28,28,41,0,4,0,4,0.0,0.0,11,2010
Darrell Daniels,TE,ARI,1,29,29,35,0,3,0,3,0.0,0.0,11,2010
Isaiah McKenzie,WR,BUF,1,9,9,16,0,0,0,0,-2.0,-22.2,11,2010
Jamal Agnew,WR,JAC,1,10,10,22,10,30,40,40,2.0,20.0,11,2010
Alex Armah Jr.,RB,NO,1,3,3,5,0,0,0,0,0.0,0.0,11,2010
Anthony Firkser,TE,TEN,1,41,41,51,0,17,12,17,2.6,6.3,11,2010
Keelan Cole Sr.,WR,NYJ,1,13,13,22,0,8,0,8,0.0,0.0,11,2010
Pharaoh Brown,TE,HOU,1,54,54,84,0,7,4,7,1.0,1.9,11,2010
Zach Pascal,WR,IND,1,54,54,78,2,2,2,4,0.9,1.7,11,2010
Matt Breida,RB,BUF,1,18,18,32,28,11,33,39,6.7,37.2,11,2010
Kendrick Bourne,WR,NE,1,29,29,45,3,14,17,17,4.9,16.9,11,2010
Dan Arnold,TE,JAC,1,30,30,65,0,0,0,0,0.0,0.0,11,2010
Patrick Ricard,RB,BAL,1,48,48,59,2,2,2,4,0.2,0.4,11,2010
Brandon Zylstra,WR,CAR,1,24,24,47,0,8,4,8,0.7,2.9,11,2010
Josh Rosen,QB,ATL,1,3,3,6,0,0,100,100,-0.8,-26.7,11,2010
Baker Mayfield,QB,CLE,1,74,74,100,5,0,45,45,9.9,13.4,11,2010
Saquon Barkley,RB,NYG,1,36,36,62,17,17,33,33,5.6,15.6,11,2010
Ronald Jones II,RB,TB,1,15,15,19,53,0,53,53,9.3,62.0,11,2010
Nick Chubb,RB,CLE,1,42,42,57,52,5,57,57,20.4,48.6,11,2010
Kalen Ballage,RB,PIT,1,9,9,13,11,11,11,22,0.3,3.3,11,2010
Myles Gaskin,RB,MIA,1,53,53,74,43,8,49,51,15.6,29.4,11,2010
James Washington,WR,PIT,1,46,46,67,0,7,4,7,1.2,2.6,11,2010
Michael Gallup,WR,DAL,1,63,63,94,0,16,8,16,4.4,7.0,11,2010
Tre'Quan Smith,WR,NO,1,62,62,95,0,13,8,13,6.4,10.3,11,2010
Cedrick Wilson Jr.,WR,DAL,1,42,42,63,0,17,10,17,3.6,8.6,11,2010
DJ Moore,WR,CAR,1,48,48,94,0,15,10,15,11.0,22.9,11,2010
Christian Kirk,WR,ARI,1,61,61,73,0,8,3,8,2.5,4.1,11,2010
Mark Andrews,TE,BAL,1,58,58,72,0,17,14,17,7.3,12.6,11,2010
Dallas Goedert,TE,PHI,1,75,75,96,0,11,7,11,6.2,8.3,11,2010
Mike Gesicki,TE,MIA,1,51,51,71,0,12,10,12,5.0,9.8,11,2010
Braxton Berrios,WR,NYJ,1,10,10,17,0,10,0,10,0.0,0.0,11,2010
Nyheim Hines,RB,IND,1,13,13,19,31,0,31,31,3.1,23.8,11,2010
Josh Allen,QB,BUF,1,50,50,89,4,0,74,74,18.2,36.4,11,2010
Justin Jackson,RB,LAC,1,5,5,7,20,20,20,40,0.2,4.0,11,2010
Equanimeous St. Brown,WR,GB,1,21,21,36,5,10,14,14,5.4,25.7,11,2010
Rashaad Penny,RB,SEA,1,8,8,16,25,0,25,25,1.9,23.8,11,2010
Dalton Schultz,TE,DAL,1,66,66,99,0,12,9,12,5.3,8.0,11,2010
Godwin Igwebuike,RB,DET,1,1,1,2,0,100,100,100,-0.4,-40.0,11,2010
Ian Thomas,TE,CAR,1,32,32,63,0,3,3,3,0.7,2.2,11,2010
Phillip Lindsay,RB,HOU,1,2,2,3,50,0,50,50,-0.3,-15.0,11,2010
Durham Smythe,TE,MIA,1,51,51,71,0,10,8,10,3.7,7.3,11,2010
Darrel Williams,RB,KC,1,36,36,53,14,8,17,22,2.6,7.2,11,2010
Daurice Fountain,WR,KC,1,2,2,3,0,0,0,0,0.0,0.0,11,2010
Marquez Valdes-Scantling,WR,GB,1,48,48,81,0,21,8,21,18.3,38.1,11,2010
Ray-Ray McCloud,WR,PIT,1,15,15,22,7,13,20,20,1.7,11.3,11,2010
Nick Bawden,RB,NYJ,1,8,8,13,0,13,13,13,2.0,25.0,11,2010
Tyler Conklin,TE,MIN,1,56,56,80,0,5,5,5,3.5,6.3,11,2010
Russell Gage,WR,ATL,1,40,40,74,0,20,13,20,4.9,12.3,11,2010
Boston Scott,RB,PHI,1,29,29,37,21,7,28,28,1.8,6.2,11,2010
Byron Pringle,WR,KC,1,40,40,59,0,5,3,5,3.7,9.3,11,2010
Tim Boyle,QB,DET,1,48,48,100,0,0,48,48,1.1,2.3,11,2010
Trent Sherfield,WR,SF,1,11,11,16,0,0,0,0,0.0,0.0,11,2010
Cam Sims,WR,WAS,1,11,11,16,0,18,18,18,7.9,71.8,11,2010
Jeff Wilson Jr.,RB,SF,1,40,40,58,48,5,50,53,5.8,14.5,11,2010
Dontrell Hilliard,RB,TEN,1,51,51,63,14,20,29,33,8.2,16.1,11,2010
Will Dissly,TE,SEA,1,25,25,51,0,12,4,12,1.6,6.4,11,2010
Malik Turner,WR,DAL,1,8,8,12,0,25,13,25,1.1,13.8,11,2010
A.J. Brown,WR,TEN,1,42,42,52,0,21,12,21,4.8,11.4,11,2010
D.K. Metcalf,WR,SEA,1,45,45,92,0,18,9,18,3.1,6.9,11,2010
N'Keal Harry,WR,NE,1,26,26,41,0,8,8,8,1.4,5.4,11,2010
Damien Harris,RB,NE,1,25,25,39,40,4,44,44,6.5,26.0,11,2010
Daniel Jones,QB,NYG,1,58,58,100,5,0,71,71,9.7,16.7,11,2010
J.J. Arcega-Whiteside,WR,PHI,1,12,12,15,0,8,8,8,2.3,19.2,11,2010
David Montgomery,RB,CHI,1,56,56,95,25,2,27,27,6.7,12.0,11,2010
Deebo Samuel,WR,SF,1,55,55,80,15,4,16,18,15.4,28.0,11,2010
Josh Jacobs,RB,LV,1,31,31,66,29,23,45,52,6.1,19.7,11,2010
Devin Singletary,RB,BUF,1,21,21,38,14,19,29,33,4.3,20.5,11,2010
Miles Sanders,RB,PHI,1,36,36,46,44,3,44,47,7.4,20.6,11,2010
Collin Johnson,WR,NYG,1,7,7,12,0,14,0,14,0.0,0.0,11,2010
T.J. Hockenson,TE,DET,1,42,42,88,0,19,14,19,5.1,12.1,11,2010
Tommy Sweeney,TE,BUF,1,13,13,23,0,8,0,8,0.0,0.0,11,2010
Patrick Laird,RB,MIA,1,11,11,15,9,9,18,18,0.9,8.2,11,2010
Hunter Renfrow,WR,LV,1,34,34,72,3,12,15,15,3.5,10.3,11,2010
Foster Moreau,TE,LV,1,17,17,36,0,12,6,12,7.9,46.5,11,2010
Ty Johnson,RB,NYJ,1,20,20,33,5,5,10,10,1.3,6.5,11,2010
Terry McLaurin,WR,WAS,1,62,62,93,0,11,8,11,16.3,26.3,11,2010
Qadree Ollison,RB,ATL,1,26,26,48,35,12,42,46,3.4,13.1,11,2010
Drew Sample,TE,CIN,1,37,37,50,0,5,3,5,0.3,0.8,11,2010
Mecole Hardman,WR,KC,1,12,12,18,0,25,17,25,2.5,20.8,11,2010
Lil'Jordan Humphrey,WR,NO,1,16,16,25,0,6,6,6,6.4,40.0,11,2010
Tyree Jackson,TE,PHI,1,14,14,18,0,7,0,7,0.0,0.0,11,2010
Jakobi Meyers,WR,NE,1,56,56,88,0,11,7,11,3.9,7.0,11,2010
Antoine Wesley,WR,ARI,1,63,63,76,0,6,6,6,4.4,7.0,11,2010
Benny Snell Jr.,RB,PIT,1,8,8,12,25,0,25,25,0.7,8.8,11,2010
Preston Williams,WR,MIA,1,25,25,35,0,4,0,4,0.0,0.0,11,2010
Diontae Johnson,WR,PIT,1,63,63,91,0,21,11,21,16.1,25.6,11,2010
Travis Homer,RB,SEA,1,5,5,10,20,0,20,20,0.4,8.0,11,2010
Alexander Mattison,RB,MIN,1,12,12,17,25,8,25,33,0.5,4.2,11,2010
Stanley Morgan Jr.,WR,CIN,1,12,12,16,0,8,8,8,0.3,2.5,11,2010
Chase Claypool,WR,PIT,1,63,63,91,3,14,11,17,9.4,14.9,11,2010
Dawson Knox,TE,BUF,1,55,55,98,0,18,11,18,8.0,14.5,11,2010
Tyler Johnson,WR,TB,1,57,57,73,0,5,2,5,0.8,1.4,11,2010
Bryan Edwards,WR,LV,1,39,39,83,3,0,3,3,0.0,0.0,11,2010
Justin Herbert,QB,LAC,1,76,76,100,12,0,66,66,35.3,46.4,11,2010
Ashton Dulin,WR,IND,1,20,20,29,0,0,0,0,0.0,0.0,11,2010
Jakob Johnson,RB,NE,1,26,26,41,0,0,0,0,0.0,0.0,11,2010
Tony Pollard,RB,DAL,1,22,22,33,32,9,41,41,7.0,31.8,11,2010
Darius Slayton,WR,NYG,1,34,34,59,0,21,12,21,1.7,5.0,11,2010
Penny Hart,WR,SEA,1,4,4,8,0,25,0,25,0.0,0.0,11,2010
Donald Parham Jr.,TE,LAC,1,32,32,42,0,16,13,16,3.8,11.9,11,2010
Olamide Zaccheaus,WR,ATL,1,25,25,46,0,20,12,20,2.3,9.2,11,2010
Deonte Harty,WR,NO,1,27,27,42,0,19,7,19,1.1,4.1,11,2010
Jalen Guyton,WR,LAC,1,41,41,54,2,5,5,7,2.0,4.9,11,2010
