,Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST
0,1,Las Vegas Raiders(LV),2,4,1,2,0,0,0,1,16.0,16.0,7.6%
1,2,New Orleans Saints(NO),2,2,2,0,0,0,0,1,14.0,14.0,79.3%
2,3,Los Angeles Rams(LAR),6,2,1,0,0,0,0,1,13.0,13.0,74.5%
3,4,Chicago Bears(CHI),1,1,1,2,0,0,1,1,12.0,12.0,35.9%
4,5,Pittsburgh Steelers(PIT),4,0,2,1,0,0,0,1,12.0,12.0,44.6%
5,6,Jacksonville Jaguars(JAC),1,1,1,2,0,0,1,1,11.0,11.0,6.9%
6,7,Minnesota Vikings(MIN),2,1,1,0,0,0,0,1,10.0,10.0,28.0%
7,8,Indianapolis Colts(IND),1,0,0,0,0,0,1,1,10.0,10.0,66.4%
8,9,San Francisco 49ers(SF),3,0,2,1,0,0,0,1,7.0,7.0,79.5%
9,10,Green Bay Packers(GB),3,1,0,0,0,0,0,1,6.0,6.0,60.6%
10,11,Miami Dolphins(MIA),2,1,0,0,0,0,0,1,6.0,6.0,60.2%
11,12,Cleveland Browns(CLE),2,0,0,0,0,0,0,1,6.0,6.0,40.8%
12,13,Buffalo Bills(BUF),3,1,1,1,0,0,0,1,6.0,6.0,95.9%
13,14,Houston Texans(HOU),1,0,0,0,0,0,0,1,5.0,5.0,6.4%
14,15,Seattle Seahawks(SEA),3,0,1,1,0,0,0,1,5.0,5.0,39.4%
15,16,Tampa Bay Buccaneers(TB),3,1,0,0,0,0,0,1,5.0,5.0,98.0%
16,17,New England Patriots(NE),2,1,0,0,0,0,0,1,5.0,5.0,93.2%
17,18,New York Giants(NYG),3,0,0,0,0,0,0,1,4.0,4.0,4.5%
18,19,Detroit Lions(DET),2,0,1,2,0,0,0,1,4.0,4.0,1.1%
19,20,Philadelphia Eagles(PHI),3,0,0,0,0,0,0,1,3.0,3.0,52.5%
20,21,Arizona Cardinals(ARI),0,2,0,0,0,0,0,1,3.0,3.0,60.9%
21,22,Los Angeles Chargers(LAC),0,0,1,0,0,0,0,1,1.0,1.0,44.3%
22,23,Carolina Panthers(CAR),1,0,1,1,0,0,0,1,1.0,1.0,27.8%
23,24,Baltimore Ravens(BAL),1,0,0,0,0,0,0,1,1.0,1.0,51.9%
24,25,New York Jets(NYJ),0,0,0,0,0,0,0,0,0,0,3.3%
25,26,Atlanta Falcons(ATL),0,0,0,0,0,0,0,0,0,0,5.8%
26,27,Kansas City Chiefs(KC),0,0,0,0,0,0,0,0,0,0,45.7%
27,28,Dallas Cowboys(DAL),0,0,0,0,0,0,0,0,0,0,82.9%
28,29,Tennessee Titans(TEN),1,0,0,0,0,0,0,1,0.0,0.0,48.4%
29,30,Washington Commanders(WAS),1,0,0,0,0,0,0,1,0.0,0.0,27.5%
30,31,Denver Broncos(DEN),0,0,0,0,0,0,0,1,-4.0,-4.0,48.5%
31,32,Cincinnati Bengals(CIN),0,0,0,0,0,0,0,1,-4.0,-4.0,14.7%
