,Player,REC,YDS,TDS,FL,FPTS
0,Travis KelceKC,6.9,88.7,0.8,0.1,13.3
1,George KittleSF,5.5,72.0,0.6,0.0,10.7
2,Darren WallerLV,6.5,76.0,0.5,0.1,10.3
3,Mark AndrewsBAL,4.8,56.2,0.6,0.0,9.4
4,T.J. HockensonDET,4.6,50.9,0.3,0.0,7.1
5,Kyle PittsATL,3.8,46.3,0.4,0.0,6.9
6,Robert TonyanGB,3.2,35.1,0.5,0.0,6.8
7,Logan ThomasWAS,4.2,43.7,0.4,0.0,6.7
8,Mike GesickiMIA,3.8,45.0,0.3,0.0,6.5
9,Dallas GoedertPHI,3.7,42.7,0.3,0.0,6.3
10,Rob GronkowskiTB,2.5,30.8,0.5,0.0,6.1
11,Noah FantDEN,4.1,45.8,0.2,0.0,5.6
12,Tyler HigbeeLAR,3.6,38.9,0.2,0.0,5.2
13,Austin HooperCLE,3.6,38.2,0.2,0.0,5.1
14,Jared CookLAC,3.2,38.3,0.2,0.0,5.0
15,Anthony FirkserTEN,3.2,35.6,0.2,0.0,4.6
16,Eric EbronPIT,3.4,34.7,0.2,0.0,4.4
17,Hunter HenryNE,3.0,34.1,0.2,0.0,4.4
18,Jonnu SmithNE,3.0,32.0,0.2,0.0,4.3
19,Zach ErtzARI,3.1,34.4,0.1,0.0,4.2
20,Kyle RudolphNYG,2.6,25.8,0.2,0.0,4.1
21,Jordan AkinsHOU,2.9,32.4,0.1,0.0,4.0
22,Gerald EverettSEA,2.7,29.5,0.1,0.0,3.7
23,Hayden HurstATL,2.5,26.4,0.2,0.0,3.5
24,Dawson KnoxBUF,2.2,25.6,0.2,0.0,3.4
25,Blake JarwinDAL,2.5,27.3,0.1,0.0,3.4
26,O.J. HowardTB,1.9,25.0,0.2,0.0,3.4
27,Tyler ConklinMIN,2.4,26.3,0.1,0.0,3.4
28,Cole KmetCHI,2.8,26.6,0.1,0.0,3.3
29,Jack DoyleIND,2.2,24.9,0.1,0.0,3.3
30,Dan ArnoldJAC,1.9,23.4,0.1,0.0,3.1
31,Juwan JohnsonNO,2.3,26.5,0.1,0.0,2.9
32,C.J. UzomahCIN,2.1,21.9,0.1,0.0,2.9
33,Mo Alie-CoxIND,1.8,21.0,0.1,0.0,2.6
34,James O'ShaughnessyJAC,2.0,20.0,0.1,0.0,2.5
35,Pharaoh BrownHOU,1.5,16.6,0.1,0.0,2.5
36,David NjokuCLE,1.5,17.6,0.1,0.0,2.5
37,Tyler KroftNYJ,1.9,17.3,0.1,0.0,2.4
38,Chris Herndon IVMIN,1.5,17.2,0.1,0.0,2.4
39,Dalton SchultzDAL,1.8,18.8,0.1,0.0,2.4
40,Jimmy GrahamCHI,1.8,18.2,0.1,0.0,2.4
41,Donald Parham Jr.LAC,1.5,17.3,0.1,0.0,2.3
42,Will DisslySEA,1.6,16.4,0.1,0.0,2.2
43,Albert OkwuegbunamDEN,1.5,17.0,0.1,0.0,2.2
44,Adam TrautmanNO,1.4,16.3,0.1,0.0,2.2
45,Harrison BryantCLE,1.5,16.1,0.1,0.1,2.1
46,Drew SampleCIN,1.7,16.1,0.1,0.0,2.0
47,Maxx WilliamsARI,1.2,13.2,0.1,0.0,1.8
48,Garrett GriffinNO,0.9,12.3,0.1,0.0,1.8
49,Cameron BrateTB,1.1,11.2,0.1,0.0,1.7
50,Geoff SwaimTEN,1.3,11.8,0.1,0.0,1.6
51,Hunter BryantDET,1.2,11.0,0.1,0.0,1.5
52,Chris ManhertzJAC,1.2,12.3,0.0,0.0,1.5
53,Durham SmytheMIA,1.2,10.2,0.1,0.0,1.4
54,Pat FreiermuthPIT,1.2,10.6,0.1,0.0,1.3
55,Luke FarrellJAC,0.9,9.6,0.1,0.0,1.3
56,Hunter LongMIA,1.1,11.5,0.0,0.1,1.2
57,Foster MoreauLV,0.6,6.9,0.1,0.0,1.2
58,Ian ThomasCAR,1.0,8.4,0.1,0.0,1.2
59,Noah GrayKC,0.9,9.2,0.1,0.0,1.2
60,Ross DwelleySF,0.8,8.7,0.1,0.0,1.2
61,Kaden SmithNYG,1.0,8.8,0.1,0.0,1.2
62,Tommy SweeneyBUF,0.7,8.4,0.1,0.0,1.2
63,MyCole PruittTEN,0.7,6.6,0.1,0.0,1.2
64,Ryan GriffinNYJ,1.0,9.6,0.0,0.0,1.1
65,Josh OliverBAL,0.8,8.1,0.0,0.0,1.0
66,Reggie GilliamBUF,0.5,4.0,0.1,0.0,1.0
67,Marcedes LewisGB,0.7,7.4,0.0,0.0,1.0
68,Brycen HopkinsLAR,0.8,7.8,0.0,0.0,1.0
69,John BatesWAS,0.8,7.5,0.0,0.0,1.0
70,Darrell DanielsARI,0.7,8.5,0.0,0.0,1.0
71,Jacob HarrisLAR,0.5,5.8,0.1,0.0,0.9
72,Tommy TrembleCAR,0.6,5.7,0.1,0.0,0.9
73,Kylen GransonIND,0.6,6.0,0.0,0.0,0.8
74,Brevin JordanHOU,0.8,8.0,0.0,0.0,0.8
75,Cethan CarterMIA,0.5,4.6,0.0,0.0,0.7
76,Eric TomlinsonBAL,0.6,6.0,0.0,0.0,0.6
77,Blake BellKC,0.4,4.0,0.0,0.0,0.6
78,Antony AuclairHOU,0.3,3.5,0.0,0.0,0.5
79,Devin AsiasiNE,0.5,5.0,0.0,0.0,0.5
80,Josiah DeguaraGB,0.5,4.8,0.0,0.0,0.5
81,Jesse JamesCHI,0.5,4.5,0.0,0.0,0.4
82,Colin ThompsonCAR,0.2,2.3,0.0,0.0,0.4
83,Charlie WoernerSF,0.3,3.9,0.0,0.0,0.4
84,Colby ParkinsonSEA,0.4,4.0,0.0,0.0,0.4
85,Brandon DillonNYJ,0.3,3.1,0.0,0.0,0.4
86,Demetrius HarrisARI,0.3,3.3,0.0,0.0,0.4
87,Johnny MundtLAR,0.3,2.8,0.0,0.0,0.4
88,Eric SaubertDEN,0.4,3.4,0.0,0.0,0.3
89,Stephen AndersonLAC,0.3,3.4,0.0,0.0,0.3
90,Zach GentryPIT,0.4,3.1,0.0,0.0,0.3
91,Trevon WescoNYJ,0.3,3.1,0.0,0.0,0.3
92,Luke StockerMIN,0.3,2.7,0.0,0.0,0.3
93,J.P. HoltzCHI,0.2,2.7,0.0,0.0,0.3
94,Mason SchreckCIN,0.2,2.0,0.0,0.0,0.3
95,Ben EllefsonMIN,0.2,2.0,0.0,0.0,0.2
96,Dominique DafneyGB,0.2,1.7,0.0,0.0,0.2
97,Richard RodgersPHI,0.1,0.8,0.0,0.0,0.1
98,Tommy HudsonTEN,0.1,1.0,0.0,0.0,0.1
99,Jack StollPHI,0.1,1.0,0.0,0.0,0.1
100,Andrew BeckDEN,0.1,1.0,0.0,0.0,0.1
101,Nick BowersLV,0.1,1.0,0.0,0.0,0.1
102,Jody FortsonKC,0.1,1.0,0.0,0.0,0.1
103,Mitchell WilcoxCIN,0.1,1.0,0.0,0.0,0.1
104,Sammis ReyesWAS,0.1,1.0,0.0,0.0,0.1
105,Ricky Seals-JonesWAS,0.0,0.4,0.0,0.0,0.1
106,Derek CarrierLV,0.1,0.6,0.0,0.0,0.1
107,Kevin RaderPIT,0.1,0.5,0.0,0.0,0.1
108,Jeremy SprinkleDAL,0.1,0.5,0.0,0.0,0.1
109,Jason CroomPHI,0.1,0.5,0.0,0.0,0.1
110,Tre' McKittyLAC,0.1,0.5,0.0,0.0,0.1
111,Daniel BrownNYJ,0.1,0.5,0.0,0.0,0.0
112,Jesper HorstedCHI,0.0,0.0,0.0,0.0,0.0
113,Deon YelderARI,0.0,0.0,0.0,0.0,0.0
