rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Pittsburgh Steelers,4,1,1,1,2,0,0,1,30.0,30.0,44.6,PIT,DST,7,2009
2,Philadelphia Eagles,6,1,3,1,1,0,0,1,30.0,30.0,52.5,PHI,DST,7,2009
3,New Orleans Saints,2,2,1,1,2,0,0,1,30.0,30.0,79.3,NO,DST,7,2009
4,New England Patriots,3,3,0,1,1,0,0,1,25.0,25.0,93.2,NE,DST,7,2009
5,Indianapolis Colts,3,2,0,0,1,0,0,1,23.0,23.0,66.4,IND,DST,7,2009
6,Arizona Cardinals,3,3,1,1,0,0,0,1,21.0,21.0,60.9,ARI,DST,7,2009
7,New York Jets,3,2,2,2,0,0,0,1,21.0,21.0,3.3,NYJ,DST,7,2009
8,Miami Dolphins,5,3,1,2,0,0,0,1,20.0,20.0,60.2,MIA,DST,7,2009
9,Dallas Cowboys,4,2,1,3,0,0,1,1,20.0,20.0,82.9,DAL,DST,7,2009
10,Buffalo Bills,2,3,1,0,0,0,0,1,20.0,20.0,95.9,BUF,DST,7,2009
11,Cincinnati Bengals,1,3,1,1,0,0,0,1,19.0,19.0,14.7,CIN,DST,7,2009
12,New York Giants,2,1,1,2,0,0,0,1,16.0,16.0,4.5,NYG,DST,7,2009
13,Green Bay Packers,2,1,1,2,0,0,0,1,16.0,16.0,60.6,GB,DST,7,2009
14,Houston Texans,2,1,1,0,0,0,0,1,16.0,16.0,6.4,HOU,DST,7,2009
15,Carolina Panthers,2,0,0,0,0,1,0,1,14.0,14.0,27.8,CAR,DST,7,2009
16,San Francisco 49ers,2,0,1,1,0,0,0,1,14.0,14.0,79.5,SF,DST,7,2009
17,Atlanta Falcons,2,0,1,1,0,0,0,1,14.0,14.0,5.8,ATL,DST,7,2009
18,Minnesota Vikings,4,0,1,2,0,0,1,1,13.0,13.0,28.0,MIN,DST,7,2009
19,Tampa Bay Buccaneers,1,2,0,0,0,0,0,1,12.0,12.0,98.0,TB,DST,7,2009
20,Cleveland Browns,0,0,0,0,0,0,0,1,10.0,10.0,40.8,CLE,DST,7,2009
21,Washington Commanders,3,0,0,1,0,0,0,1,10.0,10.0,27.5,WAS,DST,7,2009
22,Kansas City Chiefs,0,0,0,0,0,0,0,1,10.0,10.0,45.7,KC,DST,7,2009
23,Chicago Bears,0,0,0,0,0,0,0,1,10.0,10.0,35.9,CHI,DST,7,2009
24,Denver Broncos,0,0,0,0,0,0,0,0,0.0,0.0,48.5,DEN,DST,7,2009
25,Detroit Lions,0,0,0,0,0,0,0,0,0.0,0.0,1.1,DET,DST,7,2009
26,Baltimore Ravens,0,0,0,0,0,0,0,0,0.0,0.0,51.9,BAL,DST,7,2009
27,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,44.3,LAC,DST,7,2009
28,Seattle Seahawks,0,0,0,0,0,0,0,0,0.0,0.0,39.4,SEA,DST,7,2009
29,Los Angeles Rams,0,0,0,0,0,0,0,0,0.0,0.0,74.5,LAR,DST,7,2009
30,Jacksonville Jaguars,0,0,0,0,0,0,0,0,0.0,0.0,6.9,JAC,DST,7,2009
31,Tennessee Titans,0,0,0,0,0,0,0,0,0.0,0.0,48.4,TEN,DST,7,2009
32,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,7,2009
