rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Carolina Panthers,2,5,1,1,1,0,0,1,30.0,30.0,27.8,CAR,DST,8,2009
2,Chicago Bears,1,2,3,3,1,0,0,1,28.0,28.0,35.9,CHI,DST,8,2009
3,Atlanta Falcons,2,1,3,3,1,0,0,1,23.0,23.0,5.8,ATL,DST,8,2009
4,New Orleans Saints,3,3,0,0,1,0,0,1,22.0,22.0,79.3,NO,DST,8,2009
5,Miami Dolphins,2,0,1,1,1,0,2,1,20.0,20.0,60.2,MIA,DST,8,2009
6,Tennessee Titans,4,2,0,2,0,0,0,1,19.0,19.0,48.4,TEN,DST,8,2009
7,Indianapolis Colts,4,1,1,1,0,0,0,1,18.0,18.0,66.4,IND,DST,8,2009
8,Philadelphia Eagles,2,2,1,1,0,0,0,1,18.0,18.0,52.5,PHI,DST,8,2009
9,New York Giants,2,0,2,2,0,0,0,1,17.0,17.0,4.5,NYG,DST,8,2009
10,Buffalo Bills,1,2,1,1,0,0,0,1,17.0,17.0,95.9,BUF,DST,8,2009
11,Dallas Cowboys,3,0,2,2,0,0,1,1,17.0,17.0,82.9,DAL,DST,8,2009
12,Minnesota Vikings,6,0,0,1,0,0,0,1,16.0,16.0,28.0,MIN,DST,8,2009
13,Houston Texans,2,2,0,1,0,0,0,1,16.0,16.0,6.4,HOU,DST,8,2009
14,New York Jets,6,0,1,0,0,0,0,1,15.0,15.0,3.3,NYJ,DST,8,2009
15,Detroit Lions,0,1,0,0,0,1,0,1,14.0,14.0,1.1,DET,DST,8,2009
16,Seattle Seahawks,2,0,1,1,0,0,0,1,14.0,14.0,39.4,SEA,DST,8,2009
17,Baltimore Ravens,2,0,1,1,0,0,1,1,14.0,14.0,51.9,BAL,DST,8,2009
18,Green Bay Packers,0,0,2,0,0,0,0,1,14.0,14.0,60.6,GB,DST,8,2009
19,San Francisco 49ers,3,0,0,1,0,0,0,1,13.0,13.0,79.5,SF,DST,8,2009
20,Cleveland Browns,4,1,0,0,0,0,0,1,13.0,13.0,40.8,CLE,DST,8,2009
21,Denver Broncos,2,0,0,0,0,0,0,1,12.0,12.0,48.5,DEN,DST,8,2009
22,Jacksonville Jaguars,0,0,0,0,0,0,0,1,10.0,10.0,6.9,JAC,DST,8,2009
23,Arizona Cardinals,1,0,0,0,0,0,0,1,8.0,8.0,60.9,ARI,DST,8,2009
24,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,8,2009
25,Pittsburgh Steelers,0,0,0,0,0,0,0,0,0.0,0.0,44.6,PIT,DST,8,2009
26,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,44.3,LAC,DST,8,2009
27,New England Patriots,0,0,0,0,0,0,0,0,0.0,0.0,93.2,NE,DST,8,2009
28,Kansas City Chiefs,0,0,0,0,0,0,0,0,0.0,0.0,45.7,KC,DST,8,2009
29,Los Angeles Rams,0,0,0,0,0,0,0,0,0.0,0.0,74.5,LAR,DST,8,2009
30,Tampa Bay Buccaneers,0,0,0,0,0,0,0,0,0.0,0.0,98.0,TB,DST,8,2009
31,Cincinnati Bengals,0,0,0,0,0,0,0,0,0.0,0.0,14.7,CIN,DST,8,2009
32,Washington Commanders,0,0,0,0,0,0,0,0,0.0,0.0,27.5,WAS,DST,8,2009
