rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Philadelphia Eagles,5,5,2,2,1,0,1,1,35.0,35.0,52.5,PHI,DST,1,2009
2,Detroit Lions,0,1,2,1,1,0,0,1,23.0,23.0,1.1,DET,DST,1,2009
3,New York Giants,3,1,1,2,1,0,0,1,23.0,23.0,4.5,NYG,DST,1,2009
4,Atlanta Falcons,4,1,3,3,0,0,0,1,22.0,22.0,5.8,ATL,DST,1,2009
5,Green Bay Packers,2,4,0,0,0,0,0,1,20.0,20.0,60.6,GB,DST,1,2009
6,Tennessee Titans,4,2,1,1,0,0,0,1,20.0,20.0,48.4,TEN,DST,1,2009
7,Kansas City Chiefs,1,1,0,1,0,0,0,1,20.0,20.0,45.7,KC,DST,1,2009
8,Buffalo Bills,1,1,0,0,1,0,0,1,19.0,19.0,95.9,BUF,DST,1,2009
9,Minnesota Vikings,5,1,1,1,0,0,0,1,19.0,19.0,28.0,MIN,DST,1,2009
10,San Francisco 49ers,3,2,0,1,0,0,0,1,17.0,17.0,79.5,SF,DST,1,2009
11,Denver Broncos,3,2,0,0,0,0,0,1,17.0,17.0,48.5,DEN,DST,1,2009
12,Pittsburgh Steelers,1,1,1,1,0,0,0,1,16.0,16.0,44.6,PIT,DST,1,2009
13,Arizona Cardinals,4,0,1,2,0,0,0,1,16.0,16.0,60.9,ARI,DST,1,2009
14,New York Jets,2,1,1,1,0,0,0,1,16.0,16.0,3.3,NYJ,DST,1,2009
15,Chicago Bears,4,0,0,0,0,1,0,1,16.0,16.0,35.9,CHI,DST,1,2009
16,Seattle Seahawks,3,0,1,0,0,0,0,1,15.0,15.0,39.4,SEA,DST,1,2009
17,Jacksonville Jaguars,1,1,1,1,0,0,0,1,15.0,15.0,6.9,JAC,DST,1,2009
18,Cleveland Browns,4,0,0,0,0,0,1,1,14.0,14.0,40.8,CLE,DST,1,2009
19,New Orleans Saints,1,3,0,0,0,0,0,1,14.0,14.0,79.3,NO,DST,1,2009
20,Carolina Panthers,2,1,1,1,0,0,0,1,14.0,14.0,27.8,CAR,DST,1,2009
21,Cincinnati Bengals,3,0,0,0,0,0,0,1,13.0,13.0,14.7,CIN,DST,1,2009
22,New England Patriots,4,0,1,0,0,0,0,1,13.0,13.0,93.2,NE,DST,1,2009
23,Miami Dolphins,2,0,0,0,0,0,0,1,12.0,12.0,60.2,MIA,DST,1,2009
24,Washington Commanders,1,1,1,1,0,0,0,1,12.0,12.0,27.5,WAS,DST,1,2009
25,Houston Texans,0,1,0,1,0,0,0,1,12.0,12.0,6.4,HOU,DST,1,2009
26,Indianapolis Colts,1,0,0,0,0,0,0,1,11.0,11.0,66.4,IND,DST,1,2009
27,Dallas Cowboys,0,0,0,0,0,0,0,1,11.0,11.0,82.9,DAL,DST,1,2009
28,Tampa Bay Buccaneers,1,0,0,0,0,0,0,1,11.0,11.0,98.0,TB,DST,1,2009
29,Baltimore Ravens,3,0,0,1,0,0,0,1,10.0,10.0,51.9,BAL,DST,1,2009
30,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,1,2009
31,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,44.3,LAC,DST,1,2009
32,Los Angeles Rams,0,0,0,0,0,0,0,0,0.0,0.0,74.5,LAR,DST,1,2009
