rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Tampa Bay Buccaneers,6,3,0,0,1,0,1,1,35.0,35.0,98.0,TB,DST,9,2009
2,Tennessee Titans,4,3,1,2,1,0,0,1,28.0,28.0,48.4,TEN,DST,9,2009
3,Seattle Seahawks,2,5,0,1,1,0,0,1,28.0,28.0,39.4,SEA,DST,9,2009
4,New Orleans Saints,2,0,3,4,1,0,0,1,24.0,24.0,79.3,NO,DST,9,2009
5,Atlanta Falcons,5,1,0,0,1,0,0,1,23.0,23.0,5.8,ATL,DST,9,2009
6,Pittsburgh Steelers,2,3,0,0,1,0,0,1,21.0,21.0,44.6,PIT,DST,9,2009
7,Denver Broncos,3,1,1,1,1,0,0,1,20.0,20.0,48.5,DEN,DST,9,2009
8,Cincinnati Bengals,4,2,0,0,0,0,0,1,18.0,18.0,14.7,CIN,DST,9,2009
9,Arizona Cardinals,4,1,0,0,0,0,0,1,17.0,17.0,60.9,ARI,DST,9,2009
10,Dallas Cowboys,3,2,0,0,0,0,0,1,17.0,17.0,82.9,DAL,DST,9,2009
11,Philadelphia Eagles,4,1,0,0,0,0,0,1,16.0,16.0,52.5,PHI,DST,9,2009
12,New York Giants,2,2,0,1,0,0,0,1,16.0,16.0,4.5,NYG,DST,9,2009
13,Houston Texans,2,2,0,1,0,0,0,1,16.0,16.0,6.4,HOU,DST,9,2009
14,Indianapolis Colts,2,2,0,1,0,0,0,1,16.0,16.0,66.4,IND,DST,9,2009
15,Miami Dolphins,2,1,0,0,0,0,0,1,14.0,14.0,60.2,MIA,DST,9,2009
16,Kansas City Chiefs,1,0,1,1,0,0,0,1,13.0,13.0,45.7,KC,DST,9,2009
17,Jacksonville Jaguars,3,0,0,0,0,0,0,1,13.0,13.0,6.9,JAC,DST,9,2009
18,Baltimore Ravens,1,0,1,1,0,0,0,1,13.0,13.0,51.9,BAL,DST,9,2009
19,Chicago Bears,1,1,0,1,0,0,0,1,13.0,13.0,35.9,CHI,DST,9,2009
20,Carolina Panthers,1,1,1,1,0,0,0,1,12.0,12.0,27.8,CAR,DST,9,2009
21,Washington Commanders,3,1,0,0,0,0,0,1,12.0,12.0,27.5,WAS,DST,9,2009
22,Detroit Lions,1,1,1,3,0,0,0,1,12.0,12.0,1.1,DET,DST,9,2009
23,New England Patriots,2,0,0,1,0,0,0,1,12.0,12.0,93.2,NE,DST,9,2009
24,Green Bay Packers,1,1,0,0,0,0,0,1,10.0,10.0,60.6,GB,DST,9,2009
25,San Francisco 49ers,1,0,0,0,0,0,0,1,8.0,8.0,79.5,SF,DST,9,2009
26,New York Jets,0,0,0,0,0,0,0,0,0.0,0.0,3.3,NYJ,DST,9,2009
27,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,9,2009
28,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,44.3,LAC,DST,9,2009
29,Los Angeles Rams,0,0,0,0,0,0,0,0,0.0,0.0,74.5,LAR,DST,9,2009
30,Buffalo Bills,0,0,0,0,0,0,0,0,0.0,0.0,95.9,BUF,DST,9,2009
31,Minnesota Vikings,0,0,0,0,0,0,0,0,0.0,0.0,28.0,MIN,DST,9,2009
32,Cleveland Browns,0,0,0,0,0,0,0,0,0.0,0.0,40.8,CLE,DST,9,2009
