rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Dallas Cowboys,3,2,1,2,1,0,0,1,25.0,25.0,82.9,DAL,DST,3,2009
2,San Francisco 49ers,2,1,0,1,0,0,1,1,21.0,21.0,79.5,SF,DST,3,2009
3,Baltimore Ravens,2,4,0,0,0,0,0,1,20.0,20.0,51.9,BAL,DST,3,2009
4,New York Jets,2,2,2,0,0,0,0,1,20.0,20.0,3.3,NYJ,DST,3,2009
5,Indianapolis Colts,4,2,1,2,0,0,0,1,20.0,20.0,66.4,IND,DST,3,2009
6,Denver Broncos,3,2,1,2,0,0,0,1,19.0,19.0,48.5,DEN,DST,3,2009
7,Cincinnati Bengals,1,1,0,0,1,0,0,1,19.0,19.0,14.7,CIN,DST,3,2009
8,New Orleans Saints,4,1,1,0,0,0,0,1,18.0,18.0,79.3,NO,DST,3,2009
9,Green Bay Packers,1,1,2,2,0,0,0,1,18.0,18.0,60.6,GB,DST,3,2009
10,Tennessee Titans,3,1,1,2,0,0,0,1,17.0,17.0,48.4,TEN,DST,3,2009
11,Chicago Bears,3,1,1,1,0,0,0,1,17.0,17.0,35.9,CHI,DST,3,2009
12,Jacksonville Jaguars,2,1,1,1,0,0,0,1,16.0,16.0,6.9,JAC,DST,3,2009
13,Seattle Seahawks,2,1,1,2,0,0,0,1,16.0,16.0,39.4,SEA,DST,3,2009
14,Philadelphia Eagles,3,0,1,1,0,0,0,1,15.0,15.0,52.5,PHI,DST,3,2009
15,Miami Dolphins,2,0,1,1,0,0,0,1,14.0,14.0,60.2,MIA,DST,3,2009
16,Detroit Lions,2,1,0,0,0,0,0,1,14.0,14.0,1.1,DET,DST,3,2009
17,Buffalo Bills,2,0,1,1,0,0,0,1,14.0,14.0,95.9,BUF,DST,3,2009
18,Cleveland Browns,1,0,1,1,0,0,0,1,13.0,13.0,40.8,CLE,DST,3,2009
19,New York Giants,0,1,0,0,0,0,0,1,12.0,12.0,4.5,NYG,DST,3,2009
20,Arizona Cardinals,0,1,0,0,0,0,0,1,12.0,12.0,60.9,ARI,DST,3,2009
21,Kansas City Chiefs,0,0,1,1,0,0,0,1,12.0,12.0,45.7,KC,DST,3,2009
22,New England Patriots,0,0,1,1,0,0,0,1,12.0,12.0,93.2,NE,DST,3,2009
23,Houston Texans,0,0,1,1,0,0,0,1,12.0,12.0,6.4,HOU,DST,3,2009
24,Washington Commanders,2,0,0,1,0,0,0,1,12.0,12.0,27.5,WAS,DST,3,2009
25,Minnesota Vikings,1,1,0,1,0,0,1,1,10.0,10.0,28.0,MIN,DST,3,2009
26,Atlanta Falcons,0,0,0,0,0,0,0,1,10.0,10.0,5.8,ATL,DST,3,2009
27,Tampa Bay Buccaneers,0,0,0,0,0,0,0,1,10.0,10.0,98.0,TB,DST,3,2009
28,Pittsburgh Steelers,2,0,0,0,0,0,0,1,9.0,9.0,44.6,PIT,DST,3,2009
29,Carolina Panthers,2,0,0,0,0,0,0,1,9.0,9.0,27.8,CAR,DST,3,2009
30,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,3,2009
31,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,44.3,LAC,DST,3,2009
32,Los Angeles Rams,0,0,0,0,0,0,0,0,0.0,0.0,74.5,LAR,DST,3,2009
