rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1.0,Green Bay Packers,2.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,28.0,28.0,60.6,GB,DST,12,2009
2.0,New York Jets,3.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,27.0,3.3,NYJ,DST,12,2009
3.0,Indianapolis Colts,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,24.0,24.0,66.4,IND,DST,12,2009
4.0,Seattle Seahawks,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0,24.0,39.4,SEA,DST,12,2009
5.0,San Francisco 49ers,6.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,20.0,20.0,79.5,SF,DST,12,2009
6.0,Minnesota Vikings,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0,20.0,28.0,MIN,DST,12,2009
7.0,Tampa Bay Buccaneers,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,19.0,19.0,98.0,TB,DST,12,2009
8.0,Buffalo Bills,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,95.9,BUF,DST,12,2009
9.0,Pittsburgh Steelers,5.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,19.0,19.0,44.6,PIT,DST,12,2009
10.0,Denver Broncos,3.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,19.0,19.0,48.5,DEN,DST,12,2009
11.0,Miami Dolphins,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,60.2,MIA,DST,12,2009
12.0,New Orleans Saints,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,18.0,18.0,79.3,NO,DST,12,2009
13.0,Arizona Cardinals,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,16.0,16.0,60.9,ARI,DST,12,2009
14.0,Carolina Panthers,3.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,16.0,16.0,27.8,CAR,DST,12,2009
15.0,Philadelphia Eagles,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,52.5,PHI,DST,12,2009
16.0,Dallas Cowboys,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,15.0,15.0,82.9,DAL,DST,12,2009
17.0,Washington Commanders,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,27.5,WAS,DST,12,2009
18.0,Detroit Lions,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,14.0,14.0,1.1,DET,DST,12,2009
19.0,Cleveland Browns,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,13.0,40.8,CLE,DST,12,2009
20.0,Chicago Bears,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,13.0,13.0,35.9,CHI,DST,12,2009
21.0,Houston Texans,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,6.4,HOU,DST,12,2009
22.0,New York Giants,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,4.5,NYG,DST,12,2009
23.0,New England Patriots,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,93.2,NE,DST,12,2009
24.0,Atlanta Falcons,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,13.0,13.0,5.8,ATL,DST,12,2009
25.0,Kansas City Chiefs,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,12.0,12.0,45.7,KC,DST,12,2009
26.0,Baltimore Ravens,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,51.9,BAL,DST,12,2009
27.0,Cincinnati Bengals,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,14.7,CIN,DST,12,2009
28.0,Tennessee Titans,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,48.4,TEN,DST,12,2009
29.0,Jacksonville Jaguars,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,6.9,JAC,DST,12,2009
30.0,Los Angeles Chargers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.3,LAC,DST,12,2009
31.0,Los Angeles Rams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,LAR,DST,12,2009
32.0,Las Vegas Raiders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,LV,DST,12,2009
