rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Atlanta Falcons,2,2,1,1,1,0,0,1,24.0,24.0,5.8,ATL,DST,16,2009
2,San Francisco 49ers,2,3,3,3,0,0,0,1,24.0,24.0,79.5,SF,DST,16,2009
3,New York Jets,2,1,1,1,1,0,1,1,23.0,23.0,3.3,NYJ,DST,16,2009
4,Arizona Cardinals,4,3,1,1,0,0,0,1,22.0,22.0,60.9,ARI,DST,16,2009
5,Carolina Panthers,4,2,2,3,0,0,0,1,22.0,22.0,27.8,CAR,DST,16,2009
6,Green Bay Packers,3,4,0,0,0,0,0,1,21.0,21.0,60.6,GB,DST,16,2009
7,Cleveland Browns,4,3,0,0,0,0,0,1,20.0,20.0,40.8,CLE,DST,16,2009
8,Denver Broncos,4,1,2,1,0,0,0,1,20.0,20.0,48.5,DEN,DST,16,2009
9,Pittsburgh Steelers,4,1,2,2,0,0,0,1,20.0,20.0,44.6,PIT,DST,16,2009
10,Baltimore Ravens,4,1,1,1,0,0,0,1,18.0,18.0,51.9,BAL,DST,16,2009
11,Chicago Bears,3,0,2,1,0,0,0,1,18.0,18.0,35.9,CHI,DST,16,2009
12,New Orleans Saints,3,2,0,1,0,0,0,1,17.0,17.0,79.3,NO,DST,16,2009
13,New England Patriots,2,2,0,1,0,0,0,1,16.0,16.0,93.2,NE,DST,16,2009
14,Dallas Cowboys,4,1,0,2,0,0,0,1,16.0,16.0,82.9,DAL,DST,16,2009
15,Philadelphia Eagles,3,1,0,0,0,0,0,1,15.0,15.0,52.5,PHI,DST,16,2009
16,Houston Texans,3,1,0,0,0,0,0,1,15.0,15.0,6.4,HOU,DST,16,2009
17,Cincinnati Bengals,1,2,0,0,0,0,0,1,15.0,15.0,14.7,CIN,DST,16,2009
18,Minnesota Vikings,2,1,0,0,0,0,0,1,14.0,14.0,28.0,MIN,DST,16,2009
19,Detroit Lions,1,0,1,1,0,0,0,1,14.0,14.0,1.1,DET,DST,16,2009
20,Tampa Bay Buccaneers,1,0,1,1,0,0,1,1,13.0,13.0,98.0,TB,DST,16,2009
21,Tennessee Titans,1,0,1,1,0,0,0,1,13.0,13.0,48.4,TEN,DST,16,2009
22,Miami Dolphins,1,1,0,0,0,0,0,1,13.0,13.0,60.2,MIA,DST,16,2009
23,Kansas City Chiefs,1,1,0,0,0,0,0,1,13.0,13.0,45.7,KC,DST,16,2009
24,Washington Commanders,1,1,0,0,0,0,0,1,13.0,13.0,27.5,WAS,DST,16,2009
25,Jacksonville Jaguars,0,0,1,1,0,0,0,1,12.0,12.0,6.9,JAC,DST,16,2009
26,New York Giants,1,0,0,0,0,0,0,1,11.0,11.0,4.5,NYG,DST,16,2009
27,Seattle Seahawks,1,0,0,0,0,0,0,1,11.0,11.0,39.4,SEA,DST,16,2009
28,Buffalo Bills,3,0,0,2,0,0,0,1,11.0,11.0,95.9,BUF,DST,16,2009
29,Indianapolis Colts,2,0,0,0,0,0,0,1,9.0,9.0,66.4,IND,DST,16,2009
30,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,16,2009
31,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,44.3,LAC,DST,16,2009
32,Los Angeles Rams,0,0,0,0,0,0,0,0,0.0,0.0,74.5,LAR,DST,16,2009
