rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Kansas City Chiefs,2,3,0,0,2,0,0,1,30.0,30.0,45.7,KC,DST,17,2009
2,Green Bay Packers,0,3,0,0,1,1,0,1,24.0,24.0,60.6,GB,DST,17,2009
3,Pittsburgh Steelers,3,3,0,0,0,0,0,1,19.0,19.0,44.6,PIT,DST,17,2009
4,Houston Texans,2,1,1,1,1,0,0,1,19.0,19.0,6.4,HOU,DST,17,2009
5,New York Jets,3,1,2,2,0,0,0,1,19.0,19.0,3.3,NYJ,DST,17,2009
6,San Francisco 49ers,8,0,0,0,0,0,0,1,18.0,18.0,79.5,SF,DST,17,2009
7,Tampa Bay Buccaneers,1,2,1,0,0,0,0,1,18.0,18.0,98.0,TB,DST,17,2009
8,Minnesota Vikings,3,1,1,2,0,0,0,1,17.0,17.0,28.0,MIN,DST,17,2009
9,Miami Dolphins,3,1,1,2,0,0,0,1,17.0,17.0,60.2,MIA,DST,17,2009
10,Baltimore Ravens,3,1,1,1,0,0,0,1,17.0,17.0,51.9,BAL,DST,17,2009
11,Buffalo Bills,1,2,1,0,0,0,0,1,17.0,17.0,95.9,BUF,DST,17,2009
12,Dallas Cowboys,4,0,1,1,0,0,0,1,16.0,16.0,82.9,DAL,DST,17,2009
13,Chicago Bears,2,1,1,1,0,0,0,1,16.0,16.0,35.9,CHI,DST,17,2009
14,Carolina Panthers,0,1,2,1,0,0,0,1,16.0,16.0,27.8,CAR,DST,17,2009
15,New England Patriots,1,1,0,1,1,0,0,1,16.0,16.0,93.2,NE,DST,17,2009
16,Cleveland Browns,3,1,0,1,0,0,0,1,15.0,15.0,40.8,CLE,DST,17,2009
17,Tennessee Titans,3,1,0,1,0,0,0,1,15.0,15.0,48.4,TEN,DST,17,2009
18,Atlanta Falcons,1,2,0,1,0,0,0,1,15.0,15.0,5.8,ATL,DST,17,2009
19,Seattle Seahawks,0,1,1,1,0,0,0,1,14.0,14.0,39.4,SEA,DST,17,2009
20,Philadelphia Eagles,2,1,0,0,0,0,0,1,14.0,14.0,52.5,PHI,DST,17,2009
21,Washington Commanders,1,1,0,0,0,0,0,1,13.0,13.0,27.5,WAS,DST,17,2009
22,New Orleans Saints,2,0,0,0,0,0,0,1,12.0,12.0,79.3,NO,DST,17,2009
23,Jacksonville Jaguars,0,1,0,0,0,0,0,1,12.0,12.0,6.9,JAC,DST,17,2009
24,Detroit Lions,2,0,0,1,0,0,0,1,12.0,12.0,1.1,DET,DST,17,2009
25,Denver Broncos,0,2,0,0,0,0,0,1,11.0,11.0,48.5,DEN,DST,17,2009
26,New York Giants,0,0,0,0,0,0,0,1,10.0,10.0,4.5,NYG,DST,17,2009
27,Indianapolis Colts,0,0,0,0,0,0,0,1,10.0,10.0,66.4,IND,DST,17,2009
28,Cincinnati Bengals,0,0,0,0,0,0,0,1,10.0,10.0,14.7,CIN,DST,17,2009
29,Arizona Cardinals,1,1,0,0,0,0,0,1,10.0,10.0,60.9,ARI,DST,17,2009
30,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,17,2009
31,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,44.3,LAC,DST,17,2009
32,Los Angeles Rams,0,0,0,0,0,0,0,0,0.0,0.0,74.5,LAR,DST,17,2009
